Código,Hogares sin NBI,Hogares con NBI,Total,CO_FRAC_RA
020090206,255.0,0.0,255.0,9_2_6
020090207,298.0,2.0,300.0,9_2_7
020090208,244.0,1.0,245.0,9_2_8
020090209,355.0,3.0,358.0,9_2_9
020090210,299.0,6.0,305.0,9_2_10
020090211,334.0,7.0,341.0,9_2_11
020090212,223.0,0.0,223.0,9_2_12
020090301,236.0,27.0,263.0,9_3_1
020090302,232.0,23.0,255.0,9_3_2
020090303,232.0,7.0,239.0,9_3_3
020090304,235.0,7.0,242.0,9_3_4
020090305,269.0,2.0,271.0,9_3_5
020090306,298.0,0.0,298.0,9_3_6
020090307,310.0,6.0,316.0,9_3_7
020090308,276.0,3.0,279.0,9_3_8
020090309,257.0,0.0,257.0,9_3_9
020090310,283.0,0.0,283.0,9_3_10
020090311,287.0,7.0,294.0,9_3_11
020090312,213.0,0.0,213.0,9_3_12
020090313,295.0,18.0,313.0,9_3_13
020090401,360.0,1.0,361.0,9_4_1
020090402,319.0,6.0,325.0,9_4_2
020090403,337.0,5.0,342.0,9_4_3
020090404,326.0,3.0,329.0,9_4_4
020090405,352.0,3.0,355.0,9_4_5
020090406,249.0,2.0,251.0,9_4_6
020090407,270.0,1.0,271.0,9_4_7
020090408,269.0,1.0,270.0,9_4_8
020090409,251.0,5.0,256.0,9_4_9
020090410,288.0,2.0,290.0,9_4_10
020090411,321.0,20.0,341.0,9_4_11
020090501,306.0,4.0,310.0,9_5_1
020090502,320.0,2.0,322.0,9_5_2
020090503,261.0,0.0,261.0,9_5_3
020090504,301.0,2.0,303.0,9_5_4
020090505,381.0,3.0,384.0,9_5_5
020090506,314.0,1.0,315.0,9_5_6
020090507,311.0,3.0,314.0,9_5_7
020090508,291.0,1.0,292.0,9_5_8
020090509,275.0,55.0,330.0,9_5_9
020090510,315.0,4.0,319.0,9_5_10
020090511,312.0,5.0,317.0,9_5_11
020090601,391.0,17.0,408.0,9_6_1
020090602,258.0,1.0,259.0,9_6_2
020090603,354.0,19.0,373.0,9_6_3
020090604,306.0,35.0,341.0,9_6_4
020090605,405.0,7.0,412.0,9_6_5
020090606,257.0,2.0,259.0,9_6_6
020090607,333.0,41.0,374.0,9_6_7
020090608,264.0,17.0,281.0,9_6_8
020090609,371.0,2.0,373.0,9_6_9
020090610,303.0,42.0,345.0,9_6_10
020090611,256.0,53.0,309.0,9_6_11
020090612,276.0,10.0,286.0,9_6_12
020090701,267.0,2.0,269.0,9_7_1
020090702,299.0,1.0,300.0,9_7_2
020090703,218.0,2.0,220.0,9_7_3
020090704,242.0,0.0,242.0,9_7_4
020090705,255.0,2.0,257.0,9_7_5
020090706,306.0,2.0,308.0,9_7_6
020090707,231.0,1.0,232.0,9_7_7
020090708,272.0,3.0,275.0,9_7_8
020090709,312.0,1.0,313.0,9_7_9
020090710,210.0,35.0,245.0,9_7_10
020090711,269.0,9.0,278.0,9_7_11
020090712,313.0,2.0,315.0,9_7_12
020090713,312.0,12.0,324.0,9_7_13
020090714,293.0,4.0,297.0,9_7_14
020090801,281.0,6.0,287.0,9_8_1
020090802,290.0,4.0,294.0,9_8_2
020090803,290.0,3.0,293.0,9_8_3
020090804,285.0,1.0,286.0,9_8_4
020090805,325.0,4.0,329.0,9_8_5
020090806,304.0,49.0,353.0,9_8_6
020090807,323.0,7.0,330.0,9_8_7
020090808,317.0,18.0,335.0,9_8_8
020090809,233.0,17.0,250.0,9_8_9
020090810,296.0,30.0,326.0,9_8_10
020090811,302.0,21.0,323.0,9_8_11
020090812,329.0,2.0,331.0,9_8_12
020090813,206.0,1.0,207.0,9_8_13
020090901,244.0,38.0,282.0,9_9_1
020090902,258.0,10.0,268.0,9_9_2
020090903,383.0,13.0,396.0,9_9_3
020090904,209.0,2.0,211.0,9_9_4
020090905,257.0,4.0,261.0,9_9_5
020090906,302.0,2.0,304.0,9_9_6
020090907,359.0,0.0,359.0,9_9_7
020090908,203.0,2.0,205.0,9_9_8
020090909,250.0,6.0,256.0,9_9_9
020090910,281.0,4.0,285.0,9_9_10
020090911,227.0,48.0,275.0,9_9_11
020090912,223.0,4.0,227.0,9_9_12
020090913,207.0,2.0,209.0,9_9_13
020090914,306.0,4.0,310.0,9_9_14
020091001,285.0,13.0,298.0,9_10_1
020091002,316.0,20.0,336.0,9_10_2
020091003,310.0,18.0,328.0,9_10_3
020091004,231.0,6.0,237.0,9_10_4
020091005,335.0,7.0,342.0,9_10_5
020091006,273.0,9.0,282.0,9_10_6
020091007,238.0,11.0,249.0,9_10_7
020091008,321.0,1.0,322.0,9_10_8
020091009,170.0,0.0,170.0,9_10_9
020091010,302.0,2.0,304.0,9_10_10
020091011,243.0,2.0,245.0,9_10_11
020091012,223.0,1.0,224.0,9_10_12
020091101,414.0,16.0,430.0,9_11_1
020091102,343.0,12.0,355.0,9_11_2
020091103,287.0,5.0,292.0,9_11_3
020091104,356.0,14.0,370.0,9_11_4
020091105,384.0,13.0,397.0,9_11_5
020091106,317.0,10.0,327.0,9_11_6
020091107,365.0,20.0,385.0,9_11_7
020091108,297.0,14.0,311.0,9_11_8
020091109,302.0,12.0,314.0,9_11_9
020091110,265.0,41.0,306.0,9_11_10
020091111,314.0,15.0,329.0,9_11_11
020091112,369.0,45.0,414.0,9_11_12
020091201,318.0,20.0,338.0,9_12_1
020091202,181.0,10.0,191.0,9_12_2
020091203,279.0,4.0,283.0,9_12_3
020091204,283.0,13.0,296.0,9_12_4
020091205,283.0,7.0,290.0,9_12_5
020091206,327.0,11.0,338.0,9_12_6
020091207,242.0,8.0,250.0,9_12_7
020091208,318.0,2.0,320.0,9_12_8
020091209,288.0,4.0,292.0,9_12_9
020091210,340.0,3.0,343.0,9_12_10
020091211,275.0,35.0,310.0,9_12_11
020091212,227.0,5.0,232.0,9_12_12
020091301,295.0,20.0,315.0,9_13_1
020091302,388.0,16.0,404.0,9_13_2
020091303,359.0,43.0,402.0,9_13_3
020091304,245.0,5.0,250.0,9_13_4
020091305,288.0,15.0,303.0,9_13_5
020091306,283.0,17.0,300.0,9_13_6
020091307,334.0,24.0,358.0,9_13_7
020091401,382.0,6.0,388.0,9_14_1
020091402,302.0,5.0,307.0,9_14_2
020091403,237.0,26.0,263.0,9_14_3
020091404,222.0,27.0,249.0,9_14_4
020091405,386.0,71.0,457.0,9_14_5
020091406,507.0,152.0,659.0,9_14_6
020091407,289.0,62.0,351.0,9_14_7
020091408,343.0,83.0,426.0,9_14_8
020091409,221.0,31.0,252.0,9_14_9
020091410,412.0,77.0,489.0,9_14_10
020091501,212.0,5.0,217.0,9_15_1
020091502,259.0,31.0,290.0,9_15_2
020091503,280.0,10.0,290.0,9_15_3
020091504,260.0,12.0,272.0,9_15_4
020091505,310.0,9.0,319.0,9_15_5
020091506,332.0,4.0,336.0,9_15_6
020091507,339.0,9.0,348.0,9_15_7
020091508,258.0,25.0,283.0,9_15_8
020091509,281.0,12.0,293.0,9_15_9
020091510,214.0,15.0,229.0,9_15_10
020091511,304.0,7.0,311.0,9_15_11
020091601,300.0,9.0,309.0,9_16_1
020091602,304.0,10.0,314.0,9_16_2
020091603,219.0,9.0,228.0,9_16_3
020091604,234.0,13.0,247.0,9_16_4
020091605,272.0,11.0,283.0,9_16_5
020091606,315.0,11.0,326.0,9_16_6
020091607,329.0,7.0,336.0,9_16_7
020091608,292.0,9.0,301.0,9_16_8
020091609,329.0,11.0,340.0,9_16_9
020091610,290.0,7.0,297.0,9_16_10
020091611,245.0,2.0,247.0,9_16_11
020091612,255.0,4.0,259.0,9_16_12
020091613,294.0,2.0,296.0,9_16_13
020100101,243.0,7.0,250.0,10_1_1
020100102,351.0,2.0,353.0,10_1_2
020100103,339.0,2.0,341.0,10_1_3
020100104,293.0,1.0,294.0,10_1_4
020100105,257.0,1.0,258.0,10_1_5
020100106,309.0,0.0,309.0,10_1_6
020100107,249.0,9.0,258.0,10_1_7
020100108,348.0,5.0,353.0,10_1_8
020100201,352.0,1.0,353.0,10_2_1
020100202,257.0,0.0,257.0,10_2_2
020100203,243.0,2.0,245.0,10_2_3
020100204,302.0,1.0,303.0,10_2_4
020100205,285.0,12.0,297.0,10_2_5
020100206,392.0,1.0,393.0,10_2_6
020100207,340.0,0.0,340.0,10_2_7
020100208,316.0,0.0,316.0,10_2_8
020100301,219.0,3.0,222.0,10_3_1
020100302,290.0,0.0,290.0,10_3_2
020100303,292.0,1.0,293.0,10_3_3
020100304,217.0,1.0,218.0,10_3_4
020100305,280.0,3.0,283.0,10_3_5
020100306,274.0,4.0,278.0,10_3_6
020100307,333.0,9.0,342.0,10_3_7
020100308,336.0,8.0,344.0,10_3_8
020100401,368.0,2.0,370.0,10_4_1
020100402,399.0,3.0,402.0,10_4_2
020100403,300.0,0.0,300.0,10_4_3
020100404,287.0,1.0,288.0,10_4_4
020100405,285.0,1.0,286.0,10_4_5
020100406,234.0,1.0,235.0,10_4_6
020100407,301.0,0.0,301.0,10_4_7
020100408,260.0,4.0,264.0,10_4_8
020100409,305.0,0.0,305.0,10_4_9
020100501,236.0,7.0,243.0,10_5_1
020100502,289.0,3.0,292.0,10_5_2
020100503,345.0,10.0,355.0,10_5_3
020100504,322.0,1.0,323.0,10_5_4
020100505,295.0,4.0,299.0,10_5_5
020100506,337.0,2.0,339.0,10_5_6
020100507,285.0,21.0,306.0,10_5_7
020100508,348.0,9.0,357.0,10_5_8
020100509,255.0,8.0,263.0,10_5_9
020100510,292.0,4.0,296.0,10_5_10
020100511,245.0,3.0,248.0,10_5_11
020100512,261.0,4.0,265.0,10_5_12
020100513,280.0,8.0,288.0,10_5_13
020100514,265.0,4.0,269.0,10_5_14
020100601,224.0,7.0,231.0,10_6_1
020100602,229.0,18.0,247.0,10_6_2
020100603,385.0,3.0,388.0,10_6_3
020100604,315.0,4.0,319.0,10_6_4
020100605,348.0,5.0,353.0,10_6_5
020100606,296.0,2.0,298.0,10_6_6
020100607,283.0,1.0,284.0,10_6_7
020100608,337.0,2.0,339.0,10_6_8
020100609,352.0,5.0,357.0,10_6_9
020100610,386.0,36.0,422.0,10_6_10
020100611,280.0,0.0,280.0,10_6_11
020100612,263.0,3.0,266.0,10_6_12
020100613,395.0,0.0,395.0,10_6_13
020100701,378.0,3.0,381.0,10_7_1
020100702,404.0,3.0,407.0,10_7_2
020100703,453.0,18.0,471.0,10_7_3
020100704,430.0,4.0,434.0,10_7_4
020100705,353.0,13.0,366.0,10_7_5
020100706,338.0,4.0,342.0,10_7_6
020100707,513.0,2.0,515.0,10_7_7
020100708,384.0,0.0,384.0,10_7_8
020100709,325.0,14.0,339.0,10_7_9
020100710,398.0,4.0,402.0,10_7_10
020100801,401.0,5.0,406.0,10_8_1
020100802,417.0,11.0,428.0,10_8_2
020100803,316.0,3.0,319.0,10_8_3
020100804,356.0,11.0,367.0,10_8_4
020100805,296.0,6.0,302.0,10_8_5
020100806,289.0,1.0,290.0,10_8_6
020100807,419.0,6.0,425.0,10_8_7
020100808,397.0,11.0,408.0,10_8_8
020100809,262.0,2.0,264.0,10_8_9
020100901,324.0,5.0,329.0,10_9_1
020100902,316.0,5.0,321.0,10_9_2
020100903,301.0,2.0,303.0,10_9_3
020100904,307.0,3.0,310.0,10_9_4
020100905,299.0,3.0,302.0,10_9_5
020100906,328.0,15.0,343.0,10_9_6
020100907,298.0,14.0,312.0,10_9_7
020100908,253.0,6.0,259.0,10_9_8
020100909,249.0,1.0,250.0,10_9_9
020100910,275.0,4.0,279.0,10_9_10
020101001,281.0,0.0,281.0,10_10_1
020101002,339.0,11.0,350.0,10_10_2
020101003,308.0,10.0,318.0,10_10_3
020101004,279.0,5.0,284.0,10_10_4
020101005,306.0,7.0,313.0,10_10_5
020101006,308.0,6.0,314.0,10_10_6
020101007,306.0,2.0,308.0,10_10_7
020101008,246.0,8.0,254.0,10_10_8
020101009,347.0,3.0,350.0,10_10_9
020101010,258.0,4.0,262.0,10_10_10
020101011,282.0,22.0,304.0,10_10_11
020101012,340.0,6.0,346.0,10_10_12
020101101,302.0,7.0,309.0,10_11_1
020101102,394.0,39.0,433.0,10_11_2
020101103,348.0,6.0,354.0,10_11_3
020101104,355.0,39.0,394.0,10_11_4
020101105,294.0,7.0,301.0,10_11_5
020101106,160.0,23.0,183.0,10_11_6
020101107,338.0,39.0,377.0,10_11_7
020101108,308.0,36.0,344.0,10_11_8
020101109,336.0,45.0,381.0,10_11_9
020101110,288.0,8.0,296.0,10_11_10
020101111,246.0,5.0,251.0,10_11_11
020101201,324.0,23.0,347.0,10_12_1
020101202,357.0,13.0,370.0,10_12_2
020101203,224.0,85.0,309.0,10_12_3
020101204,212.0,31.0,243.0,10_12_4
020101205,177.0,12.0,189.0,10_12_5
020101206,205.0,9.0,214.0,10_12_6
020101207,210.0,28.0,238.0,10_12_7
020101208,309.0,2.0,311.0,10_12_8
020101209,299.0,9.0,308.0,10_12_9
020101210,242.0,4.0,246.0,10_12_10
020101301,213.0,13.0,226.0,10_13_1
020101302,254.0,1.0,255.0,10_13_2
020101303,238.0,23.0,261.0,10_13_3
020101304,244.0,4.0,248.0,10_13_4
020101305,311.0,4.0,315.0,10_13_5
020101306,276.0,2.0,278.0,10_13_6
020101307,241.0,13.0,254.0,10_13_7
020101308,289.0,1.0,290.0,10_13_8
020101309,247.0,34.0,281.0,10_13_9
020101310,224.0,6.0,230.0,10_13_10
020101311,284.0,3.0,287.0,10_13_11
020101312,266.0,1.0,267.0,10_13_12
020101401,326.0,8.0,334.0,10_14_1
020101402,305.0,10.0,315.0,10_14_2
020101403,319.0,3.0,322.0,10_14_3
020101404,295.0,1.0,296.0,10_14_4
020101405,261.0,1.0,262.0,10_14_5
020101406,203.0,2.0,205.0,10_14_6
020101407,273.0,18.0,291.0,10_14_7
020101408,243.0,10.0,253.0,10_14_8
020101409,319.0,18.0,337.0,10_14_9
020101410,338.0,3.0,341.0,10_14_10
020101411,199.0,68.0,267.0,10_14_11
020101501,251.0,12.0,263.0,10_15_1
020101502,337.0,10.0,347.0,10_15_2
020101503,187.0,15.0,202.0,10_15_3
020101504,245.0,2.0,247.0,10_15_4
020101505,298.0,0.0,298.0,10_15_5
020101506,238.0,10.0,248.0,10_15_6
020101507,210.0,15.0,225.0,10_15_7
020101508,348.0,27.0,375.0,10_15_8
020101509,428.0,31.0,459.0,10_15_9
020101601,243.0,27.0,270.0,10_16_1
020101602,393.0,15.0,408.0,10_16_2
020101603,270.0,12.0,282.0,10_16_3
020101604,342.0,2.0,344.0,10_16_4
020101605,384.0,5.0,389.0,10_16_5
020101606,352.0,4.0,356.0,10_16_6
020101607,289.0,0.0,289.0,10_16_7
020101608,311.0,1.0,312.0,10_16_8
020101609,325.0,13.0,338.0,10_16_9
020101701,313.0,0.0,313.0,10_17_1
020101702,365.0,7.0,372.0,10_17_2
020101703,356.0,4.0,360.0,10_17_3
020101704,378.0,0.0,378.0,10_17_4
020101705,338.0,29.0,367.0,10_17_5
020101706,298.0,10.0,308.0,10_17_6
020101707,268.0,21.0,289.0,10_17_7
020101708,242.0,4.0,246.0,10_17_8
020101709,237.0,2.0,239.0,10_17_9
020101710,263.0,6.0,269.0,10_17_10
020101801,275.0,5.0,280.0,10_18_1
020101802,267.0,3.0,270.0,10_18_2
020101803,318.0,19.0,337.0,10_18_3
020101804,353.0,43.0,396.0,10_18_4
020101805,271.0,6.0,277.0,10_18_5
020101806,257.0,23.0,280.0,10_18_6
020101807,330.0,35.0,365.0,10_18_7
020101808,183.0,1.0,184.0,10_18_8
020101809,443.0,15.0,458.0,10_18_9
020101810,177.0,14.0,191.0,10_18_10
020101811,209.0,15.0,224.0,10_18_11
020101812,291.0,6.0,297.0,10_18_12
020101901,219.0,46.0,265.0,10_19_1
020101902,338.0,98.0,436.0,10_19_2
020101903,290.0,65.0,355.0,10_19_3
020101904,304.0,36.0,340.0,10_19_4
020101905,324.0,24.0,348.0,10_19_5
020101906,314.0,33.0,347.0,10_19_6
020101907,328.0,0.0,328.0,10_19_7
020101908,206.0,9.0,215.0,10_19_8
020101909,251.0,25.0,276.0,10_19_9
020101910,315.0,85.0,400.0,10_19_10
020101911,330.0,14.0,344.0,10_19_11
020101912,423.0,6.0,429.0,10_19_12
020110101,324.0,0.0,324.0,11_1_1
020110102,338.0,1.0,339.0,11_1_2
020110103,246.0,1.0,247.0,11_1_3
020110104,313.0,3.0,316.0,11_1_4
020110105,213.0,8.0,221.0,11_1_5
020110106,277.0,1.0,278.0,11_1_6
020110107,251.0,1.0,252.0,11_1_7
020110108,294.0,1.0,295.0,11_1_8
020110109,302.0,2.0,304.0,11_1_9
020110110,339.0,1.0,340.0,11_1_10
020110111,401.0,1.0,402.0,11_1_11
020110112,261.0,5.0,266.0,11_1_12
020110201,278.0,8.0,286.0,11_2_1
020110202,358.0,3.0,361.0,11_2_2
020110203,286.0,0.0,286.0,11_2_3
020110204,223.0,0.0,223.0,11_2_4
020110205,386.0,3.0,389.0,11_2_5
020110206,358.0,0.0,358.0,11_2_6
020110207,309.0,3.0,312.0,11_2_7
020110208,274.0,28.0,302.0,11_2_8
020110209,210.0,28.0,238.0,11_2_9
020110210,347.0,1.0,348.0,11_2_10
020110211,327.0,1.0,328.0,11_2_11
020110301,262.0,2.0,264.0,11_3_1
020110302,290.0,2.0,292.0,11_3_2
020110303,239.0,1.0,240.0,11_3_3
020110304,209.0,1.0,210.0,11_3_4
020110305,232.0,1.0,233.0,11_3_5
020110306,287.0,0.0,287.0,11_3_6
020110307,275.0,8.0,283.0,11_3_7
020110308,299.0,0.0,299.0,11_3_8
020110309,295.0,3.0,298.0,11_3_9
020110310,315.0,2.0,317.0,11_3_10
020110311,254.0,0.0,254.0,11_3_11
020110312,279.0,3.0,282.0,11_3_12
020110401,284.0,0.0,284.0,11_4_1
020110402,296.0,1.0,297.0,11_4_2
020110403,220.0,1.0,221.0,11_4_3
020110404,296.0,0.0,296.0,11_4_4
020110405,306.0,2.0,308.0,11_4_5
020110406,241.0,0.0,241.0,11_4_6
020110407,279.0,0.0,279.0,11_4_7
020110408,281.0,1.0,282.0,11_4_8
020110409,307.0,2.0,309.0,11_4_9
020110410,275.0,6.0,281.0,11_4_10
020110411,310.0,3.0,313.0,11_4_11
020110412,352.0,0.0,352.0,11_4_12
020110413,327.0,0.0,327.0,11_4_13
020110501,241.0,1.0,242.0,11_5_1
020110502,315.0,1.0,316.0,11_5_2
020110503,352.0,1.0,353.0,11_5_3
020110504,249.0,3.0,252.0,11_5_4
020110505,339.0,0.0,339.0,11_5_5
020110506,317.0,2.0,319.0,11_5_6
020110507,277.0,3.0,280.0,11_5_7
020110508,306.0,1.0,307.0,11_5_8
020110509,287.0,5.0,292.0,11_5_9
020110510,334.0,0.0,334.0,11_5_10
020110601,317.0,0.0,317.0,11_6_1
020110602,345.0,6.0,351.0,11_6_2
020110603,320.0,27.0,347.0,11_6_3
020110604,330.0,3.0,333.0,11_6_4
020110605,303.0,1.0,304.0,11_6_5
020110606,305.0,1.0,306.0,11_6_6
020110607,303.0,5.0,308.0,11_6_7
020110608,280.0,4.0,284.0,11_6_8
020110609,294.0,8.0,302.0,11_6_9
020110610,265.0,6.0,271.0,11_6_10
020110611,311.0,3.0,314.0,11_6_11
020110701,157.0,14.0,171.0,11_7_1
020110702,327.0,1.0,328.0,11_7_2
020110703,296.0,1.0,297.0,11_7_3
020110704,324.0,1.0,325.0,11_7_4
020110705,339.0,10.0,349.0,11_7_5
020110706,289.0,2.0,291.0,11_7_6
020110707,269.0,4.0,273.0,11_7_7
020110708,242.0,7.0,249.0,11_7_8
020110709,291.0,5.0,296.0,11_7_9
020110710,290.0,2.0,292.0,11_7_10
020110711,319.0,4.0,323.0,11_7_11
020110712,297.0,9.0,306.0,11_7_12
020110801,338.0,9.0,347.0,11_8_1
020110802,338.0,0.0,338.0,11_8_2
020110803,210.0,0.0,210.0,11_8_3
020110804,328.0,1.0,329.0,11_8_4
020110805,264.0,1.0,265.0,11_8_5
020110806,379.0,0.0,379.0,11_8_6
020110807,341.0,4.0,345.0,11_8_7
020110808,355.0,0.0,355.0,11_8_8
020110809,365.0,0.0,365.0,11_8_9
020110901,313.0,2.0,315.0,11_9_1
020110902,312.0,0.0,312.0,11_9_2
020110903,377.0,2.0,379.0,11_9_3
020110904,254.0,1.0,255.0,11_9_4
020110905,308.0,0.0,308.0,11_9_5
020110906,247.0,1.0,248.0,11_9_6
020110907,309.0,3.0,312.0,11_9_7
020110908,330.0,1.0,331.0,11_9_8
020110909,245.0,1.0,246.0,11_9_9
020110910,349.0,3.0,352.0,11_9_10
020110911,257.0,1.0,258.0,11_9_11
020110912,297.0,0.0,297.0,11_9_12
020111001,314.0,1.0,315.0,11_10_1
020111002,382.0,2.0,384.0,11_10_2
020111003,315.0,2.0,317.0,11_10_3
020111004,363.0,1.0,364.0,11_10_4
020111005,380.0,6.0,386.0,11_10_5
020111006,457.0,1.0,458.0,11_10_6
020111007,400.0,1.0,401.0,11_10_7
020111008,317.0,1.0,318.0,11_10_8
020111009,317.0,2.0,319.0,11_10_9
020111010,276.0,5.0,281.0,11_10_10
020111101,293.0,0.0,293.0,11_11_1
020111102,308.0,1.0,309.0,11_11_2
020111103,316.0,9.0,325.0,11_11_3
020111104,101.0,1.0,102.0,11_11_4
020111105,335.0,0.0,335.0,11_11_5
020111106,385.0,11.0,396.0,11_11_6
020111107,303.0,2.0,305.0,11_11_7
020111108,309.0,6.0,315.0,11_11_8
020111109,295.0,1.0,296.0,11_11_9
020111201,231.0,2.0,233.0,11_12_1
020111202,236.0,0.0,236.0,11_12_2
020111203,355.0,5.0,360.0,11_12_3
020111204,271.0,1.0,272.0,11_12_4
020111205,245.0,0.0,245.0,11_12_5
020111206,319.0,1.0,320.0,11_12_6
020111207,255.0,4.0,259.0,11_12_7
020111208,271.0,1.0,272.0,11_12_8
020111209,237.0,3.0,240.0,11_12_9
020111210,259.0,2.0,261.0,11_12_10
020111301,340.0,6.0,346.0,11_13_1
020111302,365.0,22.0,387.0,11_13_2
020111303,319.0,2.0,321.0,11_13_3
020111304,338.0,7.0,345.0,11_13_4
020111305,387.0,6.0,393.0,11_13_5
020111306,371.0,2.0,373.0,11_13_6
020111307,298.0,1.0,299.0,11_13_7
020111308,281.0,0.0,281.0,11_13_8
020111309,348.0,23.0,371.0,11_13_9
020111310,249.0,1.0,250.0,11_13_10
020111311,332.0,4.0,336.0,11_13_11
020111401,361.0,3.0,364.0,11_14_1
020111402,330.0,2.0,332.0,11_14_2
020111403,364.0,1.0,365.0,11_14_3
020111404,279.0,0.0,279.0,11_14_4
020111405,325.0,3.0,328.0,11_14_5
020111406,404.0,5.0,409.0,11_14_6
020111407,694.0,2.0,696.0,11_14_7
020111501,344.0,5.0,349.0,11_15_1
020111502,311.0,13.0,324.0,11_15_2
020111503,363.0,5.0,368.0,11_15_3
020111504,355.0,1.0,356.0,11_15_4
020111505,323.0,6.0,329.0,11_15_5
020111506,312.0,1.0,313.0,11_15_6
020111507,257.0,24.0,281.0,11_15_7
020111508,327.0,45.0,372.0,11_15_8
020111509,333.0,4.0,337.0,11_15_9
020111510,328.0,3.0,331.0,11_15_10
020111511,384.0,50.0,434.0,11_15_11
020111601,302.0,17.0,319.0,11_16_1
020111602,352.0,7.0,359.0,11_16_2
020111603,262.0,5.0,267.0,11_16_3
020111604,239.0,13.0,252.0,11_16_4
020111605,276.0,12.0,288.0,11_16_5
020111606,332.0,3.0,335.0,11_16_6
020111607,319.0,31.0,350.0,11_16_7
020111608,386.0,7.0,393.0,11_16_8
020111609,251.0,5.0,256.0,11_16_9
020111610,231.0,5.0,236.0,11_16_10
020111701,290.0,0.0,290.0,11_17_1
020111702,278.0,8.0,286.0,11_17_2
020111703,331.0,5.0,336.0,11_17_3
020111704,313.0,11.0,324.0,11_17_4
020111705,278.0,19.0,297.0,11_17_5
020111706,396.0,12.0,408.0,11_17_6
020111707,323.0,8.0,331.0,11_17_7
020111708,315.0,7.0,322.0,11_17_8
020111801,277.0,2.0,279.0,11_18_1
020111802,303.0,0.0,303.0,11_18_2
020111803,303.0,7.0,310.0,11_18_3
020111804,332.0,38.0,370.0,11_18_4
020111805,312.0,6.0,318.0,11_18_5
020111806,517.0,4.0,521.0,11_18_6
020111807,306.0,18.0,324.0,11_18_7
020111808,296.0,50.0,346.0,11_18_8
020111809,281.0,23.0,304.0,11_18_9
020111901,207.0,14.0,221.0,11_19_1
020111902,315.0,7.0,322.0,11_19_2
020111903,277.0,2.0,279.0,11_19_3
020111904,317.0,22.0,339.0,11_19_4
020111905,299.0,7.0,306.0,11_19_5
020111906,337.0,4.0,341.0,11_19_6
020111907,311.0,8.0,319.0,11_19_7
020111908,296.0,5.0,301.0,11_19_8
020111909,317.0,31.0,348.0,11_19_9
020112001,339.0,17.0,356.0,11_20_1
020112002,314.0,3.0,317.0,11_20_2
020112003,346.0,43.0,389.0,11_20_3
020112004,293.0,10.0,303.0,11_20_4
020112005,320.0,8.0,328.0,11_20_5
020112006,259.0,8.0,267.0,11_20_6
020112007,230.0,2.0,232.0,11_20_7
020112008,190.0,1.0,191.0,11_20_8
020112009,259.0,1.0,260.0,11_20_9
020112010,286.0,6.0,292.0,11_20_10
020112011,242.0,10.0,252.0,11_20_11
020112101,303.0,20.0,323.0,11_21_1
020112102,264.0,7.0,271.0,11_21_2
020112103,397.0,26.0,423.0,11_21_3
020112104,301.0,17.0,318.0,11_21_4
020112105,381.0,10.0,391.0,11_21_5
020112106,362.0,23.0,385.0,11_21_6
020112107,269.0,1.0,270.0,11_21_7
020112108,250.0,6.0,256.0,11_21_8
020112109,217.0,1.0,218.0,11_21_9
020112110,267.0,25.0,292.0,11_21_10
020112111,359.0,15.0,374.0,11_21_11
020112201,329.0,16.0,345.0,11_22_1
020112202,322.0,36.0,358.0,11_22_2
020112203,350.0,10.0,360.0,11_22_3
020112204,256.0,9.0,265.0,11_22_4
020112205,304.0,6.0,310.0,11_22_5
020112206,380.0,29.0,409.0,11_22_6
020112207,341.0,4.0,345.0,11_22_7
020112208,262.0,7.0,269.0,11_22_8
020112209,260.0,9.0,269.0,11_22_9
020112210,305.0,2.0,307.0,11_22_10
020112211,244.0,4.0,248.0,11_22_11
020120101,190.0,1.0,191.0,12_1_1
020120102,196.0,0.0,196.0,12_1_2
020120103,187.0,0.0,187.0,12_1_3
020120104,307.0,6.0,313.0,12_1_4
020120105,212.0,5.0,217.0,12_1_5
020120106,281.0,5.0,286.0,12_1_6
020120107,342.0,18.0,360.0,12_1_7
020120108,177.0,5.0,182.0,12_1_8
020120109,352.0,4.0,356.0,12_1_9
020120110,357.0,4.0,361.0,12_1_10
020120111,369.0,5.0,374.0,12_1_11
020120201,355.0,16.0,371.0,12_2_1
020120202,313.0,3.0,316.0,12_2_2
020120203,390.0,4.0,394.0,12_2_3
020120204,379.0,0.0,379.0,12_2_4
020120205,399.0,2.0,401.0,12_2_5
020120206,343.0,1.0,344.0,12_2_6
020120207,317.0,2.0,319.0,12_2_7
020120208,342.0,3.0,345.0,12_2_8
020120301,103.0,1.0,104.0,12_3_1
020120302,249.0,0.0,249.0,12_3_2
020120303,268.0,2.0,270.0,12_3_3
020120304,258.0,10.0,268.0,12_3_4
020120305,284.0,8.0,292.0,12_3_5
020120306,421.0,30.0,451.0,12_3_6
020120307,374.0,4.0,378.0,12_3_7
020120308,250.0,3.0,253.0,12_3_8
020120309,221.0,2.0,223.0,12_3_9
020120310,300.0,5.0,305.0,12_3_10
020120311,284.0,6.0,290.0,12_3_11
020120401,277.0,0.0,277.0,12_4_1
020120402,275.0,12.0,287.0,12_4_2
020120403,418.0,0.0,418.0,12_4_3
020120404,293.0,2.0,295.0,12_4_4
020120405,247.0,2.0,249.0,12_4_5
020120406,295.0,2.0,297.0,12_4_6
