Código,COUNTER,1,2,Total,CO_FRAC_RA
020071404,696.0,47.0,2.0,49.0,7_14_4
020071405,929.0,61.0,5.0,66.0,7_14_5
020071406,1125.0,70.0,8.0,78.0,7_14_6
020071407,939.0,67.0,4.0,71.0,7_14_7
020071408,936.0,77.0,7.0,84.0,7_14_8
020071409,856.0,55.0,7.0,62.0,7_14_9
020071410,766.0,50.0,2.0,52.0,7_14_10
020071411,922.0,63.0,2.0,65.0,7_14_11
020071412,924.0,47.0,2.0,49.0,7_14_12
020071413,747.0,61.0,6.0,67.0,7_14_13
020071501,688.0,47.0,9.0,56.0,7_15_1
020071502,1067.0,55.0,12.0,67.0,7_15_2
020071503,960.0,53.0,7.0,60.0,7_15_3
020071504,655.0,40.0,3.0,43.0,7_15_4
020071505,705.0,46.0,5.0,51.0,7_15_5
020071506,1110.0,58.0,27.0,85.0,7_15_6
020071507,714.0,41.0,3.0,44.0,7_15_7
020071508,797.0,61.0,8.0,69.0,7_15_8
020071509,1218.0,83.0,15.0,98.0,7_15_9
020071510,1023.0,94.0,4.0,98.0,7_15_10
020071511,1148.0,78.0,11.0,89.0,7_15_11
020071601,722.0,39.0,0.0,39.0,7_16_1
020071602,796.0,47.0,7.0,54.0,7_16_2
020071603,815.0,47.0,2.0,49.0,7_16_3
020071604,726.0,59.0,5.0,64.0,7_16_4
020071605,795.0,68.0,1.0,69.0,7_16_5
020071606,1007.0,62.0,7.0,69.0,7_16_6
020071607,947.0,60.0,8.0,68.0,7_16_7
020071608,1106.0,100.0,15.0,115.0,7_16_8
020071609,1057.0,71.0,22.0,93.0,7_16_9
020071701,1605.0,205.0,53.0,258.0,7_17_1
020071702,1587.0,148.0,76.0,224.0,7_17_2
020071703,1374.0,107.0,56.0,163.0,7_17_3
020071704,1645.0,136.0,83.0,219.0,7_17_4
020071705,891.0,77.0,33.0,110.0,7_17_5
020071706,1313.0,125.0,54.0,179.0,7_17_6
020071707,2416.0,240.0,111.0,351.0,7_17_7
020071708,1103.0,108.0,39.0,147.0,7_17_8
020071709,1846.0,141.0,110.0,251.0,7_17_9
020071710,1507.0,161.0,67.0,228.0,7_17_10
020071711,560.0,58.0,21.0,79.0,7_17_11
020071801,1545.0,139.0,38.0,177.0,7_18_1
020071802,487.0,43.0,17.0,60.0,7_18_2
020071803,942.0,74.0,65.0,139.0,7_18_3
020071804,813.0,83.0,19.0,102.0,7_18_4
020071805,1003.0,75.0,38.0,113.0,7_18_5
020071806,1674.0,160.0,72.0,232.0,7_18_6
020071807,1216.0,125.0,19.0,144.0,7_18_7
020071808,1010.0,78.0,22.0,100.0,7_18_8
020071809,1203.0,102.0,42.0,144.0,7_18_9
020071810,1493.0,126.0,71.0,197.0,7_18_10
020071811,1325.0,119.0,51.0,170.0,7_18_11
020071901,878.0,77.0,17.0,94.0,7_19_1
020071902,1659.0,127.0,39.0,166.0,7_19_2
020071903,1339.0,118.0,40.0,158.0,7_19_3
020071904,1553.0,126.0,35.0,161.0,7_19_4
020071905,1407.0,98.0,35.0,133.0,7_19_5
020071906,1927.0,228.0,50.0,278.0,7_19_6
020072001,1021.0,49.0,2.0,51.0,7_20_1
020072002,552.0,49.0,1.0,50.0,7_20_2
020072003,722.0,38.0,5.0,43.0,7_20_3
020072004,541.0,29.0,2.0,31.0,7_20_4
020072005,806.0,52.0,2.0,54.0,7_20_5
020072006,815.0,53.0,3.0,56.0,7_20_6
020072007,816.0,44.0,17.0,61.0,7_20_7
020072008,1189.0,71.0,7.0,78.0,7_20_8
020072009,909.0,56.0,10.0,66.0,7_20_9
020072010,1327.0,67.0,15.0,82.0,7_20_10
020072011,1089.0,64.0,8.0,72.0,7_20_11
020072012,659.0,53.0,4.0,57.0,7_20_12
020072013,1617.0,80.0,4.0,84.0,7_20_13
020072101,1138.0,39.0,4.0,43.0,7_21_1
020072102,1121.0,39.0,3.0,42.0,7_21_2
020072103,959.0,32.0,6.0,38.0,7_21_3
020072104,565.0,20.0,3.0,23.0,7_21_4
020072105,686.0,31.0,1.0,32.0,7_21_5
020072106,927.0,25.0,3.0,28.0,7_21_6
020072107,722.0,26.0,1.0,27.0,7_21_7
020072108,432.0,21.0,1.0,22.0,7_21_8
020072109,709.0,36.0,1.0,37.0,7_21_9
020072110,911.0,45.0,2.0,47.0,7_21_10
020072111,811.0,34.0,0.0,34.0,7_21_11
020072112,917.0,45.0,5.0,50.0,7_21_12
020072201,634.0,22.0,1.0,23.0,7_22_1
020072202,923.0,30.0,5.0,35.0,7_22_2
020072203,874.0,44.0,2.0,46.0,7_22_3
020072204,932.0,44.0,1.0,45.0,7_22_4
020072205,1000.0,54.0,1.0,55.0,7_22_5
020072206,903.0,50.0,2.0,52.0,7_22_6
020072207,561.0,30.0,1.0,31.0,7_22_7
020072208,569.0,37.0,0.0,37.0,7_22_8
020072209,606.0,35.0,0.0,35.0,7_22_9
020072210,778.0,51.0,4.0,55.0,7_22_10
020072211,753.0,39.0,1.0,40.0,7_22_11
020072212,582.0,20.0,1.0,21.0,7_22_12
020072213,753.0,38.0,0.0,38.0,7_22_13
020072301,822.0,39.0,2.0,41.0,7_23_1
020072302,984.0,40.0,4.0,44.0,7_23_2
020072303,728.0,21.0,4.0,25.0,7_23_3
020072304,633.0,29.0,0.0,29.0,7_23_4
020072305,735.0,33.0,2.0,35.0,7_23_5
020072306,760.0,44.0,4.0,48.0,7_23_6
020072307,821.0,46.0,3.0,49.0,7_23_7
020072308,814.0,30.0,3.0,33.0,7_23_8
020072309,735.0,37.0,3.0,40.0,7_23_9
020072401,894.0,40.0,0.0,40.0,7_24_1
020072402,913.0,49.0,5.0,54.0,7_24_2
020072403,1214.0,83.0,3.0,86.0,7_24_3
020072404,1036.0,74.0,5.0,79.0,7_24_4
020072405,931.0,67.0,3.0,70.0,7_24_5
020072406,1059.0,54.0,10.0,64.0,7_24_6
020072407,852.0,61.0,7.0,68.0,7_24_7
020072408,877.0,43.0,3.0,46.0,7_24_8
020072409,950.0,66.0,5.0,71.0,7_24_9
020072410,962.0,52.0,6.0,58.0,7_24_10
020072411,1040.0,60.0,3.0,63.0,7_24_11
020080101,1147.0,111.0,23.0,134.0,8_1_1
020080102,1625.0,93.0,88.0,181.0,8_1_2
020080103,1321.0,108.0,79.0,187.0,8_1_3
020080104,1894.0,181.0,120.0,301.0,8_1_4
020080105,1762.0,165.0,85.0,250.0,8_1_5
020080106,2255.0,181.0,126.0,307.0,8_1_6
020080107,1451.0,93.0,83.0,176.0,8_1_7
020080108,1183.0,94.0,39.0,133.0,8_1_8
020080109,2671.0,161.0,139.0,300.0,8_1_9
020080110,1514.0,141.0,81.0,222.0,8_1_10
020080111,665.0,63.0,39.0,102.0,8_1_11
020080112,3404.0,285.0,224.0,509.0,8_1_12
020080201,1282.0,111.0,20.0,131.0,8_2_1
020080202,535.0,32.0,4.0,36.0,8_2_2
020080203,515.0,35.0,5.0,40.0,8_2_3
020080204,800.0,46.0,11.0,57.0,8_2_4
020080205,561.0,29.0,7.0,36.0,8_2_5
020080206,698.0,47.0,3.0,50.0,8_2_6
020080207,1226.0,78.0,4.0,82.0,8_2_7
020080208,910.0,64.0,13.0,77.0,8_2_8
020080209,829.0,61.0,2.0,63.0,8_2_9
020080210,540.0,32.0,4.0,36.0,8_2_10
020080301,951.0,51.0,24.0,75.0,8_3_1
020080302,791.0,37.0,16.0,53.0,8_3_2
020080303,580.0,29.0,12.0,41.0,8_3_3
020080304,791.0,49.0,14.0,63.0,8_3_4
020080305,728.0,59.0,0.0,59.0,8_3_5
020080306,397.0,17.0,4.0,21.0,8_3_6
020080307,764.0,40.0,15.0,55.0,8_3_7
020080308,1901.0,119.0,146.0,265.0,8_3_8
020080309,2007.0,206.0,105.0,311.0,8_3_9
020080310,1696.0,162.0,91.0,253.0,8_3_10
020080401,899.0,47.0,12.0,59.0,8_4_1
020080402,622.0,38.0,11.0,49.0,8_4_2
020080403,663.0,29.0,5.0,34.0,8_4_3
020080404,663.0,34.0,7.0,41.0,8_4_4
020080405,960.0,47.0,5.0,52.0,8_4_5
020080406,1084.0,55.0,13.0,68.0,8_4_6
020080407,836.0,55.0,15.0,70.0,8_4_7
020080408,859.0,49.0,20.0,69.0,8_4_8
020080409,770.0,43.0,5.0,48.0,8_4_9
020080410,883.0,52.0,10.0,62.0,8_4_10
020080411,743.0,40.0,1.0,41.0,8_4_11
020080501,807.0,56.0,6.0,62.0,8_5_1
020080502,776.0,46.0,6.0,52.0,8_5_2
020080503,821.0,43.0,14.0,57.0,8_5_3
020080504,872.0,68.0,5.0,73.0,8_5_4
020080505,617.0,38.0,3.0,41.0,8_5_5
020080506,831.0,62.0,4.0,66.0,8_5_6
020080507,1024.0,61.0,12.0,73.0,8_5_7
020080508,624.0,49.0,2.0,51.0,8_5_8
020080509,910.0,67.0,5.0,72.0,8_5_9
020080510,1137.0,84.0,14.0,98.0,8_5_10
020080511,927.0,57.0,8.0,65.0,8_5_11
020080601,926.0,79.0,11.0,90.0,8_6_1
020080602,1197.0,81.0,13.0,94.0,8_6_2
020080603,1219.0,83.0,8.0,91.0,8_6_3
020080604,742.0,50.0,6.0,56.0,8_6_4
020080605,999.0,56.0,13.0,69.0,8_6_5
020080606,1003.0,75.0,10.0,85.0,8_6_6
020080607,612.0,34.0,9.0,43.0,8_6_7
020080608,764.0,55.0,4.0,59.0,8_6_8
020080609,869.0,43.0,9.0,52.0,8_6_9
020080610,640.0,47.0,7.0,54.0,8_6_10
020080611,651.0,49.0,13.0,62.0,8_6_11
020080701,1339.0,122.0,41.0,163.0,8_7_1
020080702,1629.0,160.0,49.0,209.0,8_7_2
020080703,1663.0,146.0,62.0,208.0,8_7_3
020080704,1521.0,145.0,78.0,223.0,8_7_4
020080705,1707.0,180.0,82.0,262.0,8_7_5
020080706,1392.0,138.0,75.0,213.0,8_7_6
020080707,2159.0,161.0,137.0,298.0,8_7_7
020080708,1885.0,198.0,88.0,286.0,8_7_8
020080709,3088.0,306.0,143.0,449.0,8_7_9
020080710,1035.0,96.0,41.0,137.0,8_7_10
020080711,1570.0,173.0,37.0,210.0,8_7_11
020080712,1705.0,209.0,31.0,240.0,8_7_12
020080713,1513.0,147.0,40.0,187.0,8_7_13
020080714,2062.0,158.0,121.0,279.0,8_7_14
020080801,864.0,56.0,7.0,63.0,8_8_1
020080802,924.0,58.0,9.0,67.0,8_8_2
020080803,682.0,40.0,4.0,44.0,8_8_3
020080804,809.0,46.0,7.0,53.0,8_8_4
020080805,613.0,28.0,6.0,34.0,8_8_5
020080806,945.0,42.0,7.0,49.0,8_8_6
020080807,856.0,48.0,3.0,51.0,8_8_7
020080808,640.0,49.0,2.0,51.0,8_8_8
020080809,735.0,52.0,5.0,57.0,8_8_9
020080810,899.0,64.0,15.0,79.0,8_8_10
020080811,927.0,49.0,7.0,56.0,8_8_11
020080901,801.0,46.0,14.0,60.0,8_9_1
020080902,883.0,48.0,5.0,53.0,8_9_2
020080903,1028.0,61.0,4.0,65.0,8_9_3
020080904,513.0,28.0,4.0,32.0,8_9_4
020080905,940.0,43.0,0.0,43.0,8_9_5
020080906,1020.0,74.0,20.0,94.0,8_9_6
020080907,772.0,35.0,8.0,43.0,8_9_7
020080908,756.0,35.0,1.0,36.0,8_9_8
020080909,922.0,43.0,0.0,43.0,8_9_9
020081001,876.0,57.0,8.0,65.0,8_10_1
020081002,759.0,49.0,8.0,57.0,8_10_2
020081003,1009.0,66.0,7.0,73.0,8_10_3
020081004,2202.0,179.0,15.0,194.0,8_10_4
020081005,2401.0,168.0,8.0,176.0,8_10_5
020081006,1601.0,103.0,13.0,116.0,8_10_6
020081007,1627.0,106.0,19.0,125.0,8_10_7
020081008,1196.0,112.0,28.0,140.0,8_10_8
020081101,2885.0,248.0,21.0,269.0,8_11_1
020081102,2048.0,162.0,11.0,173.0,8_11_2
020081103,2969.0,204.0,20.0,224.0,8_11_3
020081104,1915.0,124.0,13.0,137.0,8_11_4
020081105,1290.0,116.0,9.0,125.0,8_11_5
020081201,915.0,45.0,21.0,66.0,8_12_1
020081202,1004.0,54.0,5.0,59.0,8_12_2
020081203,1003.0,77.0,9.0,86.0,8_12_3
020081204,979.0,72.0,18.0,90.0,8_12_4
020081205,978.0,60.0,9.0,69.0,8_12_5
020081206,744.0,43.0,9.0,52.0,8_12_6
020081207,826.0,54.0,3.0,57.0,8_12_7
020081301,45.0,2.0,2.0,4.0,8_13_1
020081302,365.0,20.0,5.0,25.0,8_13_2
020081303,998.0,67.0,8.0,75.0,8_13_3
020081304,1064.0,54.0,19.0,73.0,8_13_4
020081305,963.0,43.0,16.0,59.0,8_13_5
020081306,657.0,27.0,9.0,36.0,8_13_6
020081307,728.0,49.0,8.0,57.0,8_13_7
020081308,893.0,54.0,20.0,74.0,8_13_8
020081401,1805.0,216.0,77.0,293.0,8_14_1
020081402,1473.0,181.0,79.0,260.0,8_14_2
020081403,2033.0,213.0,89.0,302.0,8_14_3
020081404,2705.0,195.0,130.0,325.0,8_14_4
020081405,1173.0,99.0,15.0,114.0,8_14_5
020081406,793.0,41.0,2.0,43.0,8_14_6
020081407,949.0,82.0,8.0,90.0,8_14_7
020081408,798.0,44.0,2.0,46.0,8_14_8
020081409,1011.0,65.0,15.0,80.0,8_14_9
020081410,979.0,63.0,20.0,83.0,8_14_10
020081501,2797.0,241.0,157.0,398.0,8_15_1
020081502,2428.0,229.0,103.0,332.0,8_15_2
020081503,2431.0,249.0,130.0,379.0,8_15_3
020081504,931.0,106.0,35.0,141.0,8_15_4
020081505,3385.0,392.0,159.0,551.0,8_15_5
020081506,881.0,113.0,35.0,148.0,8_15_6
020081507,929.0,107.0,24.0,131.0,8_15_7
020081508,1357.0,140.0,46.0,186.0,8_15_8
020081509,1722.0,138.0,48.0,186.0,8_15_9
020081510,1264.0,88.0,15.0,103.0,8_15_10
020081601,1045.0,87.0,18.0,105.0,8_16_1
020081602,617.0,54.0,14.0,68.0,8_16_2
020081603,1118.0,103.0,33.0,136.0,8_16_3
020081604,942.0,93.0,21.0,114.0,8_16_4
020081605,976.0,82.0,25.0,107.0,8_16_5
020081606,830.0,65.0,10.0,75.0,8_16_6
020081607,1041.0,105.0,26.0,131.0,8_16_7
020081608,804.0,66.0,16.0,82.0,8_16_8
020081609,915.0,59.0,16.0,75.0,8_16_9
020081610,934.0,71.0,23.0,94.0,8_16_10
020081701,576.0,30.0,2.0,32.0,8_17_1
020081702,620.0,52.0,2.0,54.0,8_17_2
020081703,666.0,31.0,9.0,40.0,8_17_3
020081704,780.0,50.0,1.0,51.0,8_17_4
020081705,448.0,42.0,8.0,50.0,8_17_5
020090101,530.0,29.0,0.0,29.0,9_1_1
020090102,444.0,24.0,0.0,24.0,9_1_2
020090103,613.0,23.0,2.0,25.0,9_1_3
020090104,749.0,43.0,4.0,47.0,9_1_4
020090105,737.0,30.0,8.0,38.0,9_1_5
020090106,809.0,45.0,13.0,58.0,9_1_6
020090107,683.0,53.0,4.0,57.0,9_1_7
020090108,683.0,40.0,4.0,44.0,9_1_8
020090109,751.0,23.0,0.0,23.0,9_1_9
020090201,824.0,29.0,2.0,31.0,9_2_1
020090202,767.0,35.0,1.0,36.0,9_2_2
020090203,819.0,34.0,6.0,40.0,9_2_3
020090204,982.0,41.0,2.0,43.0,9_2_4
020090205,1143.0,54.0,1.0,55.0,9_2_5
020090206,716.0,41.0,3.0,44.0,9_2_6
020090207,800.0,36.0,1.0,37.0,9_2_7
020090208,686.0,35.0,2.0,37.0,9_2_8
020090209,861.0,56.0,3.0,59.0,9_2_9
020090210,754.0,38.0,1.0,39.0,9_2_10
020090211,1058.0,57.0,7.0,64.0,9_2_11
020090212,625.0,41.0,1.0,42.0,9_2_12
020090301,646.0,34.0,9.0,43.0,9_3_1
020090302,676.0,44.0,5.0,49.0,9_3_2
020090303,601.0,27.0,1.0,28.0,9_3_3
020090304,641.0,37.0,0.0,37.0,9_3_4
020090305,546.0,17.0,1.0,18.0,9_3_5
020090306,749.0,50.0,5.0,55.0,9_3_6
020090307,819.0,47.0,5.0,52.0,9_3_7
020090308,778.0,39.0,0.0,39.0,9_3_8
020090309,697.0,33.0,3.0,36.0,9_3_9
020090310,809.0,43.0,2.0,45.0,9_3_10
020090311,833.0,45.0,3.0,48.0,9_3_11
020090312,585.0,34.0,1.0,35.0,9_3_12
020090313,946.0,43.0,11.0,54.0,9_3_13
020090401,926.0,51.0,3.0,54.0,9_4_1
020090402,923.0,51.0,7.0,58.0,9_4_2
020090403,910.0,52.0,5.0,57.0,9_4_3
020090404,931.0,58.0,5.0,63.0,9_4_4
020090405,992.0,56.0,9.0,65.0,9_4_5
020090406,626.0,35.0,2.0,37.0,9_4_6
020090407,680.0,30.0,3.0,33.0,9_4_7
020090408,735.0,47.0,1.0,48.0,9_4_8
020090409,707.0,46.0,6.0,52.0,9_4_9
020090410,771.0,36.0,3.0,39.0,9_4_10
020090411,933.0,43.0,6.0,49.0,9_4_11
020090501,879.0,48.0,10.0,58.0,9_5_1
020090502,832.0,35.0,1.0,36.0,9_5_2
020090503,1061.0,36.0,14.0,50.0,9_5_3
020090504,848.0,66.0,4.0,70.0,9_5_4
020090505,1006.0,54.0,4.0,58.0,9_5_5
020090506,841.0,47.0,2.0,49.0,9_5_6
020090507,798.0,41.0,1.0,42.0,9_5_7
020090508,834.0,51.0,12.0,63.0,9_5_8
020090509,792.0,44.0,6.0,50.0,9_5_9
020090510,847.0,31.0,1.0,32.0,9_5_10
020090511,900.0,63.0,5.0,68.0,9_5_11
020090601,1111.0,56.0,5.0,61.0,9_6_1
020090602,834.0,38.0,9.0,47.0,9_6_2
020090603,929.0,39.0,5.0,44.0,9_6_3
020090604,905.0,36.0,5.0,41.0,9_6_4
020090605,1109.0,72.0,5.0,77.0,9_6_5
020090606,709.0,39.0,1.0,40.0,9_6_6
020090607,999.0,54.0,7.0,61.0,9_6_7
020090608,785.0,40.0,0.0,40.0,9_6_8
020090609,890.0,35.0,6.0,41.0,9_6_9
020090610,899.0,60.0,7.0,67.0,9_6_10
020090611,823.0,48.0,7.0,55.0,9_6_11
020090612,830.0,50.0,8.0,58.0,9_6_12
020090701,765.0,47.0,2.0,49.0,9_7_1
020090702,842.0,53.0,0.0,53.0,9_7_2
020090703,568.0,35.0,2.0,37.0,9_7_3
020090704,669.0,42.0,0.0,42.0,9_7_4
020090705,709.0,41.0,0.0,41.0,9_7_5
020090706,853.0,54.0,2.0,56.0,9_7_6
020090707,600.0,40.0,1.0,41.0,9_7_7
020090708,737.0,39.0,4.0,43.0,9_7_8
020090709,838.0,51.0,3.0,54.0,9_7_9
020090710,669.0,25.0,3.0,28.0,9_7_10
020090711,767.0,36.0,2.0,38.0,9_7_11
020090712,1014.0,43.0,0.0,43.0,9_7_12
020090713,829.0,45.0,2.0,47.0,9_7_13
020090714,861.0,41.0,8.0,49.0,9_7_14
020090801,770.0,33.0,4.0,37.0,9_8_1
020090802,733.0,42.0,4.0,46.0,9_8_2
020090803,832.0,41.0,0.0,41.0,9_8_3
020090804,703.0,37.0,0.0,37.0,9_8_4
020090805,909.0,65.0,4.0,69.0,9_8_5
020090806,994.0,63.0,8.0,71.0,9_8_6
020090807,1066.0,93.0,32.0,125.0,9_8_7
020090808,1082.0,71.0,9.0,80.0,9_8_8
020090809,764.0,60.0,3.0,63.0,9_8_9
020090810,905.0,47.0,10.0,57.0,9_8_10
020090811,905.0,55.0,19.0,74.0,9_8_11
020090812,954.0,48.0,13.0,61.0,9_8_12
020090813,650.0,35.0,9.0,44.0,9_8_13
020090901,792.0,31.0,6.0,37.0,9_9_1
020090902,720.0,43.0,8.0,51.0,9_9_2
020090903,1033.0,33.0,8.0,41.0,9_9_3
020090904,628.0,46.0,9.0,55.0,9_9_4
020090905,713.0,50.0,3.0,53.0,9_9_5
020090906,881.0,66.0,6.0,72.0,9_9_6
020090907,964.0,52.0,1.0,53.0,9_9_7
020090908,589.0,31.0,5.0,36.0,9_9_8
020090909,809.0,55.0,5.0,60.0,9_9_9
020090910,839.0,46.0,3.0,49.0,9_9_10
020090911,753.0,45.0,3.0,48.0,9_9_11
020090912,689.0,39.0,1.0,40.0,9_9_12
020090913,640.0,33.0,8.0,41.0,9_9_13
020090914,971.0,79.0,2.0,81.0,9_9_14
020091001,825.0,50.0,5.0,55.0,9_10_1
020091002,1068.0,61.0,6.0,67.0,9_10_2
020091003,1131.0,80.0,6.0,86.0,9_10_3
020091004,626.0,33.0,3.0,36.0,9_10_4
020091005,883.0,50.0,6.0,56.0,9_10_5
020091006,810.0,60.0,6.0,66.0,9_10_6
020091007,669.0,28.0,6.0,34.0,9_10_7
020091008,931.0,71.0,6.0,77.0,9_10_8
020091009,459.0,23.0,1.0,24.0,9_10_9
020091010,760.0,48.0,1.0,49.0,9_10_10
020091011,586.0,28.0,2.0,30.0,9_10_11
020091012,520.0,23.0,2.0,25.0,9_10_12
020091101,1151.0,69.0,6.0,75.0,9_11_1
020091102,1082.0,86.0,10.0,96.0,9_11_2
020091103,846.0,57.0,10.0,67.0,9_11_3
020091104,1055.0,61.0,8.0,69.0,9_11_4
020091105,1224.0,73.0,12.0,85.0,9_11_5
020091106,959.0,65.0,3.0,68.0,9_11_6
020091107,1124.0,73.0,12.0,85.0,9_11_7
020091108,908.0,48.0,3.0,51.0,9_11_8
020091109,1082.0,58.0,4.0,62.0,9_11_9
020091110,923.0,56.0,9.0,65.0,9_11_10
020091111,969.0,49.0,6.0,55.0,9_11_11
020091112,1260.0,89.0,7.0,96.0,9_11_12
020091201,1042.0,80.0,20.0,100.0,9_12_1
020091202,546.0,28.0,5.0,33.0,9_12_2
020091203,858.0,65.0,9.0,74.0,9_12_3
020091204,810.0,33.0,5.0,38.0,9_12_4
020091205,803.0,61.0,12.0,73.0,9_12_5
020091206,1016.0,75.0,13.0,88.0,9_12_6
020091207,719.0,38.0,3.0,41.0,9_12_7
020091208,1017.0,58.0,6.0,64.0,9_12_8
020091209,871.0,63.0,4.0,67.0,9_12_9
020091210,1063.0,92.0,20.0,112.0,9_12_10
020091211,859.0,65.0,8.0,73.0,9_12_11
020091212,726.0,50.0,12.0,62.0,9_12_12
020091301,972.0,68.0,9.0,77.0,9_13_1
020091302,1112.0,72.0,15.0,87.0,9_13_2
020091303,1193.0,73.0,17.0,90.0,9_13_3
020091304,822.0,49.0,7.0,56.0,9_13_4
020091305,976.0,65.0,16.0,81.0,9_13_5
020091306,977.0,65.0,8.0,73.0,9_13_6
020091307,1146.0,83.0,21.0,104.0,9_13_7
020091401,1109.0,52.0,18.0,70.0,9_14_1
020091402,917.0,49.0,12.0,61.0,9_14_2
020091403,773.0,60.0,8.0,68.0,9_14_3
020091404,846.0,77.0,11.0,88.0,9_14_4
020091405,1880.0,208.0,64.0,272.0,9_14_5
020091406,2558.0,306.0,67.0,373.0,9_14_6
020091407,1374.0,135.0,47.0,182.0,9_14_7
020091408,1684.0,169.0,58.0,227.0,9_14_8
020091409,905.0,83.0,19.0,102.0,9_14_9
020091410,1804.0,177.0,50.0,227.0,9_14_10
020091501,579.0,45.0,10.0,55.0,9_15_1
020091502,875.0,72.0,13.0,85.0,9_15_2
020091503,863.0,53.0,14.0,67.0,9_15_3
020091504,865.0,65.0,5.0,70.0,9_15_4
020091505,949.0,62.0,9.0,71.0,9_15_5
020091506,1049.0,71.0,5.0,76.0,9_15_6
020091507,1059.0,54.0,15.0,69.0,9_15_7
020091508,843.0,53.0,15.0,68.0,9_15_8
020091509,801.0,49.0,13.0,62.0,9_15_9
020091510,682.0,42.0,14.0,56.0,9_15_10
020091511,928.0,58.0,14.0,72.0,9_15_11
020091601,925.0,65.0,9.0,74.0,9_16_1
020091602,863.0,50.0,11.0,61.0,9_16_2
020091603,613.0,29.0,10.0,39.0,9_16_3
020091604,729.0,39.0,13.0,52.0,9_16_4
020091605,887.0,62.0,10.0,72.0,9_16_5
020091606,986.0,52.0,12.0,64.0,9_16_6
020091607,968.0,61.0,10.0,71.0,9_16_7
020091608,930.0,53.0,11.0,64.0,9_16_8
020091609,1023.0,73.0,8.0,81.0,9_16_9
020091610,862.0,56.0,20.0,76.0,9_16_10
020091611,748.0,65.0,9.0,74.0,9_16_11
020091612,793.0,52.0,17.0,69.0,9_16_12
020091613,784.0,48.0,7.0,55.0,9_16_13
020100101,641.0,26.0,1.0,27.0,10_1_1
020100102,883.0,50.0,7.0,57.0,10_1_2
020100103,927.0,40.0,10.0,50.0,10_1_3
020100104,837.0,36.0,4.0,40.0,10_1_4
020100105,695.0,32.0,3.0,35.0,10_1_5
020100106,811.0,46.0,1.0,47.0,10_1_6
020100107,754.0,38.0,5.0,43.0,10_1_7
020100108,976.0,59.0,6.0,65.0,10_1_8
020100201,930.0,62.0,3.0,65.0,10_2_1
020100202,600.0,36.0,2.0,38.0,10_2_2
020100203,702.0,46.0,8.0,54.0,10_2_3
020100204,875.0,55.0,5.0,60.0,10_2_4
020100205,839.0,43.0,3.0,46.0,10_2_5
020100206,1108.0,46.0,5.0,51.0,10_2_6
020100207,973.0,41.0,6.0,47.0,10_2_7
020100208,868.0,52.0,3.0,55.0,10_2_8
020100301,612.0,30.0,6.0,36.0,10_3_1
020100302,836.0,46.0,2.0,48.0,10_3_2
020100303,803.0,40.0,2.0,42.0,10_3_3
020100304,588.0,29.0,2.0,31.0,10_3_4
020100305,806.0,45.0,2.0,47.0,10_3_5
020100306,717.0,47.0,4.0,51.0,10_3_6
020100307,910.0,54.0,2.0,56.0,10_3_7
020100308,1006.0,41.0,7.0,48.0,10_3_8
020100401,1036.0,55.0,5.0,60.0,10_4_1
020100402,1105.0,63.0,1.0,64.0,10_4_2
020100403,879.0,43.0,1.0,44.0,10_4_3
020100404,814.0,55.0,1.0,56.0,10_4_4
020100405,789.0,37.0,3.0,40.0,10_4_5
020100406,655.0,44.0,3.0,47.0,10_4_6
020100407,775.0,41.0,1.0,42.0,10_4_7
020100408,717.0,42.0,0.0,42.0,10_4_8
020100409,774.0,39.0,4.0,43.0,10_4_9
020100501,700.0,47.0,1.0,48.0,10_5_1
020100502,723.0,29.0,2.0,31.0,10_5_2
020100503,936.0,61.0,3.0,64.0,10_5_3
020100504,921.0,58.0,2.0,60.0,10_5_4
020100505,826.0,43.0,5.0,48.0,10_5_5
020100506,853.0,53.0,2.0,55.0,10_5_6
020100507,855.0,60.0,3.0,63.0,10_5_7
020100508,962.0,50.0,5.0,55.0,10_5_8
020100509,693.0,30.0,1.0,31.0,10_5_9
020100510,805.0,36.0,3.0,39.0,10_5_10
020100511,703.0,39.0,1.0,40.0,10_5_11
020100512,767.0,44.0,0.0,44.0,10_5_12
020100513,820.0,46.0,10.0,56.0,10_5_13
020100514,737.0,39.0,1.0,40.0,10_5_14
020100601,662.0,37.0,3.0,40.0,10_6_1
020100602,682.0,44.0,1.0,45.0,10_6_2
020100603,1071.0,58.0,3.0,61.0,10_6_3
020100604,868.0,50.0,6.0,56.0,10_6_4
020100605,876.0,43.0,3.0,46.0,10_6_5
020100606,851.0,42.0,4.0,46.0,10_6_6
020100607,831.0,55.0,2.0,57.0,10_6_7
020100608,866.0,33.0,4.0,37.0,10_6_8
020100609,965.0,43.0,6.0,49.0,10_6_9
020100610,1100.0,52.0,7.0,59.0,10_6_10
020100611,786.0,33.0,2.0,35.0,10_6_11
020100612,717.0,33.0,2.0,35.0,10_6_12
020100613,1043.0,39.0,2.0,41.0,10_6_13
020100701,1142.0,57.0,5.0,62.0,10_7_1
020100702,1068.0,60.0,3.0,63.0,10_7_2
020100703,1223.0,78.0,7.0,85.0,10_7_3
020100704,1133.0,52.0,6.0,58.0,10_7_4
020100705,843.0,37.0,6.0,43.0,10_7_5
020100706,960.0,56.0,4.0,60.0,10_7_6
020100707,1514.0,106.0,1.0,107.0,10_7_7
