Código,Asiste,Asistió,Nunca asistió,Total
020151605,86.0,3.0,1.0,90.0
020151606,124.0,2.0,1.0,127.0
020151607,134.0,1.0,1.0,136.0
020151608,113.0,4.0,1.0,118.0
020151609,91.0,1.0,3.0,95.0
020151610,122.0,1.0,0.0,123.0
020151611,106.0,2.0,0.0,108.0
020151701,120.0,2.0,0.0,122.0
020151702,61.0,0.0,0.0,61.0
020151703,118.0,1.0,3.0,122.0
020151704,163.0,6.0,1.0,170.0
020151705,153.0,3.0,3.0,159.0
020151706,109.0,5.0,1.0,115.0
020151707,93.0,2.0,0.0,95.0
020151708,62.0,2.0,2.0,66.0
020151709,99.0,2.0,3.0,104.0
020151710,102.0,2.0,4.0,108.0
020151711,114.0,1.0,1.0,116.0
020151712,97.0,1.0,1.0,99.0
020151801,52.0,5.0,2.0,59.0
020151802,71.0,0.0,4.0,75.0
020151803,85.0,3.0,4.0,92.0
020151804,55.0,0.0,0.0,55.0
020151805,64.0,2.0,0.0,66.0
020151806,65.0,0.0,1.0,66.0
020151807,134.0,0.0,0.0,134.0
020151808,87.0,0.0,0.0,87.0
020151809,98.0,0.0,0.0,98.0
020151810,88.0,1.0,0.0,89.0
020151811,93.0,0.0,1.0,94.0
020151812,80.0,0.0,0.0,80.0
020151813,60.0,1.0,2.0,63.0
020151901,57.0,0.0,1.0,58.0
020151902,130.0,1.0,0.0,131.0
020151903,95.0,0.0,2.0,97.0
020151904,103.0,2.0,2.0,107.0
020151905,118.0,2.0,2.0,122.0
020151906,92.0,0.0,2.0,94.0
020151907,78.0,0.0,1.0,79.0
020151908,67.0,2.0,0.0,69.0
020151909,81.0,3.0,2.0,86.0
020151910,117.0,0.0,3.0,120.0
020151911,88.0,2.0,0.0,90.0
020152001,148.0,1.0,0.0,149.0
020152002,98.0,3.0,1.0,102.0
020152003,118.0,6.0,0.0,124.0
020152004,82.0,3.0,0.0,85.0
020152005,64.0,0.0,0.0,64.0
020152006,92.0,1.0,0.0,93.0
020152007,98.0,0.0,2.0,100.0
020152008,95.0,3.0,1.0,99.0
020152009,72.0,1.0,3.0,76.0
020152010,128.0,3.0,2.0,133.0
020152011,83.0,9.0,2.0,94.0
020152012,75.0,2.0,0.0,77.0
020152101,112.0,0.0,0.0,112.0
020152102,118.0,4.0,0.0,122.0
020152103,78.0,0.0,0.0,78.0
020152104,106.0,2.0,1.0,109.0
020152105,82.0,2.0,4.0,88.0
020152106,155.0,2.0,3.0,160.0
020152107,72.0,1.0,0.0,73.0
020152108,65.0,3.0,2.0,70.0
020152109,104.0,4.0,0.0,108.0
020152110,75.0,6.0,1.0,82.0
020152111,91.0,2.0,1.0,94.0
020152112,68.0,4.0,2.0,74.0
020152113,109.0,0.0,0.0,109.0
