Código,"Cerámica, baldosa, mosaico, mármol, madera o alfombrado",Cemento o ladrillo fijo,Tierra o ladrillo suelto,Otro,Total,CO_FRAC_RA
020061201,253.0,1.0,0.0,2.0,256.0,6_12_1
020061202,217.0,11.0,0.0,0.0,228.0,6_12_2
020061203,279.0,8.0,0.0,1.0,288.0,6_12_3
020061204,193.0,0.0,0.0,0.0,193.0,6_12_4
020061205,382.0,2.0,0.0,0.0,384.0,6_12_5
020061206,242.0,1.0,0.0,0.0,243.0,6_12_6
020061207,345.0,2.0,0.0,2.0,349.0,6_12_7
020061208,298.0,3.0,0.0,2.0,303.0,6_12_8
020061209,358.0,2.0,1.0,1.0,362.0,6_12_9
020061210,236.0,0.0,0.0,0.0,236.0,6_12_10
020061211,371.0,1.0,0.0,0.0,372.0,6_12_11
020061212,208.0,0.0,0.0,0.0,208.0,6_12_12
020061301,306.0,1.0,0.0,0.0,307.0,6_13_1
020061302,583.0,3.0,0.0,0.0,586.0,6_13_2
020061303,302.0,0.0,0.0,0.0,302.0,6_13_3
020061304,492.0,4.0,0.0,1.0,497.0,6_13_4
020061305,359.0,2.0,0.0,0.0,361.0,6_13_5
020061306,264.0,2.0,0.0,1.0,267.0,6_13_6
020061307,365.0,1.0,0.0,3.0,369.0,6_13_7
020061308,493.0,4.0,0.0,0.0,497.0,6_13_8
020061309,424.0,0.0,0.0,2.0,426.0,6_13_9
020061401,379.0,3.0,0.0,0.0,382.0,6_14_1
020061402,241.0,8.0,1.0,0.0,250.0,6_14_2
020061403,378.0,2.0,0.0,4.0,384.0,6_14_3
020061404,529.0,2.0,0.0,0.0,531.0,6_14_4
020061405,407.0,0.0,0.0,0.0,407.0,6_14_5
020061406,481.0,2.0,0.0,1.0,484.0,6_14_6
020061407,237.0,0.0,0.0,0.0,237.0,6_14_7
020061408,217.0,1.0,0.0,0.0,218.0,6_14_8
020061409,308.0,1.0,0.0,0.0,309.0,6_14_9
020061410,390.0,2.0,0.0,0.0,392.0,6_14_10
020061501,284.0,0.0,0.0,0.0,284.0,6_15_1
020061502,766.0,2.0,0.0,2.0,770.0,6_15_2
020061503,356.0,0.0,0.0,2.0,358.0,6_15_3
020061504,269.0,1.0,0.0,0.0,270.0,6_15_4
020061505,320.0,0.0,0.0,0.0,320.0,6_15_5
020061506,281.0,2.0,0.0,0.0,283.0,6_15_6
020061507,306.0,12.0,0.0,17.0,335.0,6_15_7
020061508,441.0,2.0,0.0,2.0,445.0,6_15_8
020061509,224.0,0.0,0.0,3.0,227.0,6_15_9
020061510,305.0,0.0,0.0,0.0,305.0,6_15_10
020061601,279.0,1.0,0.0,3.0,283.0,6_16_1
020061602,284.0,0.0,0.0,0.0,284.0,6_16_2
020061603,388.0,3.0,0.0,2.0,393.0,6_16_3
020061604,308.0,0.0,0.0,2.0,310.0,6_16_4
020061605,388.0,4.0,1.0,0.0,393.0,6_16_5
020061606,413.0,0.0,0.0,2.0,415.0,6_16_6
020061607,385.0,2.0,0.0,1.0,388.0,6_16_7
020061608,539.0,7.0,0.0,14.0,560.0,6_16_8
020061609,415.0,3.0,0.0,0.0,418.0,6_16_9
020061610,492.0,4.0,0.0,3.0,499.0,6_16_10
020061611,390.0,0.0,0.0,0.0,390.0,6_16_11
020061701,414.0,1.0,0.0,1.0,416.0,6_17_1
020061702,419.0,0.0,0.0,0.0,419.0,6_17_2
020061703,305.0,1.0,1.0,2.0,309.0,6_17_3
020061704,353.0,7.0,0.0,0.0,360.0,6_17_4
020061705,834.0,3.0,0.0,2.0,839.0,6_17_5
020061706,505.0,2.0,0.0,0.0,507.0,6_17_6
020061707,277.0,0.0,0.0,0.0,277.0,6_17_7
020061801,261.0,1.0,0.0,1.0,263.0,6_18_1
020061802,255.0,1.0,0.0,0.0,256.0,6_18_2
020061803,289.0,8.0,0.0,16.0,313.0,6_18_3
020061804,307.0,2.0,0.0,0.0,309.0,6_18_4
020061805,388.0,2.0,0.0,0.0,390.0,6_18_5
020061806,452.0,2.0,0.0,0.0,454.0,6_18_6
020061807,524.0,1.0,0.0,1.0,526.0,6_18_7
020061808,510.0,1.0,0.0,1.0,512.0,6_18_8
020061809,395.0,0.0,0.0,0.0,395.0,6_18_9
020061901,381.0,4.0,0.0,0.0,385.0,6_19_1
020061902,640.0,1.0,0.0,0.0,641.0,6_19_2
020061903,603.0,0.0,0.0,0.0,603.0,6_19_3
020061904,452.0,1.0,0.0,0.0,453.0,6_19_4
020061905,303.0,1.0,0.0,1.0,305.0,6_19_5
020061906,435.0,2.0,0.0,2.0,439.0,6_19_6
020061907,440.0,1.0,0.0,3.0,444.0,6_19_7
020061908,428.0,1.0,0.0,2.0,431.0,6_19_8
020062001,214.0,0.0,0.0,0.0,214.0,6_20_1
020062002,257.0,0.0,0.0,1.0,258.0,6_20_2
020062003,443.0,3.0,0.0,1.0,447.0,6_20_3
020062004,255.0,0.0,0.0,1.0,256.0,6_20_4
020062005,384.0,0.0,0.0,0.0,384.0,6_20_5
020062006,379.0,1.0,0.0,0.0,380.0,6_20_6
020062007,252.0,2.0,0.0,0.0,254.0,6_20_7
020062008,482.0,0.0,0.0,1.0,483.0,6_20_8
020062009,313.0,3.0,0.0,1.0,317.0,6_20_9
020062010,381.0,3.0,0.0,1.0,385.0,6_20_10
020062101,288.0,5.0,0.0,0.0,293.0,6_21_1
020062102,446.0,2.0,0.0,4.0,452.0,6_21_2
020062103,451.0,2.0,0.0,1.0,454.0,6_21_3
020062104,255.0,5.0,0.0,2.0,262.0,6_21_4
020062105,326.0,3.0,0.0,1.0,330.0,6_21_5
020062106,221.0,10.0,0.0,0.0,231.0,6_21_6
020062107,373.0,5.0,0.0,0.0,378.0,6_21_7
020062108,458.0,7.0,0.0,0.0,465.0,6_21_8
020062109,293.0,1.0,0.0,0.0,294.0,6_21_9
020062110,367.0,0.0,0.0,1.0,368.0,6_21_10
020062111,385.0,1.0,0.0,1.0,387.0,6_21_11
020070101,211.0,11.0,0.0,1.0,223.0,7_1_1
020070102,294.0,12.0,0.0,0.0,306.0,7_1_2
020070103,310.0,5.0,0.0,1.0,316.0,7_1_3
020070104,246.0,9.0,0.0,0.0,255.0,7_1_4
020070105,171.0,1.0,0.0,0.0,172.0,7_1_5
020070106,262.0,7.0,0.0,0.0,269.0,7_1_6
020070107,182.0,3.0,0.0,0.0,185.0,7_1_7
020070108,318.0,1.0,0.0,0.0,319.0,7_1_8
020070109,289.0,0.0,0.0,2.0,291.0,7_1_9
020070110,418.0,1.0,0.0,0.0,419.0,7_1_10
020070201,282.0,7.0,0.0,0.0,289.0,7_2_1
020070202,366.0,4.0,0.0,0.0,370.0,7_2_2
020070203,297.0,6.0,0.0,0.0,303.0,7_2_3
020070204,657.0,3.0,0.0,0.0,660.0,7_2_4
020070205,352.0,3.0,0.0,3.0,358.0,7_2_5
020070206,390.0,5.0,0.0,1.0,396.0,7_2_6
020070207,239.0,4.0,0.0,2.0,245.0,7_2_7
020070208,293.0,2.0,0.0,1.0,296.0,7_2_8
020070209,390.0,4.0,0.0,0.0,394.0,7_2_9
020070301,289.0,2.0,0.0,10.0,301.0,7_3_1
020070302,375.0,5.0,0.0,1.0,381.0,7_3_2
020070303,470.0,4.0,0.0,3.0,477.0,7_3_3
020070304,394.0,1.0,0.0,0.0,395.0,7_3_4
020070305,308.0,1.0,0.0,0.0,309.0,7_3_5
020070306,327.0,11.0,0.0,0.0,338.0,7_3_6
020070307,440.0,4.0,2.0,2.0,448.0,7_3_7
020070308,307.0,0.0,0.0,0.0,307.0,7_3_8
020070309,265.0,6.0,0.0,2.0,273.0,7_3_9
020070310,422.0,3.0,0.0,0.0,425.0,7_3_10
020070401,534.0,0.0,0.0,0.0,534.0,7_4_1
020070402,334.0,0.0,0.0,0.0,334.0,7_4_2
020070403,446.0,1.0,3.0,0.0,450.0,7_4_3
020070404,557.0,2.0,0.0,1.0,560.0,7_4_4
020070405,397.0,0.0,0.0,0.0,397.0,7_4_5
020070406,431.0,5.0,0.0,0.0,436.0,7_4_6
020070407,458.0,12.0,2.0,0.0,472.0,7_4_7
020070408,395.0,0.0,0.0,1.0,396.0,7_4_8
020070409,218.0,4.0,0.0,1.0,223.0,7_4_9
020070410,364.0,1.0,0.0,0.0,365.0,7_4_10
020070501,338.0,1.0,0.0,2.0,341.0,7_5_1
020070502,241.0,1.0,0.0,1.0,243.0,7_5_2
020070503,326.0,0.0,0.0,2.0,328.0,7_5_3
020070504,455.0,1.0,0.0,1.0,457.0,7_5_4
020070505,458.0,4.0,0.0,0.0,462.0,7_5_5
020070506,266.0,2.0,0.0,1.0,269.0,7_5_6
020070507,268.0,1.0,0.0,0.0,269.0,7_5_7
020070508,337.0,6.0,0.0,2.0,345.0,7_5_8
020070509,429.0,31.0,0.0,0.0,460.0,7_5_9
020070601,369.0,2.0,0.0,1.0,372.0,7_6_1
020070602,299.0,0.0,0.0,0.0,299.0,7_6_2
020070603,223.0,0.0,0.0,20.0,243.0,7_6_3
020070604,302.0,3.0,0.0,0.0,305.0,7_6_4
020070605,413.0,0.0,0.0,1.0,414.0,7_6_5
020070606,386.0,8.0,0.0,0.0,394.0,7_6_6
020070607,378.0,1.0,0.0,0.0,379.0,7_6_7
020070608,185.0,0.0,0.0,0.0,185.0,7_6_8
020070609,287.0,0.0,0.0,2.0,289.0,7_6_9
020070701,244.0,1.0,0.0,0.0,245.0,7_7_1
020070702,203.0,0.0,0.0,1.0,204.0,7_7_2
020070703,409.0,0.0,0.0,0.0,409.0,7_7_3
020070704,265.0,0.0,0.0,1.0,266.0,7_7_4
020070705,286.0,1.0,0.0,0.0,287.0,7_7_5
020070706,356.0,5.0,0.0,4.0,365.0,7_7_6
020070707,236.0,9.0,0.0,3.0,248.0,7_7_7
020070708,216.0,4.0,0.0,0.0,220.0,7_7_8
020070709,408.0,2.0,0.0,0.0,410.0,7_7_9
020070710,354.0,0.0,0.0,1.0,355.0,7_7_10
020070711,281.0,1.0,0.0,0.0,282.0,7_7_11
020070801,324.0,2.0,0.0,0.0,326.0,7_8_1
020070802,353.0,3.0,0.0,0.0,356.0,7_8_2
020070803,247.0,0.0,0.0,0.0,247.0,7_8_3
020070804,357.0,0.0,0.0,1.0,358.0,7_8_4
020070805,385.0,3.0,0.0,4.0,392.0,7_8_5
020070806,367.0,5.0,0.0,1.0,373.0,7_8_6
020070807,318.0,1.0,0.0,0.0,319.0,7_8_7
020070808,363.0,5.0,0.0,0.0,368.0,7_8_8
020070901,259.0,0.0,0.0,0.0,259.0,7_9_1
020070902,273.0,1.0,1.0,1.0,276.0,7_9_2
020070903,224.0,1.0,0.0,1.0,226.0,7_9_3
020070904,412.0,3.0,0.0,0.0,415.0,7_9_4
020070905,196.0,0.0,0.0,1.0,197.0,7_9_5
020070906,356.0,0.0,0.0,0.0,356.0,7_9_6
020070907,325.0,2.0,0.0,2.0,329.0,7_9_7
020070908,379.0,4.0,0.0,14.0,397.0,7_9_8
020070909,298.0,0.0,0.0,0.0,298.0,7_9_9
020070910,306.0,1.0,0.0,0.0,307.0,7_9_10
020070911,261.0,2.0,0.0,0.0,263.0,7_9_11
020071001,301.0,1.0,0.0,1.0,303.0,7_10_1
020071002,184.0,1.0,0.0,0.0,185.0,7_10_2
020071003,254.0,0.0,0.0,0.0,254.0,7_10_3
020071004,294.0,0.0,0.0,1.0,295.0,7_10_4
020071005,240.0,0.0,0.0,0.0,240.0,7_10_5
020071006,345.0,1.0,0.0,5.0,351.0,7_10_6
020071007,338.0,0.0,0.0,1.0,339.0,7_10_7
020071008,426.0,1.0,0.0,1.0,428.0,7_10_8
020071009,303.0,3.0,0.0,1.0,307.0,7_10_9
020071010,327.0,2.0,0.0,3.0,332.0,7_10_10
020071101,310.0,5.0,0.0,0.0,315.0,7_11_1
020071102,400.0,2.0,0.0,0.0,402.0,7_11_2
020071103,367.0,0.0,0.0,0.0,367.0,7_11_3
020071104,377.0,1.0,0.0,2.0,380.0,7_11_4
020071105,228.0,0.0,0.0,1.0,229.0,7_11_5
020071106,263.0,2.0,0.0,2.0,267.0,7_11_6
020071107,495.0,1.0,0.0,0.0,496.0,7_11_7
020071108,450.0,1.0,0.0,1.0,452.0,7_11_8
020071109,366.0,0.0,0.0,0.0,366.0,7_11_9
020071110,249.0,0.0,0.0,0.0,249.0,7_11_10
020071201,422.0,0.0,0.0,0.0,422.0,7_12_1
020071202,214.0,2.0,0.0,0.0,216.0,7_12_2
020071203,275.0,3.0,0.0,0.0,278.0,7_12_3
020071204,318.0,1.0,0.0,0.0,319.0,7_12_4
020071205,297.0,0.0,0.0,0.0,297.0,7_12_5
020071206,296.0,6.0,0.0,0.0,302.0,7_12_6
020071207,216.0,2.0,0.0,0.0,218.0,7_12_7
020071208,211.0,2.0,0.0,0.0,213.0,7_12_8
020071209,284.0,4.0,0.0,2.0,290.0,7_12_9
020071301,313.0,5.0,0.0,2.0,320.0,7_13_1
020071302,284.0,5.0,0.0,5.0,294.0,7_13_2
020071303,409.0,2.0,0.0,4.0,415.0,7_13_3
020071304,214.0,2.0,0.0,0.0,216.0,7_13_4
020071305,329.0,0.0,0.0,0.0,329.0,7_13_5
020071306,265.0,0.0,0.0,0.0,265.0,7_13_6
020071307,201.0,0.0,0.0,1.0,202.0,7_13_7
020071308,191.0,3.0,0.0,0.0,194.0,7_13_8
020071309,162.0,4.0,0.0,0.0,166.0,7_13_9
020071310,192.0,1.0,0.0,0.0,193.0,7_13_10
020071311,253.0,0.0,0.0,0.0,253.0,7_13_11
020071312,220.0,2.0,0.0,0.0,222.0,7_13_12
020071313,193.0,3.0,0.0,0.0,196.0,7_13_13
020071314,218.0,2.0,0.0,0.0,220.0,7_13_14
020071315,184.0,1.0,0.0,0.0,185.0,7_13_15
020071401,300.0,13.0,0.0,0.0,313.0,7_14_1
020071402,295.0,3.0,0.0,0.0,298.0,7_14_2
020071403,255.0,2.0,0.0,0.0,257.0,7_14_3
020071404,252.0,2.0,0.0,4.0,258.0,7_14_4
020071405,291.0,4.0,0.0,0.0,295.0,7_14_5
020071406,372.0,7.0,0.0,0.0,379.0,7_14_6
020071407,269.0,2.0,0.0,1.0,272.0,7_14_7
020071408,291.0,9.0,0.0,0.0,300.0,7_14_8
020071409,278.0,10.0,0.0,1.0,289.0,7_14_9
020071410,224.0,8.0,0.0,1.0,233.0,7_14_10
020071411,313.0,10.0,0.0,0.0,323.0,7_14_11
020071412,333.0,6.0,0.0,0.0,339.0,7_14_12
020071413,240.0,11.0,0.0,0.0,251.0,7_14_13
020071501,204.0,20.0,1.0,0.0,225.0,7_15_1
020071502,335.0,25.0,0.0,0.0,360.0,7_15_2
020071503,299.0,17.0,0.0,0.0,316.0,7_15_3
020071504,223.0,9.0,0.0,0.0,232.0,7_15_4
020071505,225.0,8.0,0.0,0.0,233.0,7_15_5
020071506,325.0,2.0,0.0,7.0,334.0,7_15_6
020071507,268.0,1.0,0.0,16.0,285.0,7_15_7
020071508,265.0,0.0,0.0,28.0,293.0,7_15_8
020071509,397.0,0.0,0.0,0.0,397.0,7_15_9
020071510,280.0,47.0,0.0,0.0,327.0,7_15_10
020071511,347.0,20.0,0.0,0.0,367.0,7_15_11
020071601,247.0,1.0,0.0,0.0,248.0,7_16_1
020071602,236.0,3.0,0.0,14.0,253.0,7_16_2
020071603,261.0,3.0,0.0,0.0,264.0,7_16_3
020071604,236.0,5.0,0.0,0.0,241.0,7_16_4
020071605,267.0,6.0,0.0,1.0,274.0,7_16_5
020071606,342.0,9.0,1.0,0.0,352.0,7_16_6
020071607,307.0,13.0,0.0,0.0,320.0,7_16_7
020071608,329.0,18.0,4.0,1.0,352.0,7_16_8
020071609,308.0,26.0,0.0,1.0,335.0,7_16_9
020071701,313.0,125.0,0.0,1.0,439.0,7_17_1
020071702,238.0,260.0,2.0,0.0,500.0,7_17_2
020071703,241.0,172.0,2.0,1.0,416.0,7_17_3
020071704,213.0,295.0,0.0,1.0,509.0,7_17_4
020071705,128.0,138.0,2.0,0.0,268.0,7_17_5
020071706,246.0,128.0,1.0,0.0,375.0,7_17_6
020071707,304.0,455.0,1.0,4.0,764.0,7_17_7
020071708,168.0,162.0,0.0,8.0,338.0,7_17_8
020071709,305.0,305.0,6.0,2.0,618.0,7_17_9
020071710,283.0,216.0,1.0,0.0,500.0,7_17_10
020071711,120.0,69.0,1.0,0.0,190.0,7_17_11
020071801,162.0,231.0,2.0,0.0,395.0,7_18_1
020071802,52.0,71.0,0.0,1.0,124.0,7_18_2
020071803,175.0,107.0,4.0,2.0,288.0,7_18_3
020071804,111.0,140.0,2.0,1.0,254.0,7_18_4
020071805,124.0,167.0,1.0,0.0,292.0,7_18_5
020071806,270.0,211.0,4.0,0.0,485.0,7_18_6
020071807,204.0,82.0,0.0,0.0,286.0,7_18_7
020071808,141.0,105.0,0.0,0.0,246.0,7_18_8
020071809,195.0,153.0,26.0,3.0,377.0,7_18_9
020071810,193.0,219.0,2.0,0.0,414.0,7_18_10
020071811,153.0,220.0,26.0,4.0,403.0,7_18_11
020071901,191.0,76.0,0.0,7.0,274.0,7_19_1
020071902,374.0,128.0,1.0,4.0,507.0,7_19_2
020071903,246.0,115.0,2.0,0.0,363.0,7_19_3
020071904,365.0,89.0,1.0,0.0,455.0,7_19_4
020071905,322.0,70.0,0.0,0.0,392.0,7_19_5
020071906,422.0,18.0,0.0,0.0,440.0,7_19_6
020072001,374.0,2.0,0.0,4.0,380.0,7_20_1
020072002,184.0,8.0,0.0,0.0,192.0,7_20_2
020072003,255.0,4.0,0.0,0.0,259.0,7_20_3
020072004,175.0,13.0,0.0,2.0,190.0,7_20_4
020072005,275.0,3.0,0.0,0.0,278.0,7_20_5
020072006,274.0,8.0,0.0,1.0,283.0,7_20_6
020072007,255.0,24.0,0.0,0.0,279.0,7_20_7
020072008,431.0,10.0,0.0,0.0,441.0,7_20_8
020072009,283.0,16.0,0.0,3.0,302.0,7_20_9
020072010,348.0,18.0,0.0,2.0,368.0,7_20_10
020072011,347.0,16.0,0.0,0.0,363.0,7_20_11
020072012,207.0,16.0,0.0,0.0,223.0,7_20_12
020072013,488.0,2.0,0.0,85.0,575.0,7_20_13
020072101,419.0,5.0,0.0,0.0,424.0,7_21_1
020072102,463.0,2.0,0.0,1.0,466.0,7_21_2
020072103,429.0,2.0,0.0,2.0,433.0,7_21_3
020072104,239.0,1.0,0.0,0.0,240.0,7_21_4
020072105,247.0,2.0,0.0,1.0,250.0,7_21_5
020072106,421.0,1.0,0.0,1.0,423.0,7_21_6
020072107,301.0,2.0,0.0,0.0,303.0,7_21_7
020072108,166.0,0.0,0.0,9.0,175.0,7_21_8
020072109,304.0,3.0,0.0,0.0,307.0,7_21_9
020072110,373.0,0.0,0.0,3.0,376.0,7_21_10
020072111,335.0,4.0,0.0,0.0,339.0,7_21_11
020072112,302.0,11.0,0.0,0.0,313.0,7_21_12
020072201,297.0,0.0,0.0,0.0,297.0,7_22_1
020072202,354.0,8.0,0.0,3.0,365.0,7_22_2
020072203,358.0,1.0,0.0,2.0,361.0,7_22_3
020072204,376.0,1.0,0.0,1.0,378.0,7_22_4
020072205,382.0,4.0,0.0,0.0,386.0,7_22_5
020072206,359.0,5.0,0.0,1.0,365.0,7_22_6
020072207,217.0,2.0,0.0,2.0,221.0,7_22_7
020072208,235.0,0.0,0.0,0.0,235.0,7_22_8
020072209,223.0,1.0,0.0,0.0,224.0,7_22_9
020072210,259.0,8.0,0.0,1.0,268.0,7_22_10
020072211,286.0,0.0,0.0,0.0,286.0,7_22_11
020072212,256.0,0.0,0.0,0.0,256.0,7_22_12
020072213,287.0,2.0,0.0,0.0,289.0,7_22_13
020072301,300.0,3.0,0.0,0.0,303.0,7_23_1
020072302,381.0,2.0,0.0,5.0,388.0,7_23_2
020072303,290.0,0.0,2.0,26.0,318.0,7_23_3
020072304,271.0,1.0,0.0,0.0,272.0,7_23_4
020072305,283.0,5.0,0.0,2.0,290.0,7_23_5
020072306,273.0,2.0,0.0,1.0,276.0,7_23_6
020072307,302.0,10.0,0.0,1.0,313.0,7_23_7
020072308,320.0,2.0,0.0,0.0,322.0,7_23_8
020072309,283.0,6.0,0.0,0.0,289.0,7_23_9
020072401,342.0,1.0,1.0,1.0,345.0,7_24_1
020072402,302.0,16.0,0.0,0.0,318.0,7_24_2
020072403,374.0,9.0,0.0,1.0,384.0,7_24_3
020072404,374.0,5.0,0.0,0.0,379.0,7_24_4
020072405,337.0,7.0,0.0,0.0,344.0,7_24_5
020072406,365.0,6.0,0.0,0.0,371.0,7_24_6
020072407,283.0,5.0,0.0,1.0,289.0,7_24_7
020072408,325.0,6.0,0.0,0.0,331.0,7_24_8
020072409,332.0,3.0,0.0,6.0,341.0,7_24_9
020072410,313.0,8.0,1.0,1.0,323.0,7_24_10
020072411,364.0,6.0,0.0,1.0,371.0,7_24_11
020080101,285.0,45.0,1.0,0.0,331.0,8_1_1
020080102,332.0,173.0,10.0,2.0,517.0,8_1_2
020080103,217.0,130.0,4.0,0.0,351.0,8_1_3
020080104,176.0,287.0,17.0,2.0,482.0,8_1_4
020080105,291.0,158.0,0.0,0.0,449.0,8_1_5
020080106,399.0,228.0,0.0,0.0,627.0,8_1_6
020080107,246.0,206.0,0.0,8.0,460.0,8_1_7
020080108,272.0,100.0,1.0,1.0,374.0,8_1_8
020080109,476.0,318.0,14.0,2.0,810.0,8_1_9
020080110,213.0,226.0,1.0,0.0,440.0,8_1_10
020080111,76.0,103.0,2.0,1.0,182.0,8_1_11
020080112,519.0,488.0,9.0,3.0,1019.0,8_1_12
020080201,320.0,6.0,0.0,61.0,387.0,8_2_1
020080202,151.0,0.0,0.0,17.0,168.0,8_2_2
020080203,127.0,1.0,0.0,33.0,161.0,8_2_3
020080204,209.0,5.0,0.0,35.0,249.0,8_2_4
020080205,142.0,2.0,0.0,30.0,174.0,8_2_5
020080206,215.0,2.0,0.0,32.0,249.0,8_2_6
020080207,359.0,3.0,0.0,42.0,404.0,8_2_7
020080208,274.0,11.0,0.0,22.0,307.0,8_2_8
020080209,268.0,2.0,0.0,1.0,271.0,8_2_9
020080210,178.0,3.0,0.0,7.0,188.0,8_2_10
020080301,313.0,21.0,0.0,0.0,334.0,8_3_1
020080302,253.0,3.0,0.0,0.0,256.0,8_3_2
020080303,176.0,10.0,0.0,1.0,187.0,8_3_3
020080304,239.0,9.0,0.0,2.0,250.0,8_3_4
020080305,227.0,11.0,0.0,0.0,238.0,8_3_5
020080306,137.0,7.0,0.0,0.0,144.0,8_3_6
020080307,241.0,2.0,1.0,1.0,245.0,8_3_7
020080308,173.0,317.0,55.0,2.0,547.0,8_3_8
020080309,322.0,240.0,6.0,1.0,569.0,8_3_9
020080310,297.0,175.0,5.0,1.0,478.0,8_3_10
020080401,264.0,22.0,0.0,1.0,287.0,8_4_1
020080402,201.0,13.0,0.0,0.0,214.0,8_4_2
020080403,211.0,9.0,0.0,0.0,220.0,8_4_3
020080404,222.0,2.0,0.0,0.0,224.0,8_4_4
020080405,323.0,9.0,0.0,0.0,332.0,8_4_5
020080406,338.0,10.0,1.0,1.0,350.0,8_4_6
020080407,260.0,17.0,0.0,1.0,278.0,8_4_7
020080408,274.0,4.0,0.0,0.0,278.0,8_4_8
020080409,251.0,6.0,0.0,1.0,258.0,8_4_9
020080410,302.0,3.0,0.0,1.0,306.0,8_4_10
020080411,249.0,3.0,0.0,0.0,252.0,8_4_11
020080501,267.0,6.0,0.0,4.0,277.0,8_5_1
020080502,252.0,11.0,0.0,0.0,263.0,8_5_2
020080503,248.0,22.0,0.0,0.0,270.0,8_5_3
020080504,272.0,18.0,1.0,0.0,291.0,8_5_4
020080505,196.0,5.0,0.0,0.0,201.0,8_5_5
020080506,271.0,10.0,0.0,1.0,282.0,8_5_6
020080507,312.0,15.0,0.0,9.0,336.0,8_5_7
020080508,224.0,1.0,0.0,29.0,254.0,8_5_8
020080509,298.0,0.0,0.0,0.0,298.0,8_5_9
020080510,411.0,0.0,0.0,0.0,411.0,8_5_10
020080511,318.0,0.0,0.0,1.0,319.0,8_5_11
020080601,300.0,1.0,0.0,1.0,302.0,8_6_1
020080602,392.0,5.0,0.0,0.0,397.0,8_6_2
020080603,394.0,5.0,0.0,3.0,402.0,8_6_3
020080604,218.0,14.0,0.0,1.0,233.0,8_6_4
020080605,304.0,16.0,0.0,0.0,320.0,8_6_5
020080606,279.0,34.0,1.0,6.0,320.0,8_6_6
020080607,196.0,11.0,0.0,1.0,208.0,8_6_7
020080608,235.0,6.0,0.0,0.0,241.0,8_6_8
020080609,277.0,7.0,0.0,0.0,284.0,8_6_9
020080610,203.0,15.0,0.0,1.0,219.0,8_6_10
020080611,182.0,15.0,0.0,6.0,203.0,8_6_11
020080701,223.0,135.0,1.0,0.0,359.0,8_7_1
020080702,254.0,224.0,0.0,0.0,478.0,8_7_2
020080703,246.0,243.0,4.0,0.0,493.0,8_7_3
020080704,149.0,287.0,6.0,4.0,446.0,8_7_4
020080705,250.0,279.0,10.0,4.0,543.0,8_7_5
020080706,173.0,221.0,1.0,0.0,395.0,8_7_6
020080707,359.0,295.0,6.0,1.0,661.0,8_7_7
020080708,152.0,298.0,6.0,1.0,457.0,8_7_8
020080709,316.0,482.0,15.0,1.0,814.0,8_7_9
020080710,85.0,195.0,3.0,2.0,285.0,8_7_10
020080711,179.0,227.0,2.0,3.0,411.0,8_7_11
020080712,286.0,108.0,1.0,0.0,395.0,8_7_12
020080713,226.0,160.0,3.0,2.0,391.0,8_7_13
020080714,108.0,417.0,48.0,1.0,574.0,8_7_14
020080801,276.0,4.0,0.0,1.0,281.0,8_8_1
020080802,298.0,11.0,0.0,0.0,309.0,8_8_2
020080803,234.0,0.0,0.0,1.0,235.0,8_8_3
020080804,298.0,2.0,0.0,0.0,300.0,8_8_4
020080805,226.0,14.0,0.0,0.0,240.0,8_8_5
020080806,312.0,8.0,0.0,1.0,321.0,8_8_6
020080807,303.0,5.0,0.0,0.0,308.0,8_8_7
020080808,198.0,7.0,0.0,1.0,206.0,8_8_8
020080809,223.0,9.0,0.0,0.0,232.0,8_8_9
020080810,277.0,12.0,0.0,0.0,289.0,8_8_10
020080811,310.0,0.0,0.0,28.0,338.0,8_8_11
020080901,261.0,10.0,0.0,0.0,271.0,8_9_1
020080902,291.0,7.0,0.0,0.0,298.0,8_9_2
020080903,338.0,14.0,0.0,0.0,352.0,8_9_3
020080904,184.0,2.0,0.0,0.0,186.0,8_9_4
020080905,374.0,9.0,0.0,2.0,385.0,8_9_5
020080906,264.0,0.0,0.0,30.0,294.0,8_9_6
020080907,252.0,8.0,0.0,0.0,260.0,8_9_7
020080908,252.0,6.0,0.0,0.0,258.0,8_9_8
020080909,308.0,7.0,0.0,0.0,315.0,8_9_9
020081001,276.0,2.0,0.0,0.0,278.0,8_10_1
020081002,236.0,1.0,0.0,0.0,237.0,8_10_2
020081003,367.0,1.0,0.0,12.0,380.0,8_10_3
020081004,661.0,1.0,0.0,57.0,719.0,8_10_4
020081005,815.0,4.0,0.0,23.0,842.0,8_10_5
020081006,534.0,18.0,0.0,27.0,579.0,8_10_6
020081007,503.0,3.0,0.0,37.0,543.0,8_10_7
020081008,320.0,0.0,0.0,0.0,320.0,8_10_8
020081101,873.0,2.0,0.0,35.0,910.0,8_11_1
020081102,558.0,6.0,0.0,154.0,718.0,8_11_2
020081103,968.0,0.0,0.0,89.0,1057.0,8_11_3
020081104,570.0,1.0,0.0,72.0,643.0,8_11_4
020081105,364.0,2.0,0.0,83.0,449.0,8_11_5
020081201,287.0,19.0,0.0,0.0,306.0,8_12_1
020081202,351.0,2.0,0.0,3.0,356.0,8_12_2
020081203,322.0,9.0,0.0,0.0,331.0,8_12_3
020081204,276.0,26.0,0.0,0.0,302.0,8_12_4
