Código,"Cerámica, baldosa, mosaico, mármol, madera o alfombrado",Cemento o ladrillo fijo,Tierra o ladrillo suelto,Otro,Total,CO_FRAC_RA
020142207,315.0,6.0,0.0,1.0,322.0,14_22_7
020142208,334.0,6.0,0.0,0.0,340.0,14_22_8
020142209,489.0,4.0,0.0,7.0,500.0,14_22_9
020142210,319.0,13.0,0.0,4.0,336.0,14_22_10
020142301,269.0,10.0,0.0,2.0,281.0,14_23_1
020142302,217.0,1.0,0.0,0.0,218.0,14_23_2
020142303,236.0,6.0,0.0,1.0,243.0,14_23_3
020142304,362.0,3.0,0.0,3.0,368.0,14_23_4
020142305,497.0,1.0,0.0,18.0,516.0,14_23_5
020142306,207.0,5.0,0.0,0.0,212.0,14_23_6
020142307,332.0,6.0,0.0,3.0,341.0,14_23_7
020142308,475.0,6.0,0.0,1.0,482.0,14_23_8
020142309,480.0,3.0,0.0,9.0,492.0,14_23_9
020142310,365.0,3.0,0.0,10.0,378.0,14_23_10
020142311,450.0,7.0,0.0,5.0,462.0,14_23_11
020142401,299.0,2.0,0.0,0.0,301.0,14_24_1
020142402,232.0,0.0,0.0,0.0,232.0,14_24_2
020142403,263.0,3.0,0.0,3.0,269.0,14_24_3
020142404,207.0,0.0,0.0,3.0,210.0,14_24_4
020142405,431.0,2.0,0.0,3.0,436.0,14_24_5
020142406,341.0,0.0,0.0,2.0,343.0,14_24_6
020142407,328.0,0.0,0.0,3.0,331.0,14_24_7
020142408,265.0,2.0,0.0,0.0,267.0,14_24_8
020142409,348.0,0.0,0.0,0.0,348.0,14_24_9
020142501,382.0,0.0,0.0,1.0,383.0,14_25_1
020142502,216.0,0.0,0.0,0.0,216.0,14_25_2
020142503,353.0,0.0,0.0,0.0,353.0,14_25_3
020142504,284.0,0.0,0.0,1.0,285.0,14_25_4
020142505,239.0,0.0,0.0,0.0,239.0,14_25_5
020142506,274.0,2.0,0.0,1.0,277.0,14_25_6
020142507,369.0,2.0,1.0,1.0,373.0,14_25_7
020142508,354.0,0.0,0.0,1.0,355.0,14_25_8
020142509,402.0,3.0,0.0,0.0,405.0,14_25_9
020142601,525.0,1.0,0.0,0.0,526.0,14_26_1
020142602,356.0,0.0,0.0,1.0,357.0,14_26_2
020142603,182.0,1.0,0.0,1.0,184.0,14_26_3
020142604,843.0,2.0,0.0,5.0,850.0,14_26_4
020142605,456.0,2.0,0.0,0.0,458.0,14_26_5
020142606,387.0,0.0,0.0,0.0,387.0,14_26_6
020142607,531.0,1.0,0.0,0.0,532.0,14_26_7
020142701,606.0,3.0,0.0,7.0,616.0,14_27_1
020142702,566.0,3.0,0.0,1.0,570.0,14_27_2
020142703,282.0,2.0,0.0,0.0,284.0,14_27_3
020142704,383.0,4.0,0.0,9.0,396.0,14_27_4
020142705,486.0,0.0,0.0,1.0,487.0,14_27_5
020142706,210.0,1.0,0.0,1.0,212.0,14_27_6
020142707,215.0,1.0,0.0,1.0,217.0,14_27_7
020142801,298.0,1.0,0.0,0.0,299.0,14_28_1
020142802,266.0,0.0,0.0,0.0,266.0,14_28_2
020142803,288.0,0.0,0.0,0.0,288.0,14_28_3
020142804,306.0,0.0,0.0,8.0,314.0,14_28_4
020142805,228.0,0.0,0.0,0.0,228.0,14_28_5
020142806,410.0,2.0,0.0,1.0,413.0,14_28_6
020142807,374.0,0.0,0.0,0.0,374.0,14_28_7
020142808,300.0,0.0,0.0,2.0,302.0,14_28_8
020142809,261.0,2.0,0.0,0.0,263.0,14_28_9
020142810,381.0,0.0,0.0,0.0,381.0,14_28_10
020142811,385.0,7.0,0.0,0.0,392.0,14_28_11
020142812,266.0,0.0,0.0,4.0,270.0,14_28_12
020142901,274.0,2.0,0.0,1.0,277.0,14_29_1
020142902,268.0,2.0,0.0,10.0,280.0,14_29_2
020142903,269.0,0.0,0.0,1.0,270.0,14_29_3
020142904,352.0,3.0,0.0,3.0,358.0,14_29_4
020142905,279.0,0.0,0.0,1.0,280.0,14_29_5
020142906,444.0,1.0,0.0,3.0,448.0,14_29_6
020142907,377.0,1.0,1.0,0.0,379.0,14_29_7
020142908,265.0,1.0,0.0,1.0,267.0,14_29_8
020142909,324.0,2.0,0.0,10.0,336.0,14_29_9
020142910,362.0,2.0,0.0,2.0,366.0,14_29_10
020142911,278.0,3.0,0.0,0.0,281.0,14_29_11
020143001,324.0,2.0,0.0,1.0,327.0,14_30_1
020143002,428.0,0.0,0.0,1.0,429.0,14_30_2
020143003,403.0,0.0,0.0,4.0,407.0,14_30_3
020143004,305.0,0.0,0.0,0.0,305.0,14_30_4
020143005,371.0,7.0,0.0,0.0,378.0,14_30_5
020143006,232.0,1.0,0.0,0.0,233.0,14_30_6
020143007,199.0,3.0,0.0,2.0,204.0,14_30_7
020143008,674.0,1.0,0.0,0.0,675.0,14_30_8
020143009,575.0,1.0,0.0,3.0,579.0,14_30_9
020143101,213.0,3.0,0.0,1.0,217.0,14_31_1
020143102,324.0,2.0,0.0,1.0,327.0,14_31_2
020143103,278.0,0.0,0.0,1.0,279.0,14_31_3
020143104,246.0,3.0,0.0,1.0,250.0,14_31_4
020143105,251.0,0.0,0.0,0.0,251.0,14_31_5
020143106,404.0,2.0,0.0,0.0,406.0,14_31_6
020143107,315.0,0.0,0.0,0.0,315.0,14_31_7
020143108,264.0,5.0,0.0,0.0,269.0,14_31_8
020143109,223.0,1.0,0.0,1.0,225.0,14_31_9
020143110,192.0,3.0,0.0,0.0,195.0,14_31_10
020143111,212.0,1.0,0.0,1.0,214.0,14_31_11
020143112,260.0,0.0,0.0,0.0,260.0,14_31_12
020150101,408.0,7.0,0.0,2.0,417.0,15_1_1
020150102,342.0,2.0,0.0,0.0,344.0,15_1_2
020150103,267.0,1.0,0.0,0.0,268.0,15_1_3
020150104,235.0,1.0,1.0,0.0,237.0,15_1_4
020150105,266.0,2.0,0.0,0.0,268.0,15_1_5
020150106,254.0,1.0,0.0,2.0,257.0,15_1_6
020150107,288.0,2.0,0.0,0.0,290.0,15_1_7
020150108,268.0,7.0,0.0,1.0,276.0,15_1_8
020150109,342.0,0.0,0.0,0.0,342.0,15_1_9
020150110,337.0,3.0,0.0,0.0,340.0,15_1_10
020150111,219.0,0.0,0.0,1.0,220.0,15_1_11
020150112,279.0,4.0,0.0,0.0,283.0,15_1_12
020150201,278.0,2.0,0.0,0.0,280.0,15_2_1
020150202,299.0,1.0,0.0,0.0,300.0,15_2_2
020150203,287.0,4.0,0.0,1.0,292.0,15_2_3
020150204,204.0,3.0,0.0,1.0,208.0,15_2_4
020150205,207.0,1.0,0.0,0.0,208.0,15_2_5
020150206,264.0,4.0,0.0,0.0,268.0,15_2_6
020150207,276.0,3.0,0.0,0.0,279.0,15_2_7
020150208,230.0,3.0,0.0,3.0,236.0,15_2_8
020150209,210.0,2.0,0.0,0.0,212.0,15_2_9
020150210,232.0,1.0,0.0,0.0,233.0,15_2_10
020150301,286.0,2.0,0.0,1.0,289.0,15_3_1
020150302,395.0,4.0,0.0,0.0,399.0,15_3_2
020150303,376.0,6.0,0.0,0.0,382.0,15_3_3
020150304,263.0,4.0,0.0,2.0,269.0,15_3_4
020150305,224.0,18.0,0.0,0.0,242.0,15_3_5
020150306,265.0,7.0,0.0,0.0,272.0,15_3_6
020150307,250.0,1.0,0.0,0.0,251.0,15_3_7
020150308,323.0,4.0,1.0,1.0,329.0,15_3_8
020150309,338.0,11.0,0.0,0.0,349.0,15_3_9
020150310,340.0,0.0,0.0,0.0,340.0,15_3_10
020150311,334.0,4.0,0.0,2.0,340.0,15_3_11
020150312,365.0,35.0,0.0,11.0,411.0,15_3_12
020150313,283.0,6.0,0.0,2.0,291.0,15_3_13
020150401,333.0,4.0,0.0,0.0,337.0,15_4_1
020150402,253.0,2.0,0.0,1.0,256.0,15_4_2
020150403,393.0,6.0,1.0,1.0,401.0,15_4_3
020150404,199.0,7.0,0.0,0.0,206.0,15_4_4
020150405,220.0,10.0,0.0,0.0,230.0,15_4_5
020150406,258.0,11.0,0.0,1.0,270.0,15_4_6
020150407,293.0,14.0,0.0,1.0,308.0,15_4_7
020150408,289.0,6.0,0.0,2.0,297.0,15_4_8
020150409,258.0,4.0,0.0,2.0,264.0,15_4_9
020150410,251.0,4.0,0.0,2.0,257.0,15_4_10
020150411,288.0,8.0,0.0,0.0,296.0,15_4_11
020150412,344.0,9.0,0.0,0.0,353.0,15_4_12
020150413,281.0,2.0,0.0,45.0,328.0,15_4_13
020150414,290.0,28.0,0.0,0.0,318.0,15_4_14
020150501,297.0,5.0,0.0,1.0,303.0,15_5_1
020150502,355.0,3.0,0.0,0.0,358.0,15_5_2
020150503,275.0,3.0,0.0,0.0,278.0,15_5_3
020150504,229.0,5.0,0.0,1.0,235.0,15_5_4
020150505,299.0,1.0,0.0,1.0,301.0,15_5_5
020150506,274.0,8.0,0.0,0.0,282.0,15_5_6
020150507,278.0,3.0,0.0,0.0,281.0,15_5_7
020150508,332.0,1.0,0.0,1.0,334.0,15_5_8
020150509,254.0,4.0,0.0,0.0,258.0,15_5_9
020150510,220.0,4.0,0.0,0.0,224.0,15_5_10
020150511,264.0,9.0,1.0,0.0,274.0,15_5_11
020150512,266.0,6.0,0.0,0.0,272.0,15_5_12
020150513,285.0,4.0,0.0,0.0,289.0,15_5_13
020150514,258.0,3.0,0.0,0.0,261.0,15_5_14
020150601,291.0,0.0,0.0,0.0,291.0,15_6_1
020150602,284.0,1.0,0.0,0.0,285.0,15_6_2
020150603,282.0,3.0,0.0,1.0,286.0,15_6_3
020150604,249.0,0.0,0.0,1.0,250.0,15_6_4
020150605,190.0,2.0,0.0,0.0,192.0,15_6_5
020150606,179.0,4.0,0.0,0.0,183.0,15_6_6
020150607,255.0,0.0,0.0,0.0,255.0,15_6_7
020150701,288.0,12.0,0.0,0.0,300.0,15_7_1
020150702,239.0,4.0,0.0,1.0,244.0,15_7_2
020150703,227.0,3.0,0.0,0.0,230.0,15_7_3
020150704,212.0,4.0,0.0,0.0,216.0,15_7_4
020150705,280.0,13.0,0.0,0.0,293.0,15_7_5
020150706,172.0,85.0,63.0,1.0,321.0,15_7_6
020150707,348.0,2.0,0.0,1.0,351.0,15_7_7
020150708,307.0,6.0,0.0,15.0,328.0,15_7_8
020150709,276.0,7.0,0.0,0.0,283.0,15_7_9
020150710,371.0,8.0,0.0,0.0,379.0,15_7_10
020150711,324.0,3.0,0.0,2.0,329.0,15_7_11
020150712,343.0,4.0,0.0,1.0,348.0,15_7_12
020150801,331.0,5.0,0.0,0.0,336.0,15_8_1
020150802,232.0,4.0,0.0,1.0,237.0,15_8_2
020150803,360.0,13.0,0.0,0.0,373.0,15_8_3
020150804,315.0,15.0,0.0,0.0,330.0,15_8_4
020150805,276.0,8.0,0.0,1.0,285.0,15_8_5
020150806,257.0,2.0,0.0,1.0,260.0,15_8_6
020150807,357.0,0.0,0.0,0.0,357.0,15_8_7
020150808,318.0,4.0,0.0,1.0,323.0,15_8_8
020150809,423.0,8.0,1.0,1.0,433.0,15_8_9
020150810,379.0,3.0,0.0,0.0,382.0,15_8_10
020150901,227.0,1.0,0.0,0.0,228.0,15_9_1
020150902,207.0,2.0,0.0,0.0,209.0,15_9_2
020150903,227.0,2.0,0.0,1.0,230.0,15_9_3
020150904,228.0,24.0,1.0,0.0,253.0,15_9_4
020150905,240.0,8.0,0.0,1.0,249.0,15_9_5
020150906,183.0,30.0,0.0,0.0,213.0,15_9_6
020150907,231.0,37.0,1.0,1.0,270.0,15_9_7
020150908,428.0,277.0,13.0,9.0,727.0,15_9_8
020151001,343.0,1.0,0.0,4.0,348.0,15_10_1
020151002,336.0,3.0,0.0,2.0,341.0,15_10_2
020151003,399.0,10.0,0.0,0.0,409.0,15_10_3
020151004,333.0,4.0,0.0,0.0,337.0,15_10_4
020151005,270.0,7.0,0.0,0.0,277.0,15_10_5
020151006,213.0,1.0,1.0,1.0,216.0,15_10_6
020151007,394.0,7.0,0.0,1.0,402.0,15_10_7
020151008,322.0,2.0,0.0,0.0,324.0,15_10_8
020151009,287.0,10.0,0.0,0.0,297.0,15_10_9
020151010,246.0,11.0,0.0,0.0,257.0,15_10_10
020151011,247.0,6.0,0.0,0.0,253.0,15_10_11
020151012,326.0,12.0,0.0,0.0,338.0,15_10_12
020151013,345.0,6.0,0.0,13.0,364.0,15_10_13
020151101,299.0,8.0,0.0,1.0,308.0,15_11_1
020151102,336.0,20.0,0.0,2.0,358.0,15_11_2
020151103,301.0,3.0,0.0,1.0,305.0,15_11_3
020151104,289.0,19.0,0.0,0.0,308.0,15_11_4
020151105,229.0,14.0,1.0,1.0,245.0,15_11_5
020151106,236.0,26.0,0.0,4.0,266.0,15_11_6
020151107,251.0,5.0,0.0,2.0,258.0,15_11_7
020151108,267.0,8.0,1.0,0.0,276.0,15_11_8
020151109,367.0,9.0,0.0,6.0,382.0,15_11_9
020151110,255.0,10.0,0.0,3.0,268.0,15_11_10
020151111,521.0,2.0,0.0,8.0,531.0,15_11_11
020151112,371.0,3.0,0.0,2.0,376.0,15_11_12
020151113,348.0,13.0,1.0,2.0,364.0,15_11_13
020151201,233.0,42.0,1.0,1.0,277.0,15_12_1
020151202,272.0,11.0,0.0,0.0,283.0,15_12_2
020151203,288.0,21.0,0.0,0.0,309.0,15_12_3
020151204,321.0,3.0,0.0,0.0,324.0,15_12_4
020151205,327.0,4.0,0.0,2.0,333.0,15_12_5
020151206,299.0,9.0,0.0,0.0,308.0,15_12_6
020151207,235.0,0.0,0.0,0.0,235.0,15_12_7
020151208,371.0,2.0,0.0,0.0,373.0,15_12_8
020151209,234.0,5.0,0.0,6.0,245.0,15_12_9
020151301,290.0,14.0,0.0,0.0,304.0,15_13_1
020151302,244.0,12.0,0.0,1.0,257.0,15_13_2
020151303,298.0,0.0,0.0,0.0,298.0,15_13_3
020151304,255.0,7.0,0.0,0.0,262.0,15_13_4
020151305,210.0,1.0,0.0,1.0,212.0,15_13_5
020151306,228.0,3.0,0.0,7.0,238.0,15_13_6
020151307,286.0,2.0,0.0,4.0,292.0,15_13_7
020151308,192.0,1.0,0.0,1.0,194.0,15_13_8
020151309,458.0,3.0,0.0,1.0,462.0,15_13_9
020151310,295.0,2.0,0.0,0.0,297.0,15_13_10
020151401,304.0,59.0,1.0,0.0,364.0,15_14_1
020151402,382.0,0.0,0.0,4.0,386.0,15_14_2
020151403,294.0,8.0,0.0,0.0,302.0,15_14_3
020151404,306.0,1.0,0.0,1.0,308.0,15_14_4
020151405,411.0,7.0,0.0,3.0,421.0,15_14_5
020151406,285.0,1.0,0.0,0.0,286.0,15_14_6
020151407,386.0,5.0,0.0,1.0,392.0,15_14_7
020151408,302.0,23.0,0.0,1.0,326.0,15_14_8
020151409,328.0,16.0,0.0,3.0,347.0,15_14_9
020151410,267.0,5.0,0.0,0.0,272.0,15_14_10
020151411,351.0,21.0,0.0,4.0,376.0,15_14_11
020151501,270.0,0.0,0.0,23.0,293.0,15_15_1
020151502,226.0,9.0,0.0,0.0,235.0,15_15_2
020151503,401.0,0.0,0.0,0.0,401.0,15_15_3
020151504,325.0,26.0,1.0,0.0,352.0,15_15_4
020151505,278.0,17.0,0.0,2.0,297.0,15_15_5
020151506,309.0,1.0,0.0,1.0,311.0,15_15_6
020151507,356.0,5.0,0.0,0.0,361.0,15_15_7
020151508,256.0,3.0,0.0,1.0,260.0,15_15_8
020151509,430.0,0.0,0.0,0.0,430.0,15_15_9
020151510,406.0,7.0,0.0,0.0,413.0,15_15_10
020151601,348.0,7.0,0.0,0.0,355.0,15_16_1
020151602,317.0,4.0,0.0,6.0,327.0,15_16_2
020151603,384.0,2.0,0.0,2.0,388.0,15_16_3
020151604,289.0,4.0,0.0,0.0,293.0,15_16_4
020151605,275.0,1.0,0.0,0.0,276.0,15_16_5
020151606,307.0,1.0,0.0,0.0,308.0,15_16_6
020151607,312.0,3.0,0.0,1.0,316.0,15_16_7
020151608,348.0,6.0,0.0,0.0,354.0,15_16_8
020151609,306.0,0.0,0.0,0.0,306.0,15_16_9
020151610,327.0,9.0,0.0,1.0,337.0,15_16_10
020151611,306.0,1.0,0.0,0.0,307.0,15_16_11
020151701,321.0,2.0,0.0,0.0,323.0,15_17_1
020151702,242.0,1.0,0.0,28.0,271.0,15_17_2
020151703,356.0,2.0,0.0,10.0,368.0,15_17_3
020151704,399.0,7.0,0.0,3.0,409.0,15_17_4
020151705,347.0,2.0,0.0,0.0,349.0,15_17_5
020151706,306.0,2.0,0.0,0.0,308.0,15_17_6
020151707,331.0,2.0,0.0,0.0,333.0,15_17_7
020151708,236.0,34.0,0.0,0.0,270.0,15_17_8
020151709,262.0,4.0,0.0,0.0,266.0,15_17_9
020151710,337.0,3.0,0.0,2.0,342.0,15_17_10
020151711,354.0,2.0,0.0,0.0,356.0,15_17_11
020151712,299.0,3.0,0.0,0.0,302.0,15_17_12
020151801,256.0,1.0,0.0,0.0,257.0,15_18_1
020151802,210.0,3.0,0.0,0.0,213.0,15_18_2
020151803,309.0,1.0,0.0,0.0,310.0,15_18_3
020151804,207.0,0.0,0.0,2.0,209.0,15_18_4
020151805,214.0,1.0,0.0,0.0,215.0,15_18_5
020151806,210.0,0.0,0.0,0.0,210.0,15_18_6
020151807,316.0,0.0,0.0,0.0,316.0,15_18_7
020151808,217.0,0.0,0.0,1.0,218.0,15_18_8
020151809,222.0,0.0,0.0,0.0,222.0,15_18_9
020151810,228.0,0.0,0.0,12.0,240.0,15_18_10
020151811,292.0,1.0,0.0,1.0,294.0,15_18_11
020151812,242.0,1.0,0.0,1.0,244.0,15_18_12
020151813,253.0,1.0,0.0,0.0,254.0,15_18_13
020151901,230.0,0.0,0.0,0.0,230.0,15_19_1
020151902,334.0,1.0,0.0,0.0,335.0,15_19_2
020151903,309.0,0.0,0.0,1.0,310.0,15_19_3
020151904,340.0,3.0,0.0,0.0,343.0,15_19_4
020151905,379.0,2.0,0.0,2.0,383.0,15_19_5
020151906,335.0,2.0,0.0,1.0,338.0,15_19_6
020151907,373.0,1.0,0.0,0.0,374.0,15_19_7
020151908,291.0,1.0,0.0,2.0,294.0,15_19_8
020151909,283.0,1.0,0.0,2.0,286.0,15_19_9
020151910,408.0,3.0,0.0,1.0,412.0,15_19_10
020151911,382.0,0.0,0.0,1.0,383.0,15_19_11
020152001,341.0,6.0,0.0,0.0,347.0,15_20_1
020152002,366.0,0.0,0.0,0.0,366.0,15_20_2
020152003,343.0,3.0,0.0,0.0,346.0,15_20_3
020152004,277.0,0.0,0.0,1.0,278.0,15_20_4
020152005,269.0,4.0,0.0,1.0,274.0,15_20_5
020152006,317.0,4.0,0.0,0.0,321.0,15_20_6
020152007,289.0,0.0,0.0,0.0,289.0,15_20_7
020152008,265.0,3.0,0.0,0.0,268.0,15_20_8
020152009,191.0,26.0,0.0,8.0,225.0,15_20_9
020152010,307.0,9.0,0.0,3.0,319.0,15_20_10
020152011,340.0,1.0,1.0,2.0,344.0,15_20_11
020152012,339.0,1.0,0.0,2.0,342.0,15_20_12
020152101,312.0,8.0,0.0,0.0,320.0,15_21_1
020152102,372.0,2.0,0.0,0.0,374.0,15_21_2
020152103,282.0,11.0,0.0,0.0,293.0,15_21_3
020152104,338.0,5.0,0.0,0.0,343.0,15_21_4
020152105,195.0,4.0,0.0,2.0,201.0,15_21_5
020152106,413.0,5.0,0.0,0.0,418.0,15_21_6
020152107,174.0,1.0,0.0,0.0,175.0,15_21_7
020152108,260.0,0.0,0.0,1.0,261.0,15_21_8
020152109,371.0,21.0,0.0,0.0,392.0,15_21_9
020152110,268.0,9.0,0.0,1.0,278.0,15_21_10
020152111,333.0,2.0,0.0,0.0,335.0,15_21_11
020152112,201.0,15.0,0.0,1.0,217.0,15_21_12
020152113,384.0,2.0,0.0,3.0,389.0,15_21_13
