Código,Argentina,Otro país,Total,CO_FRAC_RA
020081703,628.0,38.0,666.0,8_17_3
020081704,735.0,45.0,780.0,8_17_4
020081705,422.0,26.0,448.0,8_17_5
020090101,503.0,27.0,530.0,9_1_1
020090102,421.0,23.0,444.0,9_1_2
020090103,561.0,52.0,613.0,9_1_3
020090104,640.0,109.0,749.0,9_1_4
020090105,642.0,95.0,737.0,9_1_5
020090106,687.0,122.0,809.0,9_1_6
020090107,620.0,63.0,683.0,9_1_7
020090108,609.0,74.0,683.0,9_1_8
020090109,667.0,84.0,751.0,9_1_9
020090201,746.0,78.0,824.0,9_2_1
020090202,709.0,58.0,767.0,9_2_2
020090203,748.0,71.0,819.0,9_2_3
020090204,906.0,76.0,982.0,9_2_4
020090205,1076.0,67.0,1143.0,9_2_5
020090206,667.0,49.0,716.0,9_2_6
020090207,758.0,42.0,800.0,9_2_7
020090208,649.0,37.0,686.0,9_2_8
020090209,808.0,53.0,861.0,9_2_9
020090210,698.0,56.0,754.0,9_2_10
020090211,976.0,82.0,1058.0,9_2_11
020090212,591.0,34.0,625.0,9_2_12
020090301,428.0,218.0,646.0,9_3_1
020090302,497.0,179.0,676.0,9_3_2
020090303,482.0,119.0,601.0,9_3_3
020090304,562.0,79.0,641.0,9_3_4
020090305,474.0,72.0,546.0,9_3_5
020090306,680.0,69.0,749.0,9_3_6
020090307,765.0,54.0,819.0,9_3_7
020090308,747.0,31.0,778.0,9_3_8
020090309,650.0,47.0,697.0,9_3_9
020090310,771.0,38.0,809.0,9_3_10
020090311,745.0,88.0,833.0,9_3_11
020090312,550.0,35.0,585.0,9_3_12
020090313,703.0,243.0,946.0,9_3_13
020090401,836.0,90.0,926.0,9_4_1
020090402,815.0,108.0,923.0,9_4_2
020090403,844.0,66.0,910.0,9_4_3
020090404,877.0,54.0,931.0,9_4_4
020090405,915.0,77.0,992.0,9_4_5
020090406,576.0,50.0,626.0,9_4_6
020090407,637.0,43.0,680.0,9_4_7
020090408,690.0,45.0,735.0,9_4_8
020090409,660.0,47.0,707.0,9_4_9
020090410,721.0,50.0,771.0,9_4_10
020090411,846.0,87.0,933.0,9_4_11
020090501,795.0,84.0,879.0,9_5_1
020090502,787.0,45.0,832.0,9_5_2
020090503,954.0,107.0,1061.0,9_5_3
020090504,764.0,84.0,848.0,9_5_4
020090505,933.0,73.0,1006.0,9_5_5
020090506,776.0,65.0,841.0,9_5_6
020090507,743.0,55.0,798.0,9_5_7
020090508,762.0,72.0,834.0,9_5_8
020090509,715.0,77.0,792.0,9_5_9
020090510,788.0,59.0,847.0,9_5_10
020090511,827.0,73.0,900.0,9_5_11
020090601,1006.0,105.0,1111.0,9_6_1
020090602,750.0,84.0,834.0,9_6_2
020090603,809.0,120.0,929.0,9_6_3
020090604,832.0,73.0,905.0,9_6_4
020090605,990.0,119.0,1109.0,9_6_5
020090606,654.0,55.0,709.0,9_6_6
020090607,933.0,66.0,999.0,9_6_7
020090608,713.0,72.0,785.0,9_6_8
020090609,853.0,37.0,890.0,9_6_9
020090610,796.0,103.0,899.0,9_6_10
020090611,736.0,87.0,823.0,9_6_11
020090612,715.0,115.0,830.0,9_6_12
020090701,692.0,73.0,765.0,9_7_1
020090702,772.0,70.0,842.0,9_7_2
020090703,517.0,51.0,568.0,9_7_3
020090704,628.0,41.0,669.0,9_7_4
020090705,661.0,48.0,709.0,9_7_5
020090706,795.0,58.0,853.0,9_7_6
020090707,568.0,32.0,600.0,9_7_7
020090708,677.0,60.0,737.0,9_7_8
020090709,772.0,66.0,838.0,9_7_9
020090710,613.0,56.0,669.0,9_7_10
020090711,705.0,62.0,767.0,9_7_11
020090712,957.0,57.0,1014.0,9_7_12
020090713,732.0,97.0,829.0,9_7_13
020090714,817.0,44.0,861.0,9_7_14
020090801,691.0,79.0,770.0,9_8_1
020090802,671.0,62.0,733.0,9_8_2
020090803,773.0,59.0,832.0,9_8_3
020090804,665.0,38.0,703.0,9_8_4
020090805,818.0,91.0,909.0,9_8_5
020090806,901.0,93.0,994.0,9_8_6
020090807,970.0,96.0,1066.0,9_8_7
020090808,919.0,163.0,1082.0,9_8_8
020090809,678.0,86.0,764.0,9_8_9
020090810,776.0,129.0,905.0,9_8_10
020090811,811.0,94.0,905.0,9_8_11
020090812,876.0,78.0,954.0,9_8_12
020090813,552.0,98.0,650.0,9_8_13
020090901,706.0,86.0,792.0,9_9_1
020090902,612.0,108.0,720.0,9_9_2
020090903,894.0,139.0,1033.0,9_9_3
020090904,532.0,96.0,628.0,9_9_4
020090905,612.0,101.0,713.0,9_9_5
020090906,790.0,91.0,881.0,9_9_6
020090907,895.0,69.0,964.0,9_9_7
020090908,509.0,80.0,589.0,9_9_8
020090909,662.0,147.0,809.0,9_9_9
020090910,732.0,107.0,839.0,9_9_10
020090911,635.0,118.0,753.0,9_9_11
020090912,575.0,114.0,689.0,9_9_12
020090913,573.0,67.0,640.0,9_9_13
020090914,905.0,66.0,971.0,9_9_14
020091001,740.0,85.0,825.0,9_10_1
020091002,932.0,136.0,1068.0,9_10_2
020091003,930.0,201.0,1131.0,9_10_3
020091004,575.0,51.0,626.0,9_10_4
020091005,807.0,76.0,883.0,9_10_5
020091006,675.0,135.0,810.0,9_10_6
020091007,560.0,109.0,669.0,9_10_7
020091008,873.0,58.0,931.0,9_10_8
020091009,425.0,34.0,459.0,9_10_9
020091010,723.0,37.0,760.0,9_10_10
020091011,532.0,54.0,586.0,9_10_11
020091012,502.0,18.0,520.0,9_10_12
020091101,1049.0,102.0,1151.0,9_11_1
020091102,920.0,162.0,1082.0,9_11_2
020091103,690.0,156.0,846.0,9_11_3
020091104,854.0,201.0,1055.0,9_11_4
020091105,1029.0,195.0,1224.0,9_11_5
020091106,825.0,134.0,959.0,9_11_6
020091107,902.0,222.0,1124.0,9_11_7
020091108,757.0,151.0,908.0,9_11_8
020091109,904.0,178.0,1082.0,9_11_9
020091110,732.0,191.0,923.0,9_11_10
020091111,796.0,173.0,969.0,9_11_11
020091112,1002.0,258.0,1260.0,9_11_12
020091201,929.0,113.0,1042.0,9_12_1
020091202,474.0,72.0,546.0,9_12_2
020091203,766.0,92.0,858.0,9_12_3
020091204,718.0,92.0,810.0,9_12_4
020091205,682.0,121.0,803.0,9_12_5
020091206,843.0,173.0,1016.0,9_12_6
020091207,622.0,97.0,719.0,9_12_7
020091208,862.0,155.0,1017.0,9_12_8
020091209,793.0,78.0,871.0,9_12_9
020091210,950.0,113.0,1063.0,9_12_10
020091211,713.0,146.0,859.0,9_12_11
020091212,544.0,182.0,726.0,9_12_12
020091301,786.0,186.0,972.0,9_13_1
020091302,899.0,213.0,1112.0,9_13_2
020091303,940.0,253.0,1193.0,9_13_3
020091304,702.0,120.0,822.0,9_13_4
020091305,718.0,258.0,976.0,9_13_5
020091306,759.0,218.0,977.0,9_13_6
020091307,904.0,242.0,1146.0,9_13_7
020091401,960.0,149.0,1109.0,9_14_1
020091402,778.0,139.0,917.0,9_14_2
020091403,514.0,259.0,773.0,9_14_3
020091404,579.0,267.0,846.0,9_14_4
020091405,1162.0,718.0,1880.0,9_14_5
020091406,1693.0,865.0,2558.0,9_14_6
020091407,944.0,430.0,1374.0,9_14_7
020091408,1107.0,577.0,1684.0,9_14_8
020091409,631.0,274.0,905.0,9_14_9
020091410,999.0,805.0,1804.0,9_14_10
020091501,484.0,95.0,579.0,9_15_1
020091502,730.0,145.0,875.0,9_15_2
020091503,716.0,147.0,863.0,9_15_3
020091504,710.0,155.0,865.0,9_15_4
020091505,776.0,173.0,949.0,9_15_5
020091506,898.0,151.0,1049.0,9_15_6
020091507,837.0,222.0,1059.0,9_15_7
020091508,687.0,156.0,843.0,9_15_8
020091509,644.0,157.0,801.0,9_15_9
020091510,556.0,126.0,682.0,9_15_10
020091511,795.0,133.0,928.0,9_15_11
020091601,844.0,81.0,925.0,9_16_1
020091602,778.0,85.0,863.0,9_16_2
020091603,497.0,116.0,613.0,9_16_3
020091604,635.0,94.0,729.0,9_16_4
020091605,793.0,94.0,887.0,9_16_5
020091606,878.0,108.0,986.0,9_16_6
020091607,844.0,124.0,968.0,9_16_7
020091608,828.0,102.0,930.0,9_16_8
020091609,862.0,161.0,1023.0,9_16_9
020091610,806.0,56.0,862.0,9_16_10
020091611,702.0,46.0,748.0,9_16_11
020091612,740.0,53.0,793.0,9_16_12
020091613,709.0,75.0,784.0,9_16_13
020100101,577.0,64.0,641.0,10_1_1
020100102,834.0,49.0,883.0,10_1_2
020100103,840.0,87.0,927.0,10_1_3
020100104,748.0,89.0,837.0,10_1_4
020100105,652.0,43.0,695.0,10_1_5
020100106,755.0,56.0,811.0,10_1_6
020100107,695.0,59.0,754.0,10_1_7
020100108,895.0,81.0,976.0,10_1_8
020100201,848.0,82.0,930.0,10_2_1
020100202,560.0,40.0,600.0,10_2_2
020100203,661.0,41.0,702.0,10_2_3
020100204,844.0,31.0,875.0,10_2_4
020100205,771.0,68.0,839.0,10_2_5
020100206,1059.0,49.0,1108.0,10_2_6
020100207,913.0,60.0,973.0,10_2_7
020100208,823.0,45.0,868.0,10_2_8
020100301,575.0,37.0,612.0,10_3_1
020100302,762.0,74.0,836.0,10_3_2
020100303,744.0,59.0,803.0,10_3_3
020100304,537.0,51.0,588.0,10_3_4
020100305,756.0,50.0,806.0,10_3_5
020100306,658.0,59.0,717.0,10_3_6
020100307,851.0,59.0,910.0,10_3_7
020100308,934.0,72.0,1006.0,10_3_8
020100401,997.0,39.0,1036.0,10_4_1
020100402,1046.0,59.0,1105.0,10_4_2
020100403,812.0,67.0,879.0,10_4_3
020100404,765.0,49.0,814.0,10_4_4
020100405,752.0,37.0,789.0,10_4_5
020100406,625.0,30.0,655.0,10_4_6
020100407,744.0,31.0,775.0,10_4_7
020100408,674.0,43.0,717.0,10_4_8
020100409,725.0,49.0,774.0,10_4_9
020100501,651.0,49.0,700.0,10_5_1
020100502,684.0,39.0,723.0,10_5_2
020100503,855.0,81.0,936.0,10_5_3
020100504,868.0,53.0,921.0,10_5_4
020100505,757.0,69.0,826.0,10_5_5
020100506,778.0,75.0,853.0,10_5_6
020100507,788.0,67.0,855.0,10_5_7
020100508,891.0,71.0,962.0,10_5_8
020100509,626.0,67.0,693.0,10_5_9
020100510,720.0,85.0,805.0,10_5_10
020100511,663.0,40.0,703.0,10_5_11
020100512,697.0,70.0,767.0,10_5_12
020100513,768.0,52.0,820.0,10_5_13
020100514,692.0,45.0,737.0,10_5_14
020100601,609.0,53.0,662.0,10_6_1
020100602,638.0,44.0,682.0,10_6_2
020100603,978.0,93.0,1071.0,10_6_3
020100604,817.0,51.0,868.0,10_6_4
020100605,815.0,61.0,876.0,10_6_5
020100606,800.0,51.0,851.0,10_6_6
020100607,780.0,51.0,831.0,10_6_7
020100608,795.0,71.0,866.0,10_6_8
020100609,876.0,89.0,965.0,10_6_9
020100610,959.0,141.0,1100.0,10_6_10
020100611,713.0,73.0,786.0,10_6_11
020100612,669.0,48.0,717.0,10_6_12
020100613,953.0,90.0,1043.0,10_6_13
020100701,1049.0,93.0,1142.0,10_7_1
020100702,999.0,69.0,1068.0,10_7_2
020100703,1092.0,131.0,1223.0,10_7_3
020100704,1050.0,83.0,1133.0,10_7_4
020100705,751.0,92.0,843.0,10_7_5
020100706,887.0,73.0,960.0,10_7_6
020100707,1468.0,46.0,1514.0,10_7_7
020100708,996.0,51.0,1047.0,10_7_8
020100709,838.0,121.0,959.0,10_7_9
020100710,1049.0,66.0,1115.0,10_7_10
020100801,991.0,94.0,1085.0,10_8_1
020100802,1087.0,121.0,1208.0,10_8_2
020100803,738.0,62.0,800.0,10_8_3
020100804,936.0,85.0,1021.0,10_8_4
020100805,784.0,64.0,848.0,10_8_5
020100806,841.0,41.0,882.0,10_8_6
020100807,1081.0,73.0,1154.0,10_8_7
020100808,1045.0,76.0,1121.0,10_8_8
020100809,739.0,61.0,800.0,10_8_9
020100901,791.0,47.0,838.0,10_9_1
020100902,831.0,68.0,899.0,10_9_2
020100903,785.0,46.0,831.0,10_9_3
020100904,720.0,120.0,840.0,10_9_4
020100905,869.0,132.0,1001.0,10_9_5
020100906,922.0,70.0,992.0,10_9_6
020100907,813.0,72.0,885.0,10_9_7
020100908,676.0,61.0,737.0,10_9_8
020100909,636.0,49.0,685.0,10_9_9
020100910,719.0,82.0,801.0,10_9_10
020101001,693.0,52.0,745.0,10_10_1
020101002,1010.0,117.0,1127.0,10_10_2
020101003,905.0,62.0,967.0,10_10_3
020101004,732.0,48.0,780.0,10_10_4
020101005,801.0,88.0,889.0,10_10_5
020101006,848.0,60.0,908.0,10_10_6
020101007,762.0,62.0,824.0,10_10_7
020101008,677.0,56.0,733.0,10_10_8
020101009,813.0,144.0,957.0,10_10_9
020101010,681.0,45.0,726.0,10_10_10
020101011,726.0,84.0,810.0,10_10_11
020101012,804.0,96.0,900.0,10_10_12
020101101,764.0,86.0,850.0,10_11_1
020101102,936.0,177.0,1113.0,10_11_2
020101103,759.0,97.0,856.0,10_11_3
020101104,689.0,332.0,1021.0,10_11_4
020101105,631.0,313.0,944.0,10_11_5
020101106,314.0,196.0,510.0,10_11_6
020101107,786.0,293.0,1079.0,10_11_7
020101108,725.0,114.0,839.0,10_11_8
020101109,880.0,205.0,1085.0,10_11_9
020101110,579.0,99.0,678.0,10_11_10
020101111,442.0,203.0,645.0,10_11_11
020101201,863.0,143.0,1006.0,10_12_1
020101202,780.0,95.0,875.0,10_12_2
020101203,650.0,157.0,807.0,10_12_3
020101204,470.0,159.0,629.0,10_12_4
020101205,375.0,230.0,605.0,10_12_5
020101206,409.0,192.0,601.0,10_12_6
020101207,510.0,149.0,659.0,10_12_7
020101208,682.0,71.0,753.0,10_12_8
020101209,671.0,66.0,737.0,10_12_9
020101210,554.0,58.0,612.0,10_12_10
020101301,631.0,87.0,718.0,10_13_1
020101302,702.0,51.0,753.0,10_13_2
020101303,633.0,92.0,725.0,10_13_3
020101304,562.0,43.0,605.0,10_13_4
020101305,727.0,83.0,810.0,10_13_5
020101306,753.0,87.0,840.0,10_13_6
020101307,632.0,90.0,722.0,10_13_7
020101308,741.0,44.0,785.0,10_13_8
020101309,636.0,90.0,726.0,10_13_9
020101310,542.0,51.0,593.0,10_13_10
020101311,568.0,51.0,619.0,10_13_11
020101312,547.0,54.0,601.0,10_13_12
020101401,789.0,113.0,902.0,10_14_1
020101402,809.0,116.0,925.0,10_14_2
020101403,751.0,62.0,813.0,10_14_3
020101404,788.0,44.0,832.0,10_14_4
020101405,655.0,64.0,719.0,10_14_5
020101406,540.0,53.0,593.0,10_14_6
020101407,744.0,91.0,835.0,10_14_7
020101408,546.0,53.0,599.0,10_14_8
020101409,776.0,111.0,887.0,10_14_9
020101410,755.0,84.0,839.0,10_14_10
020101411,561.0,148.0,709.0,10_14_11
020101501,562.0,71.0,633.0,10_15_1
020101502,844.0,74.0,918.0,10_15_2
020101503,506.0,51.0,557.0,10_15_3
020101504,619.0,57.0,676.0,10_15_4
020101505,775.0,45.0,820.0,10_15_5
020101506,570.0,43.0,613.0,10_15_6
020101507,487.0,39.0,526.0,10_15_7
020101508,914.0,159.0,1073.0,10_15_8
020101509,1167.0,56.0,1223.0,10_15_9
020101601,603.0,68.0,671.0,10_16_1
020101602,971.0,106.0,1077.0,10_16_2
020101603,646.0,132.0,778.0,10_16_3
020101604,834.0,39.0,873.0,10_16_4
020101605,962.0,89.0,1051.0,10_16_5
020101606,913.0,93.0,1006.0,10_16_6
020101607,723.0,59.0,782.0,10_16_7
020101608,786.0,67.0,853.0,10_16_8
020101609,842.0,111.0,953.0,10_16_9
020101701,709.0,39.0,748.0,10_17_1
020101702,753.0,91.0,844.0,10_17_2
020101703,862.0,82.0,944.0,10_17_3
020101704,1043.0,40.0,1083.0,10_17_4
020101705,922.0,139.0,1061.0,10_17_5
020101706,755.0,117.0,872.0,10_17_6
020101707,758.0,117.0,875.0,10_17_7
020101708,631.0,63.0,694.0,10_17_8
020101709,599.0,39.0,638.0,10_17_9
020101710,682.0,59.0,741.0,10_17_10
020101801,634.0,102.0,736.0,10_18_1
020101802,643.0,112.0,755.0,10_18_2
020101803,696.0,84.0,780.0,10_18_3
020101804,913.0,201.0,1114.0,10_18_4
020101805,682.0,97.0,779.0,10_18_5
020101806,570.0,36.0,606.0,10_18_6
020101807,681.0,104.0,785.0,10_18_7
020101808,549.0,47.0,596.0,10_18_8
020101809,1161.0,123.0,1284.0,10_18_9
020101810,451.0,65.0,516.0,10_18_10
020101811,542.0,121.0,663.0,10_18_11
020101812,732.0,76.0,808.0,10_18_12
020101901,499.0,64.0,563.0,10_19_1
020101902,854.0,240.0,1094.0,10_19_2
020101903,767.0,333.0,1100.0,10_19_3
020101904,684.0,104.0,788.0,10_19_4
020101905,727.0,95.0,822.0,10_19_5
020101906,671.0,187.0,858.0,10_19_6
020101907,714.0,61.0,775.0,10_19_7
020101908,446.0,66.0,512.0,10_19_8
020101909,616.0,113.0,729.0,10_19_9
020101910,810.0,198.0,1008.0,10_19_10
020101911,815.0,104.0,919.0,10_19_11
020101912,986.0,151.0,1137.0,10_19_12
020110101,961.0,71.0,1032.0,11_1_1
020110102,880.0,53.0,933.0,11_1_2
020110103,678.0,42.0,720.0,11_1_3
020110104,809.0,37.0,846.0,11_1_4
020110105,553.0,34.0,587.0,11_1_5
020110106,744.0,58.0,802.0,11_1_6
020110107,668.0,52.0,720.0,11_1_7
020110108,632.0,43.0,675.0,11_1_8
020110109,737.0,44.0,781.0,11_1_9
020110110,779.0,43.0,822.0,11_1_10
020110111,839.0,56.0,895.0,11_1_11
020110112,640.0,36.0,676.0,11_1_12
020110201,780.0,56.0,836.0,11_2_1
020110202,911.0,62.0,973.0,11_2_2
020110203,688.0,51.0,739.0,11_2_3
020110204,530.0,25.0,555.0,11_2_4
020110205,1014.0,52.0,1066.0,11_2_5
020110206,943.0,38.0,981.0,11_2_6
020110207,804.0,37.0,841.0,11_2_7
020110208,840.0,43.0,883.0,11_2_8
020110209,629.0,36.0,665.0,11_2_9
020110210,972.0,50.0,1022.0,11_2_10
020110211,774.0,63.0,837.0,11_2_11
020110301,658.0,35.0,693.0,11_3_1
020110302,752.0,48.0,800.0,11_3_2
020110303,641.0,46.0,687.0,11_3_3
020110304,573.0,46.0,619.0,11_3_4
020110305,527.0,38.0,565.0,11_3_5
020110306,714.0,41.0,755.0,11_3_6
020110307,742.0,47.0,789.0,11_3_7
020110308,705.0,52.0,757.0,11_3_8
020110309,688.0,46.0,734.0,11_3_9
020110310,724.0,49.0,773.0,11_3_10
020110311,693.0,47.0,740.0,11_3_11
020110312,740.0,35.0,775.0,11_3_12
020110401,792.0,37.0,829.0,11_4_1
020110402,741.0,45.0,786.0,11_4_2
020110403,681.0,58.0,739.0,11_4_3
020110404,868.0,80.0,948.0,11_4_4
020110405,736.0,41.0,777.0,11_4_5
020110406,620.0,24.0,644.0,11_4_6
020110407,687.0,40.0,727.0,11_4_7
020110408,667.0,33.0,700.0,11_4_8
020110409,775.0,53.0,828.0,11_4_9
020110410,639.0,52.0,691.0,11_4_10
020110411,857.0,74.0,931.0,11_4_11
020110412,835.0,48.0,883.0,11_4_12
020110413,744.0,51.0,795.0,11_4_13
020110501,647.0,57.0,704.0,11_5_1
020110502,824.0,43.0,867.0,11_5_2
020110503,928.0,49.0,977.0,11_5_3
020110504,571.0,53.0,624.0,11_5_4
020110505,810.0,44.0,854.0,11_5_5
020110506,833.0,43.0,876.0,11_5_6
020110507,720.0,34.0,754.0,11_5_7
020110508,813.0,49.0,862.0,11_5_8
020110509,789.0,53.0,842.0,11_5_9
020110510,764.0,47.0,811.0,11_5_10
020110601,653.0,45.0,698.0,11_6_1
020110602,915.0,52.0,967.0,11_6_2
020110603,775.0,44.0,819.0,11_6_3
020110604,845.0,71.0,916.0,11_6_4
020110605,661.0,71.0,732.0,11_6_5
020110606,793.0,62.0,855.0,11_6_6
020110607,827.0,68.0,895.0,11_6_7
020110608,697.0,43.0,740.0,11_6_8
020110609,777.0,88.0,865.0,11_6_9
020110610,733.0,66.0,799.0,11_6_10
020110611,796.0,63.0,859.0,11_6_11
020110701,1760.0,458.0,2218.0,11_7_1
020110702,843.0,41.0,884.0,11_7_2
020110703,749.0,37.0,786.0,11_7_3
020110704,887.0,49.0,936.0,11_7_4
020110705,891.0,74.0,965.0,11_7_5
020110706,749.0,42.0,791.0,11_7_6
020110707,767.0,29.0,796.0,11_7_7
020110708,657.0,34.0,691.0,11_7_8
020110709,697.0,111.0,808.0,11_7_9
020110710,779.0,38.0,817.0,11_7_10
020110711,763.0,44.0,807.0,11_7_11
020110712,791.0,63.0,854.0,11_7_12
020110801,818.0,68.0,886.0,11_8_1
020110802,857.0,39.0,896.0,11_8_2
020110803,492.0,27.0,519.0,11_8_3
020110804,660.0,64.0,724.0,11_8_4
020110805,624.0,34.0,658.0,11_8_5
020110806,933.0,59.0,992.0,11_8_6
020110807,915.0,77.0,992.0,11_8_7
020110808,943.0,30.0,973.0,11_8_8
020110809,777.0,46.0,823.0,11_8_9
020110901,811.0,62.0,873.0,11_9_1
020110902,780.0,27.0,807.0,11_9_2
020110903,968.0,40.0,1008.0,11_9_3
020110904,630.0,29.0,659.0,11_9_4
020110905,701.0,36.0,737.0,11_9_5
020110906,545.0,34.0,579.0,11_9_6
020110907,735.0,53.0,788.0,11_9_7
020110908,822.0,44.0,866.0,11_9_8
020110909,509.0,20.0,529.0,11_9_9
020110910,637.0,34.0,671.0,11_9_10
020110911,535.0,51.0,586.0,11_9_11
020110912,618.0,40.0,658.0,11_9_12
020111001,694.0,30.0,724.0,11_10_1
020111002,911.0,45.0,956.0,11_10_2
020111003,686.0,29.0,715.0,11_10_3
020111004,897.0,59.0,956.0,11_10_4
020111005,892.0,50.0,942.0,11_10_5
020111006,917.0,65.0,982.0,11_10_6
020111007,935.0,47.0,982.0,11_10_7
020111008,711.0,37.0,748.0,11_10_8
020111009,717.0,40.0,757.0,11_10_9
020111010,663.0,50.0,713.0,11_10_10
020111101,782.0,45.0,827.0,11_11_1
020111102,833.0,55.0,888.0,11_11_2
020111103,864.0,89.0,953.0,11_11_3
020111104,261.0,33.0,294.0,11_11_4
020111105,867.0,85.0,952.0,11_11_5
020111106,925.0,92.0,1017.0,11_11_6
020111107,794.0,84.0,878.0,11_11_7
020111108,775.0,92.0,867.0,11_11_8
020111109,801.0,105.0,906.0,11_11_9
020111201,553.0,27.0,580.0,11_12_1
020111202,555.0,32.0,587.0,11_12_2
020111203,943.0,66.0,1009.0,11_12_3
020111204,581.0,41.0,622.0,11_12_4
020111205,628.0,27.0,655.0,11_12_5
020111206,817.0,64.0,881.0,11_12_6
020111207,626.0,38.0,664.0,11_12_7
020111208,711.0,45.0,756.0,11_12_8
020111209,530.0,66.0,596.0,11_12_9
020111210,559.0,45.0,604.0,11_12_10
020111301,674.0,35.0,709.0,11_13_1
020111302,767.0,52.0,819.0,11_13_2
020111303,679.0,38.0,717.0,11_13_3
020111304,704.0,59.0,763.0,11_13_4
020111305,817.0,75.0,892.0,11_13_5
020111306,890.0,65.0,955.0,11_13_6
020111307,759.0,54.0,813.0,11_13_7
020111308,686.0,26.0,712.0,11_13_8
020111309,891.0,103.0,994.0,11_13_9
020111310,624.0,32.0,656.0,11_13_10
020111311,783.0,63.0,846.0,11_13_11
020111401,910.0,62.0,972.0,11_14_1
020111402,776.0,43.0,819.0,11_14_2
020111403,946.0,62.0,1008.0,11_14_3
020111404,649.0,50.0,699.0,11_14_4
020111405,918.0,52.0,970.0,11_14_5
020111406,974.0,71.0,1045.0,11_14_6
020111407,1567.0,82.0,1649.0,11_14_7
020111501,933.0,57.0,990.0,11_15_1
020111502,841.0,73.0,914.0,11_15_2
020111503,911.0,114.0,1025.0,11_15_3
020111504,896.0,76.0,972.0,11_15_4
020111505,747.0,47.0,794.0,11_15_5
020111506,827.0,60.0,887.0,11_15_6
020111507,610.0,62.0,672.0,11_15_7
020111508,748.0,95.0,843.0,11_15_8
020111509,743.0,73.0,816.0,11_15_9
020111510,828.0,89.0,917.0,11_15_10
020111511,955.0,102.0,1057.0,11_15_11
020111601,843.0,54.0,897.0,11_16_1
020111602,823.0,66.0,889.0,11_16_2
020111603,613.0,65.0,678.0,11_16_3
020111604,610.0,57.0,667.0,11_16_4
020111605,703.0,66.0,769.0,11_16_5
020111606,732.0,78.0,810.0,11_16_6
020111607,749.0,89.0,838.0,11_16_7
020111608,926.0,90.0,1016.0,11_16_8
020111609,599.0,47.0,646.0,11_16_9
020111610,556.0,110.0,666.0,11_16_10
020111701,752.0,69.0,821.0,11_17_1
020111702,757.0,58.0,815.0,11_17_2
020111703,812.0,72.0,884.0,11_17_3
020111704,838.0,95.0,933.0,11_17_4
020111705,776.0,62.0,838.0,11_17_5
020111706,1017.0,158.0,1175.0,11_17_6
020111707,762.0,154.0,916.0,11_17_7
020111708,708.0,139.0,847.0,11_17_8
020111801,793.0,61.0,854.0,11_18_1
020111802,730.0,83.0,813.0,11_18_2
020111803,787.0,93.0,880.0,11_18_3
020111804,771.0,132.0,903.0,11_18_4
020111805,697.0,107.0,804.0,11_18_5
020111806,1276.0,72.0,1348.0,11_18_6
020111807,843.0,166.0,1009.0,11_18_7
020111808,719.0,188.0,907.0,11_18_8
020111809,707.0,108.0,815.0,11_18_9
020111901,516.0,52.0,568.0,11_19_1
020111902,818.0,53.0,871.0,11_19_2
020111903,652.0,58.0,710.0,11_19_3
020111904,890.0,132.0,1022.0,11_19_4
020111905,719.0,72.0,791.0,11_19_5
020111906,812.0,109.0,921.0,11_19_6
020111907,789.0,127.0,916.0,11_19_7
020111908,692.0,145.0,837.0,11_19_8
020111909,785.0,104.0,889.0,11_19_9
020112001,791.0,104.0,895.0,11_20_1
020112002,772.0,84.0,856.0,11_20_2
020112003,1012.0,124.0,1136.0,11_20_3
020112004,805.0,88.0,893.0,11_20_4
020112005,777.0,86.0,863.0,11_20_5
020112006,629.0,82.0,711.0,11_20_6
020112007,579.0,74.0,653.0,11_20_7
020112008,433.0,69.0,502.0,11_20_8
020112009,769.0,51.0,820.0,11_20_9
020112010,705.0,65.0,770.0,11_20_10
020112011,629.0,69.0,698.0,11_20_11
020112101,710.0,84.0,794.0,11_21_1
020112102,660.0,105.0,765.0,11_21_2
020112103,921.0,76.0,997.0,11_21_3
020112104,684.0,72.0,756.0,11_21_4
020112105,848.0,74.0,922.0,11_21_5
020112106,890.0,79.0,969.0,11_21_6
020112107,652.0,59.0,711.0,11_21_7
020112108,654.0,58.0,712.0,11_21_8
020112109,514.0,23.0,537.0,11_21_9
020112110,694.0,135.0,829.0,11_21_10
020112111,824.0,117.0,941.0,11_21_11
020112201,805.0,99.0,904.0,11_22_1
020112202,801.0,176.0,977.0,11_22_2
020112203,878.0,118.0,996.0,11_22_3
020112204,633.0,61.0,694.0,11_22_4
020112205,803.0,90.0,893.0,11_22_5
020112206,897.0,135.0,1032.0,11_22_6
020112207,786.0,70.0,856.0,11_22_7
020112208,786.0,79.0,865.0,11_22_8
020112209,646.0,117.0,763.0,11_22_9
020112210,694.0,83.0,777.0,11_22_10
020112211,623.0,78.0,701.0,11_22_11
020120101,552.0,29.0,581.0,12_1_1
020120102,559.0,23.0,582.0,12_1_2
020120103,651.0,36.0,687.0,12_1_3
020120104,810.0,75.0,885.0,12_1_4
020120105,544.0,44.0,588.0,12_1_5
020120106,705.0,55.0,760.0,12_1_6
020120107,955.0,134.0,1089.0,12_1_7
020120108,458.0,47.0,505.0,12_1_8
020120109,887.0,87.0,974.0,12_1_9
020120110,824.0,64.0,888.0,12_1_10
020120111,949.0,89.0,1038.0,12_1_11
020120201,966.0,100.0,1066.0,12_2_1
020120202,689.0,49.0,738.0,12_2_2
020120203,774.0,76.0,850.0,12_2_3
