Código,Hasta   0.50 personas por cuarto,0.51  -  0.99  personas por cuarto,1.00  -  1.49  personas por cuarto,1.50  -  1.99  personas por cuarto,2.00  -  3.00  personas por cuarto,Más de  3.00 personas por cuarto,Total,CO_FRAC_RA
020121805,92.0,71.0,101.0,22.0,13.0,2.0,301.0,12_18_5
020121806,74.0,82.0,118.0,19.0,17.0,2.0,312.0,12_18_6
020121807,86.0,77.0,119.0,24.0,28.0,2.0,336.0,12_18_7
020121808,99.0,66.0,115.0,23.0,23.0,2.0,328.0,12_18_8
020121809,65.0,65.0,119.0,17.0,23.0,1.0,290.0,12_18_9
020121810,76.0,85.0,91.0,18.0,14.0,0.0,284.0,12_18_10
020121811,64.0,55.0,87.0,17.0,13.0,2.0,238.0,12_18_11
020121812,135.0,87.0,154.0,29.0,28.0,3.0,436.0,12_18_12
020121813,113.0,90.0,85.0,12.0,5.0,1.0,306.0,12_18_13
020121901,101.0,115.0,100.0,22.0,14.0,0.0,352.0,12_19_1
020121902,86.0,63.0,61.0,8.0,7.0,0.0,225.0,12_19_2
020121903,70.0,73.0,107.0,21.0,12.0,0.0,283.0,12_19_3
020121904,100.0,99.0,124.0,25.0,17.0,2.0,367.0,12_19_4
020121905,114.0,107.0,137.0,24.0,23.0,1.0,406.0,12_19_5
020121906,89.0,88.0,147.0,14.0,18.0,0.0,356.0,12_19_6
020121907,92.0,84.0,119.0,26.0,24.0,1.0,346.0,12_19_7
020121908,96.0,87.0,126.0,22.0,18.0,2.0,351.0,12_19_8
020121909,105.0,59.0,128.0,11.0,13.0,0.0,316.0,12_19_9
020121910,121.0,98.0,112.0,21.0,6.0,2.0,360.0,12_19_10
020121911,111.0,103.0,118.0,24.0,14.0,2.0,372.0,12_19_11
020121912,102.0,71.0,120.0,24.0,16.0,0.0,333.0,12_19_12
020121913,94.0,74.0,89.0,15.0,13.0,1.0,286.0,12_19_13
020122001,92.0,82.0,117.0,14.0,12.0,0.0,317.0,12_20_1
020122002,176.0,95.0,208.0,28.0,48.0,4.0,559.0,12_20_2
020122003,116.0,90.0,157.0,16.0,32.0,0.0,411.0,12_20_3
020122004,118.0,121.0,133.0,14.0,5.0,0.0,391.0,12_20_4
020122005,130.0,94.0,122.0,21.0,14.0,1.0,382.0,12_20_5
020122006,134.0,96.0,140.0,18.0,18.0,1.0,407.0,12_20_6
020122007,97.0,68.0,125.0,26.0,28.0,2.0,346.0,12_20_7
020122008,101.0,67.0,145.0,23.0,28.0,1.0,365.0,12_20_8
020122101,142.0,83.0,185.0,21.0,34.0,2.0,467.0,12_21_1
020122102,132.0,97.0,199.0,25.0,21.0,2.0,476.0,12_21_2
020122103,82.0,66.0,145.0,25.0,40.0,2.0,360.0,12_21_3
020122104,127.0,91.0,160.0,21.0,21.0,1.0,421.0,12_21_4
020122105,77.0,90.0,106.0,16.0,8.0,0.0,297.0,12_21_5
020122106,99.0,105.0,104.0,10.0,8.0,0.0,326.0,12_21_6
020122107,97.0,85.0,119.0,18.0,18.0,3.0,340.0,12_21_7
020122108,89.0,61.0,127.0,15.0,26.0,1.0,319.0,12_21_8
020122109,61.0,81.0,111.0,18.0,15.0,0.0,286.0,12_21_9
020122110,80.0,60.0,86.0,18.0,14.0,0.0,258.0,12_21_10
020122201,92.0,83.0,97.0,13.0,9.0,0.0,294.0,12_22_1
020122202,108.0,81.0,141.0,14.0,17.0,1.0,362.0,12_22_2
020122203,101.0,70.0,102.0,20.0,6.0,0.0,299.0,12_22_3
020122204,77.0,87.0,115.0,12.0,8.0,0.0,299.0,12_22_4
020122205,100.0,114.0,179.0,20.0,22.0,0.0,435.0,12_22_5
020122206,134.0,106.0,165.0,26.0,17.0,0.0,448.0,12_22_6
020122207,134.0,91.0,177.0,30.0,25.0,2.0,459.0,12_22_7
020122208,107.0,106.0,121.0,20.0,10.0,1.0,365.0,12_22_8
020122209,99.0,58.0,152.0,26.0,26.0,4.0,365.0,12_22_9
020122210,125.0,100.0,112.0,16.0,16.0,1.0,370.0,12_22_10
020122211,135.0,97.0,114.0,16.0,8.0,1.0,371.0,12_22_11
020130101,109.0,85.0,83.0,14.0,4.0,1.0,296.0,13_1_1
020130102,141.0,78.0,102.0,11.0,10.0,1.0,343.0,13_1_2
020130103,93.0,74.0,81.0,3.0,6.0,1.0,258.0,13_1_3
020130104,138.0,83.0,107.0,17.0,20.0,2.0,367.0,13_1_4
020130105,176.0,82.0,134.0,19.0,9.0,1.0,421.0,13_1_5
020130106,147.0,91.0,121.0,12.0,15.0,0.0,386.0,13_1_6
020130107,79.0,49.0,48.0,3.0,6.0,0.0,185.0,13_1_7
020130108,92.0,56.0,79.0,8.0,6.0,0.0,241.0,13_1_8
020130109,101.0,45.0,59.0,7.0,5.0,0.0,217.0,13_1_9
020130110,135.0,91.0,74.0,6.0,8.0,0.0,314.0,13_1_10
020130111,112.0,70.0,90.0,13.0,14.0,1.0,300.0,13_1_11
020130112,100.0,49.0,84.0,6.0,7.0,0.0,246.0,13_1_12
020130113,97.0,62.0,76.0,5.0,5.0,0.0,245.0,13_1_13
020130114,127.0,33.0,99.0,14.0,10.0,0.0,283.0,13_1_14
020130201,209.0,82.0,185.0,31.0,37.0,1.0,545.0,13_2_1
020130202,135.0,77.0,115.0,13.0,19.0,0.0,359.0,13_2_2
020130203,104.0,63.0,77.0,9.0,5.0,1.0,259.0,13_2_3
020130204,73.0,56.0,89.0,9.0,12.0,0.0,239.0,13_2_4
020130205,123.0,82.0,104.0,11.0,7.0,3.0,330.0,13_2_5
020130206,201.0,86.0,144.0,20.0,18.0,1.0,470.0,13_2_6
020130207,112.0,77.0,91.0,14.0,5.0,1.0,300.0,13_2_7
020130208,102.0,48.0,89.0,6.0,7.0,1.0,253.0,13_2_8
020130209,122.0,113.0,136.0,14.0,11.0,0.0,396.0,13_2_9
020130210,179.0,109.0,147.0,15.0,17.0,1.0,468.0,13_2_10
020130211,104.0,71.0,101.0,8.0,9.0,0.0,293.0,13_2_11
020130301,139.0,85.0,120.0,19.0,14.0,0.0,377.0,13_3_1
020130302,88.0,59.0,92.0,18.0,13.0,0.0,270.0,13_3_2
020130303,134.0,42.0,127.0,28.0,22.0,0.0,353.0,13_3_3
020130304,144.0,108.0,149.0,16.0,15.0,1.0,433.0,13_3_4
020130305,111.0,86.0,105.0,5.0,5.0,0.0,312.0,13_3_5
020130306,109.0,78.0,68.0,10.0,6.0,0.0,271.0,13_3_6
020130307,97.0,65.0,94.0,17.0,13.0,4.0,290.0,13_3_7
020130308,90.0,65.0,96.0,11.0,14.0,2.0,278.0,13_3_8
020130309,124.0,83.0,105.0,11.0,25.0,6.0,354.0,13_3_9
020130310,172.0,77.0,167.0,17.0,15.0,0.0,448.0,13_3_10
020130401,106.0,40.0,103.0,21.0,20.0,1.0,291.0,13_4_1
020130402,122.0,46.0,138.0,18.0,22.0,4.0,350.0,13_4_2
020130403,101.0,58.0,128.0,7.0,10.0,0.0,304.0,13_4_3
020130404,168.0,95.0,134.0,13.0,20.0,0.0,430.0,13_4_4
020130405,153.0,77.0,108.0,7.0,18.0,0.0,363.0,13_4_5
020130406,168.0,81.0,121.0,20.0,9.0,1.0,400.0,13_4_6
020130407,118.0,57.0,102.0,7.0,12.0,0.0,296.0,13_4_7
020130408,94.0,52.0,95.0,13.0,11.0,0.0,265.0,13_4_8
020130409,125.0,56.0,122.0,12.0,26.0,0.0,341.0,13_4_9
020130410,108.0,37.0,75.0,7.0,10.0,0.0,237.0,13_4_10
020130411,126.0,72.0,127.0,15.0,24.0,6.0,370.0,13_4_11
020130412,203.0,126.0,229.0,28.0,22.0,5.0,613.0,13_4_12
020130413,154.0,63.0,89.0,14.0,16.0,1.0,337.0,13_4_13
020130414,111.0,64.0,120.0,11.0,21.0,0.0,327.0,13_4_14
020130501,120.0,70.0,111.0,13.0,29.0,1.0,344.0,13_5_1
020130502,143.0,97.0,133.0,15.0,14.0,1.0,403.0,13_5_2
020130503,199.0,103.0,169.0,22.0,34.0,3.0,530.0,13_5_3
020130504,163.0,86.0,168.0,18.0,42.0,1.0,478.0,13_5_4
020130505,113.0,108.0,109.0,11.0,16.0,2.0,359.0,13_5_5
020130506,167.0,81.0,140.0,28.0,18.0,3.0,437.0,13_5_6
020130507,114.0,73.0,98.0,21.0,19.0,2.0,327.0,13_5_7
020130508,148.0,77.0,164.0,13.0,15.0,0.0,417.0,13_5_8
020130601,101.0,86.0,83.0,9.0,4.0,0.0,283.0,13_6_1
020130602,134.0,113.0,143.0,18.0,16.0,1.0,425.0,13_6_2
020130603,131.0,88.0,111.0,12.0,22.0,4.0,368.0,13_6_3
020130604,140.0,80.0,145.0,18.0,29.0,7.0,419.0,13_6_4
020130605,145.0,74.0,176.0,26.0,32.0,1.0,454.0,13_6_5
020130606,171.0,66.0,103.0,18.0,10.0,0.0,368.0,13_6_6
020130607,146.0,80.0,137.0,7.0,42.0,13.0,425.0,13_6_7
020130608,109.0,88.0,95.0,10.0,32.0,5.0,339.0,13_6_8
020130701,79.0,73.0,86.0,17.0,15.0,1.0,271.0,13_7_1
020130702,82.0,50.0,68.0,12.0,9.0,0.0,221.0,13_7_2
020130703,159.0,98.0,162.0,21.0,15.0,2.0,457.0,13_7_3
020130704,139.0,73.0,104.0,14.0,13.0,1.0,344.0,13_7_4
020130705,175.0,99.0,156.0,26.0,19.0,1.0,476.0,13_7_5
020130706,151.0,93.0,107.0,12.0,17.0,1.0,381.0,13_7_6
020130707,117.0,85.0,119.0,12.0,13.0,0.0,346.0,13_7_7
020130708,127.0,67.0,88.0,13.0,13.0,1.0,309.0,13_7_8
020130709,132.0,80.0,125.0,21.0,14.0,1.0,373.0,13_7_9
020130801,122.0,61.0,105.0,10.0,13.0,3.0,314.0,13_8_1
020130802,84.0,38.0,119.0,6.0,27.0,1.0,275.0,13_8_2
020130803,157.0,91.0,119.0,20.0,23.0,1.0,411.0,13_8_3
020130804,131.0,71.0,134.0,28.0,21.0,3.0,388.0,13_8_4
020130805,171.0,77.0,162.0,14.0,27.0,1.0,452.0,13_8_5
020130806,114.0,77.0,79.0,15.0,9.0,1.0,295.0,13_8_6
020130807,146.0,84.0,100.0,16.0,16.0,2.0,364.0,13_8_7
020130808,138.0,105.0,147.0,20.0,23.0,6.0,439.0,13_8_8
020130809,127.0,72.0,96.0,13.0,17.0,1.0,326.0,13_8_9
020130810,102.0,74.0,94.0,9.0,12.0,1.0,292.0,13_8_10
020130901,98.0,61.0,99.0,8.0,19.0,2.0,287.0,13_9_1
020130902,115.0,53.0,102.0,14.0,18.0,1.0,303.0,13_9_2
020130903,95.0,65.0,73.0,6.0,8.0,0.0,247.0,13_9_3
020130904,134.0,45.0,90.0,12.0,12.0,0.0,293.0,13_9_4
020130905,195.0,126.0,137.0,16.0,14.0,0.0,488.0,13_9_5
020130906,126.0,66.0,104.0,9.0,14.0,1.0,320.0,13_9_6
020130907,127.0,75.0,69.0,14.0,10.0,1.0,296.0,13_9_7
020130908,138.0,83.0,100.0,9.0,13.0,1.0,344.0,13_9_8
020130909,175.0,96.0,76.0,10.0,6.0,0.0,363.0,13_9_9
020130910,86.0,60.0,71.0,11.0,10.0,1.0,239.0,13_9_10
020131001,121.0,74.0,179.0,10.0,30.0,1.0,415.0,13_10_1
020131002,139.0,87.0,142.0,20.0,15.0,1.0,404.0,13_10_2
020131003,133.0,76.0,166.0,27.0,23.0,2.0,427.0,13_10_3
020131004,146.0,104.0,141.0,16.0,10.0,0.0,417.0,13_10_4
020131005,75.0,53.0,87.0,9.0,26.0,2.0,252.0,13_10_5
020131006,135.0,86.0,133.0,15.0,19.0,0.0,388.0,13_10_6
020131007,130.0,69.0,89.0,13.0,18.0,2.0,321.0,13_10_7
020131008,238.0,79.0,91.0,13.0,9.0,2.0,432.0,13_10_8
020131009,131.0,59.0,111.0,7.0,16.0,1.0,325.0,13_10_9
020131010,156.0,61.0,133.0,22.0,45.0,7.0,424.0,13_10_10
020131011,101.0,32.0,130.0,6.0,40.0,5.0,314.0,13_10_11
020131101,72.0,62.0,31.0,5.0,2.0,0.0,172.0,13_11_1
020131102,94.0,101.0,41.0,4.0,1.0,0.0,241.0,13_11_2
020131103,81.0,74.0,42.0,9.0,1.0,0.0,207.0,13_11_3
020131104,86.0,57.0,70.0,9.0,7.0,0.0,229.0,13_11_4
020131105,91.0,68.0,52.0,6.0,5.0,0.0,222.0,13_11_5
020131106,169.0,112.0,99.0,15.0,12.0,1.0,408.0,13_11_6
020131107,89.0,82.0,77.0,5.0,29.0,2.0,284.0,13_11_7
020131201,113.0,73.0,73.0,9.0,9.0,0.0,277.0,13_12_1
020131202,123.0,89.0,94.0,2.0,11.0,1.0,320.0,13_12_2
020131203,70.0,49.0,96.0,8.0,13.0,1.0,237.0,13_12_3
020131204,160.0,98.0,86.0,5.0,3.0,0.0,352.0,13_12_4
020131205,84.0,76.0,55.0,2.0,1.0,0.0,218.0,13_12_5
020131206,87.0,48.0,87.0,6.0,10.0,2.0,240.0,13_12_6
020131207,118.0,66.0,122.0,18.0,15.0,2.0,341.0,13_12_7
020131208,125.0,68.0,77.0,7.0,5.0,0.0,282.0,13_12_8
020131209,147.0,79.0,129.0,15.0,13.0,1.0,384.0,13_12_9
020131210,85.0,86.0,69.0,5.0,4.0,0.0,249.0,13_12_10
020131301,198.0,108.0,52.0,6.0,11.0,1.0,376.0,13_13_1
020131302,65.0,19.0,51.0,11.0,8.0,1.0,155.0,13_13_2
020131303,108.0,57.0,113.0,18.0,24.0,2.0,322.0,13_13_3
020131304,163.0,82.0,118.0,16.0,15.0,0.0,394.0,13_13_4
020131305,172.0,75.0,131.0,22.0,11.0,0.0,411.0,13_13_5
020131306,52.0,34.0,39.0,2.0,4.0,1.0,132.0,13_13_6
020131307,138.0,51.0,91.0,17.0,7.0,1.0,305.0,13_13_7
020131308,119.0,75.0,44.0,6.0,5.0,0.0,249.0,13_13_8
020131309,167.0,76.0,35.0,4.0,4.0,1.0,287.0,13_13_9
020131310,188.0,88.0,66.0,10.0,6.0,0.0,358.0,13_13_10
020131311,88.0,84.0,34.0,4.0,5.0,0.0,215.0,13_13_11
020131312,168.0,90.0,61.0,5.0,3.0,0.0,327.0,13_13_12
020131313,252.0,129.0,149.0,17.0,7.0,2.0,556.0,13_13_13
020131314,155.0,61.0,99.0,12.0,19.0,2.0,348.0,13_13_14
020131401,157.0,90.0,76.0,6.0,10.0,2.0,341.0,13_14_1
020131402,82.0,41.0,31.0,5.0,3.0,0.0,162.0,13_14_2
020131403,186.0,69.0,88.0,11.0,12.0,1.0,367.0,13_14_3
020131404,143.0,68.0,64.0,7.0,8.0,1.0,291.0,13_14_4
020131405,103.0,57.0,49.0,9.0,10.0,0.0,228.0,13_14_5
020131406,190.0,93.0,57.0,10.0,8.0,1.0,359.0,13_14_6
020131407,78.0,43.0,36.0,2.0,5.0,1.0,165.0,13_14_7
020131408,123.0,56.0,62.0,7.0,5.0,1.0,254.0,13_14_8
020131409,119.0,69.0,42.0,3.0,4.0,1.0,238.0,13_14_9
020131410,139.0,76.0,70.0,5.0,7.0,1.0,298.0,13_14_10
020131411,121.0,90.0,59.0,6.0,4.0,4.0,284.0,13_14_11
020131501,146.0,67.0,97.0,25.0,13.0,2.0,350.0,13_15_1
020131502,177.0,81.0,88.0,6.0,8.0,0.0,360.0,13_15_2
020131503,153.0,78.0,98.0,11.0,7.0,2.0,349.0,13_15_3
020131504,79.0,37.0,66.0,6.0,11.0,0.0,199.0,13_15_4
020131505,160.0,66.0,118.0,18.0,27.0,2.0,391.0,13_15_5
020131506,138.0,63.0,68.0,7.0,4.0,1.0,281.0,13_15_6
020131507,160.0,91.0,112.0,11.0,9.0,0.0,383.0,13_15_7
020131508,178.0,59.0,108.0,13.0,13.0,1.0,372.0,13_15_8
020131509,165.0,90.0,126.0,13.0,20.0,2.0,416.0,13_15_9
020131510,162.0,43.0,92.0,15.0,17.0,2.0,331.0,13_15_10
020131511,128.0,54.0,132.0,12.0,36.0,7.0,369.0,13_15_11
020131512,123.0,59.0,114.0,19.0,12.0,1.0,328.0,13_15_12
020131601,137.0,91.0,127.0,13.0,22.0,2.0,392.0,13_16_1
020131602,184.0,84.0,125.0,21.0,16.0,0.0,430.0,13_16_2
020131603,91.0,32.0,93.0,10.0,23.0,3.0,252.0,13_16_3
020131604,141.0,60.0,133.0,12.0,22.0,0.0,368.0,13_16_4
020131605,96.0,35.0,85.0,15.0,18.0,3.0,252.0,13_16_5
020131606,49.0,29.0,67.0,12.0,25.0,1.0,183.0,13_16_6
020131607,144.0,90.0,112.0,6.0,17.0,0.0,369.0,13_16_7
020131608,193.0,65.0,77.0,7.0,10.0,0.0,352.0,13_16_8
020131609,154.0,65.0,128.0,17.0,15.0,1.0,380.0,13_16_9
020131610,137.0,75.0,136.0,21.0,20.0,2.0,391.0,13_16_10
020131611,168.0,64.0,115.0,20.0,12.0,2.0,381.0,13_16_11
020131612,130.0,66.0,108.0,9.0,26.0,8.0,347.0,13_16_12
020131613,90.0,58.0,63.0,8.0,4.0,0.0,223.0,13_16_13
020131701,152.0,104.0,173.0,22.0,23.0,2.0,476.0,13_17_1
020131702,152.0,111.0,174.0,9.0,22.0,4.0,472.0,13_17_2
020131703,163.0,84.0,103.0,20.0,17.0,2.0,389.0,13_17_3
020131704,93.0,52.0,78.0,12.0,10.0,2.0,247.0,13_17_4
020131705,149.0,50.0,110.0,18.0,17.0,1.0,345.0,13_17_5
020131706,177.0,78.0,87.0,9.0,9.0,0.0,360.0,13_17_6
020131707,169.0,83.0,116.0,6.0,12.0,0.0,386.0,13_17_7
020131708,125.0,83.0,79.0,15.0,12.0,2.0,316.0,13_17_8
020131709,148.0,83.0,129.0,12.0,29.0,2.0,403.0,13_17_9
020131710,144.0,127.0,106.0,11.0,10.0,0.0,398.0,13_17_10
020131711,99.0,74.0,61.0,6.0,7.0,0.0,247.0,13_17_11
020131801,108.0,78.0,108.0,21.0,19.0,0.0,334.0,13_18_1
020131802,123.0,58.0,173.0,21.0,27.0,5.0,407.0,13_18_2
020131803,140.0,90.0,138.0,14.0,14.0,1.0,397.0,13_18_3
020131804,133.0,76.0,66.0,9.0,10.0,0.0,294.0,13_18_4
020131805,130.0,85.0,62.0,2.0,3.0,0.0,282.0,13_18_5
020131806,108.0,102.0,80.0,9.0,2.0,1.0,302.0,13_18_6
020131807,157.0,119.0,92.0,10.0,4.0,1.0,383.0,13_18_7
020131808,140.0,76.0,53.0,5.0,6.0,0.0,280.0,13_18_8
020131809,90.0,43.0,29.0,6.0,2.0,0.0,170.0,13_18_9
020131810,139.0,72.0,48.0,4.0,8.0,3.0,274.0,13_18_10
020131901,162.0,74.0,81.0,10.0,8.0,5.0,340.0,13_19_1
020131902,161.0,118.0,100.0,8.0,9.0,1.0,397.0,13_19_2
020131903,119.0,70.0,88.0,5.0,12.0,1.0,295.0,13_19_3
020131904,99.0,58.0,51.0,9.0,10.0,0.0,227.0,13_19_4
020131905,170.0,95.0,84.0,9.0,8.0,0.0,366.0,13_19_5
020131906,116.0,53.0,46.0,0.0,0.0,0.0,215.0,13_19_6
020131907,83.0,66.0,82.0,5.0,18.0,3.0,257.0,13_19_7
020131908,161.0,75.0,77.0,6.0,10.0,0.0,329.0,13_19_8
020131909,151.0,61.0,103.0,9.0,8.0,0.0,332.0,13_19_9
020131910,126.0,60.0,100.0,9.0,15.0,2.0,312.0,13_19_10
020131911,84.0,35.0,61.0,7.0,6.0,0.0,193.0,13_19_11
020131912,121.0,75.0,57.0,8.0,5.0,2.0,268.0,13_19_12
020132001,147.0,65.0,81.0,6.0,2.0,0.0,301.0,13_20_1
020132002,169.0,97.0,106.0,12.0,10.0,0.0,394.0,13_20_2
020132003,71.0,46.0,48.0,4.0,6.0,0.0,175.0,13_20_3
020132004,147.0,72.0,77.0,7.0,12.0,1.0,316.0,13_20_4
020132005,140.0,46.0,99.0,12.0,14.0,1.0,312.0,13_20_5
020132006,189.0,69.0,129.0,13.0,26.0,2.0,428.0,13_20_6
020132007,178.0,72.0,98.0,10.0,13.0,1.0,372.0,13_20_7
020132008,152.0,76.0,122.0,16.0,19.0,1.0,386.0,13_20_8
020132009,97.0,48.0,93.0,8.0,10.0,2.0,258.0,13_20_9
020132010,121.0,65.0,67.0,5.0,12.0,2.0,272.0,13_20_10
020132011,105.0,65.0,75.0,7.0,5.0,4.0,261.0,13_20_11
020132012,113.0,58.0,89.0,8.0,8.0,1.0,277.0,13_20_12
020132101,109.0,62.0,57.0,7.0,7.0,2.0,244.0,13_21_1
020132102,76.0,36.0,30.0,4.0,3.0,0.0,149.0,13_21_2
020132103,132.0,50.0,43.0,4.0,4.0,0.0,233.0,13_21_3
020132104,164.0,95.0,48.0,6.0,6.0,0.0,319.0,13_21_4
020132105,128.0,80.0,67.0,5.0,9.0,2.0,291.0,13_21_5
020132106,148.0,85.0,67.0,7.0,3.0,2.0,312.0,13_21_6
020132107,207.0,124.0,101.0,8.0,10.0,0.0,450.0,13_21_7
020132108,179.0,84.0,71.0,5.0,6.0,0.0,345.0,13_21_8
020132109,165.0,78.0,84.0,13.0,19.0,1.0,360.0,13_21_9
020132110,189.0,102.0,45.0,2.0,4.0,0.0,342.0,13_21_10
020132201,120.0,64.0,58.0,5.0,3.0,1.0,251.0,13_22_1
020132202,95.0,47.0,67.0,4.0,8.0,0.0,221.0,13_22_2
020132203,109.0,53.0,47.0,4.0,9.0,0.0,222.0,13_22_3
020132204,160.0,87.0,60.0,9.0,10.0,1.0,327.0,13_22_4
020132205,194.0,136.0,50.0,5.0,9.0,0.0,394.0,13_22_5
020132206,178.0,120.0,79.0,8.0,6.0,0.0,391.0,13_22_6
020132207,229.0,110.0,87.0,12.0,16.0,1.0,455.0,13_22_7
020132208,218.0,73.0,61.0,16.0,8.0,1.0,377.0,13_22_8
020132209,91.0,57.0,57.0,5.0,8.0,2.0,220.0,13_22_9
020132301,228.0,97.0,170.0,20.0,28.0,2.0,545.0,13_23_1
020132302,121.0,48.0,81.0,6.0,12.0,2.0,270.0,13_23_2
020132303,254.0,123.0,132.0,16.0,13.0,0.0,538.0,13_23_3
020132304,138.0,64.0,75.0,9.0,8.0,0.0,294.0,13_23_4
020132305,93.0,46.0,74.0,12.0,10.0,1.0,236.0,13_23_5
020132306,179.0,91.0,73.0,13.0,10.0,2.0,368.0,13_23_6
020132307,121.0,57.0,57.0,8.0,13.0,1.0,257.0,13_23_7
020132308,223.0,82.0,164.0,23.0,13.0,0.0,505.0,13_23_8
020132309,154.0,107.0,130.0,13.0,22.0,3.0,429.0,13_23_9
020132310,93.0,55.0,72.0,5.0,17.0,1.0,243.0,13_23_10
020132311,206.0,61.0,129.0,14.0,11.0,3.0,424.0,13_23_11
020132401,76.0,65.0,48.0,6.0,3.0,0.0,198.0,13_24_1
020132402,131.0,58.0,49.0,8.0,6.0,0.0,252.0,13_24_2
020132403,108.0,73.0,70.0,9.0,18.0,5.0,283.0,13_24_3
020132404,161.0,83.0,105.0,7.0,7.0,1.0,364.0,13_24_4
020132405,110.0,79.0,83.0,9.0,5.0,0.0,286.0,13_24_5
020132406,119.0,55.0,117.0,9.0,17.0,1.0,318.0,13_24_6
020132407,139.0,88.0,114.0,11.0,12.0,3.0,367.0,13_24_7
020132408,124.0,97.0,100.0,3.0,13.0,2.0,339.0,13_24_8
020132409,118.0,111.0,123.0,11.0,18.0,0.0,381.0,13_24_9
020132410,90.0,83.0,88.0,6.0,15.0,1.0,283.0,13_24_10
020132501,118.0,61.0,69.0,4.0,10.0,0.0,262.0,13_25_1
020132502,102.0,65.0,87.0,12.0,13.0,0.0,279.0,13_25_2
020132503,155.0,79.0,113.0,19.0,26.0,0.0,392.0,13_25_3
020132504,100.0,73.0,81.0,7.0,8.0,0.0,269.0,13_25_4
020132505,84.0,64.0,61.0,6.0,6.0,0.0,221.0,13_25_5
020132506,104.0,69.0,86.0,4.0,10.0,1.0,274.0,13_25_6
020132507,163.0,139.0,175.0,17.0,9.0,1.0,504.0,13_25_7
020132508,129.0,57.0,136.0,14.0,26.0,2.0,364.0,13_25_8
020132601,100.0,67.0,107.0,12.0,27.0,3.0,316.0,13_26_1
020132602,110.0,79.0,105.0,12.0,17.0,2.0,325.0,13_26_2
020132603,119.0,52.0,92.0,9.0,14.0,2.0,288.0,13_26_3
020132604,140.0,79.0,155.0,21.0,18.0,6.0,419.0,13_26_4
020132605,114.0,80.0,96.0,9.0,16.0,2.0,317.0,13_26_5
020132606,89.0,64.0,90.0,10.0,11.0,1.0,265.0,13_26_6
020132607,63.0,51.0,65.0,6.0,3.0,1.0,189.0,13_26_7
020132608,86.0,30.0,68.0,10.0,18.0,2.0,214.0,13_26_8
020132609,68.0,43.0,72.0,7.0,11.0,1.0,202.0,13_26_9
020132610,172.0,73.0,146.0,25.0,20.0,0.0,436.0,13_26_10
020132611,97.0,48.0,98.0,20.0,17.0,1.0,281.0,13_26_11
020132701,80.0,49.0,38.0,3.0,3.0,2.0,175.0,13_27_1
020132702,171.0,91.0,110.0,12.0,14.0,1.0,399.0,13_27_2
020132703,205.0,77.0,113.0,26.0,15.0,4.0,440.0,13_27_3
020132704,149.0,70.0,127.0,15.0,22.0,4.0,387.0,13_27_4
020132705,134.0,75.0,77.0,9.0,15.0,1.0,311.0,13_27_5
020132706,208.0,109.0,162.0,9.0,38.0,3.0,529.0,13_27_6
020132707,184.0,101.0,157.0,17.0,34.0,4.0,497.0,13_27_7
020132708,161.0,78.0,99.0,9.0,20.0,1.0,368.0,13_27_8
020132709,164.0,95.0,124.0,10.0,14.0,0.0,407.0,13_27_9
020132801,82.0,27.0,101.0,9.0,42.0,7.0,268.0,13_28_1
020132802,83.0,41.0,71.0,5.0,13.0,0.0,213.0,13_28_2
020132803,125.0,66.0,92.0,10.0,22.0,3.0,318.0,13_28_3
020132804,79.0,34.0,66.0,9.0,13.0,0.0,201.0,13_28_4
020132805,80.0,60.0,47.0,12.0,16.0,2.0,217.0,13_28_5
020132806,128.0,113.0,91.0,11.0,13.0,0.0,356.0,13_28_6
020132807,135.0,83.0,94.0,5.0,11.0,1.0,329.0,13_28_7
020132808,207.0,97.0,111.0,18.0,18.0,0.0,451.0,13_28_8
020132809,154.0,73.0,130.0,14.0,21.0,1.0,393.0,13_28_9
020132810,112.0,73.0,69.0,8.0,11.0,0.0,273.0,13_28_10
020132901,88.0,63.0,81.0,10.0,27.0,5.0,274.0,13_29_1
020132902,62.0,44.0,117.0,9.0,48.0,1.0,281.0,13_29_2
020132903,83.0,40.0,92.0,15.0,17.0,0.0,247.0,13_29_3
020132904,132.0,75.0,132.0,19.0,23.0,1.0,382.0,13_29_4
020132905,111.0,50.0,96.0,8.0,15.0,0.0,280.0,13_29_5
020132906,125.0,89.0,94.0,12.0,8.0,2.0,330.0,13_29_6
020132907,105.0,77.0,126.0,13.0,32.0,2.0,355.0,13_29_7
020132908,152.0,101.0,138.0,17.0,11.0,1.0,420.0,13_29_8
020132909,57.0,51.0,75.0,13.0,11.0,1.0,208.0,13_29_9
020132910,72.0,68.0,94.0,14.0,9.0,1.0,258.0,13_29_10
020132911,108.0,50.0,122.0,19.0,27.0,1.0,327.0,13_29_11
020140101,94.0,47.0,59.0,6.0,4.0,0.0,210.0,14_1_1
020140102,99.0,59.0,57.0,8.0,24.0,8.0,255.0,14_1_2
020140103,198.0,70.0,106.0,15.0,9.0,2.0,400.0,14_1_3
020140104,163.0,99.0,82.0,12.0,6.0,0.0,362.0,14_1_4
020140105,235.0,135.0,169.0,17.0,25.0,4.0,585.0,14_1_5
020140106,216.0,109.0,89.0,19.0,13.0,0.0,446.0,14_1_6
020140107,156.0,107.0,80.0,9.0,14.0,1.0,367.0,14_1_7
020140108,144.0,80.0,56.0,8.0,11.0,0.0,299.0,14_1_8
