Código,Hasta   0.50 personas por cuarto,0.51  -  0.99  personas por cuarto,1.00  -  1.49  personas por cuarto,1.50  -  1.99  personas por cuarto,2.00  -  3.00  personas por cuarto,Más de  3.00 personas por cuarto,Total,CO_FRAC_RA
020101011,77.0,67.0,127.0,10.0,22.0,1.0,304.0,10_10_11
020101012,76.0,82.0,132.0,21.0,30.0,5.0,346.0,10_10_12
020101101,84.0,65.0,112.0,26.0,19.0,3.0,309.0,10_11_1
020101102,124.0,79.0,152.0,21.0,48.0,9.0,433.0,10_11_2
020101103,108.0,61.0,125.0,29.0,28.0,3.0,354.0,10_11_3
020101104,109.0,71.0,127.0,23.0,47.0,17.0,394.0,10_11_4
020101105,68.0,79.0,106.0,24.0,19.0,5.0,301.0,10_11_5
020101106,40.0,29.0,80.0,17.0,15.0,2.0,183.0,10_11_6
020101107,76.0,88.0,122.0,23.0,60.0,8.0,377.0,10_11_7
020101108,103.0,71.0,124.0,13.0,30.0,3.0,344.0,10_11_8
020101109,114.0,86.0,137.0,18.0,24.0,2.0,381.0,10_11_9
020101110,94.0,39.0,101.0,31.0,31.0,0.0,296.0,10_11_10
020101111,59.0,46.0,102.0,16.0,23.0,5.0,251.0,10_11_11
020101201,87.0,63.0,144.0,15.0,33.0,5.0,347.0,10_12_1
020101202,104.0,94.0,128.0,19.0,24.0,1.0,370.0,10_12_2
020101203,73.0,46.0,107.0,20.0,53.0,10.0,309.0,10_12_3
020101204,51.0,36.0,103.0,14.0,37.0,2.0,243.0,10_12_4
020101205,37.0,31.0,76.0,14.0,26.0,5.0,189.0,10_12_5
020101206,62.0,38.0,67.0,14.0,29.0,4.0,214.0,10_12_6
020101207,74.0,46.0,71.0,18.0,22.0,7.0,238.0,10_12_7
020101208,102.0,86.0,100.0,14.0,7.0,2.0,311.0,10_12_8
020101209,109.0,62.0,85.0,22.0,28.0,2.0,308.0,10_12_9
020101210,77.0,53.0,82.0,25.0,9.0,0.0,246.0,10_12_10
020101301,60.0,50.0,85.0,16.0,11.0,4.0,226.0,10_13_1
020101302,73.0,68.0,92.0,9.0,13.0,0.0,255.0,10_13_2
020101303,64.0,53.0,104.0,17.0,19.0,4.0,261.0,10_13_3
020101304,69.0,43.0,91.0,22.0,20.0,3.0,248.0,10_13_4
020101305,89.0,64.0,113.0,24.0,23.0,2.0,315.0,10_13_5
020101306,73.0,83.0,79.0,25.0,17.0,1.0,278.0,10_13_6
020101307,72.0,61.0,79.0,22.0,17.0,3.0,254.0,10_13_7
020101308,111.0,85.0,78.0,13.0,2.0,1.0,290.0,10_13_8
020101309,85.0,65.0,94.0,15.0,18.0,4.0,281.0,10_13_9
020101310,79.0,46.0,74.0,14.0,14.0,3.0,230.0,10_13_10
020101311,98.0,65.0,100.0,12.0,10.0,2.0,287.0,10_13_11
020101312,90.0,65.0,82.0,11.0,18.0,1.0,267.0,10_13_12
020101401,79.0,87.0,122.0,23.0,22.0,1.0,334.0,10_14_1
020101402,84.0,61.0,110.0,30.0,24.0,6.0,315.0,10_14_2
020101403,91.0,64.0,121.0,25.0,19.0,2.0,322.0,10_14_3
020101404,94.0,78.0,98.0,18.0,8.0,0.0,296.0,10_14_4
020101405,80.0,66.0,98.0,10.0,8.0,0.0,262.0,10_14_5
020101406,63.0,60.0,56.0,13.0,11.0,2.0,205.0,10_14_6
020101407,85.0,86.0,92.0,13.0,11.0,4.0,291.0,10_14_7
020101408,82.0,45.0,85.0,18.0,22.0,1.0,253.0,10_14_8
020101409,95.0,65.0,101.0,29.0,41.0,6.0,337.0,10_14_9
020101410,111.0,76.0,116.0,21.0,15.0,2.0,341.0,10_14_10
020101411,49.0,45.0,92.0,17.0,50.0,14.0,267.0,10_14_11
020101501,81.0,48.0,94.0,17.0,16.0,7.0,263.0,10_15_1
020101502,93.0,93.0,111.0,20.0,25.0,5.0,347.0,10_15_2
020101503,59.0,48.0,67.0,11.0,16.0,1.0,202.0,10_15_3
020101504,78.0,62.0,82.0,11.0,14.0,0.0,247.0,10_15_4
020101505,100.0,87.0,92.0,12.0,7.0,0.0,298.0,10_15_5
020101506,91.0,53.0,79.0,10.0,13.0,2.0,248.0,10_15_6
020101507,78.0,44.0,78.0,10.0,14.0,1.0,225.0,10_15_7
020101508,108.0,54.0,133.0,29.0,33.0,18.0,375.0,10_15_8
020101509,117.0,95.0,190.0,34.0,23.0,0.0,459.0,10_15_9
020101601,82.0,52.0,106.0,10.0,17.0,3.0,270.0,10_16_1
020101602,120.0,84.0,143.0,24.0,32.0,5.0,408.0,10_16_2
020101603,77.0,66.0,84.0,17.0,28.0,10.0,282.0,10_16_3
020101604,100.0,80.0,130.0,20.0,14.0,0.0,344.0,10_16_4
020101605,121.0,105.0,120.0,24.0,18.0,1.0,389.0,10_16_5
020101606,83.0,99.0,118.0,21.0,32.0,3.0,356.0,10_16_6
020101607,94.0,75.0,87.0,19.0,14.0,0.0,289.0,10_16_7
020101608,105.0,98.0,89.0,10.0,9.0,1.0,312.0,10_16_8
020101609,101.0,75.0,120.0,21.0,16.0,5.0,338.0,10_16_9
020101701,120.0,64.0,107.0,12.0,10.0,0.0,313.0,10_17_1
020101702,133.0,86.0,113.0,20.0,18.0,2.0,372.0,10_17_2
020101703,101.0,93.0,128.0,24.0,11.0,3.0,360.0,10_17_3
020101704,118.0,77.0,163.0,12.0,8.0,0.0,378.0,10_17_4
020101705,108.0,71.0,120.0,29.0,29.0,10.0,367.0,10_17_5
020101706,101.0,80.0,93.0,14.0,17.0,3.0,308.0,10_17_6
020101707,79.0,63.0,100.0,23.0,12.0,12.0,289.0,10_17_7
020101708,72.0,67.0,64.0,21.0,21.0,1.0,246.0,10_17_8
020101709,81.0,55.0,83.0,11.0,8.0,1.0,239.0,10_17_9
020101710,63.0,47.0,104.0,21.0,31.0,3.0,269.0,10_17_10
020101801,92.0,64.0,89.0,12.0,20.0,3.0,280.0,10_18_1
020101802,81.0,72.0,84.0,15.0,17.0,1.0,270.0,10_18_2
020101803,90.0,62.0,128.0,23.0,33.0,1.0,337.0,10_18_3
020101804,105.0,61.0,133.0,33.0,53.0,11.0,396.0,10_18_4
020101805,102.0,61.0,86.0,15.0,10.0,3.0,277.0,10_18_5
020101806,86.0,29.0,116.0,18.0,28.0,3.0,280.0,10_18_6
020101807,125.0,60.0,136.0,19.0,16.0,9.0,365.0,10_18_7
020101808,55.0,56.0,60.0,9.0,4.0,0.0,184.0,10_18_8
020101809,124.0,127.0,147.0,21.0,36.0,3.0,458.0,10_18_9
020101810,63.0,39.0,69.0,10.0,10.0,0.0,191.0,10_18_10
020101811,57.0,39.0,66.0,25.0,36.0,1.0,224.0,10_18_11
020101812,102.0,75.0,89.0,16.0,14.0,1.0,297.0,10_18_12
020101901,83.0,30.0,92.0,23.0,33.0,4.0,265.0,10_19_1
020101902,112.0,55.0,141.0,24.0,94.0,10.0,436.0,10_19_2
020101903,82.0,66.0,107.0,30.0,52.0,18.0,355.0,10_19_3
020101904,87.0,55.0,141.0,23.0,32.0,2.0,340.0,10_19_4
020101905,89.0,70.0,140.0,16.0,27.0,6.0,348.0,10_19_5
020101906,86.0,48.0,123.0,21.0,54.0,15.0,347.0,10_19_6
020101907,107.0,70.0,108.0,26.0,17.0,0.0,328.0,10_19_7
020101908,65.0,46.0,73.0,12.0,17.0,2.0,215.0,10_19_8
020101909,82.0,55.0,82.0,26.0,26.0,5.0,276.0,10_19_9
020101910,101.0,63.0,156.0,13.0,57.0,10.0,400.0,10_19_10
020101911,97.0,97.0,109.0,21.0,20.0,0.0,344.0,10_19_11
020101912,122.0,105.0,147.0,29.0,26.0,0.0,429.0,10_19_12
020110101,103.0,81.0,114.0,9.0,17.0,0.0,324.0,11_1_1
020110102,109.0,85.0,120.0,12.0,12.0,1.0,339.0,11_1_2
020110103,79.0,63.0,89.0,11.0,4.0,1.0,247.0,11_1_3
020110104,97.0,67.0,123.0,14.0,14.0,1.0,316.0,11_1_4
020110105,74.0,59.0,70.0,11.0,7.0,0.0,221.0,11_1_5
020110106,79.0,82.0,93.0,10.0,13.0,1.0,278.0,11_1_6
020110107,78.0,56.0,97.0,15.0,6.0,0.0,252.0,11_1_7
020110108,104.0,53.0,104.0,14.0,19.0,1.0,295.0,11_1_8
020110109,87.0,56.0,116.0,25.0,20.0,0.0,304.0,11_1_9
020110110,119.0,71.0,119.0,19.0,11.0,1.0,340.0,11_1_10
020110111,153.0,106.0,117.0,15.0,11.0,0.0,402.0,11_1_11
020110112,85.0,65.0,83.0,13.0,18.0,2.0,266.0,11_1_12
020110201,86.0,94.0,82.0,16.0,8.0,0.0,286.0,11_2_1
020110202,111.0,90.0,134.0,15.0,10.0,1.0,361.0,11_2_2
020110203,80.0,42.0,123.0,18.0,23.0,0.0,286.0,11_2_3
020110204,69.0,58.0,84.0,4.0,8.0,0.0,223.0,11_2_4
020110205,134.0,105.0,124.0,15.0,9.0,2.0,389.0,11_2_5
020110206,112.0,113.0,117.0,10.0,6.0,0.0,358.0,11_2_6
020110207,114.0,83.0,88.0,11.0,15.0,1.0,312.0,11_2_7
020110208,101.0,105.0,74.0,10.0,12.0,0.0,302.0,11_2_8
020110209,93.0,72.0,59.0,7.0,7.0,0.0,238.0,11_2_9
020110210,126.0,112.0,92.0,10.0,7.0,1.0,348.0,11_2_10
020110211,110.0,84.0,101.0,17.0,15.0,1.0,328.0,11_2_11
020110301,99.0,73.0,73.0,8.0,9.0,2.0,264.0,11_3_1
020110302,106.0,85.0,81.0,7.0,12.0,1.0,292.0,11_3_2
020110303,90.0,79.0,59.0,8.0,3.0,1.0,240.0,11_3_3
020110304,80.0,70.0,50.0,8.0,2.0,0.0,210.0,11_3_4
020110305,106.0,61.0,55.0,2.0,8.0,1.0,233.0,11_3_5
020110306,100.0,83.0,88.0,9.0,7.0,0.0,287.0,11_3_6
020110307,99.0,87.0,86.0,4.0,6.0,1.0,283.0,11_3_7
020110308,111.0,82.0,87.0,14.0,5.0,0.0,299.0,11_3_8
020110309,117.0,72.0,89.0,12.0,6.0,2.0,298.0,11_3_9
020110310,122.0,109.0,72.0,10.0,2.0,2.0,317.0,11_3_10
020110311,107.0,56.0,63.0,18.0,10.0,0.0,254.0,11_3_11
020110312,80.0,72.0,108.0,14.0,7.0,1.0,282.0,11_3_12
020110401,100.0,102.0,70.0,9.0,3.0,0.0,284.0,11_4_1
020110402,90.0,91.0,89.0,13.0,13.0,1.0,297.0,11_4_2
020110403,90.0,61.0,59.0,6.0,5.0,0.0,221.0,11_4_3
020110404,142.0,83.0,58.0,8.0,5.0,0.0,296.0,11_4_4
020110405,140.0,85.0,68.0,9.0,5.0,1.0,308.0,11_4_5
020110406,87.0,78.0,64.0,8.0,4.0,0.0,241.0,11_4_6
020110407,127.0,73.0,69.0,8.0,2.0,0.0,279.0,11_4_7
020110408,107.0,80.0,71.0,16.0,8.0,0.0,282.0,11_4_8
020110409,122.0,72.0,100.0,8.0,6.0,1.0,309.0,11_4_9
020110410,110.0,59.0,88.0,11.0,13.0,0.0,281.0,11_4_10
020110411,83.0,93.0,110.0,13.0,13.0,1.0,313.0,11_4_11
020110412,117.0,97.0,123.0,9.0,6.0,0.0,352.0,11_4_12
020110413,114.0,83.0,110.0,14.0,6.0,0.0,327.0,11_4_13
020110501,65.0,65.0,90.0,8.0,13.0,1.0,242.0,11_5_1
020110502,101.0,91.0,104.0,11.0,8.0,1.0,316.0,11_5_2
020110503,138.0,94.0,104.0,7.0,10.0,0.0,353.0,11_5_3
020110504,91.0,67.0,75.0,7.0,11.0,1.0,252.0,11_5_4
020110505,104.0,79.0,123.0,13.0,20.0,0.0,339.0,11_5_5
020110506,94.0,85.0,110.0,13.0,16.0,1.0,319.0,11_5_6
020110507,85.0,80.0,89.0,12.0,13.0,1.0,280.0,11_5_7
020110508,82.0,90.0,110.0,21.0,4.0,0.0,307.0,11_5_8
020110509,83.0,78.0,97.0,18.0,15.0,1.0,292.0,11_5_9
020110510,99.0,70.0,132.0,21.0,12.0,0.0,334.0,11_5_10
020110601,104.0,83.0,107.0,15.0,8.0,0.0,317.0,11_6_1
020110602,85.0,92.0,127.0,13.0,30.0,4.0,351.0,11_6_2
020110603,122.0,82.0,113.0,19.0,9.0,2.0,347.0,11_6_3
020110604,98.0,79.0,119.0,22.0,12.0,3.0,333.0,11_6_4
020110605,87.0,68.0,107.0,21.0,20.0,1.0,304.0,11_6_5
020110606,85.0,66.0,125.0,15.0,14.0,1.0,306.0,11_6_6
020110607,57.0,58.0,143.0,30.0,19.0,1.0,308.0,11_6_7
020110608,76.0,65.0,110.0,16.0,15.0,2.0,284.0,11_6_8
020110609,77.0,81.0,108.0,20.0,14.0,2.0,302.0,11_6_9
020110610,65.0,70.0,103.0,15.0,14.0,4.0,271.0,11_6_10
020110611,82.0,83.0,116.0,18.0,13.0,2.0,314.0,11_6_11
020110701,32.0,43.0,69.0,12.0,12.0,3.0,171.0,11_7_1
020110702,85.0,92.0,124.0,16.0,11.0,0.0,328.0,11_7_2
020110703,103.0,82.0,88.0,15.0,9.0,0.0,297.0,11_7_3
020110704,85.0,83.0,126.0,15.0,16.0,0.0,325.0,11_7_4
020110705,114.0,77.0,119.0,15.0,21.0,3.0,349.0,11_7_5
020110706,87.0,96.0,81.0,17.0,9.0,1.0,291.0,11_7_6
020110707,70.0,90.0,90.0,12.0,11.0,0.0,273.0,11_7_7
020110708,64.0,64.0,91.0,17.0,12.0,1.0,249.0,11_7_8
020110709,98.0,70.0,93.0,19.0,13.0,3.0,296.0,11_7_9
020110710,68.0,93.0,114.0,10.0,6.0,1.0,292.0,11_7_10
020110711,92.0,76.0,121.0,13.0,21.0,0.0,323.0,11_7_11
020110712,73.0,72.0,118.0,19.0,24.0,0.0,306.0,11_7_12
020110801,109.0,72.0,120.0,26.0,20.0,0.0,347.0,11_8_1
020110802,109.0,99.0,107.0,10.0,13.0,0.0,338.0,11_8_2
020110803,73.0,43.0,62.0,14.0,18.0,0.0,210.0,11_8_3
020110804,124.0,69.0,115.0,14.0,7.0,0.0,329.0,11_8_4
020110805,84.0,71.0,91.0,13.0,5.0,1.0,265.0,11_8_5
020110806,137.0,85.0,125.0,23.0,9.0,0.0,379.0,11_8_6
020110807,99.0,111.0,110.0,17.0,8.0,0.0,345.0,11_8_7
020110808,110.0,97.0,115.0,19.0,14.0,0.0,355.0,11_8_8
020110809,146.0,84.0,105.0,20.0,10.0,0.0,365.0,11_8_9
020110901,93.0,93.0,94.0,17.0,18.0,0.0,315.0,11_9_1
020110902,100.0,62.0,133.0,11.0,6.0,0.0,312.0,11_9_2
020110903,115.0,105.0,137.0,14.0,8.0,0.0,379.0,11_9_3
020110904,76.0,71.0,89.0,13.0,5.0,1.0,255.0,11_9_4
020110905,103.0,65.0,97.0,22.0,21.0,0.0,308.0,11_9_5
020110906,90.0,59.0,77.0,8.0,13.0,1.0,248.0,11_9_6
020110907,130.0,60.0,98.0,12.0,11.0,1.0,312.0,11_9_7
020110908,102.0,75.0,123.0,18.0,12.0,1.0,331.0,11_9_8
020110909,92.0,52.0,80.0,9.0,13.0,0.0,246.0,11_9_9
020110910,137.0,56.0,118.0,13.0,26.0,2.0,352.0,11_9_10
020110911,97.0,59.0,73.0,18.0,11.0,0.0,258.0,11_9_11
020110912,118.0,59.0,85.0,27.0,8.0,0.0,297.0,11_9_12
020111001,107.0,71.0,102.0,16.0,19.0,0.0,315.0,11_10_1
020111002,132.0,86.0,125.0,15.0,24.0,2.0,384.0,11_10_2
020111003,101.0,76.0,100.0,17.0,23.0,0.0,317.0,11_10_3
020111004,117.0,112.0,104.0,17.0,13.0,1.0,364.0,11_10_4
020111005,144.0,78.0,126.0,28.0,10.0,0.0,386.0,11_10_5
020111006,160.0,98.0,153.0,21.0,26.0,0.0,458.0,11_10_6
020111007,119.0,103.0,124.0,27.0,27.0,1.0,401.0,11_10_7
020111008,112.0,65.0,109.0,17.0,15.0,0.0,318.0,11_10_8
020111009,100.0,65.0,127.0,13.0,13.0,1.0,319.0,11_10_9
020111010,70.0,58.0,95.0,19.0,36.0,3.0,281.0,11_10_10
020111101,80.0,71.0,112.0,18.0,12.0,0.0,293.0,11_11_1
020111102,76.0,101.0,120.0,7.0,4.0,1.0,309.0,11_11_2
020111103,84.0,76.0,115.0,23.0,23.0,4.0,325.0,11_11_3
020111104,31.0,21.0,36.0,12.0,2.0,0.0,102.0,11_11_4
020111105,102.0,90.0,109.0,19.0,15.0,0.0,335.0,11_11_5
020111106,116.0,75.0,134.0,31.0,33.0,7.0,396.0,11_11_6
020111107,83.0,73.0,121.0,18.0,10.0,0.0,305.0,11_11_7
020111108,82.0,88.0,113.0,19.0,10.0,3.0,315.0,11_11_8
020111109,87.0,75.0,106.0,18.0,10.0,0.0,296.0,11_11_9
020111201,87.0,56.0,77.0,10.0,2.0,1.0,233.0,11_12_1
020111202,76.0,60.0,91.0,7.0,2.0,0.0,236.0,11_12_2
020111203,106.0,86.0,137.0,15.0,15.0,1.0,360.0,11_12_3
020111204,101.0,63.0,87.0,8.0,13.0,0.0,272.0,11_12_4
020111205,65.0,78.0,83.0,10.0,9.0,0.0,245.0,11_12_5
020111206,96.0,89.0,109.0,12.0,13.0,1.0,320.0,11_12_6
020111207,87.0,62.0,81.0,13.0,14.0,2.0,259.0,11_12_7
020111208,57.0,46.0,119.0,25.0,24.0,1.0,272.0,11_12_8
020111209,69.0,50.0,96.0,10.0,13.0,2.0,240.0,11_12_9
020111210,95.0,54.0,85.0,12.0,15.0,0.0,261.0,11_12_10
020111301,138.0,64.0,112.0,13.0,17.0,2.0,346.0,11_13_1
020111302,161.0,74.0,111.0,14.0,24.0,3.0,387.0,11_13_2
020111303,134.0,81.0,92.0,10.0,4.0,0.0,321.0,11_13_3
020111304,142.0,67.0,109.0,17.0,9.0,1.0,345.0,11_13_4
020111305,150.0,81.0,133.0,16.0,12.0,1.0,393.0,11_13_5
020111306,141.0,97.0,112.0,15.0,6.0,2.0,373.0,11_13_6
020111307,100.0,80.0,85.0,17.0,17.0,0.0,299.0,11_13_7
020111308,98.0,68.0,97.0,10.0,8.0,0.0,281.0,11_13_8
020111309,96.0,82.0,147.0,17.0,23.0,6.0,371.0,11_13_9
020111310,83.0,65.0,83.0,10.0,8.0,1.0,250.0,11_13_10
020111311,108.0,87.0,113.0,15.0,11.0,2.0,336.0,11_13_11
020111401,119.0,94.0,118.0,18.0,14.0,1.0,364.0,11_14_1
020111402,114.0,80.0,112.0,19.0,6.0,1.0,332.0,11_14_2
020111403,111.0,101.0,124.0,17.0,12.0,0.0,365.0,11_14_3
020111404,81.0,58.0,98.0,24.0,18.0,0.0,279.0,11_14_4
020111405,90.0,97.0,111.0,17.0,13.0,0.0,328.0,11_14_5
020111406,127.0,88.0,152.0,19.0,21.0,2.0,409.0,11_14_6
020111407,245.0,180.0,226.0,31.0,14.0,0.0,696.0,11_14_7
020111501,83.0,91.0,134.0,19.0,22.0,0.0,349.0,11_15_1
020111502,74.0,79.0,124.0,32.0,11.0,4.0,324.0,11_15_2
020111503,110.0,86.0,124.0,24.0,19.0,5.0,368.0,11_15_3
020111504,79.0,100.0,131.0,21.0,25.0,0.0,356.0,11_15_4
020111505,94.0,69.0,132.0,16.0,17.0,1.0,329.0,11_15_5
020111506,115.0,106.0,77.0,10.0,5.0,0.0,313.0,11_15_6
020111507,87.0,68.0,91.0,19.0,11.0,5.0,281.0,11_15_7
020111508,127.0,78.0,123.0,17.0,24.0,3.0,372.0,11_15_8
020111509,124.0,81.0,97.0,19.0,13.0,3.0,337.0,11_15_9
020111510,123.0,92.0,93.0,12.0,10.0,1.0,331.0,11_15_10
020111511,120.0,91.0,177.0,23.0,23.0,0.0,434.0,11_15_11
020111601,93.0,82.0,109.0,20.0,10.0,5.0,319.0,11_16_1
020111602,106.0,92.0,121.0,21.0,19.0,0.0,359.0,11_16_2
020111603,70.0,52.0,118.0,12.0,14.0,1.0,267.0,11_16_3
020111604,81.0,50.0,87.0,16.0,14.0,4.0,252.0,11_16_4
020111605,69.0,74.0,101.0,22.0,22.0,0.0,288.0,11_16_5
020111606,90.0,55.0,142.0,20.0,25.0,3.0,335.0,11_16_6
020111607,107.0,96.0,112.0,15.0,15.0,5.0,350.0,11_16_7
020111608,111.0,97.0,135.0,27.0,22.0,1.0,393.0,11_16_8
020111609,74.0,49.0,102.0,12.0,18.0,1.0,256.0,11_16_9
020111610,57.0,57.0,87.0,14.0,17.0,4.0,236.0,11_16_10
020111701,78.0,76.0,99.0,16.0,21.0,0.0,290.0,11_17_1
020111702,72.0,90.0,102.0,11.0,8.0,3.0,286.0,11_17_2
020111703,97.0,79.0,118.0,22.0,17.0,3.0,336.0,11_17_3
020111704,91.0,67.0,122.0,17.0,23.0,4.0,324.0,11_17_4
020111705,87.0,63.0,107.0,16.0,18.0,6.0,297.0,11_17_5
020111706,110.0,88.0,155.0,25.0,27.0,3.0,408.0,11_17_6
020111707,79.0,82.0,126.0,19.0,22.0,3.0,331.0,11_17_7
020111708,81.0,56.0,127.0,26.0,27.0,5.0,322.0,11_17_8
020111801,71.0,65.0,93.0,26.0,23.0,1.0,279.0,11_18_1
020111802,101.0,60.0,106.0,19.0,17.0,0.0,303.0,11_18_2
020111803,79.0,75.0,114.0,16.0,21.0,5.0,310.0,11_18_3
020111804,99.0,71.0,141.0,22.0,29.0,8.0,370.0,11_18_4
020111805,83.0,58.0,130.0,20.0,24.0,3.0,318.0,11_18_5
020111806,131.0,108.0,220.0,32.0,29.0,1.0,521.0,11_18_6
020111807,95.0,66.0,125.0,12.0,24.0,2.0,324.0,11_18_7
020111808,91.0,79.0,110.0,24.0,34.0,8.0,346.0,11_18_8
020111809,69.0,71.0,106.0,18.0,37.0,3.0,304.0,11_18_9
020111901,68.0,42.0,81.0,15.0,12.0,3.0,221.0,11_19_1
020111902,91.0,63.0,114.0,25.0,24.0,5.0,322.0,11_19_2
020111903,71.0,73.0,102.0,17.0,16.0,0.0,279.0,11_19_3
020111904,84.0,72.0,126.0,22.0,29.0,6.0,339.0,11_19_4
020111905,82.0,76.0,114.0,23.0,10.0,1.0,306.0,11_19_5
020111906,118.0,76.0,112.0,15.0,17.0,3.0,341.0,11_19_6
020111907,77.0,63.0,114.0,32.0,30.0,3.0,319.0,11_19_7
020111908,89.0,62.0,84.0,31.0,33.0,2.0,301.0,11_19_8
020111909,98.0,67.0,125.0,19.0,38.0,1.0,348.0,11_19_9
020112001,118.0,74.0,112.0,21.0,29.0,2.0,356.0,11_20_1
020112002,97.0,71.0,109.0,18.0,21.0,1.0,317.0,11_20_2
020112003,93.0,63.0,142.0,30.0,43.0,18.0,389.0,11_20_3
020112004,94.0,84.0,92.0,10.0,19.0,4.0,303.0,11_20_4
020112005,99.0,93.0,107.0,16.0,11.0,2.0,328.0,11_20_5
020112006,87.0,63.0,79.0,18.0,16.0,4.0,267.0,11_20_6
020112007,79.0,50.0,73.0,10.0,19.0,1.0,232.0,11_20_7
020112008,57.0,51.0,63.0,11.0,8.0,1.0,191.0,11_20_8
020112009,54.0,64.0,121.0,13.0,7.0,1.0,260.0,11_20_9
020112010,92.0,65.0,106.0,12.0,16.0,1.0,292.0,11_20_10
020112011,53.0,65.0,95.0,15.0,21.0,3.0,252.0,11_20_11
020112101,105.0,48.0,117.0,19.0,30.0,4.0,323.0,11_21_1
020112102,79.0,70.0,89.0,16.0,15.0,2.0,271.0,11_21_2
020112103,137.0,83.0,145.0,24.0,29.0,5.0,423.0,11_21_3
020112104,109.0,57.0,116.0,17.0,16.0,3.0,318.0,11_21_4
020112105,106.0,49.0,148.0,38.0,44.0,6.0,391.0,11_21_5
020112106,96.0,72.0,157.0,30.0,27.0,3.0,385.0,11_21_6
020112107,72.0,40.0,130.0,13.0,14.0,1.0,270.0,11_21_7
020112108,60.0,54.0,92.0,26.0,20.0,4.0,256.0,11_21_8
020112109,62.0,38.0,91.0,15.0,12.0,0.0,218.0,11_21_9
020112110,67.0,62.0,95.0,20.0,36.0,12.0,292.0,11_21_10
020112111,114.0,60.0,131.0,25.0,35.0,9.0,374.0,11_21_11
020112201,98.0,62.0,128.0,17.0,30.0,10.0,345.0,11_22_1
020112202,108.0,66.0,128.0,16.0,31.0,9.0,358.0,11_22_2
020112203,118.0,79.0,118.0,19.0,21.0,5.0,360.0,11_22_3
020112204,70.0,49.0,104.0,20.0,19.0,3.0,265.0,11_22_4
020112205,97.0,78.0,91.0,19.0,22.0,3.0,310.0,11_22_5
020112206,129.0,70.0,165.0,20.0,20.0,5.0,409.0,11_22_6
020112207,110.0,75.0,121.0,26.0,11.0,2.0,345.0,11_22_7
020112208,78.0,69.0,94.0,15.0,10.0,3.0,269.0,11_22_8
020112209,71.0,55.0,95.0,25.0,21.0,2.0,269.0,11_22_9
020112210,91.0,55.0,128.0,13.0,19.0,1.0,307.0,11_22_10
020112211,65.0,68.0,87.0,12.0,15.0,1.0,248.0,11_22_11
020120101,74.0,61.0,50.0,3.0,3.0,0.0,191.0,12_1_1
020120102,66.0,82.0,42.0,5.0,1.0,0.0,196.0,12_1_2
020120103,55.0,63.0,65.0,4.0,0.0,0.0,187.0,12_1_3
020120104,100.0,79.0,92.0,15.0,27.0,0.0,313.0,12_1_4
020120105,68.0,60.0,66.0,12.0,9.0,2.0,217.0,12_1_5
020120106,109.0,62.0,93.0,14.0,7.0,1.0,286.0,12_1_6
020120107,124.0,99.0,92.0,14.0,22.0,9.0,360.0,12_1_7
020120108,59.0,53.0,57.0,5.0,7.0,1.0,182.0,12_1_8
020120109,101.0,93.0,125.0,20.0,15.0,2.0,356.0,12_1_9
020120110,138.0,72.0,119.0,12.0,18.0,2.0,361.0,12_1_10
020120111,101.0,89.0,139.0,23.0,22.0,0.0,374.0,12_1_11
020120201,110.0,73.0,135.0,29.0,20.0,4.0,371.0,12_2_1
020120202,122.0,70.0,85.0,16.0,21.0,2.0,316.0,12_2_2
020120203,137.0,55.0,145.0,29.0,25.0,3.0,394.0,12_2_3
020120204,119.0,115.0,116.0,19.0,10.0,0.0,379.0,12_2_4
020120205,112.0,83.0,155.0,21.0,30.0,0.0,401.0,12_2_5
020120206,86.0,104.0,131.0,14.0,9.0,0.0,344.0,12_2_6
020120207,89.0,88.0,114.0,18.0,10.0,0.0,319.0,12_2_7
020120208,96.0,94.0,114.0,20.0,18.0,3.0,345.0,12_2_8
020120301,41.0,20.0,33.0,4.0,6.0,0.0,104.0,12_3_1
020120302,72.0,70.0,82.0,12.0,13.0,0.0,249.0,12_3_2
020120303,93.0,75.0,79.0,15.0,7.0,1.0,270.0,12_3_3
020120304,69.0,72.0,94.0,12.0,17.0,4.0,268.0,12_3_4
020120305,87.0,72.0,85.0,20.0,23.0,5.0,292.0,12_3_5
020120306,62.0,62.0,160.0,59.0,87.0,21.0,451.0,12_3_6
020120307,148.0,85.0,100.0,29.0,13.0,3.0,378.0,12_3_7
020120308,60.0,58.0,87.0,23.0,24.0,1.0,253.0,12_3_8
020120309,64.0,61.0,79.0,11.0,8.0,0.0,223.0,12_3_9
020120310,99.0,99.0,81.0,16.0,9.0,1.0,305.0,12_3_10
020120311,80.0,80.0,104.0,16.0,9.0,1.0,290.0,12_3_11
020120401,88.0,71.0,93.0,14.0,11.0,0.0,277.0,12_4_1
020120402,75.0,69.0,94.0,21.0,24.0,4.0,287.0,12_4_2
020120403,134.0,111.0,146.0,20.0,7.0,0.0,418.0,12_4_3
020120404,92.0,75.0,98.0,22.0,8.0,0.0,295.0,12_4_4
020120405,94.0,60.0,71.0,12.0,12.0,0.0,249.0,12_4_5
020120406,88.0,65.0,88.0,32.0,23.0,1.0,297.0,12_4_6
020120407,181.0,113.0,158.0,24.0,22.0,1.0,499.0,12_4_7
020120408,87.0,78.0,89.0,15.0,20.0,0.0,289.0,12_4_8
