Código,Satisfactoria,Básica,Insuficiente,Total,CO_FRAC_RA
020010101,17.0,11.0,10.0,38.0,1_1_1
020010201,10.0,66.0,58.0,134.0,1_2_1
020010202,10.0,55.0,49.0,114.0,1_2_2
020010203,8.0,43.0,47.0,98.0,1_2_3
020010204,13.0,66.0,31.0,110.0,1_2_4
020010205,14.0,41.0,26.0,81.0,1_2_5
020010206,17.0,85.0,72.0,174.0,1_2_6
020010207,5.0,40.0,22.0,67.0,1_2_7
020010208,3.0,44.0,85.0,132.0,1_2_8
020010209,10.0,40.0,47.0,97.0,1_2_9
020010210,5.0,37.0,14.0,56.0,1_2_10
020010211,24.0,92.0,53.0,169.0,1_2_11
020010212,61.0,178.0,81.0,320.0,1_2_12
020010213,15.0,52.0,52.0,119.0,1_2_13
020010214,23.0,78.0,64.0,165.0,1_2_14
020010215,25.0,61.0,58.0,144.0,1_2_15
020010216,45.0,128.0,190.0,363.0,1_2_16
020010217,12.0,74.0,64.0,150.0,1_2_17
020010218,9.0,71.0,42.0,122.0,1_2_18
020010219,12.0,43.0,38.0,93.0,1_2_19
020010301,1.0,52.0,105.0,158.0,1_3_1
020010302,5.0,45.0,95.0,145.0,1_3_2
020010303,6.0,56.0,100.0,162.0,1_3_3
020010304,2.0,43.0,73.0,118.0,1_3_4
020010305,19.0,69.0,118.0,206.0,1_3_5
020010306,20.0,84.0,141.0,245.0,1_3_6
020010307,10.0,39.0,57.0,106.0,1_3_7
020010308,24.0,72.0,137.0,233.0,1_3_8
020010309,25.0,85.0,229.0,339.0,1_3_9
020010310,24.0,75.0,129.0,228.0,1_3_10
020010311,11.0,58.0,135.0,204.0,1_3_11
020010312,13.0,41.0,105.0,159.0,1_3_12
020010313,2.0,26.0,63.0,91.0,1_3_13
020010314,14.0,33.0,83.0,130.0,1_3_14
020010315,18.0,77.0,149.0,244.0,1_3_15
020010316,22.0,63.0,113.0,198.0,1_3_16
020010317,17.0,39.0,108.0,164.0,1_3_17
020010318,5.0,44.0,123.0,172.0,1_3_18
020010319,20.0,133.0,144.0,297.0,1_3_19
020010320,1.0,22.0,81.0,104.0,1_3_20
020010321,7.0,23.0,67.0,97.0,1_3_21
020010322,6.0,52.0,130.0,188.0,1_3_22
020010323,10.0,65.0,185.0,260.0,1_3_23
020010401,535.0,34.0,19.0,588.0,1_4_1
020010402,496.0,15.0,2.0,513.0,1_4_2
020010403,299.0,17.0,0.0,316.0,1_4_3
020010404,414.0,20.0,2.0,436.0,1_4_4
020010405,269.0,23.0,1.0,293.0,1_4_5
020010406,343.0,20.0,0.0,363.0,1_4_6
020010407,389.0,24.0,6.0,419.0,1_4_7
020010408,311.0,26.0,0.0,337.0,1_4_8
020010501,196.0,28.0,12.0,236.0,1_5_1
020010502,202.0,37.0,0.0,239.0,1_5_2
020010503,359.0,26.0,0.0,385.0,1_5_3
020010504,466.0,16.0,1.0,483.0,1_5_4
020010505,229.0,8.0,0.0,237.0,1_5_5
020010506,336.0,17.0,0.0,353.0,1_5_6
020010507,252.0,16.0,2.0,270.0,1_5_7
020010601,286.0,25.0,13.0,324.0,1_6_1
020010602,191.0,19.0,0.0,210.0,1_6_2
020010603,380.0,25.0,3.0,408.0,1_6_3
020010604,373.0,18.0,1.0,392.0,1_6_4
020010605,158.0,8.0,1.0,167.0,1_6_5
020010606,218.0,12.0,5.0,235.0,1_6_6
020010607,205.0,18.0,1.0,224.0,1_6_7
020010608,280.0,12.0,0.0,292.0,1_6_8
020010609,402.0,5.0,3.0,410.0,1_6_9
020010610,171.0,10.0,1.0,182.0,1_6_10
020010701,240.0,19.0,1.0,260.0,1_7_1
020010702,107.0,2.0,1.0,110.0,1_7_2
020010703,94.0,30.0,0.0,124.0,1_7_3
020010704,223.0,44.0,1.0,268.0,1_7_4
020010705,128.0,16.0,3.0,147.0,1_7_5
020010706,67.0,12.0,1.0,80.0,1_7_6
020010707,227.0,14.0,2.0,243.0,1_7_7
020010708,195.0,41.0,0.0,236.0,1_7_8
020010709,173.0,10.0,0.0,183.0,1_7_9
020010710,203.0,23.0,3.0,229.0,1_7_10
020010711,106.0,28.0,1.0,135.0,1_7_11
020010712,142.0,26.0,5.0,173.0,1_7_12
020010713,58.0,5.0,1.0,64.0,1_7_13
020010801,166.0,20.0,1.0,187.0,1_8_1
020010802,493.0,69.0,0.0,562.0,1_8_2
020010803,395.0,42.0,1.0,438.0,1_8_3
020010804,264.0,26.0,2.0,292.0,1_8_4
020010805,199.0,15.0,0.0,214.0,1_8_5
020010806,519.0,23.0,22.0,564.0,1_8_6
020010807,504.0,40.0,2.0,546.0,1_8_7
020010808,168.0,16.0,4.0,188.0,1_8_8
020010809,240.0,12.0,5.0,257.0,1_8_9
020010810,147.0,34.0,0.0,181.0,1_8_10
020010901,149.0,10.0,2.0,161.0,1_9_1
020010902,162.0,26.0,1.0,189.0,1_9_2
020010903,156.0,15.0,18.0,189.0,1_9_3
020010904,112.0,20.0,1.0,133.0,1_9_4
020010905,136.0,30.0,21.0,187.0,1_9_5
020010906,148.0,24.0,1.0,173.0,1_9_6
020010907,229.0,48.0,3.0,280.0,1_9_7
020010908,134.0,10.0,1.0,145.0,1_9_8
020010909,195.0,29.0,0.0,224.0,1_9_9
020010910,94.0,12.0,0.0,106.0,1_9_10
020010911,108.0,8.0,0.0,116.0,1_9_11
020010912,69.0,5.0,0.0,74.0,1_9_12
020010913,170.0,21.0,0.0,191.0,1_9_13
020010914,98.0,20.0,3.0,121.0,1_9_14
020010915,72.0,15.0,13.0,100.0,1_9_15
020010916,197.0,23.0,56.0,276.0,1_9_16
020010917,162.0,40.0,4.0,206.0,1_9_17
020010918,148.0,12.0,1.0,161.0,1_9_18
020010919,54.0,4.0,0.0,58.0,1_9_19
020011001,98.0,19.0,1.0,118.0,1_10_1
020011002,241.0,30.0,2.0,273.0,1_10_2
020011003,420.0,77.0,9.0,506.0,1_10_3
020011004,201.0,20.0,1.0,222.0,1_10_4
020011005,192.0,35.0,6.0,233.0,1_10_5
020011006,245.0,10.0,10.0,265.0,1_10_6
020011007,114.0,8.0,4.0,126.0,1_10_7
020011008,133.0,18.0,1.0,152.0,1_10_8
020011009,142.0,13.0,5.0,160.0,1_10_9
020011010,259.0,27.0,1.0,287.0,1_10_10
020011011,308.0,37.0,0.0,345.0,1_10_11
020011012,185.0,88.0,2.0,275.0,1_10_12
020011013,285.0,37.0,12.0,334.0,1_10_13
020011014,94.0,16.0,0.0,110.0,1_10_14
020011101,147.0,29.0,26.0,202.0,1_11_1
020011102,226.0,31.0,1.0,258.0,1_11_2
020011103,79.0,61.0,55.0,195.0,1_11_3
020011104,238.0,37.0,31.0,306.0,1_11_4
020011105,138.0,56.0,16.0,210.0,1_11_5
020011106,168.0,38.0,0.0,206.0,1_11_6
020011107,216.0,52.0,14.0,282.0,1_11_7
020011108,324.0,23.0,1.0,348.0,1_11_8
020011109,182.0,11.0,0.0,193.0,1_11_9
020011110,221.0,46.0,0.0,267.0,1_11_10
020011111,91.0,24.0,0.0,115.0,1_11_11
020011112,297.0,58.0,20.0,375.0,1_11_12
020011113,262.0,22.0,0.0,284.0,1_11_13
020011114,256.0,30.0,0.0,286.0,1_11_14
020011201,96.0,8.0,10.0,114.0,1_12_1
020011202,107.0,18.0,4.0,129.0,1_12_2
020011203,240.0,28.0,42.0,310.0,1_12_3
020011204,110.0,21.0,35.0,166.0,1_12_4
020011205,209.0,32.0,16.0,257.0,1_12_5
020011206,137.0,19.0,28.0,184.0,1_12_6
020011207,256.0,56.0,30.0,342.0,1_12_7
020011208,106.0,17.0,6.0,129.0,1_12_8
020011209,261.0,30.0,36.0,327.0,1_12_9
020011210,80.0,14.0,3.0,97.0,1_12_10
020011211,102.0,24.0,6.0,132.0,1_12_11
020011212,61.0,12.0,16.0,89.0,1_12_12
020011301,154.0,8.0,0.0,162.0,1_13_1
020011302,50.0,8.0,1.0,59.0,1_13_2
020011303,20.0,0.0,0.0,20.0,1_13_3
020011304,117.0,18.0,1.0,136.0,1_13_4
020011305,140.0,7.0,3.0,150.0,1_13_5
020011306,81.0,14.0,0.0,95.0,1_13_6
020011307,233.0,3.0,0.0,236.0,1_13_7
020011308,139.0,13.0,3.0,155.0,1_13_8
020011309,137.0,15.0,2.0,154.0,1_13_9
020011310,227.0,2.0,0.0,229.0,1_13_10
020011311,121.0,16.0,0.0,137.0,1_13_11
020011312,133.0,5.0,0.0,138.0,1_13_12
020011313,96.0,5.0,1.0,102.0,1_13_13
020011314,58.0,258.0,245.0,561.0,1_13_14
020011315,0.0,0.0,0.0,0.0,1_13_15
020011401,167.0,11.0,15.0,193.0,1_14_1
020011402,96.0,92.0,22.0,210.0,1_14_2
020011403,152.0,11.0,12.0,175.0,1_14_3
020011404,32.0,5.0,0.0,37.0,1_14_4
020011405,85.0,36.0,72.0,193.0,1_14_5
020011406,198.0,31.0,60.0,289.0,1_14_6
020011407,200.0,7.0,1.0,208.0,1_14_7
020011408,109.0,20.0,59.0,188.0,1_14_8
020011409,222.0,22.0,2.0,246.0,1_14_9
020011410,146.0,59.0,7.0,212.0,1_14_10
020011411,206.0,23.0,24.0,253.0,1_14_11
020011412,171.0,21.0,24.0,216.0,1_14_12
020011501,149.0,6.0,10.0,165.0,1_15_1
020011502,206.0,19.0,17.0,242.0,1_15_2
020011503,139.0,59.0,1.0,199.0,1_15_3
020011504,277.0,35.0,7.0,319.0,1_15_4
020011505,100.0,28.0,27.0,155.0,1_15_5
020011506,179.0,18.0,103.0,300.0,1_15_6
020011507,199.0,16.0,30.0,245.0,1_15_7
020011508,203.0,53.0,50.0,306.0,1_15_8
020011509,218.0,45.0,67.0,330.0,1_15_9
020011510,240.0,28.0,2.0,270.0,1_15_10
020011511,154.0,39.0,44.0,237.0,1_15_11
020011601,138.0,5.0,43.0,186.0,1_16_1
020011602,148.0,15.0,0.0,163.0,1_16_2
020011603,318.0,46.0,40.0,404.0,1_16_3
020011604,256.0,50.0,25.0,331.0,1_16_4
020011605,138.0,29.0,33.0,200.0,1_16_5
020011606,177.0,14.0,3.0,194.0,1_16_6
020011607,305.0,108.0,34.0,447.0,1_16_7
020011608,203.0,12.0,0.0,215.0,1_16_8
020011609,148.0,5.0,3.0,156.0,1_16_9
020011610,255.0,26.0,0.0,281.0,1_16_10
020011611,181.0,15.0,17.0,213.0,1_16_11
020011612,127.0,4.0,1.0,132.0,1_16_12
020011701,265.0,60.0,31.0,356.0,1_17_1
020011702,216.0,45.0,20.0,281.0,1_17_2
020011703,266.0,11.0,17.0,294.0,1_17_3
020011704,246.0,13.0,21.0,280.0,1_17_4
020011705,231.0,20.0,0.0,251.0,1_17_5
020011706,267.0,61.0,22.0,350.0,1_17_6
020011707,294.0,22.0,2.0,318.0,1_17_7
020011708,168.0,31.0,44.0,243.0,1_17_8
020011709,188.0,22.0,28.0,238.0,1_17_9
020011710,231.0,30.0,13.0,274.0,1_17_10
020011711,174.0,34.0,7.0,215.0,1_17_11
020011801,337.0,10.0,2.0,349.0,1_18_1
020011802,318.0,8.0,22.0,348.0,1_18_2
020011803,195.0,23.0,60.0,278.0,1_18_3
020011804,295.0,17.0,25.0,337.0,1_18_4
020011805,244.0,21.0,0.0,265.0,1_18_5
020011806,361.0,68.0,47.0,476.0,1_18_6
020011807,216.0,59.0,33.0,308.0,1_18_7
020011808,248.0,38.0,11.0,297.0,1_18_8
020011809,259.0,19.0,19.0,297.0,1_18_9
020011901,270.0,103.0,46.0,419.0,1_19_1
020011902,432.0,55.0,1.0,488.0,1_19_2
020011903,124.0,13.0,3.0,140.0,1_19_3
020011904,236.0,45.0,6.0,287.0,1_19_4
020011905,221.0,29.0,1.0,251.0,1_19_5
020011906,93.0,36.0,73.0,202.0,1_19_6
020011907,228.0,55.0,34.0,317.0,1_19_7
020011908,118.0,13.0,25.0,156.0,1_19_8
020011909,190.0,27.0,2.0,219.0,1_19_9
020012001,184.0,60.0,11.0,255.0,1_20_1
020012002,250.0,33.0,13.0,296.0,1_20_2
020012003,187.0,41.0,6.0,234.0,1_20_3
020012004,289.0,25.0,28.0,342.0,1_20_4
020012005,260.0,85.0,1.0,346.0,1_20_5
020012006,269.0,29.0,13.0,311.0,1_20_6
020012007,193.0,9.0,3.0,205.0,1_20_7
020012008,186.0,8.0,22.0,216.0,1_20_8
020012009,214.0,13.0,10.0,237.0,1_20_9
020012010,221.0,37.0,48.0,306.0,1_20_10
020012101,185.0,15.0,65.0,265.0,1_21_1
020012102,179.0,15.0,55.0,249.0,1_21_2
020012103,84.0,24.0,18.0,126.0,1_21_3
020012104,309.0,81.0,72.0,462.0,1_21_4
020012105,224.0,18.0,29.0,271.0,1_21_5
020012106,193.0,29.0,35.0,257.0,1_21_6
020012107,255.0,27.0,43.0,325.0,1_21_7
020012108,184.0,34.0,20.0,238.0,1_21_8
020012109,293.0,28.0,1.0,322.0,1_21_9
020012110,293.0,41.0,23.0,357.0,1_21_10
020012201,209.0,18.0,1.0,228.0,1_22_1
020012202,363.0,18.0,36.0,417.0,1_22_2
020012203,307.0,34.0,13.0,354.0,1_22_3
020012204,155.0,20.0,21.0,196.0,1_22_4
020012205,163.0,20.0,1.0,184.0,1_22_5
020012206,212.0,15.0,15.0,242.0,1_22_6
020012207,194.0,27.0,36.0,257.0,1_22_7
020012208,250.0,17.0,5.0,272.0,1_22_8
020012209,277.0,31.0,60.0,368.0,1_22_9
020012210,451.0,91.0,32.0,574.0,1_22_10
020012301,227.0,34.0,0.0,261.0,1_23_1
020012302,188.0,21.0,1.0,210.0,1_23_2
020012303,308.0,40.0,21.0,369.0,1_23_3
020012304,95.0,8.0,28.0,131.0,1_23_4
020012305,159.0,36.0,24.0,219.0,1_23_5
020012306,191.0,17.0,0.0,208.0,1_23_6
020012307,183.0,44.0,22.0,249.0,1_23_7
020012308,231.0,16.0,39.0,286.0,1_23_8
020012309,345.0,38.0,17.0,400.0,1_23_9
020012310,109.0,11.0,25.0,145.0,1_23_10
020012401,99.0,8.0,6.0,113.0,1_24_1
020012402,116.0,25.0,0.0,141.0,1_24_2
020012403,105.0,48.0,6.0,159.0,1_24_3
020012404,135.0,14.0,17.0,166.0,1_24_4
020012405,138.0,15.0,8.0,161.0,1_24_5
020012406,287.0,56.0,3.0,346.0,1_24_6
020012407,206.0,45.0,5.0,256.0,1_24_7
020012408,154.0,18.0,7.0,179.0,1_24_8
020012501,143.0,22.0,6.0,171.0,1_25_1
020012502,147.0,27.0,0.0,174.0,1_25_2
020012503,210.0,11.0,0.0,221.0,1_25_3
020012504,385.0,21.0,3.0,409.0,1_25_4
020012505,198.0,21.0,1.0,220.0,1_25_5
020012506,221.0,54.0,61.0,336.0,1_25_6
020012507,177.0,11.0,3.0,191.0,1_25_7
020012508,252.0,55.0,9.0,316.0,1_25_8
020012509,112.0,21.0,17.0,150.0,1_25_9
020012510,182.0,28.0,1.0,211.0,1_25_10
020012511,214.0,26.0,9.0,249.0,1_25_11
020012601,130.0,52.0,59.0,241.0,1_26_1
020012602,255.0,34.0,9.0,298.0,1_26_2
020012603,173.0,39.0,1.0,213.0,1_26_3
020012604,213.0,24.0,2.0,239.0,1_26_4
020012605,272.0,13.0,14.0,299.0,1_26_5
020012606,192.0,20.0,2.0,214.0,1_26_6
020012607,138.0,2.0,1.0,141.0,1_26_7
020012608,205.0,7.0,0.0,212.0,1_26_8
020012609,298.0,7.0,6.0,311.0,1_26_9
020012701,201.0,29.0,0.0,230.0,1_27_1
020012702,100.0,29.0,9.0,138.0,1_27_2
020012703,161.0,68.0,42.0,271.0,1_27_3
020012704,190.0,71.0,55.0,316.0,1_27_4
020012705,251.0,11.0,20.0,282.0,1_27_5
020012706,168.0,57.0,129.0,354.0,1_27_6
020012707,150.0,71.0,7.0,228.0,1_27_7
020012708,220.0,11.0,13.0,244.0,1_27_8
020012709,241.0,21.0,38.0,300.0,1_27_9
020012710,215.0,5.0,21.0,241.0,1_27_10
020012801,178.0,12.0,24.0,214.0,1_28_1
020012802,163.0,43.0,134.0,340.0,1_28_2
020012803,150.0,41.0,41.0,232.0,1_28_3
020012804,191.0,41.0,39.0,271.0,1_28_4
020012805,304.0,30.0,14.0,348.0,1_28_5
020012806,200.0,46.0,27.0,273.0,1_28_6
020012807,223.0,33.0,37.0,293.0,1_28_7
020012808,92.0,0.0,1.0,93.0,1_28_8
020012809,202.0,33.0,20.0,255.0,1_28_9
020012810,294.0,14.0,29.0,337.0,1_28_10
020012811,130.0,26.0,80.0,236.0,1_28_11
020012812,129.0,41.0,59.0,229.0,1_28_12
020012813,129.0,31.0,81.0,241.0,1_28_13
020012901,297.0,41.0,57.0,395.0,1_29_1
020012902,155.0,17.0,54.0,226.0,1_29_2
020012903,199.0,11.0,63.0,273.0,1_29_3
020012904,174.0,30.0,38.0,242.0,1_29_4
020012905,202.0,12.0,44.0,258.0,1_29_5
020012906,292.0,18.0,9.0,319.0,1_29_6
020012907,264.0,32.0,28.0,324.0,1_29_7
020012908,172.0,23.0,29.0,224.0,1_29_8
020012909,238.0,95.0,9.0,342.0,1_29_9
020020101,1.0,6.0,2.0,9.0,2_1_1
020020102,28.0,53.0,38.0,119.0,2_1_2
020020201,209.0,16.0,4.0,229.0,2_2_1
020020202,355.0,6.0,0.0,361.0,2_2_2
020020203,215.0,9.0,0.0,224.0,2_2_3
020020204,178.0,4.0,3.0,185.0,2_2_4
020020205,239.0,20.0,0.0,259.0,2_2_5
020020206,183.0,7.0,0.0,190.0,2_2_6
020020207,127.0,2.0,0.0,129.0,2_2_7
020020208,252.0,25.0,1.0,278.0,2_2_8
020020301,383.0,11.0,3.0,397.0,2_3_1
020020302,327.0,69.0,2.0,398.0,2_3_2
020020303,85.0,2.0,0.0,87.0,2_3_3
020020304,175.0,12.0,0.0,187.0,2_3_4
020020305,262.0,24.0,2.0,288.0,2_3_5
020020306,222.0,33.0,17.0,272.0,2_3_6
020020307,320.0,11.0,0.0,331.0,2_3_7
020020308,215.0,13.0,1.0,229.0,2_3_8
020020401,276.0,25.0,6.0,307.0,2_4_1
020020402,100.0,9.0,0.0,109.0,2_4_2
020020403,68.0,2.0,76.0,146.0,2_4_3
020020404,182.0,10.0,1.0,193.0,2_4_4
020020405,267.0,12.0,2.0,281.0,2_4_5
020020406,172.0,12.0,2.0,186.0,2_4_6
020020407,217.0,9.0,0.0,226.0,2_4_7
020020408,398.0,21.0,5.0,424.0,2_4_8
020020409,278.0,33.0,3.0,314.0,2_4_9
020020410,393.0,18.0,3.0,414.0,2_4_10
020020501,247.0,8.0,1.0,256.0,2_5_1
020020502,262.0,8.0,6.0,276.0,2_5_2
020020503,204.0,44.0,0.0,248.0,2_5_3
020020504,208.0,0.0,16.0,224.0,2_5_4
020020505,298.0,20.0,0.0,318.0,2_5_5
020020506,305.0,19.0,2.0,326.0,2_5_6
020020507,280.0,22.0,18.0,320.0,2_5_7
020020508,309.0,10.0,3.0,322.0,2_5_8
020020509,240.0,9.0,0.0,249.0,2_5_9
020020601,149.0,18.0,0.0,167.0,2_6_1
020020602,529.0,30.0,1.0,560.0,2_6_2
020020603,199.0,17.0,4.0,220.0,2_6_3
020020604,291.0,21.0,3.0,315.0,2_6_4
020020605,172.0,6.0,0.0,178.0,2_6_5
020020606,264.0,46.0,3.0,313.0,2_6_6
020020607,169.0,5.0,0.0,174.0,2_6_7
020020608,174.0,27.0,18.0,219.0,2_6_8
020020609,246.0,11.0,12.0,269.0,2_6_9
020020610,203.0,23.0,0.0,226.0,2_6_10
020020701,523.0,35.0,2.0,560.0,2_7_1
020020702,434.0,38.0,1.0,473.0,2_7_2
020020703,316.0,39.0,0.0,355.0,2_7_3
020020704,250.0,13.0,1.0,264.0,2_7_4
020020705,224.0,16.0,1.0,241.0,2_7_5
020020706,262.0,9.0,0.0,271.0,2_7_6
020020707,354.0,45.0,1.0,400.0,2_7_7
020020708,133.0,21.0,0.0,154.0,2_7_8
020020709,263.0,12.0,1.0,276.0,2_7_9
020020801,292.0,43.0,0.0,335.0,2_8_1
020020802,284.0,18.0,0.0,302.0,2_8_2
020020803,407.0,44.0,0.0,451.0,2_8_3
020020804,444.0,28.0,2.0,474.0,2_8_4
020020805,366.0,30.0,1.0,397.0,2_8_5
020020806,537.0,80.0,1.0,618.0,2_8_6
020020807,611.0,67.0,3.0,681.0,2_8_7
020020808,330.0,20.0,0.0,350.0,2_8_8
020020901,345.0,27.0,0.0,372.0,2_9_1
020020902,213.0,2.0,0.0,215.0,2_9_2
020020903,422.0,24.0,0.0,446.0,2_9_3
020020904,415.0,40.0,0.0,455.0,2_9_4
020020905,432.0,27.0,2.0,461.0,2_9_5
020020906,407.0,30.0,0.0,437.0,2_9_6
020020907,447.0,11.0,0.0,458.0,2_9_7
020020908,605.0,31.0,0.0,636.0,2_9_8
020020909,483.0,28.0,8.0,519.0,2_9_9
020021001,459.0,55.0,1.0,515.0,2_10_1
020021002,333.0,19.0,1.0,353.0,2_10_2
020021003,203.0,3.0,0.0,206.0,2_10_3
020021004,330.0,10.0,1.0,341.0,2_10_4
020021005,405.0,15.0,1.0,421.0,2_10_5
020021006,305.0,7.0,3.0,315.0,2_10_6
020021007,447.0,27.0,0.0,474.0,2_10_7
020021008,415.0,13.0,1.0,429.0,2_10_8
020021009,258.0,19.0,0.0,277.0,2_10_9
020021101,519.0,79.0,2.0,600.0,2_11_1
020021102,218.0,8.0,2.0,228.0,2_11_2
020021103,620.0,24.0,0.0,644.0,2_11_3
020021104,569.0,61.0,27.0,657.0,2_11_4
020021105,141.0,11.0,0.0,152.0,2_11_5
020021106,289.0,13.0,0.0,302.0,2_11_6
020021201,393.0,37.0,1.0,431.0,2_12_1
020021202,372.0,14.0,1.0,387.0,2_12_2
020021203,389.0,22.0,3.0,414.0,2_12_3
020021204,644.0,36.0,4.0,684.0,2_12_4
020021205,536.0,30.0,1.0,567.0,2_12_5
020021206,458.0,13.0,0.0,471.0,2_12_6
020021301,493.0,62.0,3.0,558.0,2_13_1
020021302,378.0,28.0,3.0,409.0,2_13_2
020021303,474.0,17.0,3.0,494.0,2_13_3
020021304,479.0,46.0,4.0,529.0,2_13_4
020021305,579.0,25.0,1.0,605.0,2_13_5
020021306,362.0,14.0,2.0,378.0,2_13_6
020021307,485.0,99.0,8.0,592.0,2_13_7
020021401,218.0,26.0,2.0,246.0,2_14_1
020021402,276.0,8.0,10.0,294.0,2_14_2
020021403,170.0,4.0,0.0,174.0,2_14_3
020021404,330.0,24.0,2.0,356.0,2_14_4
020021405,381.0,71.0,3.0,455.0,2_14_5
020021406,440.0,79.0,3.0,522.0,2_14_6
020021407,308.0,12.0,17.0,337.0,2_14_7
020021408,355.0,17.0,1.0,373.0,2_14_8
020021409,524.0,32.0,15.0,571.0,2_14_9
020021410,481.0,23.0,19.0,523.0,2_14_10
020021501,237.0,26.0,1.0,264.0,2_15_1
020021502,349.0,32.0,2.0,383.0,2_15_2
020021503,577.0,45.0,3.0,625.0,2_15_3
020021504,298.0,10.0,1.0,309.0,2_15_4
020021505,257.0,7.0,0.0,264.0,2_15_5
020021506,258.0,24.0,2.0,284.0,2_15_6
020021507,346.0,14.0,2.0,362.0,2_15_7
020021508,300.0,27.0,2.0,329.0,2_15_8
020021601,294.0,21.0,2.0,317.0,2_16_1
020021602,270.0,17.0,1.0,288.0,2_16_2
020021603,281.0,20.0,0.0,301.0,2_16_3
020021604,265.0,13.0,0.0,278.0,2_16_4
020021605,327.0,30.0,1.0,358.0,2_16_5
020021606,309.0,6.0,2.0,317.0,2_16_6
020021607,317.0,19.0,1.0,337.0,2_16_7
020021608,190.0,5.0,1.0,196.0,2_16_8
020021701,516.0,47.0,1.0,564.0,2_17_1
020021702,352.0,9.0,5.0,366.0,2_17_2
020021703,423.0,20.0,2.0,445.0,2_17_3
020021704,150.0,9.0,3.0,162.0,2_17_4
020021705,243.0,31.0,1.0,275.0,2_17_5
020021706,391.0,48.0,2.0,441.0,2_17_6
020021707,479.0,40.0,1.0,520.0,2_17_7
020021708,427.0,29.0,14.0,470.0,2_17_8
020021709,346.0,10.0,0.0,356.0,2_17_9
020021801,352.0,50.0,39.0,441.0,2_18_1
020021802,452.0,56.0,10.0,518.0,2_18_2
020021803,352.0,9.0,30.0,391.0,2_18_3
020021804,241.0,20.0,1.0,262.0,2_18_4
020021805,227.0,16.0,0.0,243.0,2_18_5
020021806,295.0,45.0,18.0,358.0,2_18_6
020021807,246.0,17.0,0.0,263.0,2_18_7
020021808,240.0,12.0,76.0,328.0,2_18_8
020021901,326.0,63.0,2.0,391.0,2_19_1
020021902,292.0,5.0,0.0,297.0,2_19_2
020021903,290.0,7.0,6.0,303.0,2_19_3
020021904,448.0,38.0,1.0,487.0,2_19_4
020021905,332.0,20.0,0.0,352.0,2_19_5
020021906,388.0,30.0,0.0,418.0,2_19_6
020021907,292.0,18.0,3.0,313.0,2_19_7
020021908,353.0,12.0,1.0,366.0,2_19_8
020022001,411.0,26.0,4.0,441.0,2_20_1
020022002,411.0,30.0,4.0,445.0,2_20_2
020022003,327.0,41.0,2.0,370.0,2_20_3
020022004,287.0,82.0,0.0,369.0,2_20_4
020022005,232.0,11.0,0.0,243.0,2_20_5
020022006,311.0,9.0,3.0,323.0,2_20_6
020022007,219.0,24.0,0.0,243.0,2_20_7
020022008,269.0,14.0,1.0,284.0,2_20_8
020022101,400.0,11.0,34.0,445.0,2_21_1
020022102,391.0,40.0,0.0,431.0,2_21_2
020022103,344.0,13.0,1.0,358.0,2_21_3
020022104,488.0,19.0,1.0,508.0,2_21_4
020022105,413.0,50.0,2.0,465.0,2_21_5
020022106,425.0,25.0,5.0,455.0,2_21_6
020022201,324.0,38.0,2.0,364.0,2_22_1
020022202,265.0,14.0,0.0,279.0,2_22_2
020022203,193.0,9.0,1.0,203.0,2_22_3
020022204,465.0,9.0,1.0,475.0,2_22_4
020022205,464.0,57.0,1.0,522.0,2_22_5
020022206,533.0,22.0,1.0,556.0,2_22_6
020022301,396.0,33.0,0.0,429.0,2_23_1
020022302,496.0,13.0,0.0,509.0,2_23_2
020022303,425.0,8.0,0.0,433.0,2_23_3
020022304,336.0,38.0,3.0,377.0,2_23_4
020022305,285.0,8.0,0.0,293.0,2_23_5
020022306,193.0,5.0,0.0,198.0,2_23_6
020022307,209.0,19.0,0.0,228.0,2_23_7
020022308,164.0,17.0,0.0,181.0,2_23_8
020022309,411.0,34.0,1.0,446.0,2_23_9
020022401,412.0,28.0,4.0,444.0,2_24_1
020022402,358.0,13.0,0.0,371.0,2_24_2
020022403,320.0,9.0,2.0,331.0,2_24_3
020022404,408.0,30.0,13.0,451.0,2_24_4
020022405,433.0,60.0,1.0,494.0,2_24_5
020022406,416.0,40.0,3.0,459.0,2_24_6
020022501,294.0,14.0,1.0,309.0,2_25_1
020022502,326.0,17.0,1.0,344.0,2_25_2
020022503,174.0,3.0,0.0,177.0,2_25_3
020022504,384.0,40.0,1.0,425.0,2_25_4
020022505,372.0,80.0,1.0,453.0,2_25_5
020022506,296.0,48.0,4.0,348.0,2_25_6
020022507,329.0,43.0,1.0,373.0,2_25_7
020022508,469.0,36.0,0.0,505.0,2_25_8
020022509,392.0,13.0,0.0,405.0,2_25_9
020022510,218.0,79.0,0.0,297.0,2_25_10
020022511,394.0,36.0,1.0,431.0,2_25_11
020030101,381.0,67.0,26.0,474.0,3_1_1
020030102,370.0,36.0,3.0,409.0,3_1_2
020030103,436.0,7.0,0.0,443.0,3_1_3
020030104,223.0,17.0,1.0,241.0,3_1_4
020030105,268.0,61.0,32.0,361.0,3_1_5
020030106,200.0,32.0,20.0,252.0,3_1_6
020030107,171.0,38.0,119.0,328.0,3_1_7
020030108,100.0,4.0,65.0,169.0,3_1_8
020030109,202.0,15.0,0.0,217.0,3_1_9
020030110,154.0,2.0,18.0,174.0,3_1_10
