Código,0,1,Total,CO_FRAC_RA
020090304,162.0,78.0,240.0,9_3_4
020090305,197.0,71.0,268.0,9_3_5
020090306,228.0,70.0,298.0,9_3_6
020090307,205.0,109.0,314.0,9_3_7
020090308,199.0,77.0,276.0,9_3_8
020090309,181.0,72.0,253.0,9_3_9
020090310,210.0,73.0,283.0,9_3_10
020090311,223.0,70.0,293.0,9_3_11
020090312,154.0,55.0,209.0,9_3_12
020090313,255.0,52.0,307.0,9_3_13
020090401,284.0,69.0,353.0,9_4_1
020090402,257.0,61.0,318.0,9_4_2
020090403,266.0,76.0,342.0,9_4_3
020090404,257.0,71.0,328.0,9_4_4
020090405,285.0,68.0,353.0,9_4_5
020090406,203.0,45.0,248.0,9_4_6
020090407,219.0,50.0,269.0,9_4_7
020090408,222.0,46.0,268.0,9_4_8
020090409,205.0,50.0,255.0,9_4_9
020090410,213.0,76.0,289.0,9_4_10
020090411,266.0,74.0,340.0,9_4_11
020090501,254.0,54.0,308.0,9_5_1
020090502,243.0,77.0,320.0,9_5_2
020090503,207.0,55.0,262.0,9_5_3
020090504,251.0,50.0,301.0,9_5_4
020090505,303.0,80.0,383.0,9_5_5
020090506,250.0,61.0,311.0,9_5_6
020090507,247.0,67.0,314.0,9_5_7
020090508,224.0,68.0,292.0,9_5_8
020090509,235.0,86.0,321.0,9_5_9
020090510,241.0,78.0,319.0,9_5_10
020090511,245.0,70.0,315.0,9_5_11
020090601,317.0,88.0,405.0,9_6_1
020090602,200.0,57.0,257.0,9_6_2
020090603,299.0,73.0,372.0,9_6_3
020090604,272.0,63.0,335.0,9_6_4
020090605,333.0,76.0,409.0,9_6_5
020090606,213.0,45.0,258.0,9_6_6
020090607,281.0,87.0,368.0,9_6_7
020090608,230.0,46.0,276.0,9_6_8
020090609,243.0,130.0,373.0,9_6_9
020090610,272.0,72.0,344.0,9_6_10
020090611,253.0,50.0,303.0,9_6_11
020090612,239.0,44.0,283.0,9_6_12
020090701,212.0,56.0,268.0,9_7_1
020090702,228.0,67.0,295.0,9_7_2
020090703,170.0,48.0,218.0,9_7_3
020090704,184.0,57.0,241.0,9_7_4
020090705,199.0,58.0,257.0,9_7_5
020090706,250.0,52.0,302.0,9_7_6
020090707,178.0,52.0,230.0,9_7_7
020090708,214.0,61.0,275.0,9_7_8
020090709,255.0,55.0,310.0,9_7_9
020090710,210.0,33.0,243.0,9_7_10
020090711,225.0,47.0,272.0,9_7_11
020090712,261.0,46.0,307.0,9_7_12
020090713,265.0,58.0,323.0,9_7_13
020090714,242.0,53.0,295.0,9_7_14
020090801,225.0,61.0,286.0,9_8_1
020090802,248.0,43.0,291.0,9_8_2
020090803,222.0,71.0,293.0,9_8_3
020090804,225.0,59.0,284.0,9_8_4
020090805,273.0,52.0,325.0,9_8_5
020090806,297.0,52.0,349.0,9_8_6
020090807,294.0,31.0,325.0,9_8_7
020090808,280.0,49.0,329.0,9_8_8
020090809,215.0,35.0,250.0,9_8_9
020090810,268.0,48.0,316.0,9_8_10
020090811,280.0,35.0,315.0,9_8_11
020090812,287.0,41.0,328.0,9_8_12
020090813,168.0,32.0,200.0,9_8_13
020090901,229.0,51.0,280.0,9_9_1
020090902,229.0,38.0,267.0,9_9_2
020090903,305.0,87.0,392.0,9_9_3
020090904,197.0,13.0,210.0,9_9_4
020090905,235.0,25.0,260.0,9_9_5
020090906,249.0,49.0,298.0,9_9_6
020090907,283.0,72.0,355.0,9_9_7
020090908,170.0,33.0,203.0,9_9_8
020090909,218.0,36.0,254.0,9_9_9
020090910,244.0,41.0,285.0,9_9_10
020090911,243.0,31.0,274.0,9_9_11
020090912,180.0,46.0,226.0,9_9_12
020090913,171.0,34.0,205.0,9_9_13
020090914,251.0,56.0,307.0,9_9_14
020091001,226.0,71.0,297.0,9_10_1
020091002,271.0,61.0,332.0,9_10_2
020091003,273.0,53.0,326.0,9_10_3
020091004,172.0,62.0,234.0,9_10_4
020091005,266.0,75.0,341.0,9_10_5
020091006,219.0,62.0,281.0,9_10_6
020091007,195.0,52.0,247.0,9_10_7
020091008,232.0,90.0,322.0,9_10_8
020091009,125.0,44.0,169.0,9_10_9
020091010,221.0,81.0,302.0,9_10_10
020091011,185.0,57.0,242.0,9_10_11
020091012,175.0,45.0,220.0,9_10_12
020091101,310.0,121.0,431.0,9_11_1
020091102,273.0,82.0,355.0,9_11_2
020091103,222.0,67.0,289.0,9_11_3
020091104,277.0,92.0,369.0,9_11_4
020091105,287.0,108.0,395.0,9_11_5
020091106,252.0,73.0,325.0,9_11_6
020091107,300.0,77.0,377.0,9_11_7
020091108,240.0,69.0,309.0,9_11_8
020091109,258.0,54.0,312.0,9_11_9
020091110,257.0,48.0,305.0,9_11_10
020091111,257.0,70.0,327.0,9_11_11
020091112,331.0,81.0,412.0,9_11_12
020091201,270.0,68.0,338.0,9_12_1
020091202,161.0,30.0,191.0,9_12_2
020091203,235.0,46.0,281.0,9_12_3
020091204,239.0,55.0,294.0,9_12_4
020091205,247.0,42.0,289.0,9_12_5
020091206,288.0,45.0,333.0,9_12_6
020091207,200.0,48.0,248.0,9_12_7
020091208,272.0,47.0,319.0,9_12_8
020091209,237.0,53.0,290.0,9_12_9
020091210,289.0,50.0,339.0,9_12_10
020091211,268.0,40.0,308.0,9_12_11
020091212,198.0,33.0,231.0,9_12_12
020091301,251.0,62.0,313.0,9_13_1
020091302,342.0,60.0,402.0,9_13_2
020091303,327.0,69.0,396.0,9_13_3
020091304,212.0,38.0,250.0,9_13_4
020091305,259.0,40.0,299.0,9_13_5
020091306,268.0,29.0,297.0,9_13_6
020091307,308.0,40.0,348.0,9_13_7
020091401,321.0,61.0,382.0,9_14_1
020091402,263.0,43.0,306.0,9_14_2
020091403,230.0,30.0,260.0,9_14_3
020091404,238.0,9.0,247.0,9_14_4
020091405,429.0,13.0,442.0,9_14_5
020091406,618.0,18.0,636.0,9_14_6
020091407,333.0,8.0,341.0,9_14_7
020091408,404.0,14.0,418.0,9_14_8
020091409,238.0,10.0,248.0,9_14_9
020091410,445.0,25.0,470.0,9_14_10
020091501,186.0,29.0,215.0,9_15_1
020091502,263.0,21.0,284.0,9_15_2
020091503,260.0,27.0,287.0,9_15_3
020091504,223.0,45.0,268.0,9_15_4
020091505,273.0,45.0,318.0,9_15_5
020091506,286.0,48.0,334.0,9_15_6
020091507,298.0,36.0,334.0,9_15_7
020091508,227.0,49.0,276.0,9_15_8
020091509,248.0,38.0,286.0,9_15_9
020091510,199.0,28.0,227.0,9_15_10
020091511,276.0,34.0,310.0,9_15_11
020091601,280.0,29.0,309.0,9_16_1
020091602,258.0,55.0,313.0,9_16_2
020091603,208.0,16.0,224.0,9_16_3
020091604,210.0,35.0,245.0,9_16_4
020091605,254.0,25.0,279.0,9_16_5
020091606,283.0,43.0,326.0,9_16_6
020091607,296.0,35.0,331.0,9_16_7
020091608,270.0,26.0,296.0,9_16_8
020091609,291.0,46.0,337.0,9_16_9
020091610,269.0,25.0,294.0,9_16_10
020091611,232.0,14.0,246.0,9_16_11
020091612,231.0,27.0,258.0,9_16_12
020091613,274.0,21.0,295.0,9_16_13
020100101,176.0,70.0,246.0,10_1_1
020100102,268.0,82.0,350.0,10_1_2
020100103,252.0,87.0,339.0,10_1_3
020100104,222.0,68.0,290.0,10_1_4
020100105,205.0,52.0,257.0,10_1_5
020100106,236.0,67.0,303.0,10_1_6
020100107,174.0,80.0,254.0,10_1_7
020100108,259.0,93.0,352.0,10_1_8
020100201,269.0,83.0,352.0,10_2_1
020100202,173.0,81.0,254.0,10_2_2
020100203,190.0,53.0,243.0,10_2_3
020100204,223.0,77.0,300.0,10_2_4
020100205,209.0,86.0,295.0,10_2_5
020100206,264.0,128.0,392.0,10_2_6
020100207,268.0,71.0,339.0,10_2_7
020100208,223.0,92.0,315.0,10_2_8
020100301,155.0,65.0,220.0,10_3_1
020100302,219.0,71.0,290.0,10_3_2
020100303,175.0,116.0,291.0,10_3_3
020100304,152.0,65.0,217.0,10_3_4
020100305,209.0,73.0,282.0,10_3_5
020100306,210.0,63.0,273.0,10_3_6
020100307,247.0,94.0,341.0,10_3_7
020100308,248.0,95.0,343.0,10_3_8
020100401,243.0,126.0,369.0,10_4_1
020100402,255.0,145.0,400.0,10_4_2
020100403,218.0,81.0,299.0,10_4_3
020100404,195.0,92.0,287.0,10_4_4
020100405,198.0,86.0,284.0,10_4_5
020100406,156.0,78.0,234.0,10_4_6
020100407,212.0,87.0,299.0,10_4_7
020100408,187.0,74.0,261.0,10_4_8
020100409,215.0,90.0,305.0,10_4_9
020100501,204.0,39.0,243.0,10_5_1
020100502,223.0,69.0,292.0,10_5_2
020100503,264.0,86.0,350.0,10_5_3
020100504,257.0,66.0,323.0,10_5_4
020100505,219.0,79.0,298.0,10_5_5
020100506,284.0,55.0,339.0,10_5_6
020100507,232.0,68.0,300.0,10_5_7
020100508,278.0,78.0,356.0,10_5_8
020100509,215.0,45.0,260.0,10_5_9
020100510,235.0,56.0,291.0,10_5_10
020100511,185.0,60.0,245.0,10_5_11
020100512,221.0,43.0,264.0,10_5_12
020100513,230.0,56.0,286.0,10_5_13
020100514,206.0,63.0,269.0,10_5_14
020100601,180.0,48.0,228.0,10_6_1
020100602,189.0,58.0,247.0,10_6_2
020100603,283.0,104.0,387.0,10_6_3
020100604,239.0,80.0,319.0,10_6_4
020100605,242.0,106.0,348.0,10_6_5
020100606,216.0,78.0,294.0,10_6_6
020100607,192.0,92.0,284.0,10_6_7
020100608,239.0,97.0,336.0,10_6_8
020100609,266.0,88.0,354.0,10_6_9
020100610,326.0,94.0,420.0,10_6_10
020100611,202.0,76.0,278.0,10_6_11
020100612,176.0,89.0,265.0,10_6_12
020100613,287.0,106.0,393.0,10_6_13
020100701,272.0,108.0,380.0,10_7_1
020100702,292.0,113.0,405.0,10_7_2
020100703,356.0,114.0,470.0,10_7_3
020100704,321.0,111.0,432.0,10_7_4
020100705,284.0,80.0,364.0,10_7_5
020100706,257.0,84.0,341.0,10_7_6
020100707,392.0,120.0,512.0,10_7_7
020100708,267.0,114.0,381.0,10_7_8
020100709,257.0,79.0,336.0,10_7_9
020100710,320.0,81.0,401.0,10_7_10
020100801,294.0,106.0,400.0,10_8_1
020100802,320.0,106.0,426.0,10_8_2
020100803,215.0,103.0,318.0,10_8_3
020100804,270.0,96.0,366.0,10_8_4
020100805,228.0,73.0,301.0,10_8_5
020100806,205.0,84.0,289.0,10_8_6
020100807,320.0,105.0,425.0,10_8_7
020100808,324.0,83.0,407.0,10_8_8
020100809,187.0,75.0,262.0,10_8_9
020100901,237.0,87.0,324.0,10_9_1
020100902,243.0,72.0,315.0,10_9_2
020100903,216.0,85.0,301.0,10_9_3
020100904,220.0,89.0,309.0,10_9_4
020100905,240.0,62.0,302.0,10_9_5
020100906,249.0,93.0,342.0,10_9_6
020100907,238.0,73.0,311.0,10_9_7
020100908,183.0,73.0,256.0,10_9_8
020100909,188.0,61.0,249.0,10_9_9
020100910,210.0,69.0,279.0,10_9_10
020101001,215.0,63.0,278.0,10_10_1
020101002,256.0,92.0,348.0,10_10_2
020101003,219.0,96.0,315.0,10_10_3
020101004,197.0,86.0,283.0,10_10_4
020101005,224.0,85.0,309.0,10_10_5
020101006,219.0,96.0,315.0,10_10_6
020101007,221.0,85.0,306.0,10_10_7
020101008,175.0,76.0,251.0,10_10_8
020101009,265.0,80.0,345.0,10_10_9
020101010,191.0,71.0,262.0,10_10_10
020101011,241.0,61.0,302.0,10_10_11
020101012,260.0,84.0,344.0,10_10_12
020101101,223.0,83.0,306.0,10_11_1
020101102,329.0,102.0,431.0,10_11_2
020101103,272.0,76.0,348.0,10_11_3
020101104,299.0,93.0,392.0,10_11_4
020101105,221.0,70.0,291.0,10_11_5
020101106,144.0,38.0,182.0,10_11_6
020101107,286.0,88.0,374.0,10_11_7
020101108,258.0,85.0,343.0,10_11_8
020101109,279.0,101.0,380.0,10_11_9
020101110,214.0,78.0,292.0,10_11_10
020101111,195.0,54.0,249.0,10_11_11
020101201,236.0,109.0,345.0,10_12_1
020101202,235.0,132.0,367.0,10_12_2
020101203,231.0,71.0,302.0,10_12_3
020101204,192.0,50.0,242.0,10_12_4
020101205,156.0,32.0,188.0,10_12_5
020101206,165.0,49.0,214.0,10_12_6
020101207,174.0,58.0,232.0,10_12_7
020101208,232.0,76.0,308.0,10_12_8
020101209,213.0,93.0,306.0,10_12_9
020101210,173.0,71.0,244.0,10_12_10
020101301,164.0,62.0,226.0,10_13_1
020101302,193.0,61.0,254.0,10_13_2
020101303,202.0,58.0,260.0,10_13_3
020101304,174.0,73.0,247.0,10_13_4
020101305,233.0,78.0,311.0,10_13_5
020101306,188.0,89.0,277.0,10_13_6
020101307,177.0,76.0,253.0,10_13_7
020101308,181.0,106.0,287.0,10_13_8
020101309,184.0,94.0,278.0,10_13_9
020101310,145.0,83.0,228.0,10_13_10
020101311,207.0,77.0,284.0,10_13_11
020101312,186.0,80.0,266.0,10_13_12
020101401,248.0,84.0,332.0,10_14_1
020101402,255.0,59.0,314.0,10_14_2
020101403,250.0,71.0,321.0,10_14_3
020101404,214.0,77.0,291.0,10_14_4
020101405,184.0,78.0,262.0,10_14_5
020101406,148.0,57.0,205.0,10_14_6
020101407,217.0,71.0,288.0,10_14_7
020101408,191.0,57.0,248.0,10_14_8
020101409,257.0,78.0,335.0,10_14_9
020101410,240.0,99.0,339.0,10_14_10
020101411,211.0,56.0,267.0,10_14_11
020101501,195.0,61.0,256.0,10_15_1
020101502,256.0,90.0,346.0,10_15_2
020101503,153.0,47.0,200.0,10_15_3
020101504,176.0,70.0,246.0,10_15_4
020101505,208.0,89.0,297.0,10_15_5
020101506,185.0,63.0,248.0,10_15_6
020101507,171.0,51.0,222.0,10_15_7
020101508,287.0,82.0,369.0,10_15_8
020101509,329.0,129.0,458.0,10_15_9
020101601,201.0,70.0,271.0,10_16_1
020101602,320.0,85.0,405.0,10_16_2
020101603,221.0,60.0,281.0,10_16_3
020101604,248.0,95.0,343.0,10_16_4
020101605,283.0,102.0,385.0,10_16_5
020101606,252.0,102.0,354.0,10_16_6
020101607,212.0,75.0,287.0,10_16_7
020101608,225.0,78.0,303.0,10_16_8
020101609,251.0,84.0,335.0,10_16_9
020101701,219.0,94.0,313.0,10_17_1
020101702,266.0,102.0,368.0,10_17_2
020101703,265.0,92.0,357.0,10_17_3
020101704,223.0,153.0,376.0,10_17_4
020101705,271.0,90.0,361.0,10_17_5
020101706,233.0,73.0,306.0,10_17_6
020101707,224.0,62.0,286.0,10_17_7
020101708,176.0,67.0,243.0,10_17_8
020101709,187.0,50.0,237.0,10_17_9
020101710,211.0,58.0,269.0,10_17_10
020101801,206.0,72.0,278.0,10_18_1
020101802,201.0,66.0,267.0,10_18_2
020101803,244.0,90.0,334.0,10_18_3
020101804,293.0,103.0,396.0,10_18_4
020101805,181.0,93.0,274.0,10_18_5
020101806,197.0,80.0,277.0,10_18_6
020101807,268.0,95.0,363.0,10_18_7
020101808,128.0,56.0,184.0,10_18_8
020101809,286.0,169.0,455.0,10_18_9
020101810,138.0,53.0,191.0,10_18_10
020101811,175.0,46.0,221.0,10_18_11
020101812,213.0,79.0,292.0,10_18_12
020101901,204.0,60.0,264.0,10_19_1
020101902,335.0,98.0,433.0,10_19_2
020101903,290.0,59.0,349.0,10_19_3
020101904,264.0,72.0,336.0,10_19_4
020101905,240.0,105.0,345.0,10_19_5
020101906,253.0,88.0,341.0,10_19_6
020101907,212.0,115.0,327.0,10_19_7
020101908,158.0,56.0,214.0,10_19_8
020101909,190.0,84.0,274.0,10_19_9
020101910,304.0,88.0,392.0,10_19_10
020101911,226.0,112.0,338.0,10_19_11
020101912,283.0,141.0,424.0,10_19_12
020110101,244.0,77.0,321.0,11_1_1
020110102,246.0,92.0,338.0,11_1_2
020110103,187.0,58.0,245.0,11_1_3
020110104,219.0,97.0,316.0,11_1_4
020110105,157.0,64.0,221.0,11_1_5
020110106,195.0,81.0,276.0,11_1_6
020110107,159.0,92.0,251.0,11_1_7
020110108,210.0,84.0,294.0,11_1_8
020110109,205.0,97.0,302.0,11_1_9
020110110,218.0,122.0,340.0,11_1_10
020110111,248.0,154.0,402.0,11_1_11
020110112,166.0,100.0,266.0,11_1_12
020110201,197.0,89.0,286.0,11_2_1
020110202,242.0,116.0,358.0,11_2_2
020110203,181.0,103.0,284.0,11_2_3
020110204,124.0,97.0,221.0,11_2_4
020110205,244.0,144.0,388.0,11_2_5
020110206,241.0,117.0,358.0,11_2_6
020110207,183.0,129.0,312.0,11_2_7
020110208,169.0,133.0,302.0,11_2_8
020110209,145.0,93.0,238.0,11_2_9
020110210,201.0,146.0,347.0,11_2_10
020110211,185.0,142.0,327.0,11_2_11
020110301,128.0,134.0,262.0,11_3_1
020110302,152.0,137.0,289.0,11_3_2
020110303,134.0,106.0,240.0,11_3_3
020110304,110.0,98.0,208.0,11_3_4
020110305,123.0,110.0,233.0,11_3_5
020110306,153.0,133.0,286.0,11_3_6
020110307,175.0,108.0,283.0,11_3_7
020110308,179.0,119.0,298.0,11_3_8
020110309,182.0,114.0,296.0,11_3_9
020110310,185.0,131.0,316.0,11_3_10
020110311,162.0,91.0,253.0,11_3_11
020110312,181.0,100.0,281.0,11_3_12
020110401,158.0,125.0,283.0,11_4_1
020110402,140.0,156.0,296.0,11_4_2
020110403,120.0,101.0,221.0,11_4_3
020110404,148.0,148.0,296.0,11_4_4
020110405,177.0,130.0,307.0,11_4_5
020110406,142.0,99.0,241.0,11_4_6
020110407,144.0,134.0,278.0,11_4_7
020110408,161.0,120.0,281.0,11_4_8
020110409,171.0,135.0,306.0,11_4_9
020110410,188.0,93.0,281.0,11_4_10
020110411,194.0,119.0,313.0,11_4_11
020110412,206.0,144.0,350.0,11_4_12
020110413,188.0,137.0,325.0,11_4_13
020110501,167.0,75.0,242.0,11_5_1
020110502,181.0,129.0,310.0,11_5_2
020110503,208.0,144.0,352.0,11_5_3
020110504,158.0,94.0,252.0,11_5_4
020110505,245.0,91.0,336.0,11_5_5
020110506,217.0,101.0,318.0,11_5_6
020110507,196.0,84.0,280.0,11_5_7
020110508,221.0,85.0,306.0,11_5_8
020110509,222.0,68.0,290.0,11_5_9
020110510,236.0,95.0,331.0,11_5_10
020110601,213.0,104.0,317.0,11_6_1
020110602,227.0,124.0,351.0,11_6_2
020110603,211.0,136.0,347.0,11_6_3
020110604,244.0,89.0,333.0,11_6_4
020110605,212.0,89.0,301.0,11_6_5
020110606,239.0,66.0,305.0,11_6_6
020110607,219.0,88.0,307.0,11_6_7
020110608,224.0,59.0,283.0,11_6_8
020110609,239.0,61.0,300.0,11_6_9
020110610,222.0,49.0,271.0,11_6_10
020110611,250.0,63.0,313.0,11_6_11
020110701,141.0,29.0,170.0,11_7_1
020110702,242.0,85.0,327.0,11_7_2
020110703,206.0,91.0,297.0,11_7_3
020110704,229.0,94.0,323.0,11_7_4
020110705,234.0,111.0,345.0,11_7_5
020110706,188.0,101.0,289.0,11_7_6
020110707,195.0,75.0,270.0,11_7_7
020110708,163.0,86.0,249.0,11_7_8
020110709,196.0,100.0,296.0,11_7_9
020110710,209.0,81.0,290.0,11_7_10
020110711,239.0,81.0,320.0,11_7_11
020110712,255.0,47.0,302.0,11_7_12
020110801,207.0,137.0,344.0,11_8_1
020110802,219.0,117.0,336.0,11_8_2
020110803,143.0,67.0,210.0,11_8_3
020110804,216.0,113.0,329.0,11_8_4
020110805,180.0,85.0,265.0,11_8_5
020110806,252.0,126.0,378.0,11_8_6
020110807,234.0,111.0,345.0,11_8_7
020110808,215.0,138.0,353.0,11_8_8
020110809,239.0,124.0,363.0,11_8_9
020110901,184.0,129.0,313.0,11_9_1
020110902,195.0,116.0,311.0,11_9_2
020110903,214.0,162.0,376.0,11_9_3
020110904,159.0,93.0,252.0,11_9_4
020110905,190.0,117.0,307.0,11_9_5
020110906,156.0,92.0,248.0,11_9_6
020110907,200.0,112.0,312.0,11_9_7
020110908,210.0,121.0,331.0,11_9_8
020110909,160.0,85.0,245.0,11_9_9
020110910,195.0,157.0,352.0,11_9_10
020110911,168.0,87.0,255.0,11_9_11
020110912,209.0,88.0,297.0,11_9_12
020111001,210.0,105.0,315.0,11_10_1
020111002,236.0,146.0,382.0,11_10_2
020111003,202.0,115.0,317.0,11_10_3
020111004,203.0,158.0,361.0,11_10_4
020111005,224.0,162.0,386.0,11_10_5
020111006,277.0,179.0,456.0,11_10_6
020111007,234.0,166.0,400.0,11_10_7
020111008,196.0,120.0,316.0,11_10_8
020111009,195.0,124.0,319.0,11_10_9
020111010,181.0,100.0,281.0,11_10_10
020111101,230.0,63.0,293.0,11_11_1
020111102,207.0,101.0,308.0,11_11_2
020111103,257.0,67.0,324.0,11_11_3
020111104,81.0,21.0,102.0,11_11_4
020111105,226.0,107.0,333.0,11_11_5
020111106,291.0,104.0,395.0,11_11_6
020111107,221.0,82.0,303.0,11_11_7
020111108,241.0,72.0,313.0,11_11_8
020111109,224.0,72.0,296.0,11_11_9
020111201,151.0,81.0,232.0,11_12_1
020111202,162.0,70.0,232.0,11_12_2
020111203,242.0,117.0,359.0,11_12_3
020111204,190.0,82.0,272.0,11_12_4
020111205,150.0,91.0,241.0,11_12_5
020111206,201.0,119.0,320.0,11_12_6
020111207,192.0,67.0,259.0,11_12_7
020111208,193.0,79.0,272.0,11_12_8
020111209,175.0,64.0,239.0,11_12_9
020111210,183.0,77.0,260.0,11_12_10
020111301,229.0,117.0,346.0,11_13_1
020111302,267.0,118.0,385.0,11_13_2
020111303,230.0,91.0,321.0,11_13_3
020111304,236.0,106.0,342.0,11_13_4
020111305,262.0,128.0,390.0,11_13_5
020111306,246.0,126.0,372.0,11_13_6
020111307,201.0,96.0,297.0,11_13_7
020111308,181.0,98.0,279.0,11_13_8
020111309,248.0,119.0,367.0,11_13_9
020111310,168.0,80.0,248.0,11_13_10
020111311,239.0,94.0,333.0,11_13_11
020111401,253.0,108.0,361.0,11_14_1
020111402,226.0,103.0,329.0,11_14_2
020111403,253.0,109.0,362.0,11_14_3
020111404,201.0,78.0,279.0,11_14_4
020111405,221.0,104.0,325.0,11_14_5
020111406,295.0,113.0,408.0,11_14_6
020111407,472.0,216.0,688.0,11_14_7
020111501,270.0,79.0,349.0,11_15_1
020111502,217.0,98.0,315.0,11_15_2
020111503,273.0,90.0,363.0,11_15_3
020111504,238.0,116.0,354.0,11_15_4
020111505,230.0,98.0,328.0,11_15_5
020111506,214.0,99.0,313.0,11_15_6
020111507,180.0,100.0,280.0,11_15_7
020111508,275.0,96.0,371.0,11_15_8
020111509,248.0,88.0,336.0,11_15_9
020111510,229.0,101.0,330.0,11_15_10
020111511,313.0,120.0,433.0,11_15_11
020111601,227.0,89.0,316.0,11_16_1
020111602,238.0,120.0,358.0,11_16_2
020111603,192.0,74.0,266.0,11_16_3
020111604,186.0,65.0,251.0,11_16_4
020111605,218.0,69.0,287.0,11_16_5
020111606,202.0,129.0,331.0,11_16_6
020111607,250.0,95.0,345.0,11_16_7
020111608,293.0,99.0,392.0,11_16_8
020111609,195.0,61.0,256.0,11_16_9
020111610,161.0,72.0,233.0,11_16_10
020111701,213.0,76.0,289.0,11_17_1
020111702,213.0,69.0,282.0,11_17_2
020111703,236.0,99.0,335.0,11_17_3
020111704,250.0,71.0,321.0,11_17_4
020111705,219.0,73.0,292.0,11_17_5
020111706,311.0,94.0,405.0,11_17_6
020111707,240.0,89.0,329.0,11_17_7
020111708,241.0,78.0,319.0,11_17_8
020111801,204.0,74.0,278.0,11_18_1
020111802,218.0,81.0,299.0,11_18_2
020111803,217.0,92.0,309.0,11_18_3
020111804,263.0,103.0,366.0,11_18_4
020111805,219.0,99.0,318.0,11_18_5
020111806,315.0,205.0,520.0,11_18_6
020111807,246.0,76.0,322.0,11_18_7
020111808,269.0,71.0,340.0,11_18_8
020111809,229.0,72.0,301.0,11_18_9
020111901,155.0,66.0,221.0,11_19_1
020111902,242.0,80.0,322.0,11_19_2
020111903,204.0,74.0,278.0,11_19_3
020111904,248.0,87.0,335.0,11_19_4
020111905,229.0,72.0,301.0,11_19_5
020111906,261.0,75.0,336.0,11_19_6
020111907,227.0,90.0,317.0,11_19_7
020111908,225.0,70.0,295.0,11_19_8
020111909,241.0,103.0,344.0,11_19_9
020112001,263.0,92.0,355.0,11_20_1
020112002,237.0,79.0,316.0,11_20_2
020112003,298.0,90.0,388.0,11_20_3
020112004,216.0,79.0,295.0,11_20_4
020112005,233.0,94.0,327.0,11_20_5
020112006,191.0,74.0,265.0,11_20_6
020112007,171.0,60.0,231.0,11_20_7
020112008,144.0,46.0,190.0,11_20_8
020112009,139.0,121.0,260.0,11_20_9
020112010,205.0,85.0,290.0,11_20_10
020112011,188.0,63.0,251.0,11_20_11
020112101,231.0,90.0,321.0,11_21_1
020112102,210.0,61.0,271.0,11_21_2
020112103,314.0,109.0,423.0,11_21_3
020112104,218.0,99.0,317.0,11_21_4
020112105,255.0,132.0,387.0,11_21_5
020112106,302.0,79.0,381.0,11_21_6
020112107,201.0,67.0,268.0,11_21_7
020112108,186.0,68.0,254.0,11_21_8
020112109,148.0,69.0,217.0,11_21_9
020112110,208.0,80.0,288.0,11_21_10
020112111,267.0,107.0,374.0,11_21_11
020112201,246.0,99.0,345.0,11_22_1
020112202,266.0,91.0,357.0,11_22_2
020112203,257.0,98.0,355.0,11_22_3
020112204,199.0,64.0,263.0,11_22_4
020112205,214.0,94.0,308.0,11_22_5
020112206,289.0,119.0,408.0,11_22_6
020112207,217.0,123.0,340.0,11_22_7
020112208,192.0,75.0,267.0,11_22_8
020112209,177.0,89.0,266.0,11_22_9
020112210,214.0,91.0,305.0,11_22_10
020112211,163.0,84.0,247.0,11_22_11
020120101,126.0,65.0,191.0,12_1_1
020120102,114.0,82.0,196.0,12_1_2
020120103,122.0,63.0,185.0,12_1_3
020120104,225.0,86.0,311.0,12_1_4
020120105,165.0,49.0,214.0,12_1_5
020120106,213.0,70.0,283.0,12_1_6
020120107,225.0,135.0,360.0,12_1_7
020120108,138.0,42.0,180.0,12_1_8
020120109,261.0,93.0,354.0,12_1_9
020120110,238.0,121.0,359.0,12_1_10
020120111,266.0,107.0,373.0,12_1_11
020120201,276.0,94.0,370.0,12_2_1
020120202,218.0,93.0,311.0,12_2_2
020120203,282.0,107.0,389.0,12_2_3
020120204,251.0,128.0,379.0,12_2_4
020120205,273.0,124.0,397.0,12_2_5
020120206,262.0,78.0,340.0,12_2_6
020120207,235.0,84.0,319.0,12_2_7
020120208,231.0,112.0,343.0,12_2_8
020120301,86.0,18.0,104.0,12_3_1
020120302,207.0,42.0,249.0,12_3_2
020120303,192.0,77.0,269.0,12_3_3
020120304,185.0,80.0,265.0,12_3_4
020120305,213.0,78.0,291.0,12_3_5
020120306,434.0,8.0,442.0,12_3_6
020120307,264.0,113.0,377.0,12_3_7
020120308,182.0,68.0,250.0,12_3_8
020120309,147.0,74.0,221.0,12_3_9
020120310,169.0,135.0,304.0,12_3_10
020120311,188.0,101.0,289.0,12_3_11
020120401,190.0,87.0,277.0,12_4_1
020120402,203.0,79.0,282.0,12_4_2
020120403,255.0,162.0,417.0,12_4_3
020120404,182.0,113.0,295.0,12_4_4
020120405,144.0,103.0,247.0,12_4_5
020120406,186.0,110.0,296.0,12_4_6
020120407,287.0,210.0,497.0,12_4_7
020120408,161.0,127.0,288.0,12_4_8
020120409,143.0,80.0,223.0,12_4_9
020120410,150.0,89.0,239.0,12_4_10
020120501,127.0,85.0,212.0,12_5_1
020120502,172.0,111.0,283.0,12_5_2
020120503,215.0,328.0,543.0,12_5_3
020120504,131.0,144.0,275.0,12_5_4
020120505,196.0,152.0,348.0,12_5_5
020120506,170.0,131.0,301.0,12_5_6
020120507,161.0,166.0,327.0,12_5_7
