Código,A red pública (cloaca),A cámara séptica y pozo ciego,Sólo a pozo ciego,"A hoyo, excavación en la tierra, etc.",Total,CO_FRAC_RA
020081401,460.0,1.0,0.0,0.0,461.0,8_14_1
020081402,366.0,8.0,0.0,0.0,374.0,8_14_2
020081403,481.0,30.0,2.0,0.0,513.0,8_14_3
020081404,568.0,61.0,83.0,3.0,715.0,8_14_4
020081405,361.0,1.0,18.0,1.0,381.0,8_14_5
020081406,243.0,5.0,2.0,0.0,250.0,8_14_6
020081407,281.0,10.0,6.0,0.0,297.0,8_14_7
020081408,243.0,3.0,4.0,0.0,250.0,8_14_8
020081409,327.0,3.0,4.0,1.0,335.0,8_14_9
020081410,292.0,7.0,9.0,0.0,308.0,8_14_10
020081501,629.0,25.0,39.0,11.0,704.0,8_15_1
020081502,481.0,70.0,47.0,51.0,649.0,8_15_2
020081503,637.0,5.0,3.0,0.0,645.0,8_15_3
020081504,217.0,3.0,4.0,0.0,224.0,8_15_4
020081505,854.0,8.0,5.0,0.0,867.0,8_15_5
020081506,217.0,6.0,6.0,0.0,229.0,8_15_6
020081507,248.0,9.0,0.0,0.0,257.0,8_15_7
020081508,323.0,4.0,10.0,0.0,337.0,8_15_8
020081509,501.0,7.0,8.0,1.0,517.0,8_15_9
020081510,364.0,5.0,6.0,0.0,375.0,8_15_10
020081601,298.0,1.0,0.0,0.0,299.0,8_16_1
020081602,182.0,0.0,0.0,0.0,182.0,8_16_2
020081603,288.0,0.0,0.0,0.0,288.0,8_16_3
020081604,264.0,2.0,0.0,0.0,266.0,8_16_4
020081605,294.0,0.0,0.0,0.0,294.0,8_16_5
020081606,267.0,0.0,0.0,0.0,267.0,8_16_6
020081607,275.0,1.0,0.0,0.0,276.0,8_16_7
020081608,234.0,1.0,0.0,0.0,235.0,8_16_8
020081609,280.0,0.0,0.0,0.0,280.0,8_16_9
020081610,255.0,0.0,0.0,0.0,255.0,8_16_10
020081701,223.0,0.0,0.0,0.0,223.0,8_17_1
020081702,221.0,0.0,0.0,0.0,221.0,8_17_2
020081703,326.0,1.0,0.0,0.0,327.0,8_17_3
020081704,290.0,0.0,0.0,0.0,290.0,8_17_4
020081705,173.0,0.0,0.0,0.0,173.0,8_17_5
020090101,206.0,0.0,0.0,0.0,206.0,9_1_1
020090102,184.0,0.0,0.0,0.0,184.0,9_1_2
020090103,260.0,1.0,0.0,0.0,261.0,9_1_3
020090104,266.0,3.0,0.0,0.0,269.0,9_1_4
020090105,294.0,0.0,0.0,0.0,294.0,9_1_5
020090106,288.0,1.0,1.0,0.0,290.0,9_1_6
020090107,252.0,2.0,2.0,0.0,256.0,9_1_7
020090108,263.0,0.0,1.0,0.0,264.0,9_1_8
020090109,338.0,6.0,0.0,0.0,344.0,9_1_9
020090201,347.0,2.0,0.0,0.0,349.0,9_2_1
020090202,300.0,1.0,0.0,0.0,301.0,9_2_2
020090203,330.0,0.0,0.0,0.0,330.0,9_2_3
020090204,414.0,0.0,0.0,0.0,414.0,9_2_4
020090205,425.0,3.0,0.0,0.0,428.0,9_2_5
020090206,255.0,0.0,0.0,0.0,255.0,9_2_6
020090207,300.0,0.0,0.0,0.0,300.0,9_2_7
020090208,244.0,1.0,0.0,0.0,245.0,9_2_8
020090209,357.0,1.0,0.0,0.0,358.0,9_2_9
020090210,303.0,2.0,0.0,0.0,305.0,9_2_10
020090211,341.0,0.0,0.0,0.0,341.0,9_2_11
020090212,221.0,2.0,0.0,0.0,223.0,9_2_12
020090301,260.0,3.0,0.0,0.0,263.0,9_3_1
020090302,254.0,1.0,0.0,0.0,255.0,9_3_2
020090303,239.0,0.0,0.0,0.0,239.0,9_3_3
020090304,241.0,1.0,0.0,0.0,242.0,9_3_4
020090305,271.0,0.0,0.0,0.0,271.0,9_3_5
020090306,298.0,0.0,0.0,0.0,298.0,9_3_6
020090307,315.0,1.0,0.0,0.0,316.0,9_3_7
020090308,278.0,1.0,0.0,0.0,279.0,9_3_8
020090309,257.0,0.0,0.0,0.0,257.0,9_3_9
020090310,283.0,0.0,0.0,0.0,283.0,9_3_10
020090311,293.0,1.0,0.0,0.0,294.0,9_3_11
020090312,213.0,0.0,0.0,0.0,213.0,9_3_12
020090313,309.0,4.0,0.0,0.0,313.0,9_3_13
020090401,360.0,1.0,0.0,0.0,361.0,9_4_1
020090402,318.0,7.0,0.0,0.0,325.0,9_4_2
020090403,340.0,2.0,0.0,0.0,342.0,9_4_3
020090404,329.0,0.0,0.0,0.0,329.0,9_4_4
020090405,349.0,6.0,0.0,0.0,355.0,9_4_5
020090406,251.0,0.0,0.0,0.0,251.0,9_4_6
020090407,268.0,1.0,2.0,0.0,271.0,9_4_7
020090408,269.0,1.0,0.0,0.0,270.0,9_4_8
020090409,255.0,0.0,1.0,0.0,256.0,9_4_9
020090410,289.0,0.0,0.0,0.0,289.0,9_4_10
020090411,319.0,2.0,0.0,0.0,321.0,9_4_11
020090501,310.0,0.0,0.0,0.0,310.0,9_5_1
020090502,319.0,1.0,2.0,0.0,322.0,9_5_2
020090503,260.0,0.0,1.0,0.0,261.0,9_5_3
020090504,301.0,1.0,1.0,0.0,303.0,9_5_4
020090505,382.0,1.0,1.0,0.0,384.0,9_5_5
020090506,315.0,0.0,0.0,0.0,315.0,9_5_6
020090507,314.0,0.0,0.0,0.0,314.0,9_5_7
020090508,290.0,1.0,1.0,0.0,292.0,9_5_8
020090509,276.0,0.0,0.0,0.0,276.0,9_5_9
020090510,314.0,4.0,0.0,0.0,318.0,9_5_10
020090511,315.0,2.0,0.0,0.0,317.0,9_5_11
020090601,406.0,1.0,0.0,0.0,407.0,9_6_1
020090602,258.0,1.0,0.0,0.0,259.0,9_6_2
020090603,362.0,5.0,6.0,0.0,373.0,9_6_3
020090604,315.0,1.0,0.0,0.0,316.0,9_6_4
020090605,411.0,1.0,0.0,0.0,412.0,9_6_5
020090606,247.0,10.0,0.0,0.0,257.0,9_6_6
020090607,344.0,0.0,0.0,0.0,344.0,9_6_7
020090608,274.0,5.0,0.0,0.0,279.0,9_6_8
020090609,373.0,0.0,0.0,0.0,373.0,9_6_9
020090610,341.0,4.0,0.0,0.0,345.0,9_6_10
020090611,303.0,3.0,1.0,0.0,307.0,9_6_11
020090612,285.0,0.0,0.0,0.0,285.0,9_6_12
020090701,269.0,0.0,0.0,0.0,269.0,9_7_1
020090702,300.0,0.0,0.0,0.0,300.0,9_7_2
020090703,219.0,1.0,0.0,0.0,220.0,9_7_3
020090704,242.0,0.0,0.0,0.0,242.0,9_7_4
020090705,257.0,0.0,0.0,0.0,257.0,9_7_5
020090706,307.0,1.0,0.0,0.0,308.0,9_7_6
020090707,232.0,0.0,0.0,0.0,232.0,9_7_7
020090708,273.0,0.0,0.0,0.0,273.0,9_7_8
020090709,312.0,1.0,0.0,0.0,313.0,9_7_9
020090710,211.0,7.0,1.0,0.0,219.0,9_7_10
020090711,274.0,4.0,0.0,0.0,278.0,9_7_11
020090712,315.0,0.0,0.0,0.0,315.0,9_7_12
020090713,310.0,2.0,3.0,0.0,315.0,9_7_13
020090714,294.0,3.0,0.0,0.0,297.0,9_7_14
020090801,284.0,2.0,1.0,0.0,287.0,9_8_1
020090802,293.0,1.0,0.0,0.0,294.0,9_8_2
020090803,286.0,5.0,0.0,0.0,291.0,9_8_3
020090804,284.0,0.0,2.0,0.0,286.0,9_8_4
020090805,327.0,2.0,0.0,0.0,329.0,9_8_5
020090806,343.0,4.0,1.0,0.0,348.0,9_8_6
020090807,327.0,3.0,0.0,0.0,330.0,9_8_7
020090808,325.0,8.0,1.0,0.0,334.0,9_8_8
020090809,244.0,5.0,1.0,0.0,250.0,9_8_9
020090810,321.0,4.0,0.0,0.0,325.0,9_8_10
020090811,314.0,3.0,2.0,0.0,319.0,9_8_11
020090812,327.0,2.0,2.0,0.0,331.0,9_8_12
020090813,201.0,5.0,0.0,0.0,206.0,9_8_13
020090901,242.0,4.0,0.0,0.0,246.0,9_9_1
020090902,267.0,0.0,1.0,0.0,268.0,9_9_2
020090903,389.0,6.0,1.0,0.0,396.0,9_9_3
020090904,204.0,7.0,0.0,0.0,211.0,9_9_4
020090905,259.0,0.0,2.0,0.0,261.0,9_9_5
020090906,287.0,14.0,3.0,0.0,304.0,9_9_6
020090907,356.0,3.0,0.0,0.0,359.0,9_9_7
020090908,205.0,0.0,0.0,0.0,205.0,9_9_8
020090909,256.0,0.0,0.0,0.0,256.0,9_9_9
020090910,284.0,1.0,0.0,0.0,285.0,9_9_10
020090911,244.0,4.0,1.0,0.0,249.0,9_9_11
020090912,222.0,3.0,2.0,0.0,227.0,9_9_12
020090913,208.0,1.0,0.0,0.0,209.0,9_9_13
020090914,306.0,2.0,0.0,0.0,308.0,9_9_14
020091001,298.0,0.0,0.0,0.0,298.0,9_10_1
020091002,318.0,1.0,0.0,0.0,319.0,9_10_2
020091003,321.0,7.0,0.0,0.0,328.0,9_10_3
020091004,237.0,0.0,0.0,0.0,237.0,9_10_4
020091005,337.0,4.0,1.0,0.0,342.0,9_10_5
020091006,279.0,3.0,0.0,0.0,282.0,9_10_6
020091007,249.0,0.0,0.0,0.0,249.0,9_10_7
020091008,322.0,0.0,0.0,0.0,322.0,9_10_8
020091009,170.0,0.0,0.0,0.0,170.0,9_10_9
020091010,304.0,0.0,0.0,0.0,304.0,9_10_10
020091011,244.0,1.0,0.0,0.0,245.0,9_10_11
020091012,223.0,1.0,0.0,0.0,224.0,9_10_12
020091101,424.0,6.0,0.0,0.0,430.0,9_11_1
020091102,353.0,2.0,0.0,0.0,355.0,9_11_2
020091103,291.0,1.0,0.0,0.0,292.0,9_11_3
020091104,370.0,0.0,0.0,0.0,370.0,9_11_4
020091105,394.0,2.0,0.0,0.0,396.0,9_11_5
020091106,325.0,1.0,1.0,0.0,327.0,9_11_6
020091107,381.0,1.0,0.0,0.0,382.0,9_11_7
020091108,309.0,2.0,0.0,0.0,311.0,9_11_8
020091109,311.0,3.0,0.0,0.0,314.0,9_11_9
020091110,281.0,0.0,0.0,0.0,281.0,9_11_10
020091111,329.0,0.0,0.0,0.0,329.0,9_11_11
020091112,404.0,0.0,0.0,0.0,404.0,9_11_12
020091201,338.0,0.0,0.0,0.0,338.0,9_12_1
020091202,186.0,5.0,0.0,0.0,191.0,9_12_2
020091203,281.0,2.0,0.0,0.0,283.0,9_12_3
020091204,295.0,0.0,0.0,0.0,295.0,9_12_4
020091205,290.0,0.0,0.0,0.0,290.0,9_12_5
020091206,333.0,4.0,1.0,0.0,338.0,9_12_6
020091207,250.0,0.0,0.0,0.0,250.0,9_12_7
020091208,314.0,3.0,3.0,0.0,320.0,9_12_8
020091209,291.0,0.0,1.0,0.0,292.0,9_12_9
020091210,337.0,2.0,4.0,0.0,343.0,9_12_10
020091211,304.0,4.0,0.0,0.0,308.0,9_12_11
020091212,231.0,0.0,1.0,0.0,232.0,9_12_12
020091301,305.0,4.0,6.0,0.0,315.0,9_13_1
020091302,403.0,1.0,0.0,0.0,404.0,9_13_2
020091303,383.0,0.0,2.0,0.0,385.0,9_13_3
020091304,246.0,3.0,1.0,0.0,250.0,9_13_4
020091305,298.0,3.0,0.0,0.0,301.0,9_13_5
020091306,293.0,3.0,2.0,1.0,299.0,9_13_6
020091307,349.0,5.0,2.0,1.0,357.0,9_13_7
020091401,384.0,2.0,0.0,2.0,388.0,9_14_1
020091402,307.0,0.0,0.0,0.0,307.0,9_14_2
020091403,258.0,2.0,3.0,0.0,263.0,9_14_3
020091404,242.0,3.0,2.0,0.0,247.0,9_14_4
020091405,444.0,3.0,4.0,0.0,451.0,9_14_5
020091406,588.0,25.0,9.0,0.0,622.0,9_14_6
020091407,328.0,5.0,10.0,0.0,343.0,9_14_7
020091408,389.0,22.0,5.0,0.0,416.0,9_14_8
020091409,222.0,11.0,4.0,3.0,240.0,9_14_9
020091410,424.0,16.0,31.0,1.0,472.0,9_14_10
020091501,209.0,5.0,3.0,0.0,217.0,9_15_1
020091502,285.0,1.0,3.0,0.0,289.0,9_15_2
020091503,283.0,3.0,3.0,0.0,289.0,9_15_3
020091504,258.0,6.0,4.0,0.0,268.0,9_15_4
020091505,318.0,1.0,0.0,0.0,319.0,9_15_5
020091506,336.0,0.0,0.0,0.0,336.0,9_15_6
020091507,341.0,4.0,3.0,0.0,348.0,9_15_7
020091508,272.0,3.0,8.0,0.0,283.0,9_15_8
020091509,281.0,5.0,6.0,0.0,292.0,9_15_9
020091510,226.0,1.0,1.0,0.0,228.0,9_15_10
020091511,307.0,3.0,1.0,0.0,311.0,9_15_11
020091601,305.0,3.0,0.0,1.0,309.0,9_16_1
020091602,312.0,2.0,0.0,0.0,314.0,9_16_2
020091603,222.0,5.0,0.0,0.0,227.0,9_16_3
020091604,242.0,4.0,0.0,0.0,246.0,9_16_4
020091605,270.0,4.0,4.0,0.0,278.0,9_16_5
020091606,325.0,0.0,1.0,0.0,326.0,9_16_6
020091607,330.0,1.0,2.0,0.0,333.0,9_16_7
020091608,296.0,1.0,2.0,0.0,299.0,9_16_8
020091609,335.0,5.0,0.0,0.0,340.0,9_16_9
020091610,295.0,2.0,0.0,0.0,297.0,9_16_10
020091611,246.0,1.0,0.0,0.0,247.0,9_16_11
020091612,257.0,2.0,0.0,0.0,259.0,9_16_12
020091613,293.0,2.0,1.0,0.0,296.0,9_16_13
020100101,248.0,2.0,0.0,0.0,250.0,10_1_1
020100102,352.0,1.0,0.0,0.0,353.0,10_1_2
020100103,339.0,2.0,0.0,0.0,341.0,10_1_3
020100104,294.0,0.0,0.0,0.0,294.0,10_1_4
020100105,252.0,5.0,0.0,0.0,257.0,10_1_5
020100106,309.0,0.0,0.0,0.0,309.0,10_1_6
020100107,254.0,3.0,0.0,0.0,257.0,10_1_7
020100108,347.0,3.0,0.0,0.0,350.0,10_1_8
020100201,353.0,0.0,0.0,0.0,353.0,10_2_1
020100202,254.0,3.0,0.0,0.0,257.0,10_2_2
020100203,245.0,0.0,0.0,0.0,245.0,10_2_3
020100204,300.0,3.0,0.0,0.0,303.0,10_2_4
020100205,293.0,3.0,1.0,0.0,297.0,10_2_5
020100206,390.0,1.0,1.0,0.0,392.0,10_2_6
020100207,335.0,5.0,0.0,0.0,340.0,10_2_7
020100208,315.0,1.0,0.0,0.0,316.0,10_2_8
020100301,222.0,0.0,0.0,0.0,222.0,10_3_1
020100302,289.0,1.0,0.0,0.0,290.0,10_3_2
020100303,293.0,0.0,0.0,0.0,293.0,10_3_3
020100304,218.0,0.0,0.0,0.0,218.0,10_3_4
020100305,280.0,2.0,0.0,0.0,282.0,10_3_5
020100306,274.0,2.0,0.0,0.0,276.0,10_3_6
020100307,334.0,1.0,0.0,0.0,335.0,10_3_7
020100308,340.0,4.0,0.0,0.0,344.0,10_3_8
020100401,370.0,0.0,0.0,0.0,370.0,10_4_1
020100402,401.0,1.0,0.0,0.0,402.0,10_4_2
020100403,300.0,0.0,0.0,0.0,300.0,10_4_3
020100404,288.0,0.0,0.0,0.0,288.0,10_4_4
020100405,282.0,3.0,1.0,0.0,286.0,10_4_5
020100406,235.0,0.0,0.0,0.0,235.0,10_4_6
020100407,301.0,0.0,0.0,0.0,301.0,10_4_7
020100408,264.0,0.0,0.0,0.0,264.0,10_4_8
020100409,305.0,0.0,0.0,0.0,305.0,10_4_9
020100501,237.0,4.0,2.0,0.0,243.0,10_5_1
020100502,287.0,5.0,0.0,0.0,292.0,10_5_2
020100503,353.0,2.0,0.0,0.0,355.0,10_5_3
020100504,323.0,0.0,0.0,0.0,323.0,10_5_4
020100505,298.0,1.0,0.0,0.0,299.0,10_5_5
020100506,339.0,0.0,0.0,0.0,339.0,10_5_6
020100507,306.0,0.0,0.0,0.0,306.0,10_5_7
020100508,355.0,0.0,1.0,0.0,356.0,10_5_8
020100509,263.0,0.0,0.0,0.0,263.0,10_5_9
020100510,294.0,1.0,0.0,0.0,295.0,10_5_10
020100511,246.0,1.0,0.0,0.0,247.0,10_5_11
020100512,263.0,2.0,0.0,0.0,265.0,10_5_12
020100513,285.0,1.0,2.0,0.0,288.0,10_5_13
020100514,268.0,0.0,1.0,0.0,269.0,10_5_14
020100601,230.0,1.0,0.0,0.0,231.0,10_6_1
020100602,230.0,1.0,0.0,0.0,231.0,10_6_2
020100603,388.0,0.0,0.0,0.0,388.0,10_6_3
020100604,318.0,1.0,0.0,0.0,319.0,10_6_4
020100605,352.0,0.0,0.0,0.0,352.0,10_6_5
020100606,297.0,1.0,0.0,0.0,298.0,10_6_6
020100607,283.0,1.0,0.0,0.0,284.0,10_6_7
020100608,339.0,0.0,0.0,0.0,339.0,10_6_8
020100609,355.0,1.0,1.0,0.0,357.0,10_6_9
020100610,418.0,3.0,0.0,0.0,421.0,10_6_10
020100611,280.0,0.0,0.0,0.0,280.0,10_6_11
020100612,266.0,0.0,0.0,0.0,266.0,10_6_12
020100613,392.0,2.0,1.0,0.0,395.0,10_6_13
020100701,380.0,0.0,0.0,0.0,380.0,10_7_1
020100702,407.0,0.0,0.0,0.0,407.0,10_7_2
020100703,471.0,0.0,0.0,0.0,471.0,10_7_3
020100704,430.0,3.0,0.0,0.0,433.0,10_7_4
020100705,356.0,1.0,0.0,0.0,357.0,10_7_5
020100706,341.0,0.0,0.0,0.0,341.0,10_7_6
020100707,514.0,1.0,0.0,0.0,515.0,10_7_7
020100708,382.0,2.0,0.0,0.0,384.0,10_7_8
020100709,336.0,2.0,1.0,0.0,339.0,10_7_9
020100710,400.0,1.0,0.0,0.0,401.0,10_7_10
020100801,396.0,7.0,0.0,2.0,405.0,10_8_1
020100802,422.0,4.0,2.0,0.0,428.0,10_8_2
020100803,318.0,0.0,0.0,0.0,318.0,10_8_3
020100804,365.0,1.0,1.0,0.0,367.0,10_8_4
020100805,300.0,2.0,0.0,0.0,302.0,10_8_5
020100806,288.0,1.0,1.0,0.0,290.0,10_8_6
020100807,420.0,2.0,1.0,0.0,423.0,10_8_7
020100808,405.0,2.0,0.0,0.0,407.0,10_8_8
020100809,261.0,3.0,0.0,0.0,264.0,10_8_9
020100901,325.0,4.0,0.0,0.0,329.0,10_9_1
020100902,317.0,4.0,0.0,0.0,321.0,10_9_2
020100903,300.0,3.0,0.0,0.0,303.0,10_9_3
020100904,310.0,0.0,0.0,0.0,310.0,10_9_4
020100905,301.0,0.0,1.0,0.0,302.0,10_9_5
020100906,340.0,2.0,0.0,0.0,342.0,10_9_6
020100907,307.0,0.0,0.0,0.0,307.0,10_9_7
020100908,256.0,1.0,2.0,0.0,259.0,10_9_8
020100909,248.0,2.0,0.0,0.0,250.0,10_9_9
020100910,278.0,0.0,0.0,0.0,278.0,10_9_10
020101001,280.0,1.0,0.0,0.0,281.0,10_10_1
020101002,348.0,1.0,0.0,0.0,349.0,10_10_2
020101003,318.0,0.0,0.0,0.0,318.0,10_10_3
020101004,283.0,1.0,0.0,0.0,284.0,10_10_4
020101005,312.0,1.0,0.0,0.0,313.0,10_10_5
020101006,314.0,0.0,0.0,0.0,314.0,10_10_6
020101007,306.0,2.0,0.0,0.0,308.0,10_10_7
020101008,249.0,4.0,0.0,0.0,253.0,10_10_8
020101009,347.0,3.0,0.0,0.0,350.0,10_10_9
020101010,261.0,0.0,0.0,0.0,261.0,10_10_10
020101011,304.0,0.0,0.0,0.0,304.0,10_10_11
020101012,346.0,0.0,0.0,0.0,346.0,10_10_12
020101101,309.0,0.0,0.0,0.0,309.0,10_11_1
020101102,431.0,0.0,0.0,0.0,431.0,10_11_2
020101103,352.0,0.0,1.0,0.0,353.0,10_11_3
020101104,394.0,0.0,0.0,0.0,394.0,10_11_4
020101105,300.0,1.0,0.0,0.0,301.0,10_11_5
020101106,183.0,0.0,0.0,0.0,183.0,10_11_6
020101107,376.0,1.0,0.0,0.0,377.0,10_11_7
020101108,344.0,0.0,0.0,0.0,344.0,10_11_8
020101109,380.0,1.0,0.0,0.0,381.0,10_11_9
020101110,296.0,0.0,0.0,0.0,296.0,10_11_10
020101111,251.0,0.0,0.0,0.0,251.0,10_11_11
020101201,346.0,1.0,0.0,0.0,347.0,10_12_1
020101202,369.0,1.0,0.0,0.0,370.0,10_12_2
020101203,293.0,1.0,0.0,0.0,294.0,10_12_3
020101204,243.0,0.0,0.0,0.0,243.0,10_12_4
020101205,189.0,0.0,0.0,0.0,189.0,10_12_5
020101206,214.0,0.0,0.0,0.0,214.0,10_12_6
020101207,237.0,1.0,0.0,0.0,238.0,10_12_7
020101208,311.0,0.0,0.0,0.0,311.0,10_12_8
020101209,307.0,1.0,0.0,0.0,308.0,10_12_9
020101210,246.0,0.0,0.0,0.0,246.0,10_12_10
020101301,215.0,11.0,0.0,0.0,226.0,10_13_1
020101302,255.0,0.0,0.0,0.0,255.0,10_13_2
020101303,260.0,0.0,1.0,0.0,261.0,10_13_3
020101304,248.0,0.0,0.0,0.0,248.0,10_13_4
020101305,313.0,1.0,0.0,1.0,315.0,10_13_5
020101306,278.0,0.0,0.0,0.0,278.0,10_13_6
020101307,254.0,0.0,0.0,0.0,254.0,10_13_7
020101308,290.0,0.0,0.0,0.0,290.0,10_13_8
020101309,275.0,0.0,0.0,0.0,275.0,10_13_9
020101310,230.0,0.0,0.0,0.0,230.0,10_13_10
020101311,287.0,0.0,0.0,0.0,287.0,10_13_11
020101312,266.0,1.0,0.0,0.0,267.0,10_13_12
020101401,328.0,3.0,1.0,0.0,332.0,10_14_1
020101402,313.0,2.0,0.0,0.0,315.0,10_14_2
020101403,322.0,0.0,0.0,0.0,322.0,10_14_3
020101404,296.0,0.0,0.0,0.0,296.0,10_14_4
020101405,259.0,2.0,0.0,0.0,261.0,10_14_5
020101406,205.0,0.0,0.0,0.0,205.0,10_14_6
020101407,282.0,0.0,0.0,0.0,282.0,10_14_7
020101408,253.0,0.0,0.0,0.0,253.0,10_14_8
020101409,326.0,3.0,0.0,1.0,330.0,10_14_9
020101410,341.0,0.0,0.0,0.0,341.0,10_14_10
020101411,233.0,1.0,0.0,0.0,234.0,10_14_11
020101501,260.0,2.0,1.0,0.0,263.0,10_15_1
020101502,346.0,1.0,0.0,0.0,347.0,10_15_2
020101503,197.0,3.0,0.0,0.0,200.0,10_15_3
020101504,247.0,0.0,0.0,0.0,247.0,10_15_4
020101505,298.0,0.0,0.0,0.0,298.0,10_15_5
020101506,247.0,1.0,0.0,0.0,248.0,10_15_6
020101507,225.0,0.0,0.0,0.0,225.0,10_15_7
020101508,369.0,2.0,2.0,1.0,374.0,10_15_8
020101509,459.0,0.0,0.0,0.0,459.0,10_15_9
020101601,259.0,1.0,0.0,0.0,260.0,10_16_1
020101602,403.0,1.0,0.0,0.0,404.0,10_16_2
020101603,279.0,2.0,0.0,0.0,281.0,10_16_3
020101604,344.0,0.0,0.0,0.0,344.0,10_16_4
020101605,387.0,2.0,0.0,0.0,389.0,10_16_5
020101606,355.0,1.0,0.0,0.0,356.0,10_16_6
020101607,288.0,1.0,0.0,0.0,289.0,10_16_7
020101608,309.0,3.0,0.0,0.0,312.0,10_16_8
020101609,332.0,4.0,1.0,0.0,337.0,10_16_9
020101701,313.0,0.0,0.0,0.0,313.0,10_17_1
020101702,371.0,1.0,0.0,0.0,372.0,10_17_2
020101703,356.0,4.0,0.0,0.0,360.0,10_17_3
020101704,377.0,1.0,0.0,0.0,378.0,10_17_4
020101705,363.0,4.0,0.0,0.0,367.0,10_17_5
020101706,305.0,3.0,0.0,0.0,308.0,10_17_6
020101707,285.0,0.0,0.0,0.0,285.0,10_17_7
020101708,244.0,1.0,0.0,0.0,245.0,10_17_8
020101709,238.0,0.0,0.0,0.0,238.0,10_17_9
020101710,269.0,0.0,0.0,0.0,269.0,10_17_10
020101801,278.0,1.0,0.0,0.0,279.0,10_18_1
020101802,270.0,0.0,0.0,0.0,270.0,10_18_2
020101803,335.0,2.0,0.0,0.0,337.0,10_18_3
020101804,381.0,9.0,0.0,0.0,390.0,10_18_4
020101805,272.0,1.0,0.0,0.0,273.0,10_18_5
020101806,258.0,22.0,0.0,0.0,280.0,10_18_6
020101807,364.0,0.0,0.0,0.0,364.0,10_18_7
020101808,184.0,0.0,0.0,0.0,184.0,10_18_8
020101809,456.0,1.0,1.0,0.0,458.0,10_18_9
020101810,181.0,1.0,0.0,0.0,182.0,10_18_10
020101811,224.0,0.0,0.0,0.0,224.0,10_18_11
020101812,295.0,2.0,0.0,0.0,297.0,10_18_12
020101901,223.0,0.0,0.0,0.0,223.0,10_19_1
020101902,415.0,0.0,0.0,0.0,415.0,10_19_2
020101903,340.0,8.0,0.0,0.0,348.0,10_19_3
020101904,314.0,3.0,0.0,0.0,317.0,10_19_4
020101905,339.0,0.0,0.0,0.0,339.0,10_19_5
020101906,335.0,6.0,4.0,1.0,346.0,10_19_6
020101907,328.0,0.0,0.0,0.0,328.0,10_19_7
020101908,212.0,3.0,0.0,0.0,215.0,10_19_8
020101909,266.0,0.0,0.0,0.0,266.0,10_19_9
020101910,380.0,0.0,0.0,0.0,380.0,10_19_10
020101911,343.0,1.0,0.0,0.0,344.0,10_19_11
020101912,428.0,1.0,0.0,0.0,429.0,10_19_12
020110101,322.0,2.0,0.0,0.0,324.0,11_1_1
020110102,339.0,0.0,0.0,0.0,339.0,11_1_2
020110103,245.0,2.0,0.0,0.0,247.0,11_1_3
020110104,316.0,0.0,0.0,0.0,316.0,11_1_4
020110105,212.0,2.0,0.0,0.0,214.0,11_1_5
020110106,277.0,1.0,0.0,0.0,278.0,11_1_6
020110107,252.0,0.0,0.0,0.0,252.0,11_1_7
020110108,295.0,0.0,0.0,0.0,295.0,11_1_8
020110109,301.0,3.0,0.0,0.0,304.0,11_1_9
020110110,339.0,1.0,0.0,0.0,340.0,11_1_10
020110111,401.0,0.0,1.0,0.0,402.0,11_1_11
020110112,263.0,2.0,0.0,0.0,265.0,11_1_12
020110201,283.0,1.0,0.0,0.0,284.0,11_2_1
020110202,357.0,4.0,0.0,0.0,361.0,11_2_2
020110203,286.0,0.0,0.0,0.0,286.0,11_2_3
020110204,221.0,2.0,0.0,0.0,223.0,11_2_4
020110205,388.0,0.0,0.0,0.0,388.0,11_2_5
020110206,358.0,0.0,0.0,0.0,358.0,11_2_6
020110207,312.0,0.0,0.0,0.0,312.0,11_2_7
020110208,274.0,0.0,0.0,0.0,274.0,11_2_8
020110209,210.0,0.0,0.0,0.0,210.0,11_2_9
020110210,348.0,0.0,0.0,0.0,348.0,11_2_10
020110211,327.0,1.0,0.0,0.0,328.0,11_2_11
020110301,264.0,0.0,0.0,0.0,264.0,11_3_1
020110302,292.0,0.0,0.0,0.0,292.0,11_3_2
020110303,240.0,0.0,0.0,0.0,240.0,11_3_3
020110304,210.0,0.0,0.0,0.0,210.0,11_3_4
020110305,228.0,5.0,0.0,0.0,233.0,11_3_5
020110306,287.0,0.0,0.0,0.0,287.0,11_3_6
020110307,273.0,2.0,1.0,0.0,276.0,11_3_7
020110308,297.0,2.0,0.0,0.0,299.0,11_3_8
020110309,298.0,0.0,0.0,0.0,298.0,11_3_9
020110310,317.0,0.0,0.0,0.0,317.0,11_3_10
020110311,254.0,0.0,0.0,0.0,254.0,11_3_11
020110312,282.0,0.0,0.0,0.0,282.0,11_3_12
020110401,284.0,0.0,0.0,0.0,284.0,11_4_1
020110402,297.0,0.0,0.0,0.0,297.0,11_4_2
020110403,219.0,1.0,0.0,0.0,220.0,11_4_3
020110404,296.0,0.0,0.0,0.0,296.0,11_4_4
020110405,308.0,0.0,0.0,0.0,308.0,11_4_5
020110406,241.0,0.0,0.0,0.0,241.0,11_4_6
020110407,279.0,0.0,0.0,0.0,279.0,11_4_7
020110408,282.0,0.0,0.0,0.0,282.0,11_4_8
020110409,308.0,0.0,1.0,0.0,309.0,11_4_9
020110410,277.0,0.0,0.0,0.0,277.0,11_4_10
020110411,313.0,0.0,0.0,0.0,313.0,11_4_11
