Código,Sí,No,Total
020121404,310.0,96.0,406.0
020121405,330.0,91.0,421.0
020121406,233.0,85.0,318.0
020121407,320.0,112.0,432.0
020121408,394.0,75.0,469.0
020121409,264.0,60.0,324.0
020121410,346.0,95.0,441.0
020121501,274.0,103.0,377.0
020121502,302.0,120.0,422.0
020121503,314.0,104.0,418.0
020121504,331.0,87.0,418.0
020121505,294.0,99.0,393.0
020121506,261.0,82.0,343.0
020121507,301.0,82.0,383.0
020121508,282.0,82.0,364.0
020121509,345.0,81.0,426.0
020121510,226.0,71.0,297.0
020121511,210.0,62.0,272.0
020121512,220.0,64.0,284.0
020121513,207.0,55.0,262.0
020121601,303.0,92.0,395.0
020121602,264.0,99.0,363.0
020121603,282.0,77.0,359.0
020121604,411.0,110.0,521.0
020121605,493.0,123.0,616.0
020121606,526.0,121.0,647.0
020121607,236.0,101.0,337.0
020121608,408.0,120.0,528.0
020121609,254.0,106.0,360.0
020121610,223.0,106.0,329.0
020121611,250.0,84.0,334.0
020121612,219.0,97.0,316.0
020121613,142.0,60.0,202.0
020121614,110.0,65.0,175.0
020121701,252.0,103.0,355.0
020121702,270.0,108.0,378.0
020121703,239.0,94.0,333.0
020121704,236.0,70.0,306.0
020121705,334.0,103.0,437.0
020121706,308.0,106.0,414.0
020121707,278.0,95.0,373.0
020121708,435.0,121.0,556.0
020121801,161.0,69.0,230.0
020121802,204.0,119.0,323.0
020121803,231.0,87.0,318.0
020121804,224.0,84.0,308.0
020121805,214.0,87.0,301.0
020121806,203.0,109.0,312.0
020121807,233.0,103.0,336.0
020121808,238.0,89.0,327.0
020121809,207.0,83.0,290.0
020121810,202.0,82.0,284.0
020121811,171.0,67.0,238.0
020121812,336.0,100.0,436.0
020121813,208.0,98.0,306.0
020121901,229.0,123.0,352.0
020121902,165.0,59.0,224.0
020121903,187.0,96.0,283.0
020121904,249.0,117.0,366.0
020121905,295.0,111.0,406.0
020121906,258.0,98.0,356.0
020121907,247.0,99.0,346.0
020121908,238.0,113.0,351.0
020121909,229.0,87.0,316.0
020121910,261.0,99.0,360.0
020121911,265.0,107.0,372.0
020121912,228.0,105.0,333.0
020121913,205.0,81.0,286.0
020122001,222.0,95.0,317.0
020122002,402.0,157.0,559.0
020122003,291.0,120.0,411.0
020122004,294.0,97.0,391.0
020122005,287.0,95.0,382.0
020122006,274.0,133.0,407.0
020122007,244.0,102.0,346.0
020122008,230.0,130.0,360.0
020122101,346.0,121.0,467.0
020122102,339.0,137.0,476.0
020122103,258.0,101.0,359.0
020122104,307.0,113.0,420.0
020122105,225.0,72.0,297.0
020122106,228.0,98.0,326.0
020122107,251.0,89.0,340.0
020122108,214.0,104.0,318.0
020122109,207.0,79.0,286.0
020122110,173.0,85.0,258.0
020122201,198.0,96.0,294.0
020122202,273.0,89.0,362.0
020122203,214.0,84.0,298.0
020122204,220.0,79.0,299.0
020122205,310.0,125.0,435.0
020122206,336.0,112.0,448.0
020122207,326.0,133.0,459.0
020122208,278.0,87.0,365.0
020122209,255.0,109.0,364.0
020122210,262.0,108.0,370.0
020122211,287.0,84.0,371.0
020130101,218.0,78.0,296.0
020130102,290.0,53.0,343.0
020130103,211.0,47.0,258.0
020130104,308.0,59.0,367.0
020130105,383.0,38.0,421.0
020130106,323.0,63.0,386.0
020130107,153.0,32.0,185.0
020130108,194.0,47.0,241.0
020130109,161.0,56.0,217.0
020130110,249.0,65.0,314.0
020130111,237.0,63.0,300.0
020130112,180.0,66.0,246.0
020130113,197.0,48.0,245.0
020130114,194.0,89.0,283.0
020130201,361.0,180.0,541.0
020130202,296.0,63.0,359.0
020130203,193.0,66.0,259.0
020130204,195.0,44.0,239.0
020130205,291.0,39.0,330.0
020130206,389.0,81.0,470.0
020130207,243.0,57.0,300.0
020130208,202.0,51.0,253.0
020130209,355.0,41.0,396.0
020130210,374.0,94.0,468.0
020130211,267.0,26.0,293.0
020130301,311.0,66.0,377.0
020130302,217.0,53.0,270.0
020130303,272.0,81.0,353.0
020130304,368.0,65.0,433.0
020130305,264.0,48.0,312.0
020130306,237.0,34.0,271.0
020130307,224.0,66.0,290.0
020130308,229.0,49.0,278.0
020130309,285.0,69.0,354.0
020130310,383.0,65.0,448.0
020130401,206.0,85.0,291.0
020130402,282.0,68.0,350.0
020130403,217.0,86.0,303.0
020130404,325.0,105.0,430.0
020130405,270.0,93.0,363.0
020130406,304.0,96.0,400.0
020130407,225.0,71.0,296.0
020130408,207.0,56.0,263.0
020130409,262.0,79.0,341.0
020130410,169.0,68.0,237.0
020130411,277.0,86.0,363.0
020130412,503.0,110.0,613.0
020130413,256.0,81.0,337.0
020130414,239.0,87.0,326.0
020130501,264.0,79.0,343.0
020130502,305.0,97.0,402.0
020130503,413.0,117.0,530.0
020130504,380.0,98.0,478.0
020130505,289.0,70.0,359.0
020130506,367.0,70.0,437.0
020130507,268.0,59.0,327.0
020130508,353.0,64.0,417.0
020130601,211.0,72.0,283.0
020130602,331.0,93.0,424.0
020130603,273.0,94.0,367.0
020130604,330.0,88.0,418.0
020130605,339.0,115.0,454.0
020130606,263.0,105.0,368.0
020130607,302.0,121.0,423.0
020130608,273.0,66.0,339.0
020130701,206.0,65.0,271.0
020130702,170.0,51.0,221.0
020130703,352.0,105.0,457.0
020130704,268.0,76.0,344.0
020130705,366.0,110.0,476.0
020130706,297.0,84.0,381.0
020130707,275.0,71.0,346.0
020130708,248.0,61.0,309.0
020130709,319.0,54.0,373.0
020130801,251.0,63.0,314.0
020130802,210.0,65.0,275.0
020130803,340.0,71.0,411.0
020130804,314.0,74.0,388.0
020130805,370.0,82.0,452.0
020130806,235.0,60.0,295.0
020130807,285.0,79.0,364.0
020130808,354.0,84.0,438.0
020130809,245.0,81.0,326.0
020130810,216.0,75.0,291.0
020130901,239.0,48.0,287.0
020130902,240.0,62.0,302.0
020130903,197.0,50.0,247.0
020130904,205.0,88.0,293.0
020130905,415.0,73.0,488.0
020130906,255.0,65.0,320.0
020130907,238.0,58.0,296.0
020130908,289.0,55.0,344.0
020130909,294.0,69.0,363.0
020130910,172.0,67.0,239.0
020131001,371.0,44.0,415.0
020131002,345.0,59.0,404.0
020131003,346.0,81.0,427.0
020131004,332.0,83.0,415.0
020131005,196.0,54.0,250.0
020131006,304.0,84.0,388.0
020131007,258.0,63.0,321.0
020131008,344.0,88.0,432.0
020131009,242.0,83.0,325.0
020131010,311.0,112.0,423.0
020131011,245.0,69.0,314.0
020131101,142.0,30.0,172.0
020131102,208.0,33.0,241.0
020131103,167.0,40.0,207.0
020131104,175.0,54.0,229.0
020131105,184.0,38.0,222.0
020131106,348.0,58.0,406.0
020131107,215.0,67.0,282.0
020131201,227.0,48.0,275.0
020131202,280.0,40.0,320.0
020131203,192.0,45.0,237.0
020131204,322.0,30.0,352.0
020131205,201.0,15.0,216.0
020131206,194.0,46.0,240.0
020131207,253.0,88.0,341.0
020131208,224.0,58.0,282.0
020131209,335.0,49.0,384.0
020131210,187.0,62.0,249.0
020131301,345.0,31.0,376.0
020131302,104.0,51.0,155.0
020131303,237.0,85.0,322.0
020131304,305.0,89.0,394.0
020131305,307.0,104.0,411.0
020131306,93.0,38.0,131.0
020131307,251.0,54.0,305.0
020131308,222.0,27.0,249.0
020131309,241.0,46.0,287.0
020131310,305.0,53.0,358.0
020131311,193.0,22.0,215.0
020131312,293.0,34.0,327.0
020131313,493.0,63.0,556.0
020131314,290.0,56.0,346.0
020131401,276.0,65.0,341.0
020131402,119.0,43.0,162.0
020131403,272.0,94.0,366.0
020131404,230.0,61.0,291.0
020131405,183.0,45.0,228.0
020131406,283.0,76.0,359.0
020131407,130.0,35.0,165.0
020131408,204.0,50.0,254.0
020131409,187.0,51.0,238.0
020131410,242.0,56.0,298.0
020131411,249.0,35.0,284.0
020131501,261.0,89.0,350.0
020131502,257.0,103.0,360.0
020131503,243.0,106.0,349.0
020131504,144.0,55.0,199.0
020131505,308.0,83.0,391.0
020131506,223.0,58.0,281.0
020131507,302.0,81.0,383.0
020131508,288.0,84.0,372.0
020131509,323.0,93.0,416.0
020131510,225.0,105.0,330.0
020131511,255.0,114.0,369.0
020131512,243.0,85.0,328.0
020131601,309.0,83.0,392.0
020131602,310.0,120.0,430.0
020131603,192.0,60.0,252.0
020131604,287.0,81.0,368.0
020131605,192.0,60.0,252.0
020131606,151.0,32.0,183.0
020131607,276.0,93.0,369.0
020131608,230.0,121.0,351.0
020131609,305.0,75.0,380.0
020131610,288.0,103.0,391.0
020131611,286.0,95.0,381.0
020131612,260.0,85.0,345.0
020131613,180.0,43.0,223.0
020131701,364.0,111.0,475.0
020131702,390.0,82.0,472.0
020131703,313.0,76.0,389.0
020131704,196.0,51.0,247.0
020131705,262.0,82.0,344.0
020131706,301.0,59.0,360.0
020131707,318.0,68.0,386.0
020131708,254.0,62.0,316.0
020131709,333.0,69.0,402.0
020131710,337.0,61.0,398.0
020131711,210.0,37.0,247.0
020131801,266.0,68.0,334.0
020131802,305.0,102.0,407.0
020131803,311.0,86.0,397.0
020131804,231.0,62.0,293.0
020131805,234.0,48.0,282.0
020131806,256.0,46.0,302.0
020131807,324.0,59.0,383.0
020131808,247.0,33.0,280.0
020131809,145.0,25.0,170.0
020131810,230.0,44.0,274.0
020131901,272.0,68.0,340.0
020131902,327.0,70.0,397.0
020131903,249.0,46.0,295.0
020131904,192.0,35.0,227.0
020131905,289.0,77.0,366.0
020131906,158.0,57.0,215.0
020131907,202.0,53.0,255.0
020131908,256.0,73.0,329.0
020131909,258.0,74.0,332.0
020131910,253.0,59.0,312.0
020131911,164.0,28.0,192.0
020131912,223.0,45.0,268.0
020132001,241.0,60.0,301.0
020132002,328.0,66.0,394.0
020132003,143.0,32.0,175.0
020132004,250.0,66.0,316.0
020132005,239.0,73.0,312.0
020132006,315.0,112.0,427.0
020132007,304.0,68.0,372.0
020132008,290.0,96.0,386.0
020132009,203.0,55.0,258.0
020132010,210.0,62.0,272.0
020132011,220.0,41.0,261.0
020132012,213.0,64.0,277.0
020132101,201.0,43.0,244.0
020132102,111.0,38.0,149.0
020132103,189.0,44.0,233.0
020132104,274.0,45.0,319.0
020132105,246.0,45.0,291.0
020132106,248.0,64.0,312.0
020132107,379.0,71.0,450.0
020132108,281.0,64.0,345.0
020132109,278.0,82.0,360.0
020132110,294.0,48.0,342.0
020132201,198.0,53.0,251.0
020132202,187.0,34.0,221.0
020132203,180.0,42.0,222.0
020132204,285.0,42.0,327.0
020132205,341.0,53.0,394.0
020132206,338.0,53.0,391.0
020132207,389.0,66.0,455.0
020132208,328.0,46.0,374.0
020132209,184.0,36.0,220.0
020132301,432.0,113.0,545.0
020132302,217.0,53.0,270.0
020132303,445.0,93.0,538.0
020132304,219.0,75.0,294.0
020132305,183.0,52.0,235.0
020132306,282.0,86.0,368.0
020132307,204.0,53.0,257.0
020132308,389.0,113.0,502.0
020132309,359.0,69.0,428.0
020132310,169.0,74.0,243.0
020132311,309.0,115.0,424.0
020132401,161.0,37.0,198.0
020132402,205.0,46.0,251.0
020132403,195.0,88.0,283.0
020132404,291.0,73.0,364.0
020132405,228.0,58.0,286.0
020132406,245.0,73.0,318.0
020132407,314.0,52.0,366.0
020132408,280.0,59.0,339.0
020132409,312.0,69.0,381.0
020132410,235.0,48.0,283.0
020132501,193.0,69.0,262.0
020132502,204.0,75.0,279.0
020132503,298.0,94.0,392.0
020132504,211.0,58.0,269.0
020132505,177.0,44.0,221.0
020132506,208.0,66.0,274.0
020132507,370.0,134.0,504.0
020132508,257.0,107.0,364.0
020132601,229.0,63.0,292.0
020132602,246.0,78.0,324.0
020132603,219.0,65.0,284.0
020132604,297.0,121.0,418.0
020132605,234.0,83.0,317.0
020132606,199.0,66.0,265.0
020132607,157.0,32.0,189.0
020132608,134.0,80.0,214.0
020132609,153.0,49.0,202.0
020132610,327.0,109.0,436.0
020132611,209.0,69.0,278.0
020132701,141.0,34.0,175.0
020132702,301.0,98.0,399.0
020132703,338.0,102.0,440.0
020132704,291.0,95.0,386.0
020132705,238.0,73.0,311.0
020132706,376.0,146.0,522.0
020132707,367.0,128.0,495.0
020132708,276.0,89.0,365.0
020132709,326.0,81.0,407.0
020132801,151.0,116.0,267.0
020132802,150.0,63.0,213.0
020132803,234.0,84.0,318.0
020132804,156.0,45.0,201.0
020132805,183.0,34.0,217.0
020132806,291.0,65.0,356.0
020132807,264.0,65.0,329.0
020132808,360.0,91.0,451.0
020132809,301.0,92.0,393.0
020132810,216.0,57.0,273.0
020132901,189.0,82.0,271.0
020132902,189.0,91.0,280.0
020132903,186.0,61.0,247.0
020132904,297.0,85.0,382.0
020132905,219.0,61.0,280.0
020132906,258.0,72.0,330.0
020132907,269.0,85.0,354.0
020132908,337.0,83.0,420.0
020132909,154.0,54.0,208.0
020132910,225.0,33.0,258.0
020132911,290.0,37.0,327.0
020140101,166.0,44.0,210.0
020140102,182.0,71.0,253.0
020140103,310.0,90.0,400.0
020140104,296.0,66.0,362.0
020140105,471.0,113.0,584.0
020140106,378.0,67.0,445.0
020140107,299.0,68.0,367.0
020140108,268.0,31.0,299.0
020140109,315.0,83.0,398.0
020140110,370.0,92.0,462.0
020140201,418.0,87.0,505.0
020140202,224.0,47.0,271.0
020140203,290.0,59.0,349.0
020140204,260.0,60.0,320.0
020140205,266.0,74.0,340.0
020140206,222.0,46.0,268.0
020140207,270.0,47.0,317.0
020140208,327.0,72.0,399.0
020140209,322.0,58.0,380.0
020140210,401.0,73.0,474.0
020140301,630.0,128.0,758.0
020140302,191.0,35.0,226.0
020140303,188.0,38.0,226.0
020140304,249.0,48.0,297.0
020140305,330.0,77.0,407.0
020140306,144.0,20.0,164.0
020140307,250.0,47.0,297.0
020140308,331.0,99.0,430.0
020140309,384.0,72.0,456.0
020140310,250.0,58.0,308.0
020140311,291.0,56.0,347.0
020140312,254.0,50.0,304.0
020140401,340.0,73.0,413.0
020140402,195.0,25.0,220.0
020140403,191.0,27.0,218.0
020140404,224.0,69.0,293.0
020140405,315.0,67.0,382.0
020140406,361.0,93.0,454.0
020140407,362.0,70.0,432.0
020140408,420.0,62.0,482.0
020140409,339.0,94.0,433.0
020140410,581.0,116.0,697.0
020140501,229.0,128.0,357.0
020140502,326.0,44.0,370.0
020140503,347.0,65.0,412.0
020140504,216.0,68.0,284.0
020140505,400.0,107.0,507.0
020140506,218.0,59.0,277.0
020140507,184.0,52.0,236.0
020140508,152.0,36.0,188.0
020140509,456.0,46.0,502.0
020140510,464.0,82.0,546.0
020140601,439.0,73.0,512.0
020140602,334.0,66.0,400.0
020140603,279.0,101.0,380.0
020140604,294.0,67.0,361.0
020140605,319.0,68.0,387.0
020140606,355.0,156.0,511.0
020140607,270.0,89.0,359.0
020140608,188.0,65.0,253.0
020140609,302.0,100.0,402.0
020140610,165.0,48.0,213.0
020140701,253.0,121.0,374.0
020140702,315.0,95.0,410.0
020140703,228.0,61.0,289.0
020140704,364.0,38.0,402.0
020140705,200.0,60.0,260.0
020140706,214.0,86.0,300.0
020140707,184.0,55.0,239.0
020140708,193.0,45.0,238.0
020140709,202.0,72.0,274.0
020140801,322.0,44.0,366.0
020140802,245.0,44.0,289.0
020140803,125.0,44.0,169.0
020140804,157.0,85.0,242.0
020140805,371.0,110.0,481.0
020140806,349.0,119.0,468.0
020140807,233.0,68.0,301.0
020140808,233.0,73.0,306.0
020140809,401.0,75.0,476.0
020140901,430.0,61.0,491.0
020140902,255.0,48.0,303.0
020140903,451.0,74.0,525.0
020140904,452.0,84.0,536.0
020140905,161.0,37.0,198.0
020140906,239.0,57.0,296.0
020140907,224.0,40.0,264.0
020140908,349.0,42.0,391.0
020140909,307.0,56.0,363.0
020140910,390.0,72.0,462.0
020140911,321.0,74.0,395.0
020140912,361.0,57.0,418.0
020140913,296.0,53.0,349.0
020141001,4.0,2.0,6.0
020141101,251.0,33.0,284.0
020141102,425.0,43.0,468.0
020141103,211.0,26.0,237.0
020141104,236.0,43.0,279.0
020141105,337.0,42.0,379.0
020141106,328.0,25.0,353.0
020141107,224.0,41.0,265.0
020141108,445.0,84.0,529.0
020141109,330.0,82.0,412.0
020141110,155.0,53.0,208.0
020141111,255.0,61.0,316.0
020141112,295.0,67.0,362.0
020141113,330.0,69.0,399.0
020141114,192.0,39.0,231.0
020141201,164.0,66.0,230.0
020141202,274.0,106.0,380.0
020141203,252.0,74.0,326.0
020141204,207.0,137.0,344.0
020141205,287.0,93.0,380.0
020141206,187.0,77.0,264.0
020141207,106.0,39.0,145.0
020141208,141.0,47.0,188.0
020141209,209.0,114.0,323.0
020141210,290.0,61.0,351.0
020141211,198.0,76.0,274.0
020141301,192.0,73.0,265.0
020141302,225.0,71.0,296.0
020141303,314.0,90.0,404.0
020141304,170.0,67.0,237.0
020141305,220.0,81.0,301.0
020141306,211.0,66.0,277.0
020141307,114.0,33.0,147.0
020141308,209.0,64.0,273.0
020141309,248.0,88.0,336.0
020141310,227.0,66.0,293.0
020141311,181.0,75.0,256.0
020141312,202.0,45.0,247.0
020141401,373.0,87.0,460.0
020141402,233.0,56.0,289.0
020141403,297.0,61.0,358.0
020141404,142.0,48.0,190.0
020141405,135.0,61.0,196.0
020141406,163.0,39.0,202.0
020141407,164.0,46.0,210.0
020141408,349.0,113.0,462.0
020141409,398.0,85.0,483.0
020141410,270.0,79.0,349.0
020141411,308.0,102.0,410.0
020141501,248.0,71.0,319.0
020141502,275.0,76.0,351.0
020141503,265.0,85.0,350.0
020141504,298.0,80.0,378.0
020141505,349.0,94.0,443.0
020141506,326.0,106.0,432.0
020141507,276.0,72.0,348.0
020141508,722.0,163.0,885.0
020141601,501.0,89.0,590.0
020141602,285.0,46.0,331.0
020141603,444.0,80.0,524.0
020141604,350.0,46.0,396.0
020141605,302.0,72.0,374.0
020141606,106.0,16.0,122.0
020141607,262.0,62.0,324.0
020141701,305.0,47.0,352.0
020141702,333.0,57.0,390.0
020141703,294.0,44.0,338.0
020141704,165.0,43.0,208.0
020141705,286.0,42.0,328.0
020141706,239.0,35.0,274.0
020141707,273.0,43.0,316.0
020141708,507.0,116.0,623.0
020141801,293.0,62.0,355.0
020141802,259.0,55.0,314.0
020141803,396.0,80.0,476.0
020141804,308.0,83.0,391.0
020141805,385.0,81.0,466.0
020141806,281.0,73.0,354.0
020141807,217.0,65.0,282.0
020141808,379.0,110.0,489.0
020141901,208.0,68.0,276.0
020141902,415.0,113.0,528.0
020141903,442.0,104.0,546.0
020141904,501.0,126.0,627.0
020141905,527.0,125.0,652.0
020142001,476.0,128.0,604.0
020142002,515.0,146.0,661.0
020142003,362.0,108.0,470.0
020142004,307.0,67.0,374.0
020142005,292.0,83.0,375.0
020142006,214.0,61.0,275.0
020142007,136.0,32.0,168.0
020142101,305.0,93.0,398.0
020142102,234.0,69.0,303.0
020142103,117.0,28.0,145.0
020142104,192.0,62.0,254.0
020142105,114.0,44.0,158.0
020142106,193.0,52.0,245.0
020142107,235.0,74.0,309.0
020142108,238.0,85.0,323.0
020142109,173.0,87.0,260.0
020142110,179.0,71.0,250.0
020142111,200.0,81.0,281.0
020142201,262.0,106.0,368.0
020142202,317.0,87.0,404.0
020142203,174.0,59.0,233.0
020142204,185.0,55.0,240.0
020142205,288.0,133.0,421.0
020142206,345.0,70.0,415.0
020142207,219.0,101.0,320.0
020142208,250.0,89.0,339.0
020142209,385.0,114.0,499.0
020142210,259.0,75.0,334.0
020142301,220.0,61.0,281.0
020142302,171.0,47.0,218.0
020142303,179.0,64.0,243.0
020142304,305.0,63.0,368.0
020142305,430.0,86.0,516.0
020142306,166.0,46.0,212.0
020142307,252.0,88.0,340.0
020142308,350.0,129.0,479.0
020142309,389.0,103.0,492.0
020142310,301.0,77.0,378.0
020142311,353.0,109.0,462.0
020142401,255.0,46.0,301.0
020142402,190.0,42.0,232.0
020142403,211.0,58.0,269.0
020142404,154.0,56.0,210.0
020142405,346.0,90.0,436.0
020142406,262.0,81.0,343.0
020142407,261.0,70.0,331.0
020142408,195.0,72.0,267.0
020142409,274.0,74.0,348.0
020142501,310.0,73.0,383.0
020142502,171.0,45.0,216.0
020142503,290.0,63.0,353.0
020142504,236.0,49.0,285.0
020142505,186.0,53.0,239.0
020142506,227.0,50.0,277.0
020142507,250.0,119.0,369.0
020142508,279.0,76.0,355.0
020142509,319.0,86.0,405.0
020142601,422.0,103.0,525.0
020142602,286.0,71.0,357.0
020142603,157.0,27.0,184.0
020142604,670.0,180.0,850.0
020142605,379.0,79.0,458.0
020142606,309.0,78.0,387.0
020142607,420.0,112.0,532.0
020142701,495.0,121.0,616.0
020142702,456.0,114.0,570.0
020142703,236.0,48.0,284.0
020142704,323.0,73.0,396.0
020142705,376.0,111.0,487.0
020142706,170.0,42.0,212.0
020142707,180.0,37.0,217.0
020142801,219.0,80.0,299.0
020142802,222.0,44.0,266.0
020142803,246.0,42.0,288.0
020142804,256.0,58.0,314.0
020142805,191.0,37.0,228.0
020142806,323.0,90.0,413.0
020142807,289.0,85.0,374.0
020142808,232.0,70.0,302.0
020142809,207.0,56.0,263.0
020142810,323.0,58.0,381.0
020142811,325.0,67.0,392.0
020142812,228.0,42.0,270.0
020142901,227.0,50.0,277.0
020142902,223.0,56.0,279.0
020142903,211.0,58.0,269.0
020142904,285.0,73.0,358.0
020142905,220.0,60.0,280.0
020142906,364.0,84.0,448.0
020142907,322.0,57.0,379.0
020142908,219.0,48.0,267.0
020142909,274.0,62.0,336.0
020142910,288.0,78.0,366.0
020142911,232.0,49.0,281.0
020143001,268.0,58.0,326.0
020143002,370.0,59.0,429.0
020143003,352.0,55.0,407.0
020143004,259.0,46.0,305.0
020143005,314.0,64.0,378.0
020143006,194.0,39.0,233.0
020143007,164.0,40.0,204.0
020143008,571.0,104.0,675.0
020143009,467.0,112.0,579.0
020143101,189.0,28.0,217.0
020143102,282.0,45.0,327.0
020143103,242.0,37.0,279.0
020143104,223.0,27.0,250.0
020143105,214.0,37.0,251.0
020143106,349.0,55.0,404.0
020143107,279.0,36.0,315.0
020143108,234.0,35.0,269.0
020143109,202.0,23.0,225.0
020143110,167.0,28.0,195.0
020143111,167.0,47.0,214.0
020143112,205.0,55.0,260.0
020150101,302.0,114.0,416.0
020150102,266.0,78.0,344.0
020150103,177.0,90.0,267.0
020150104,178.0,59.0,237.0
020150105,203.0,65.0,268.0
020150106,190.0,67.0,257.0
020150107,195.0,95.0,290.0
020150108,202.0,73.0,275.0
020150109,237.0,105.0,342.0
020150110,255.0,85.0,340.0
020150111,161.0,59.0,220.0
020150112,189.0,94.0,283.0
020150201,206.0,74.0,280.0
020150202,225.0,75.0,300.0
020150203,217.0,75.0,292.0
020150204,168.0,40.0,208.0
020150205,158.0,50.0,208.0
020150206,200.0,68.0,268.0
020150207,188.0,91.0,279.0
020150208,163.0,73.0,236.0
020150209,150.0,62.0,212.0
020150210,168.0,65.0,233.0
020150301,211.0,78.0,289.0
020150302,303.0,96.0,399.0
020150303,287.0,95.0,382.0
020150304,204.0,62.0,266.0
020150305,168.0,74.0,242.0
020150306,230.0,42.0,272.0
020150307,225.0,26.0,251.0
020150308,271.0,57.0,328.0
020150309,268.0,81.0,349.0
020150310,266.0,74.0,340.0
020150311,220.0,117.0,337.0
020150312,284.0,125.0,409.0
020150313,218.0,73.0,291.0
020150401,239.0,98.0,337.0
020150402,194.0,62.0,256.0
020150403,324.0,77.0,401.0
020150404,149.0,57.0,206.0
020150405,150.0,80.0,230.0
020150406,199.0,70.0,269.0
020150407,211.0,94.0,305.0
020150408,227.0,69.0,296.0
020150409,172.0,92.0,264.0
020150410,184.0,72.0,256.0
020150411,211.0,85.0,296.0
020150412,245.0,107.0,352.0
020150413,215.0,113.0,328.0
020150414,200.0,118.0,318.0
020150501,217.0,86.0,303.0
020150502,268.0,90.0,358.0
020150503,206.0,72.0,278.0
020150504,149.0,86.0,235.0
020150505,241.0,59.0,300.0
020150506,206.0,76.0,282.0
020150507,186.0,95.0,281.0
020150508,231.0,101.0,332.0
020150509,177.0,81.0,258.0
020150510,137.0,87.0,224.0
020150511,182.0,92.0,274.0
020150512,194.0,78.0,272.0
020150513,209.0,80.0,289.0
020150514,189.0,72.0,261.0
020150601,218.0,73.0,291.0
020150602,191.0,93.0,284.0
020150603,195.0,91.0,286.0
020150604,183.0,67.0,250.0
020150605,138.0,54.0,192.0
020150606,157.0,26.0,183.0
020150607,192.0,63.0,255.0
020150701,217.0,83.0,300.0
020150702,139.0,104.0,243.0
020150703,140.0,90.0,230.0
020150704,128.0,87.0,215.0
020150705,189.0,103.0,292.0
020150706,114.0,173.0,287.0
020150707,228.0,113.0,341.0
020150708,227.0,101.0,328.0
020150709,183.0,99.0,282.0
020150710,242.0,132.0,374.0
020150711,204.0,125.0,329.0
020150712,237.0,110.0,347.0
020150801,201.0,133.0,334.0
020150802,169.0,65.0,234.0
020150803,254.0,119.0,373.0
020150804,205.0,125.0,330.0
020150805,189.0,96.0,285.0
020150806,188.0,72.0,260.0
020150807,266.0,91.0,357.0
020150808,215.0,108.0,323.0
020150809,276.0,157.0,433.0
020150810,267.0,115.0,382.0
020150901,159.0,68.0,227.0
020150902,142.0,67.0,209.0
020150903,171.0,59.0,230.0
020150904,145.0,106.0,251.0
020150905,174.0,74.0,248.0
020150906,107.0,105.0,212.0
020150907,152.0,108.0,260.0
020150908,313.0,394.0,707.0
020151001,263.0,84.0,347.0
020151002,251.0,90.0,341.0
020151003,320.0,89.0,409.0
020151004,235.0,100.0,335.0
020151005,208.0,69.0,277.0
020151006,153.0,63.0,216.0
020151007,289.0,113.0,402.0
020151008,200.0,123.0,323.0
020151009,208.0,88.0,296.0
020151010,180.0,75.0,255.0
020151011,182.0,71.0,253.0
020151012,244.0,93.0,337.0
020151013,245.0,119.0,364.0
020151101,196.0,110.0,306.0
020151102,310.0,47.0,357.0
020151103,228.0,77.0,305.0
020151104,227.0,80.0,307.0
020151105,185.0,60.0,245.0
020151106,190.0,76.0,266.0
020151107,171.0,87.0,258.0
020151108,210.0,65.0,275.0
020151109,298.0,84.0,382.0
020151110,183.0,82.0,265.0
020151111,410.0,121.0,531.0
020151112,303.0,73.0,376.0
020151113,245.0,114.0,359.0
020151201,187.0,89.0,276.0
020151202,181.0,102.0,283.0
020151203,227.0,82.0,309.0
020151204,236.0,88.0,324.0
020151205,238.0,95.0,333.0
020151206,215.0,90.0,305.0
020151207,149.0,86.0,235.0
020151208,273.0,100.0,373.0
020151209,171.0,74.0,245.0
020151301,233.0,70.0,303.0
020151302,202.0,55.0,257.0
020151303,207.0,89.0,296.0
020151304,213.0,49.0,262.0
020151305,168.0,44.0,212.0
020151306,174.0,63.0,237.0
020151307,224.0,68.0,292.0
020151308,135.0,59.0,194.0
020151309,332.0,126.0,458.0
020151310,224.0,73.0,297.0
020151401,258.0,105.0,363.0
020151402,309.0,77.0,386.0
020151403,208.0,94.0,302.0
020151404,216.0,92.0,308.0
020151405,310.0,111.0,421.0
020151406,211.0,75.0,286.0
020151407,351.0,41.0,392.0
020151408,232.0,89.0,321.0
020151409,222.0,125.0,347.0
020151410,189.0,83.0,272.0
020151411,265.0,111.0,376.0
020151501,210.0,82.0,292.0
020151502,177.0,58.0,235.0
020151503,307.0,94.0,401.0
020151504,229.0,120.0,349.0
020151505,197.0,98.0,295.0
020151506,202.0,109.0,311.0
020151507,218.0,142.0,360.0
020151508,187.0,73.0,260.0
020151509,333.0,97.0,430.0
020151510,277.0,130.0,407.0
020151601,239.0,116.0,355.0
020151602,233.0,94.0,327.0
020151603,306.0,82.0,388.0
020151604,219.0,74.0,293.0
020151605,201.0,74.0,275.0
020151606,222.0,86.0,308.0
020151607,237.0,78.0,315.0
020151608,243.0,111.0,354.0
020151609,222.0,84.0,306.0
020151610,248.0,88.0,336.0
020151611,234.0,73.0,307.0
020151701,242.0,81.0,323.0
