,Código,Hasta   0.50 personas por cuarto,0.51  -  0.99  personas por cuarto,1.00  -  1.49  personas por cuarto,1.50  -  1.99  personas por cuarto,2.00  -  3.00  personas por cuarto,Más de  3.00 personas por cuarto,Total
0,020010101,23.0,1.0,19.0,4.0,9.0,9.0,65.0
1,020010201,20.0,9.0,62.0,11.0,45.0,14.0,161.0
2,020010202,15.0,3.0,36.0,12.0,45.0,17.0,128.0
3,020010203,11.0,8.0,27.0,11.0,37.0,10.0,104.0
4,020010204,19.0,11.0,48.0,23.0,48.0,14.0,163.0
5,020010205,12.0,5.0,29.0,12.0,27.0,10.0,95.0
6,020010206,18.0,4.0,60.0,16.0,84.0,33.0,215.0
7,020010207,12.0,6.0,47.0,10.0,63.0,13.0,151.0
8,020010208,16.0,4.0,38.0,8.0,48.0,31.0,145.0
9,020010209,13.0,5.0,40.0,12.0,62.0,24.0,156.0
10,020010210,5.0,4.0,27.0,8.0,36.0,8.0,88.0
11,020010211,16.0,13.0,62.0,22.0,67.0,20.0,200.0
12,020010212,24.0,13.0,111.0,41.0,141.0,36.0,366.0
13,020010213,21.0,10.0,56.0,14.0,47.0,14.0,162.0
14,020010214,20.0,16.0,91.0,13.0,103.0,18.0,261.0
15,020010215,30.0,8.0,94.0,17.0,100.0,29.0,278.0
16,020010216,21.0,8.0,139.0,31.0,206.0,39.0,444.0
17,020010217,14.0,5.0,74.0,26.0,84.0,24.0,227.0
18,020010218,11.0,4.0,51.0,8.0,60.0,14.0,148.0
19,020010219,14.0,7.0,63.0,9.0,93.0,14.0,200.0
20,020010301,13.0,3.0,51.0,14.0,76.0,34.0,191.0
21,020010302,10.0,5.0,43.0,13.0,63.0,27.0,161.0
22,020010303,14.0,5.0,61.0,21.0,78.0,21.0,200.0
23,020010304,15.0,5.0,31.0,12.0,45.0,24.0,132.0
24,020010305,23.0,2.0,91.0,36.0,193.0,67.0,412.0
25,020010306,35.0,6.0,91.0,23.0,123.0,63.0,341.0
26,020010307,11.0,8.0,42.0,5.0,67.0,15.0,148.0
27,020010308,11.0,13.0,66.0,28.0,100.0,39.0,257.0
28,020010309,23.0,10.0,101.0,32.0,171.0,43.0,380.0
29,020010310,13.0,11.0,67.0,20.0,111.0,39.0,261.0
30,020010311,20.0,4.0,75.0,16.0,116.0,36.0,267.0
31,020010312,10.0,4.0,47.0,10.0,72.0,38.0,181.0
32,020010313,3.0,4.0,18.0,7.0,62.0,24.0,118.0
33,020010314,7.0,2.0,32.0,10.0,69.0,27.0,147.0
34,020010315,14.0,6.0,99.0,13.0,139.0,39.0,310.0
35,020010316,9.0,8.0,69.0,19.0,118.0,31.0,254.0
36,020010317,6.0,6.0,45.0,16.0,83.0,26.0,182.0
37,020010318,12.0,13.0,44.0,19.0,98.0,45.0,231.0
38,020010319,33.0,13.0,94.0,31.0,127.0,45.0,343.0
39,020010320,5.0,0.0,20.0,10.0,52.0,28.0,115.0
40,020010321,5.0,2.0,27.0,1.0,57.0,17.0,109.0
41,020010322,9.0,3.0,52.0,23.0,85.0,33.0,205.0
42,020010323,16.0,8.0,84.0,27.0,101.0,31.0,267.0
43,020010401,222.0,110.0,209.0,27.0,90.0,5.0,663.0
44,020010402,282.0,131.0,161.0,25.0,17.0,0.0,616.0
45,020010403,200.0,71.0,143.0,27.0,28.0,0.0,469.0
46,020010404,284.0,143.0,137.0,25.0,13.0,2.0,604.0
47,020010405,159.0,92.0,107.0,11.0,14.0,1.0,384.0
48,020010406,222.0,107.0,127.0,12.0,14.0,4.0,486.0
49,020010407,248.0,106.0,141.0,30.0,23.0,1.0,549.0
50,020010408,210.0,94.0,107.0,19.0,18.0,3.0,451.0
51,020010501,130.0,70.0,38.0,7.0,11.0,1.0,257.0
52,020010502,89.0,44.0,80.0,5.0,20.0,2.0,240.0
53,020010503,220.0,71.0,86.0,16.0,9.0,3.0,405.0
54,020010504,223.0,122.0,113.0,15.0,13.0,4.0,490.0
55,020010505,113.0,49.0,68.0,5.0,7.0,0.0,242.0
56,020010506,165.0,65.0,100.0,15.0,19.0,1.0,365.0
57,020010507,105.0,48.0,88.0,10.0,18.0,1.0,270.0
58,020010601,178.0,77.0,53.0,7.0,10.0,1.0,326.0
59,020010602,108.0,54.0,35.0,4.0,9.0,0.0,210.0
60,020010603,261.0,103.0,56.0,3.0,3.0,0.0,426.0
61,020010604,200.0,64.0,105.0,5.0,21.0,2.0,397.0
62,020010605,82.0,35.0,40.0,5.0,6.0,1.0,169.0
63,020010606,136.0,59.0,46.0,5.0,5.0,1.0,252.0
64,020010607,142.0,46.0,30.0,2.0,6.0,1.0,227.0
65,020010608,139.0,57.0,75.0,2.0,21.0,2.0,296.0
66,020010609,226.0,87.0,89.0,6.0,11.0,0.0,419.0
67,020010610,99.0,27.0,50.0,7.0,9.0,1.0,193.0
68,020010701,120.0,53.0,68.0,4.0,19.0,0.0,264.0
69,020010702,61.0,13.0,27.0,1.0,15.0,0.0,117.0
70,020010703,48.0,19.0,43.0,3.0,12.0,1.0,126.0
71,020010704,136.0,24.0,89.0,13.0,14.0,2.0,278.0
72,020010705,68.0,11.0,48.0,11.0,7.0,2.0,147.0
73,020010706,23.0,6.0,37.0,5.0,9.0,0.0,80.0
74,020010707,99.0,27.0,90.0,8.0,23.0,2.0,249.0
75,020010708,83.0,20.0,103.0,10.0,24.0,0.0,240.0
76,020010709,65.0,18.0,65.0,5.0,28.0,2.0,183.0
77,020010710,89.0,11.0,96.0,9.0,26.0,1.0,232.0
78,020010711,78.0,14.0,41.0,1.0,5.0,1.0,140.0
79,020010712,79.0,18.0,53.0,8.0,16.0,1.0,175.0
80,020010713,24.0,8.0,23.0,2.0,6.0,1.0,64.0
81,020010801,76.0,26.0,67.0,5.0,14.0,0.0,188.0
82,020010802,243.0,87.0,178.0,9.0,47.0,3.0,567.0
83,020010803,194.0,62.0,133.0,13.0,44.0,2.0,448.0
84,020010804,124.0,27.0,105.0,11.0,25.0,3.0,295.0
85,020010805,70.0,14.0,92.0,7.0,29.0,2.0,214.0
86,020010806,243.0,80.0,197.0,7.0,40.0,5.0,572.0
87,020010807,273.0,121.0,137.0,13.0,16.0,1.0,561.0
88,020010808,87.0,31.0,51.0,5.0,15.0,0.0,189.0
89,020010809,102.0,48.0,83.0,13.0,11.0,0.0,257.0
90,020010810,64.0,22.0,66.0,14.0,20.0,0.0,186.0
91,020010901,78.0,26.0,39.0,5.0,10.0,3.0,161.0
92,020010902,77.0,30.0,48.0,12.0,23.0,3.0,193.0
93,020010903,87.0,16.0,67.0,7.0,17.0,1.0,195.0
94,020010904,40.0,12.0,49.0,10.0,22.0,1.0,134.0
95,020010905,65.0,21.0,51.0,10.0,35.0,10.0,192.0
96,020010906,39.0,10.0,81.0,12.0,32.0,1.0,175.0
97,020010907,76.0,11.0,141.0,11.0,46.0,3.0,288.0
98,020010908,75.0,6.0,40.0,14.0,12.0,2.0,149.0
99,020010909,97.0,19.0,86.0,8.0,24.0,3.0,237.0
100,020010910,51.0,10.0,34.0,4.0,9.0,0.0,108.0
101,020010911,50.0,11.0,42.0,9.0,4.0,0.0,116.0
102,020010912,32.0,7.0,25.0,4.0,6.0,2.0,76.0
103,020010913,65.0,53.0,68.0,13.0,2.0,0.0,201.0
104,020010914,44.0,8.0,76.0,5.0,13.0,2.0,148.0
105,020010915,51.0,7.0,42.0,4.0,11.0,3.0,118.0
106,020010916,57.0,18.0,153.0,12.0,84.0,13.0,337.0
107,020010917,47.0,3.0,105.0,7.0,38.0,7.0,207.0
108,020010918,76.0,8.0,57.0,8.0,19.0,1.0,169.0
109,020010919,18.0,6.0,27.0,4.0,6.0,0.0,61.0
110,020011001,56.0,25.0,29.0,3.0,5.0,2.0,120.0
111,020011002,117.0,35.0,97.0,10.0,19.0,0.0,278.0
112,020011003,188.0,55.0,187.0,11.0,61.0,13.0,515.0
113,020011004,101.0,33.0,66.0,8.0,15.0,0.0,223.0
114,020011005,97.0,39.0,75.0,8.0,15.0,2.0,236.0
115,020011006,83.0,49.0,91.0,11.0,29.0,2.0,265.0
116,020011007,52.0,12.0,68.0,11.0,16.0,0.0,159.0
117,020011008,48.0,8.0,61.0,7.0,29.0,0.0,153.0
118,020011009,39.0,27.0,58.0,5.0,31.0,1.0,161.0
119,020011010,87.0,29.0,97.0,20.0,53.0,10.0,296.0
120,020011011,115.0,40.0,148.0,14.0,33.0,1.0,351.0
121,020011012,115.0,53.0,88.0,6.0,27.0,2.0,291.0
122,020011013,121.0,26.0,142.0,16.0,27.0,7.0,339.0
123,020011014,31.0,7.0,49.0,9.0,13.0,2.0,111.0
124,020011101,41.0,18.0,118.0,7.0,32.0,3.0,219.0
125,020011102,91.0,12.0,125.0,11.0,40.0,5.0,284.0
126,020011103,35.0,5.0,105.0,4.0,42.0,7.0,198.0
127,020011104,142.0,36.0,111.0,8.0,35.0,4.0,336.0
128,020011105,62.0,24.0,105.0,7.0,45.0,8.0,251.0
129,020011106,64.0,18.0,86.0,11.0,27.0,3.0,209.0
130,020011107,81.0,39.0,124.0,12.0,37.0,3.0,296.0
131,020011108,136.0,46.0,111.0,24.0,35.0,1.0,353.0
132,020011109,69.0,36.0,75.0,13.0,25.0,1.0,219.0
133,020011110,95.0,35.0,100.0,14.0,27.0,1.0,272.0
134,020011111,49.0,13.0,40.0,7.0,15.0,2.0,126.0
135,020011112,140.0,65.0,150.0,16.0,32.0,4.0,407.0
136,020011113,93.0,40.0,106.0,13.0,36.0,3.0,291.0
137,020011114,96.0,26.0,116.0,21.0,30.0,0.0,289.0
138,020011201,40.0,6.0,34.0,6.0,27.0,3.0,116.0
139,020011202,22.0,25.0,57.0,3.0,18.0,4.0,129.0
140,020011203,78.0,18.0,137.0,18.0,59.0,4.0,314.0
141,020011204,35.0,8.0,134.0,10.0,22.0,0.0,209.0
142,020011205,118.0,29.0,75.0,7.0,34.0,12.0,275.0
143,020011206,64.0,32.0,66.0,7.0,27.0,6.0,202.0
144,020011207,64.0,29.0,144.0,17.0,78.0,15.0,347.0
145,020011208,56.0,2.0,47.0,3.0,20.0,1.0,129.0
146,020011209,121.0,30.0,116.0,21.0,35.0,19.0,342.0
147,020011210,28.0,3.0,45.0,4.0,21.0,0.0,101.0
148,020011211,65.0,9.0,41.0,7.0,14.0,0.0,136.0
149,020011212,30.0,5.0,32.0,7.0,15.0,1.0,90.0
150,020011301,64.0,53.0,43.0,2.0,1.0,0.0,163.0
151,020011302,24.0,20.0,15.0,1.0,0.0,0.0,60.0
152,020011303,6.0,4.0,8.0,1.0,1.0,0.0,20.0
153,020011304,48.0,45.0,34.0,5.0,4.0,0.0,136.0
154,020011305,52.0,31.0,64.0,5.0,2.0,0.0,154.0
155,020011306,49.0,22.0,28.0,1.0,0.0,0.0,100.0
156,020011307,92.0,67.0,74.0,5.0,3.0,0.0,241.0
157,020011308,69.0,41.0,44.0,2.0,0.0,0.0,156.0
158,020011309,65.0,53.0,38.0,1.0,0.0,0.0,157.0
159,020011310,95.0,70.0,51.0,10.0,7.0,2.0,235.0
160,020011311,61.0,33.0,39.0,3.0,5.0,1.0,142.0
161,020011312,59.0,32.0,41.0,6.0,0.0,0.0,138.0
162,020011313,42.0,20.0,36.0,2.0,4.0,0.0,104.0
163,020011314,66.0,45.0,210.0,51.0,219.0,68.0,659.0
164,020011315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,020011401,66.0,15.0,102.0,11.0,43.0,10.0,247.0
166,020011402,49.0,21.0,65.0,28.0,50.0,13.0,226.0
167,020011403,65.0,14.0,62.0,11.0,32.0,12.0,196.0
168,020011404,20.0,5.0,13.0,0.0,1.0,0.0,39.0
169,020011405,51.0,16.0,97.0,10.0,38.0,14.0,226.0
170,020011406,94.0,43.0,66.0,14.0,50.0,26.0,293.0
171,020011407,103.0,31.0,63.0,10.0,8.0,0.0,215.0
172,020011408,32.0,19.0,77.0,5.0,53.0,10.0,196.0
173,020011409,87.0,33.0,83.0,8.0,32.0,3.0,246.0
174,020011410,96.0,49.0,56.0,5.0,14.0,0.0,220.0
175,020011411,89.0,25.0,88.0,10.0,40.0,1.0,253.0
176,020011412,80.0,33.0,61.0,6.0,23.0,14.0,217.0
