,Código,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95 y más,Total
149,020011212,15.0,8.0,17.0,17.0,43.0,72.0,66.0,34.0,38.0,35.0,39.0,44.0,22.0,15.0,19.0,8.0,5.0,1.0,1.0,0.0,499.0
150,020011301,29.0,7.0,11.0,26.0,105.0,69.0,72.0,51.0,36.0,22.0,52.0,32.0,41.0,14.0,8.0,7.0,3.0,0.0,1.0,0.0,586.0
151,020011302,8.0,4.0,2.0,2.0,10.0,19.0,17.0,18.0,9.0,12.0,5.0,9.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0
152,020011303,1.0,0.0,1.0,1.0,3.0,8.0,3.0,4.0,3.0,7.0,4.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,45.0
153,020011304,44.0,40.0,51.0,28.0,44.0,118.0,82.0,85.0,32.0,34.0,35.0,25.0,43.0,33.0,10.0,12.0,6.0,3.0,0.0,0.0,725.0
154,020011305,17.0,8.0,2.0,8.0,12.0,40.0,50.0,39.0,15.0,22.0,16.0,24.0,18.0,7.0,8.0,6.0,3.0,0.0,0.0,0.0,295.0
155,020011306,14.0,4.0,3.0,8.0,12.0,14.0,23.0,20.0,12.0,14.0,13.0,16.0,17.0,13.0,7.0,0.0,1.0,0.0,0.0,1.0,192.0
156,020011307,30.0,15.0,13.0,9.0,23.0,40.0,59.0,51.0,42.0,41.0,45.0,36.0,52.0,23.0,13.0,6.0,2.0,5.0,0.0,0.0,505.0
157,020011308,14.0,10.0,16.0,7.0,25.0,30.0,29.0,21.0,34.0,24.0,24.0,24.0,23.0,8.0,7.0,3.0,7.0,2.0,0.0,0.0,308.0
158,020011309,32.0,17.0,6.0,11.0,32.0,43.0,32.0,43.0,32.0,23.0,34.0,27.0,37.0,24.0,16.0,9.0,4.0,2.0,2.0,0.0,426.0
159,020011310,49.0,31.0,28.0,24.0,38.0,27.0,61.0,50.0,37.0,39.0,47.0,53.0,64.0,28.0,21.0,7.0,7.0,2.0,1.0,0.0,614.0
160,020011311,26.0,18.0,7.0,7.0,19.0,20.0,25.0,39.0,25.0,19.0,21.0,18.0,19.0,17.0,5.0,5.0,2.0,0.0,0.0,0.0,292.0
161,020011312,22.0,8.0,3.0,9.0,19.0,19.0,35.0,30.0,20.0,15.0,22.0,24.0,19.0,22.0,16.0,2.0,2.0,2.0,2.0,1.0,292.0
162,020011313,19.0,9.0,4.0,2.0,15.0,33.0,52.0,42.0,39.0,19.0,32.0,31.0,32.0,21.0,5.0,3.0,0.0,0.0,0.0,0.0,358.0
163,020011314,239.0,180.0,166.0,163.0,240.0,222.0,133.0,183.0,153.0,101.0,73.0,50.0,21.0,10.0,10.0,8.0,4.0,4.0,0.0,0.0,1960.0
164,020011315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,020011401,23.0,20.0,24.0,30.0,54.0,71.0,63.0,37.0,49.0,43.0,45.0,39.0,30.0,35.0,22.0,16.0,9.0,6.0,3.0,3.0,622.0
166,020011402,67.0,51.0,64.0,88.0,83.0,97.0,106.0,130.0,102.0,103.0,60.0,42.0,47.0,23.0,15.0,8.0,5.0,2.0,2.0,1.0,1096.0
167,020011403,31.0,19.0,10.0,24.0,34.0,65.0,38.0,31.0,25.0,18.0,18.0,16.0,12.0,6.0,15.0,7.0,7.0,4.0,2.0,1.0,383.0
168,020011404,0.0,3.0,1.0,4.0,5.0,7.0,1.0,11.0,5.0,4.0,1.0,6.0,7.0,4.0,4.0,2.0,2.0,2.0,1.0,0.0,70.0
169,020011405,24.0,18.0,18.0,32.0,56.0,57.0,52.0,31.0,33.0,22.0,39.0,27.0,30.0,10.0,8.0,12.0,9.0,5.0,0.0,1.0,484.0
170,020011406,44.0,48.0,32.0,52.0,53.0,81.0,67.0,45.0,49.0,32.0,47.0,36.0,22.0,23.0,15.0,18.0,16.0,9.0,7.0,2.0,698.0
171,020011407,27.0,24.0,19.0,18.0,30.0,51.0,52.0,45.0,26.0,30.0,29.0,25.0,19.0,20.0,17.0,15.0,17.0,9.0,3.0,0.0,476.0
172,020011408,32.0,23.0,9.0,24.0,57.0,38.0,32.0,31.0,19.0,24.0,20.0,17.0,19.0,17.0,23.0,12.0,6.0,5.0,3.0,0.0,411.0
173,020011409,22.0,21.0,19.0,29.0,54.0,64.0,50.0,35.0,29.0,24.0,30.0,31.0,30.0,26.0,16.0,12.0,18.0,7.0,4.0,0.0,521.0
174,020011410,24.0,14.0,13.0,23.0,33.0,37.0,39.0,54.0,43.0,26.0,20.0,25.0,22.0,19.0,15.0,14.0,3.0,3.0,4.0,0.0,431.0
175,020011411,21.0,21.0,23.0,22.0,50.0,58.0,74.0,50.0,35.0,31.0,25.0,20.0,18.0,15.0,20.0,13.0,18.0,5.0,2.0,1.0,522.0
176,020011412,24.0,21.0,33.0,26.0,33.0,45.0,47.0,46.0,40.0,35.0,22.0,22.0,31.0,31.0,26.0,13.0,5.0,8.0,3.0,0.0,511.0
177,020011501,16.0,13.0,22.0,35.0,66.0,88.0,72.0,61.0,44.0,59.0,51.0,47.0,39.0,34.0,20.0,13.0,8.0,6.0,2.0,1.0,697.0
178,020011502,14.0,21.0,23.0,31.0,52.0,77.0,83.0,62.0,60.0,52.0,44.0,34.0,33.0,23.0,19.0,12.0,11.0,8.0,3.0,0.0,662.0
179,020011503,14.0,14.0,16.0,29.0,40.0,48.0,45.0,22.0,28.0,31.0,25.0,32.0,20.0,12.0,10.0,19.0,8.0,4.0,0.0,1.0,418.0
180,020011504,28.0,16.0,36.0,44.0,60.0,60.0,51.0,42.0,45.0,52.0,72.0,47.0,50.0,32.0,41.0,33.0,32.0,13.0,5.0,0.0,759.0
181,020011505,17.0,24.0,25.0,28.0,55.0,46.0,43.0,39.0,33.0,25.0,34.0,25.0,13.0,21.0,13.0,10.0,7.0,3.0,0.0,3.0,464.0
182,020011506,44.0,20.0,21.0,40.0,98.0,112.0,68.0,49.0,61.0,49.0,57.0,51.0,38.0,29.0,25.0,16.0,14.0,5.0,6.0,1.0,804.0
183,020011507,23.0,22.0,26.0,28.0,72.0,64.0,59.0,60.0,34.0,31.0,26.0,30.0,28.0,24.0,16.0,17.0,9.0,6.0,2.0,0.0,577.0
184,020011508,68.0,66.0,55.0,55.0,88.0,82.0,69.0,54.0,70.0,37.0,31.0,26.0,13.0,20.0,28.0,28.0,10.0,13.0,2.0,3.0,818.0
185,020011509,55.0,64.0,45.0,63.0,72.0,84.0,71.0,62.0,55.0,58.0,62.0,54.0,32.0,25.0,28.0,14.0,10.0,11.0,6.0,1.0,872.0
186,020011510,18.0,23.0,23.0,35.0,55.0,58.0,58.0,53.0,29.0,45.0,45.0,34.0,38.0,39.0,20.0,29.0,15.0,6.0,2.0,0.0,625.0
187,020011511,25.0,27.0,19.0,28.0,55.0,84.0,42.0,51.0,47.0,33.0,28.0,19.0,25.0,32.0,6.0,12.0,11.0,5.0,4.0,1.0,554.0
188,020011601,9.0,11.0,14.0,14.0,57.0,68.0,57.0,30.0,45.0,35.0,47.0,34.0,35.0,31.0,26.0,6.0,10.0,6.0,1.0,2.0,538.0
189,020011602,14.0,22.0,10.0,15.0,40.0,46.0,37.0,15.0,17.0,16.0,15.0,20.0,16.0,11.0,7.0,9.0,9.0,7.0,0.0,0.0,326.0
190,020011603,21.0,22.0,21.0,35.0,129.0,135.0,97.0,61.0,48.0,58.0,54.0,72.0,61.0,43.0,27.0,26.0,22.0,10.0,3.0,0.0,945.0
191,020011604,17.0,15.0,16.0,14.0,74.0,78.0,76.0,45.0,38.0,26.0,31.0,28.0,26.0,28.0,22.0,15.0,15.0,7.0,2.0,0.0,573.0
192,020011605,39.0,27.0,26.0,26.0,48.0,69.0,49.0,40.0,34.0,20.0,16.0,23.0,13.0,14.0,8.0,13.0,4.0,5.0,2.0,1.0,477.0
193,020011606,37.0,38.0,29.0,42.0,57.0,62.0,47.0,30.0,25.0,25.0,35.0,21.0,25.0,31.0,21.0,12.0,8.0,9.0,4.0,1.0,559.0
194,020011607,38.0,30.0,42.0,64.0,111.0,106.0,101.0,81.0,64.0,74.0,73.0,77.0,61.0,46.0,27.0,31.0,20.0,16.0,10.0,2.0,1074.0
195,020011608,28.0,33.0,24.0,36.0,44.0,45.0,61.0,38.0,47.0,28.0,33.0,23.0,23.0,15.0,22.0,20.0,18.0,7.0,1.0,0.0,546.0
196,020011609,15.0,12.0,10.0,12.0,41.0,24.0,34.0,34.0,11.0,24.0,25.0,26.0,31.0,21.0,17.0,16.0,12.0,10.0,5.0,2.0,382.0
197,020011610,25.0,24.0,28.0,18.0,39.0,44.0,45.0,50.0,40.0,34.0,30.0,32.0,45.0,29.0,40.0,22.0,24.0,15.0,6.0,1.0,591.0
198,020011611,14.0,22.0,20.0,20.0,44.0,49.0,36.0,28.0,30.0,27.0,32.0,29.0,27.0,24.0,18.0,14.0,14.0,10.0,6.0,0.0,464.0
199,020011612,19.0,20.0,20.0,16.0,31.0,30.0,32.0,31.0,27.0,23.0,27.0,17.0,19.0,15.0,12.0,6.0,8.0,6.0,1.0,4.0,364.0
200,020011701,49.0,42.0,33.0,46.0,93.0,105.0,78.0,62.0,64.0,55.0,53.0,52.0,38.0,34.0,29.0,25.0,14.0,15.0,1.0,0.0,888.0
201,020011702,39.0,28.0,24.0,28.0,76.0,84.0,92.0,49.0,37.0,42.0,31.0,24.0,31.0,20.0,15.0,22.0,8.0,4.0,2.0,1.0,657.0
202,020011703,36.0,33.0,35.0,48.0,90.0,81.0,70.0,60.0,41.0,50.0,38.0,17.0,28.0,25.0,20.0,24.0,12.0,8.0,4.0,0.0,720.0
203,020011704,28.0,23.0,19.0,25.0,49.0,54.0,59.0,44.0,36.0,27.0,37.0,32.0,35.0,33.0,26.0,21.0,18.0,12.0,7.0,1.0,586.0
204,020011705,31.0,29.0,35.0,32.0,41.0,51.0,40.0,36.0,46.0,33.0,35.0,32.0,30.0,36.0,22.0,21.0,17.0,5.0,4.0,1.0,577.0
205,020011706,38.0,19.0,40.0,41.0,65.0,74.0,79.0,70.0,51.0,39.0,38.0,53.0,43.0,40.0,22.0,20.0,17.0,6.0,4.0,0.0,759.0
206,020011707,34.0,15.0,19.0,29.0,66.0,73.0,60.0,56.0,29.0,28.0,40.0,38.0,34.0,21.0,20.0,23.0,13.0,10.0,7.0,0.0,615.0
207,020011708,20.0,24.0,14.0,41.0,61.0,65.0,57.0,55.0,27.0,31.0,31.0,30.0,38.0,32.0,21.0,16.0,17.0,12.0,4.0,1.0,597.0
208,020011709,19.0,21.0,12.0,18.0,28.0,57.0,60.0,34.0,23.0,25.0,25.0,25.0,27.0,15.0,15.0,14.0,13.0,6.0,2.0,0.0,439.0
209,020011710,19.0,25.0,24.0,32.0,46.0,56.0,55.0,46.0,36.0,33.0,44.0,42.0,35.0,17.0,16.0,15.0,20.0,12.0,1.0,0.0,574.0
210,020011711,19.0,19.0,13.0,16.0,62.0,50.0,46.0,25.0,27.0,28.0,30.0,29.0,26.0,19.0,14.0,22.0,13.0,10.0,6.0,0.0,474.0
211,020011801,39.0,33.0,28.0,41.0,73.0,97.0,68.0,63.0,45.0,48.0,59.0,41.0,60.0,44.0,30.0,21.0,26.0,19.0,7.0,0.0,842.0
212,020011802,32.0,34.0,24.0,33.0,58.0,76.0,79.0,61.0,41.0,42.0,40.0,50.0,31.0,34.0,33.0,28.0,23.0,11.0,4.0,1.0,735.0
213,020011803,29.0,20.0,14.0,29.0,66.0,73.0,82.0,68.0,50.0,25.0,34.0,35.0,34.0,30.0,15.0,20.0,12.0,5.0,1.0,0.0,642.0
214,020011804,31.0,24.0,27.0,37.0,86.0,72.0,81.0,61.0,50.0,40.0,37.0,35.0,27.0,31.0,15.0,38.0,21.0,12.0,3.0,2.0,730.0
215,020011805,36.0,25.0,26.0,32.0,60.0,63.0,59.0,59.0,51.0,38.0,42.0,36.0,35.0,34.0,34.0,30.0,24.0,11.0,2.0,1.0,698.0
216,020011806,71.0,69.0,69.0,69.0,102.0,110.0,112.0,88.0,79.0,66.0,78.0,47.0,44.0,47.0,40.0,37.0,32.0,12.0,6.0,2.0,1180.0
217,020011807,37.0,44.0,40.0,35.0,70.0,78.0,71.0,49.0,39.0,55.0,45.0,32.0,40.0,30.0,21.0,28.0,11.0,6.0,2.0,1.0,734.0
218,020011808,23.0,38.0,32.0,31.0,63.0,55.0,59.0,58.0,38.0,44.0,51.0,46.0,29.0,30.0,25.0,14.0,19.0,13.0,5.0,1.0,674.0
219,020011809,28.0,25.0,30.0,34.0,57.0,79.0,58.0,48.0,40.0,35.0,45.0,36.0,33.0,27.0,25.0,16.0,19.0,11.0,4.0,0.0,650.0
220,020011901,45.0,44.0,40.0,44.0,81.0,103.0,85.0,73.0,53.0,57.0,36.0,44.0,45.0,35.0,30.0,33.0,24.0,13.0,5.0,2.0,892.0
221,020011902,65.0,28.0,45.0,48.0,72.0,136.0,117.0,89.0,67.0,61.0,68.0,50.0,49.0,44.0,33.0,36.0,28.0,17.0,10.0,3.0,1066.0
222,020011903,12.0,18.0,27.0,19.0,35.0,40.0,26.0,28.0,18.0,16.0,22.0,26.0,20.0,26.0,15.0,7.0,7.0,5.0,5.0,2.0,374.0
223,020011904,32.0,39.0,41.0,41.0,55.0,69.0,69.0,62.0,63.0,39.0,44.0,37.0,36.0,32.0,23.0,23.0,7.0,5.0,3.0,0.0,720.0
224,020011905,22.0,19.0,29.0,68.0,70.0,65.0,48.0,53.0,36.0,32.0,36.0,22.0,36.0,29.0,23.0,29.0,16.0,9.0,0.0,1.0,643.0
225,020011906,16.0,18.0,25.0,26.0,43.0,47.0,32.0,52.0,30.0,22.0,25.0,21.0,15.0,15.0,15.0,18.0,4.0,5.0,2.0,0.0,431.0
226,020011907,34.0,30.0,25.0,33.0,50.0,77.0,79.0,66.0,56.0,71.0,45.0,38.0,37.0,28.0,28.0,21.0,17.0,10.0,1.0,0.0,746.0
227,020011908,24.0,28.0,26.0,36.0,49.0,52.0,41.0,49.0,30.0,30.0,26.0,14.0,8.0,11.0,7.0,8.0,10.0,1.0,0.0,0.0,450.0
228,020011909,17.0,11.0,28.0,27.0,32.0,40.0,53.0,43.0,29.0,38.0,30.0,31.0,29.0,35.0,14.0,17.0,18.0,8.0,5.0,2.0,507.0
229,020012001,34.0,32.0,36.0,32.0,54.0,62.0,50.0,49.0,49.0,45.0,31.0,29.0,27.0,18.0,13.0,22.0,24.0,13.0,6.0,1.0,627.0
230,020012002,41.0,37.0,36.0,33.0,59.0,67.0,56.0,58.0,58.0,26.0,46.0,31.0,43.0,33.0,24.0,23.0,31.0,21.0,12.0,3.0,738.0
231,020012003,30.0,34.0,27.0,37.0,34.0,41.0,44.0,57.0,44.0,34.0,38.0,40.0,25.0,23.0,13.0,17.0,15.0,11.0,1.0,2.0,567.0
232,020012004,35.0,41.0,34.0,34.0,62.0,66.0,86.0,53.0,33.0,47.0,44.0,44.0,41.0,33.0,33.0,32.0,28.0,12.0,7.0,4.0,769.0
233,020012005,22.0,24.0,26.0,35.0,34.0,55.0,60.0,51.0,59.0,53.0,51.0,42.0,46.0,33.0,32.0,32.0,21.0,18.0,5.0,1.0,700.0
234,020012006,34.0,32.0,38.0,38.0,48.0,66.0,70.0,56.0,47.0,44.0,50.0,44.0,43.0,46.0,42.0,43.0,24.0,13.0,6.0,1.0,785.0
235,020012007,19.0,22.0,21.0,24.0,26.0,39.0,39.0,37.0,38.0,28.0,41.0,28.0,22.0,35.0,21.0,16.0,16.0,8.0,1.0,0.0,481.0
236,020012008,23.0,29.0,29.0,38.0,37.0,62.0,50.0,39.0,42.0,46.0,41.0,22.0,14.0,24.0,14.0,11.0,9.0,19.0,9.0,5.0,563.0
237,020012009,21.0,31.0,30.0,30.0,50.0,51.0,53.0,41.0,40.0,35.0,31.0,42.0,33.0,30.0,11.0,13.0,20.0,7.0,3.0,0.0,572.0
238,020012010,65.0,64.0,74.0,77.0,74.0,72.0,64.0,55.0,53.0,52.0,44.0,29.0,36.0,29.0,17.0,15.0,15.0,18.0,6.0,1.0,860.0
239,020012101,35.0,25.0,31.0,47.0,61.0,47.0,51.0,33.0,30.0,41.0,42.0,31.0,24.0,24.0,21.0,34.0,15.0,22.0,9.0,4.0,627.0
240,020012102,56.0,43.0,42.0,27.0,55.0,56.0,67.0,68.0,41.0,35.0,27.0,34.0,21.0,22.0,13.0,12.0,14.0,5.0,2.0,0.0,640.0
241,020012103,21.0,20.0,35.0,15.0,35.0,34.0,39.0,28.0,34.0,27.0,23.0,21.0,22.0,22.0,6.0,11.0,2.0,1.0,3.0,1.0,400.0
242,020012104,66.0,61.0,63.0,64.0,120.0,135.0,111.0,107.0,67.0,58.0,68.0,53.0,66.0,31.0,27.0,25.0,28.0,9.0,1.0,0.0,1160.0
243,020012105,43.0,41.0,31.0,43.0,75.0,81.0,64.0,50.0,38.0,41.0,49.0,32.0,47.0,29.0,22.0,20.0,8.0,5.0,4.0,1.0,724.0
244,020012106,26.0,35.0,23.0,34.0,41.0,58.0,46.0,46.0,49.0,43.0,49.0,31.0,19.0,31.0,25.0,14.0,16.0,12.0,4.0,0.0,602.0
245,020012107,36.0,43.0,40.0,42.0,72.0,70.0,65.0,59.0,55.0,36.0,51.0,42.0,49.0,40.0,29.0,22.0,19.0,10.0,5.0,0.0,785.0
246,020012108,24.0,23.0,34.0,28.0,39.0,43.0,48.0,40.0,32.0,53.0,38.0,35.0,26.0,15.0,25.0,20.0,16.0,12.0,2.0,0.0,553.0
247,020012109,36.0,33.0,36.0,31.0,61.0,73.0,64.0,60.0,36.0,34.0,57.0,38.0,30.0,35.0,26.0,34.0,13.0,11.0,1.0,0.0,709.0
248,020012110,42.0,44.0,37.0,42.0,77.0,101.0,77.0,57.0,62.0,43.0,45.0,43.0,36.0,28.0,28.0,19.0,14.0,15.0,6.0,0.0,816.0
249,020012201,27.0,24.0,24.0,18.0,59.0,48.0,58.0,49.0,34.0,40.0,39.0,38.0,25.0,31.0,15.0,18.0,6.0,9.0,2.0,3.0,567.0
250,020012202,34.0,39.0,21.0,33.0,63.0,82.0,73.0,65.0,45.0,69.0,43.0,48.0,38.0,31.0,36.0,31.0,31.0,16.0,8.0,4.0,810.0
251,020012203,42.0,46.0,31.0,54.0,74.0,93.0,95.0,55.0,62.0,38.0,45.0,42.0,33.0,32.0,25.0,12.0,22.0,8.0,7.0,1.0,817.0
252,020012204,14.0,18.0,20.0,42.0,31.0,31.0,29.0,38.0,31.0,35.0,26.0,32.0,23.0,22.0,17.0,14.0,13.0,7.0,3.0,0.0,446.0
253,020012205,11.0,15.0,18.0,14.0,33.0,45.0,44.0,41.0,26.0,23.0,14.0,16.0,20.0,21.0,11.0,12.0,23.0,34.0,18.0,8.0,447.0
254,020012206,24.0,12.0,36.0,23.0,39.0,68.0,60.0,39.0,27.0,24.0,36.0,41.0,40.0,19.0,9.0,25.0,30.0,9.0,5.0,12.0,578.0
255,020012207,39.0,22.0,22.0,26.0,43.0,77.0,68.0,47.0,39.0,33.0,23.0,37.0,22.0,21.0,12.0,10.0,12.0,6.0,3.0,0.0,562.0
256,020012208,14.0,17.0,17.0,28.0,39.0,55.0,60.0,45.0,30.0,27.0,42.0,29.0,43.0,19.0,19.0,16.0,17.0,10.0,5.0,1.0,533.0
257,020012209,41.0,46.0,47.0,45.0,68.0,77.0,77.0,55.0,58.0,54.0,62.0,55.0,35.0,31.0,40.0,32.0,30.0,16.0,8.0,3.0,880.0
258,020012210,57.0,54.0,50.0,67.0,91.0,132.0,121.0,111.0,78.0,60.0,71.0,73.0,61.0,50.0,47.0,39.0,35.0,21.0,10.0,3.0,1231.0
259,020012301,30.0,24.0,20.0,32.0,51.0,61.0,62.0,54.0,37.0,34.0,43.0,27.0,28.0,21.0,19.0,25.0,23.0,11.0,5.0,0.0,607.0
260,020012302,8.0,20.0,19.0,24.0,52.0,61.0,58.0,37.0,31.0,31.0,36.0,29.0,33.0,19.0,21.0,18.0,14.0,10.0,3.0,1.0,525.0
261,020012303,29.0,27.0,22.0,27.0,64.0,100.0,104.0,70.0,33.0,42.0,41.0,67.0,40.0,44.0,30.0,23.0,10.0,11.0,6.0,0.0,790.0
262,020012304,27.0,23.0,16.0,34.0,43.0,42.0,32.0,22.0,17.0,22.0,17.0,14.0,12.0,14.0,18.0,5.0,6.0,5.0,1.0,0.0,370.0
263,020012305,21.0,20.0,18.0,24.0,38.0,56.0,37.0,49.0,28.0,37.0,41.0,40.0,21.0,19.0,16.0,13.0,14.0,8.0,1.0,0.0,501.0
264,020012306,16.0,10.0,17.0,14.0,41.0,54.0,33.0,19.0,34.0,31.0,27.0,28.0,33.0,38.0,36.0,15.0,12.0,18.0,5.0,3.0,484.0
265,020012307,34.0,18.0,20.0,39.0,74.0,62.0,54.0,38.0,33.0,28.0,31.0,38.0,27.0,32.0,20.0,6.0,5.0,6.0,3.0,0.0,568.0
266,020012308,29.0,26.0,33.0,41.0,56.0,39.0,55.0,45.0,51.0,38.0,43.0,36.0,53.0,36.0,32.0,32.0,19.0,12.0,5.0,0.0,681.0
267,020012309,40.0,35.0,32.0,40.0,77.0,100.0,77.0,57.0,59.0,54.0,55.0,58.0,43.0,49.0,46.0,25.0,26.0,19.0,6.0,0.0,898.0
268,020012310,13.0,25.0,21.0,27.0,27.0,28.0,38.0,30.0,15.0,20.0,20.0,19.0,30.0,15.0,13.0,9.0,3.0,7.0,2.0,0.0,362.0
269,020012401,9.0,9.0,10.0,9.0,26.0,28.0,23.0,20.0,13.0,17.0,16.0,12.0,16.0,7.0,9.0,8.0,10.0,4.0,1.0,1.0,248.0
270,020012402,16.0,5.0,10.0,15.0,31.0,26.0,30.0,21.0,21.0,19.0,17.0,12.0,15.0,18.0,8.0,10.0,6.0,5.0,2.0,0.0,287.0
271,020012403,22.0,24.0,16.0,22.0,48.0,53.0,52.0,50.0,34.0,48.0,43.0,44.0,20.0,8.0,11.0,16.0,9.0,13.0,1.0,0.0,534.0
272,020012404,10.0,14.0,10.0,19.0,18.0,32.0,37.0,35.0,21.0,18.0,23.0,18.0,35.0,11.0,9.0,10.0,4.0,2.0,2.0,0.0,328.0
273,020012405,27.0,22.0,8.0,5.0,21.0,38.0,36.0,38.0,18.0,18.0,19.0,22.0,16.0,14.0,11.0,11.0,11.0,7.0,3.0,0.0,345.0
274,020012406,25.0,25.0,21.0,32.0,48.0,88.0,59.0,63.0,40.0,33.0,38.0,44.0,45.0,46.0,42.0,33.0,28.0,9.0,0.0,1.0,720.0
275,020012407,32.0,25.0,18.0,37.0,38.0,47.0,68.0,40.0,40.0,35.0,28.0,35.0,27.0,33.0,23.0,18.0,16.0,4.0,0.0,2.0,566.0
276,020012408,32.0,23.0,15.0,12.0,40.0,41.0,45.0,48.0,41.0,26.0,15.0,19.0,19.0,9.0,12.0,18.0,9.0,4.0,0.0,0.0,428.0
277,020012501,23.0,21.0,21.0,25.0,31.0,44.0,39.0,49.0,23.0,23.0,18.0,25.0,14.0,27.0,6.0,16.0,11.0,3.0,3.0,2.0,424.0
278,020012502,15.0,16.0,13.0,11.0,39.0,54.0,43.0,43.0,15.0,15.0,15.0,21.0,23.0,24.0,15.0,6.0,8.0,7.0,3.0,2.0,388.0
279,020012503,16.0,17.0,12.0,21.0,40.0,34.0,38.0,34.0,29.0,37.0,30.0,26.0,33.0,20.0,32.0,40.0,26.0,16.0,9.0,3.0,513.0
280,020012504,55.0,46.0,48.0,36.0,65.0,72.0,83.0,85.0,51.0,54.0,51.0,45.0,60.0,50.0,32.0,30.0,21.0,19.0,7.0,2.0,912.0
281,020012505,22.0,19.0,15.0,15.0,44.0,37.0,36.0,34.0,29.0,33.0,29.0,34.0,28.0,26.0,31.0,22.0,15.0,3.0,3.0,2.0,477.0
282,020012506,36.0,34.0,51.0,38.0,47.0,77.0,68.0,52.0,44.0,55.0,40.0,39.0,52.0,43.0,21.0,17.0,19.0,13.0,6.0,0.0,752.0
283,020012507,23.0,20.0,12.0,15.0,38.0,50.0,40.0,36.0,26.0,24.0,20.0,21.0,18.0,20.0,20.0,13.0,12.0,6.0,4.0,0.0,418.0
284,020012508,27.0,20.0,17.0,36.0,27.0,50.0,55.0,49.0,52.0,33.0,35.0,31.0,36.0,41.0,31.0,27.0,25.0,15.0,5.0,0.0,612.0
285,020012509,66.0,62.0,47.0,46.0,41.0,51.0,63.0,43.0,39.0,45.0,32.0,38.0,28.0,18.0,13.0,9.0,6.0,8.0,2.0,1.0,658.0
286,020012510,26.0,21.0,31.0,29.0,36.0,48.0,37.0,47.0,29.0,37.0,35.0,42.0,31.0,33.0,12.0,19.0,15.0,7.0,6.0,1.0,542.0
287,020012511,26.0,27.0,29.0,24.0,28.0,52.0,67.0,43.0,33.0,26.0,27.0,46.0,45.0,30.0,11.0,13.0,18.0,6.0,6.0,0.0,557.0
288,020012601,22.0,28.0,18.0,49.0,91.0,62.0,56.0,56.0,27.0,35.0,33.0,40.0,19.0,31.0,18.0,17.0,22.0,9.0,5.0,1.0,639.0
289,020012602,31.0,39.0,38.0,25.0,58.0,75.0,66.0,56.0,39.0,35.0,34.0,36.0,37.0,33.0,20.0,15.0,25.0,10.0,4.0,1.0,677.0
290,020012603,19.0,17.0,19.0,25.0,23.0,40.0,48.0,20.0,31.0,42.0,36.0,25.0,22.0,21.0,14.0,16.0,10.0,9.0,2.0,1.0,440.0
291,020012604,27.0,25.0,20.0,27.0,47.0,50.0,51.0,33.0,36.0,31.0,44.0,26.0,35.0,24.0,20.0,22.0,15.0,16.0,4.0,0.0,553.0
292,020012605,36.0,44.0,30.0,40.0,64.0,50.0,59.0,55.0,48.0,34.0,45.0,31.0,29.0,28.0,16.0,28.0,26.0,13.0,5.0,2.0,683.0
293,020012606,28.0,25.0,15.0,16.0,26.0,41.0,41.0,39.0,30.0,23.0,22.0,25.0,24.0,28.0,21.0,26.0,18.0,10.0,5.0,2.0,465.0
294,020012607,14.0,15.0,18.0,20.0,18.0,20.0,18.0,26.0,21.0,23.0,18.0,13.0,10.0,21.0,23.0,17.0,7.0,8.0,3.0,0.0,313.0
295,020012608,25.0,25.0,15.0,16.0,28.0,35.0,47.0,23.0,30.0,15.0,35.0,27.0,28.0,22.0,19.0,24.0,22.0,9.0,4.0,0.0,449.0
296,020012609,27.0,25.0,35.0,33.0,58.0,58.0,64.0,40.0,37.0,47.0,62.0,60.0,47.0,41.0,27.0,32.0,20.0,21.0,5.0,0.0,739.0
297,020012701,39.0,27.0,24.0,44.0,36.0,37.0,63.0,41.0,30.0,31.0,35.0,36.0,34.0,29.0,26.0,33.0,10.0,13.0,6.0,2.0,596.0
298,020012702,49.0,42.0,46.0,43.0,88.0,83.0,70.0,67.0,57.0,53.0,44.0,42.0,32.0,21.0,15.0,15.0,5.0,6.0,2.0,0.0,780.0
299,020012703,53.0,77.0,61.0,49.0,73.0,83.0,71.0,62.0,59.0,54.0,51.0,43.0,35.0,22.0,19.0,29.0,14.0,15.0,10.0,8.0,888.0
300,020012704,50.0,48.0,46.0,46.0,74.0,76.0,71.0,59.0,57.0,54.0,45.0,28.0,32.0,32.0,31.0,16.0,18.0,9.0,6.0,4.0,802.0
301,020012705,30.0,31.0,29.0,44.0,41.0,46.0,53.0,42.0,33.0,41.0,35.0,56.0,36.0,38.0,31.0,20.0,23.0,8.0,2.0,2.0,641.0
302,020012706,62.0,58.0,59.0,61.0,99.0,103.0,70.0,75.0,77.0,57.0,56.0,45.0,38.0,21.0,14.0,16.0,12.0,3.0,3.0,0.0,929.0
